LB_NOM,Leaf,AccSpeciesID,CD_REF,FAMILLE,harvested
Ranunculus acris,compound,45587,116903,Ranunculaceae,1
Ranunculus bulbosus,compound,45613,116952,Ranunculaceae,1
Ranunculus montanus,simple,45679,117125,Ranunculaceae,1
Ranunculus repens,compound,45737,117201,Ranunculaceae,1
Ranunculus sceleratus,simple,45748,117224,Ranunculaceae,1
Reseda luteola,simple,45915,117459,Resedaceae,1
Reynoutria japonica,simple,45956,117503,Polygonaceae,1
Rhamnus cathartica,simple,45983,117530,Rhamnaceae,1
Rhodiola rosea,simple,46137,117668,Crassulaceae,1
Rhododendron ferrugineum,simple,46174,117679,Ericaceae,1
Rhus coriaria,compound,46310,117712,Anacardiaceae,1
Ribes rubrum,simple,46527,117774,Grossulariaceae,1
Ribes uva-crispa,simple,46535,117787,Grossulariaceae,1
Ricinus communis,simple,46557,117806,Euphorbiaceae,1
Rosa arvensis,compound,46721,118016,Rosaceae,1
Rosa canina,compound,46728,118073,Rosaceae,1
Rosa pendulina,compound,46768,118397,Rosaceae,1
Rubia peregrina,simple,46878,118916,Rubiaceae,1
Rubia tinctorum,simple,46881,118920,Rubiaceae,1
Rubus fruticosus,compound,47059,119097,Rosaceae,1
Rubus idaeus,compound,47124,119149,Rosaceae,1
Rumex acetosa,simple,47451,119418,Polygonaceae,1
Rumex acetosella,simple,47452,119419,Polygonaceae,1
Rumex alpinus,simple,47456,119435,Polygonaceae,1
Rumex crispus,simple,47468,119473,Polygonaceae,1
Rumex obtusifolius,simple,47498,119550,Polygonaceae,1
Rumex patientia,simple,47501,119558,Polygonaceae,1
Ruscus aculeatus,simple,47558,119698,Asparagaceae,1
Sagittaria sagittifolia,simple,47714,119860,Alismataceae,1
Salicornia europaea,simple,47757,119881,Amaranthaceae,1
Salix alba,simple,47776,119915,Salicaceae,1
Salix caprea,simple,47806,119977,Salicaceae,1
Salix myrsinifolia,simple,47888,120135,Salicaceae,1
Salix purpurea,simple,47913,120189,Salicaceae,1
Salvia fruticosa,compound,48116,120642,Lamiaceae,1
Salvia glutinosa,simple,48118,120643,Lamiaceae,1
Salvia officinalis,simple,48147,120678,Lamiaceae,1
Salvia pratensis,simple,48156,120685,Lamiaceae,1
Sambucus ebulus,compound,48201,120712,Viburnaceae,1
Sambucus nigra,compound,48206,120717,Viburnaceae,1
Sambucus racemosa,compound,48209,120720,Viburnaceae,1
Poterium sanguisorba,compound,48233,115789,Rosaceae,1
Sanguisorba officinalis,compound,48235,120758,Rosaceae,1
Sanicula europaea,compound,48244,120772,Apiaceae,1
Santolina chamaecyparissus,compound,48303,120785,Asteraceae,1
Saponaria ocymoides,simple,48361,120823,Caryophyllaceae,1
Saponaria officinalis,simple,48362,120824,Caryophyllaceae,1
Satureja montana,simple,48472,120908,Lamiaceae,1
Saxifraga granulata,simple,48601,121065,Saxifragaceae,1
Scabiosa columbaria,compound,48641,121334,Caprifoliaceae,1
Scandix pecten-veneris,compound,48687,121449,Apiaceae,1
Scilla bifolia,simple,49008,121606,Asparagaceae,1
Scleranthus annuus,simple,49087,121823,Caryophyllaceae,1
Scrophularia auriculata,simple,49223,121999,Scrophulariaceae,1
Scrophularia nodosa,simple,49239,122028,Scrophulariaceae,1
Scutellaria galericulata,simple,49261,122069,Lamiaceae,1
Sedum acre,simple,49361,122101,Crassulaceae,1
Sedum album,simple,49363,122106,Crassulaceae,1
Sedum cepaea,simple,49371,122140,Crassulaceae,1
Sedum rubens,simple,49395,122243,Crassulaceae,1
Sempervivum arachnoideum,simple,49468,122419,Crassulaceae,1
Sempervivum montanum,simple,49473,122467,Crassulaceae,1
Sempervivum tectorum,simple,49475,122493,Crassulaceae,1
Senecio doronicum,simple,49526,122593,Asteraceae,1
Senecio ovatus,simple,49594,122675,Asteraceae,1
Senecio sarracenicus,simple,49614,122714,Asteraceae,1
Senecio sylvaticus,simple,49629,122726,Asteraceae,1
Senecio vulgaris,simple,49638,122745,Asteraceae,1
Serratula tinctoria,simple,49774,122971,Asteraceae,1
Sideritis hyssopifolia,simple,50123,123258,Lamiaceae,1
Silene vulgaris,simple,50304,123683,Caryophyllaceae,1
Silybum marianum,simple,50313,123705,Asteraceae,1
Sinapis alba,compound,50347,123711,Brassicaceae,1
Sinapis arvensis,simple,50348,123713,Brassicaceae,1
Sisymbrium officinale,simple,50427,123863,Brassicaceae,1
Solanum dulcamara,simple,50679,124034,Solanaceae,1
Solanum nigrum,simple,50755,124080,Solanaceae,1
Soldanella alpina,simple,50853,124139,Primulaceae,1
Solidago canadensis,simple,50873,124164,Asteraceae,1
Solidago gigantea,simple,50876,124168,Asteraceae,1
Solidago virgaurea,simple,50905,124205,Asteraceae,1
Sonchus arvensis,simple,50913,124232,Asteraceae,1
Sonchus asper,simple,50914,124233,Asteraceae,1
Sorbus aucuparia,compound,50997,124308,Rosaceae,1
Cormus domestica,compound,51024,92488,Rosaceae,1
Spartium junceum,simple,51228,124453,Fabaceae,1
Spergula arvensis,simple,51244,124499,Caryophyllaceae,1
Spergularia rubra,simple,51261,124578,Caryophyllaceae,1
Stachys annua,simple,51533,124741,Lamiaceae,1
Stachys arvensis,simple,51535,124744,Lamiaceae,1
Betonica officinalis,simple,51552,85852,Lamiaceae,1
Stachys palustris,simple,51554,124798,Lamiaceae,1
Stachys sylvatica,simple,51561,124814,Lamiaceae,1
Stellaria aquatica,simple,51618,124970,Caryophyllaceae,1
Rabelera holostea,simple,51629,999933,Caryophyllaceae,1
Stellaria media,simple,51634,125014,Caryophyllaceae,1
Succisa pratensis,simple,52337,125295,Caprifoliaceae,1
Symphoricarpos albus,simple,52513,125324,Caprifoliaceae,1
Symphytum bulbosum,simple,52528,125343,Boraginaceae,1
Symphytum officinale,simple,52530,125355,Boraginaceae,1
Tamarix gallica,simple,52980,125426,Tamaricaceae,1
Tanacetum parthenium,compound,53016,125469,Asteraceae,1
Tanacetum vulgare,compound,53018,125474,Asteraceae,1
Taxus baccata,simple,53526,125816,Taxaceae,1
Teucrium chamaedrys,simple,53949,125981,Lamiaceae,1
Teucrium montanum,simple,53962,126008,Lamiaceae,1
Teucrium polium,simple,53965,126019,Lamiaceae,1
Teucrium scorodonia,simple,53973,126035,Lamiaceae,1
Thymus nitens,simple,54253,126552,Lamiaceae,1
Thymus serpyllum,simple,54268,126573,Lamiaceae,1
Thymus vulgaris,simple,54274,126582,Lamiaceae,1
Tilia cordata,simple,54325,126628,Malvaceae,1
Tilia platyphyllos,simple,54344,126650,Malvaceae,1
Tragopogon pratensis,simple,54643,127029,Asteraceae,1
Tribulus terrestris,compound,54718,127131,Zygophyllaceae,1
Trifolium alpinum,compound,54920,127219,Fabaceae,1
Trifolium arvense,compound,54926,127230,Fabaceae,1
Trifolium pratense,compound,54991,127439,Fabaceae,1
Trollius europaeus,compound,55291,127872,Ranunculaceae,1
Tussilago farfara,simple,55378,128042,Asteraceae,1
Typha latifolia,simple,55399,128077,Typhaceae,1
Ulmus minor,simple,55465,128175,Ulmaceae,1
Umbilicus rupestris,simple,55489,128215,Crassulaceae,1
Urtica dioica,simple,55598,128268,Urticaceae,1
Urtica urens,simple,55609,128298,Urticaceae,1
Vaccinium myrtillus,simple,55736,128345,Ericaceae,1
Vaccinium vitis-idaea,simple,55754,128355,Ericaceae,1
Valeriana montana,simple,55771,128416,Caprifoliaceae,1
Valeriana officinalis,compound,55773,128419,Caprifoliaceae,1
Valerianella locusta,simple,55801,128476,Caprifoliaceae,1
Veratrum album,simple,55963,128520,Melanthiaceae,1
Verbascum densiflorum,simple,55982,128567,Scrophulariaceae,1
Verbascum nigrum,simple,55994,128615,Scrophulariaceae,1
Verbascum thapsus,simple,56010,128660,Scrophulariaceae,1
Verbena officinalis,simple,56033,128754,Verbenaceae,1
Veronica beccabunga,simple,56238,128808,Plantaginaceae,1
Veronica chamaedrys,simple,56242,128832,Plantaginaceae,1
Veronica officinalis,simple,56262,128938,Plantaginaceae,1
Viburnum lantana,simple,56319,129083,Viburnaceae,1
Viburnum opulus,simple,56323,129087,Viburnaceae,1
Vinca major,simple,56477,129468,Apocynaceae,1
Vinca minor,simple,56478,129470,Apocynaceae,1
Vincetoxicum hirundinaria,simple,56482,129477,Apocynaceae,1
Viola arvensis,simple,56491,129506,Violaceae,1
Viola biflora,simple,56497,129520,Violaceae,1
Viola calcarata,simple,56502,129527,Violaceae,1
Viola canina,simple,56505,129529,Violaceae,1
Viola collina,simple,56508,129539,Violaceae,1
Viola lutea,simple,56535,129614,Violaceae,1
Viola odorata,simple,56546,129632,Violaceae,1
Viola palustris,simple,56549,129639,Violaceae,1
Viola reichenbachiana,simple,56566,129666,Violaceae,1
Viola rupestris,simple,56571,129674,Violaceae,1
Viola tricolor,simple,56588,129723,Violaceae,1
Viscum album,simple,56635,129906,Viscaceae,1
Xanthium orientale,simple,57120,130484,Asteraceae,1
Xanthium spinosum,simple,57127,130491,Asteraceae,1
Xanthium strumarium,simple,57128,130492,Asteraceae,1
Ziziphus jujuba,simple,57554,162352,Rhamnaceae,1
Argentina anserina,compound,64234,83714,Rosaceae,1
Plumbago europaea,simple,70596,114080,Plumbaginaceae,1
Santolina corsica,compound,71245,120786,Asteraceae,1
Clinopodium grandiflorum,simple,72497,91904,Lamiaceae,1
Achillea tomentosa,compound,73481,79939,Asteraceae,1
Aconitum anthora,simple,73526,80007,Ranunculaceae,1
Aristolochia clematitis,simple,75335,83777,Aristolochiaceae,1
Artemisia glacialis,compound,75422,83974,Asteraceae,1
Clinopodium nepeta,simple,79111,91910,Lamiaceae,1
Staphisagria macrosperma,simple,80856,124848,Ranunculaceae,1
Dioscorea communis,simple,81266,611652,Dioscoreaceae,1
Dracunculus vulgaris,compound,81745,95425,Araceae,1
Dysphania ambrosioides,simple,81989,611753,Amaranthaceae,1
Ficaria verna,simple,83492,98651,Ranunculaceae,1
Galatella sedifolia,simple,83858,610594,Asteraceae,1
Hypericum nummularium,simple,86573,103308,Hypericaceae,1
Imperatoria ostruthium,compound,86787,103578,Apiaceae,1
Pulmonaria affinis,simple,95079,116407,Boraginaceae,1
Ramonda myconi,simple,95303,116876,Gesneriaceae,1
Teucrium marum,simple,99690,126006,Lamiaceae,1
Valeriana celtica,simple,100721,128391,Caprifoliaceae,1
Viola jordanii,simple,101002,129596,Violaceae,1
Hepatica nobilis,simple,203058,101253,Ranunculaceae,1
Centaurea benedicta,simple,212628,89531,Asteraceae,1
Chiliadenus glutinosus,simple,213567,717139,Asteraceae,1
Cyanus montanus,simple,218825,93673,Asteraceae,1
Dysphania botrys,simple,222365,611755,Amaranthaceae,1
Galatella linosyris,simple,229224,99244,Asteraceae,1
Gymnadenia nigra,simple,232102,100613,Orchidaceae,1
Jacobaea adonidifolia,compound,235383,103985,Asteraceae,1
Jacobaea alpina,simple,235384,610648,Asteraceae,1
Jacobaea incana,simple,235392,610642,Asteraceae,1
Jacobaea leucophylla,simple,235395,610647,Asteraceae,1
Jacobaea maritima,simple,235396,610643,Asteraceae,1
Jacobaea vulgaris,simple,235402,610646,Asteraceae,1
Physalis alkekengi,simple,250480,113321,Solanaceae,1
Leontopodium nivale,simple,338513,611031,Asteraceae,1
Oxybasis glauca,simple,357761,717359,Amaranthaceae,1
Taraxacum officinale,simple,391852,717630,Asteraceae,0
Taraxacum officinale,simple,391852,717630,Asteraceae,1
Arundo micrantha,simple,407006,84195,Poaceae,1
Blitum bonus-henricus,simple,408597,994837,Amaranthaceae,1
Delphinium consolida,compound,419739,94572,Ranunculaceae,1
Erysimum cheiri,simple,425541,97185,Brassicaceae,1
Hylotelephium telephium,simple,430714,103162,Crassulaceae,1
Iris germanica,simple,432139,103737,Iridaceae,1
Petrosedum rupestre,simple,445080,112816,Crassulaceae,1
Salvia rosmarinus,simple,451852,1027822,Lamiaceae,0
Melilotus albus,compound,459563,107886,Fabaceae,1
Melilotus altissimus,compound,459564,107887,Fabaceae,1
Melilotus officinalis,compound,459576,107942,Fabaceae,1
Abutilon theophrasti,simple,139,79684,Malvaceae,0
Acer pseudoplatanus,simple,855,79783,Sapindaceae,0
Aethionema saxatile,simple,1590,80350,Brassicaceae,0
Agrostis alpina,simple,1877,80564,Poaceae,0
Agrostis stolonifera,simple,2065,80759,Poaceae,0
Albizia julibrissin,compound,2237,447347,Fabaceae,0
Alchemilla glaucescens,simple,2329,81091,Rosaceae,0
Alchemilla subglobosa,simple,2378,717722,Rosaceae,0
Alisma gramineum,simple,2471,81260,Alismataceae,0
Allium angulosum,simple,2504,81316,Amaryllidaceae,0
Allium carinatum,simple,2515,81336,Amaryllidaceae,0
Allium flavum,simple,2532,81376,Amaryllidaceae,0
Allium scorodoprasum,simple,2568,81510,Amaryllidaceae,0
Alopecurus geniculatus,simple,2854,81637,Poaceae,0
Alopecurus myosuroides,simple,2869,81648,Poaceae,0
Alopecurus pratensis,simple,2872,81656,Poaceae,0
Alternanthera philoxeroides,simple,2993,81831,Amaranthaceae,0
Amaranthus blitum,simple,3104,81966,Amaranthaceae,0
Amaranthus cruentus,simple,3111,81976,Amaranthaceae,0
Amaranthus hybridus,simple,3120,81992,Amaranthaceae,0
Ambrosia psilostachya,simple,3168,610847,Asteraceae,0
Ammannia coccinea,simple,3206,82120,Lythraceae,0
Anacamptis coriophora,simple,202844,82282,Orchidaceae,0
Anacamptis pyramidalis,simple,3375,82288,Orchidaceae,0
Anarrhinum bellidifolium,simple,3437,82356,Plantaginaceae,0
Andromeda polifolia,simple,3515,82420,Ericaceae,0
Androsace alpina,simple,3643,82478,Primulaceae,0
Androsace lactea,simple,3648,82509,Primulaceae,0
Androsace obtusifolia,simple,3650,82519,Primulaceae,0
Androsace vitaliana,simple,65554,82545,Primulaceae,0
Andryala ragusina,simple,3662,82571,Asteraceae,0
Antennaria carpatica,simple,3922,82794,Asteraceae,0
Anthericum liliago,simple,3979,82903,Asparagaceae,0
Anthericum ramosum,simple,3980,82909,Asparagaceae,0
Anthoxanthum aristatum,simple,4026,82916,Poaceae,0
Anthriscus caucalis,compound,4042,82931,Apiaceae,0
Aphanes arvensis,simple,4185,83159,Rosaceae,0
Aposeris foetida,simple,4291,83234,Asteraceae,0
Arabidopsis arenosa,simple,75112,610746,Brassicaceae,0
Arabis alpina,simple,4342,83279,Brassicaceae,0
Arctium nemorosum,simple,4493,83503,Asteraceae,0
Arctium tomentosum,simple,4498,83507,Asteraceae,0
Argyrolobium zanonii,compound,4689,83722,Fabaceae,0
Aristolochia pallida,simple,5054,83789,Aristolochiaceae,0
Armeria alpina,simple,5078,83808,Plumbaginaceae,0
Arnoseris minima,simple,5107,83890,Asteraceae,0
Artemisia campestris,compound,5176,83953,Asteraceae,0
Artemisia pontica,compound,5225,84021,Asteraceae,0
Artemisia verlotiorum,compound,5255,84057,Asteraceae,0
Asparagus acutifolius,simple,5526,84264,Asparagaceae,0
Asperula aristata,simple,5555,84296,Rubiaceae,0
Asperula arvensis,simple,5556,84297,Rubiaceae,0
Asperula purpurea,simple,5567,84319,Rubiaceae,0
Asphodelus fistulosus,simple,5576,84355,Asphodelaceae,0
Asplenium viride,compound,5707,84540,Aspleniaceae,0
Astragalus hamosus,compound,5851,84846,Fabaceae,0
Athyrium filix-femina,compound,6006,84999,Athyriaceae,0
Atractylis humilis,simple,6028,85023,Asteraceae,0
Atriplex laciniata,simple,6101,85079,Amaranthaceae,0
Atriplex patula,simple,6142,85102,Amaranthaceae,0
Avena sterilis,simple,6344,85374,Poaceae,0
Avena strigosa,simple,6345,85378,Poaceae,0
Barbarea intermedia,simple,6898,85536,Brassicaceae,0
Bartsia alpina,simple,6930,85602,Orobanchaceae,0
Bellis annua,simple,7172,85728,Asteraceae,0
Bidens connata,compound,7391,85949,Asteraceae,0
Bidens frondosa,compound,7395,85957,Asteraceae,0
Bidens radiata,compound,7404,85978,Asteraceae,0
Bifora radians,compound,7419,85997,Apiaceae,0
Bistorta vivipara,simple,7474,86082,Polygonaceae,0
Blackstonia acuminata,simple,7484,86084,Gentianaceae,0
Blysmus compressus,simple,7592,86124,Cyperaceae,0
Brachypodium distachyon,simple,8141,86262,Poaceae,0
Brachypodium pinnatum,simple,8151,86289,Poaceae,0
Brachypodium retusum,simple,8154,86297,Poaceae,0
Brassica oleracea,simple,8257,86406,Brassicaceae,0
Bromus arvensis,simple,8410,86537,Poaceae,0
Bromus commutatus,simple,8433,86571,Poaceae,0
Bromus hordeaceus,simple,8453,86634,Poaceae,0
Buglossoides incrassata,simple,289270,610662,Boraginaceae,0
Buphthalmum salicifolium,simple,8871,87009,Asteraceae,0
Bupleurum rigidum,simple,8890,87093,Apiaceae,0
Calamagrostis arundinacea,simple,9114,87212,Poaceae,0
Campanula barbata,simple,9933,87607,Campanulaceae,0
Campanula bononiensis,simple,9936,87613,Campanulaceae,0
Campanula erinus,simple,9946,87636,Campanulaceae,0
Cardamine heptaphylla,compound,10294,87925,Brassicaceae,0
Cardamine hirsuta,compound,10295,87930,Brassicaceae,0
Cardamine impatiens,compound,10296,87933,Brassicaceae,0
Carduus acanthoides,simple,10331,88059,Asteraceae,0
Carex arenaria,simple,10366,88349,Cyperaceae,0
Carex brunnescens,simple,10392,88400,Cyperaceae,0
Carex curvula,simple,10418,88453,Cyperaceae,0
Carex demissa,simple,10423,771637,Cyperaceae,0
Carex extensa,simple,10451,88502,Cyperaceae,0
Carex halleriana,simple,10489,88560,Cyperaceae,0
Carex humilis,simple,10503,88582,Cyperaceae,0
Carex liparocarpos,simple,10544,88637,Cyperaceae,0
Carex mucronata,simple,10575,88693,Cyperaceae,0
Carex otrubae,simple,10597,88741,Cyperaceae,0
Carex pilulifera,simple,10620,88775,Cyperaceae,0
Carex remota,simple,10641,88819,Cyperaceae,0
Carex riparia,simple,10645,88833,Cyperaceae,0
Carex tomentosa,simple,NA,88916,Cyperaceae,0
Carex vaginata,simple,10701,88932,Cyperaceae,0
Carex viridula,simple,10703,88949,Cyperaceae,0
Catananche caerulea,simple,11190,89330,Asteraceae,0
Centaurea stoebe,simple,11626,89716,Asteraceae,0
Centaurium littorale,simple,11636,89845,Gentianaceae,0
Cephalaria leucantha,compound,11728,89940,Caprifoliaceae,0
Cerastium brachypetalum,simple,11773,89979,Caryophyllaceae,0
Cerastium pumilum,simple,11796,90076,Caryophyllaceae,0
Ceratocephala falcata,simple,11815,90180,Ranunculaceae,0
Chamaenerion angustifolium,simple,20801,90483,Onagraceae,1
Chenopodium ficifolium,simple,12185,90724,Amaranthaceae,0
Chrysosplenium alternifolium,simple,12744,91118,Saxifragaceae,0
Chrysosplenium oppositifolium,simple,12748,91120,Saxifragaceae,0
Circaea alpina,simple,13005,91256,Onagraceae,0
Cirsium dissectum,simple,13027,91322,Asteraceae,0
Cirsium oleraceum,simple,13049,91378,Asteraceae,0
Cirsium tuberosum,simple,13070,91422,Asteraceae,0
Cirsium vulgare,simple,13072,91430,Asteraceae,0
Cistus albidus,simple,13138,91630,Cistaceae,0
Cistus salviifolius,simple,13156,91715,Cistaceae,0
Cochlearia anglica,simple,13715,92029,Brassicaceae,0
Colchicum bulbocodium,simple,215561,92132,Colchicaceae,0
Colocasia esculenta,simple,13920,447722,Araceae,0
Conringia orientalis,simple,14232,92254,Brassicaceae,0
Convolvulus lanuginosus,simple,14258,92329,Convolvulaceae,0
Convolvulus lineatus,simple,14259,92331,Convolvulaceae,0
Coronilla coronata,compound,14615,92515,Fabaceae,0
Corydalis solida,compound,14680,92594,Papaveraceae,0
Cota tinctoria,compound,216684,92629,Asteraceae,0
Cotoneaster integerrimus,simple,14810,92667,Rosaceae,0
Crambe maritima,simple,14977,92782,Brassicaceae,0
Crassula helmsii,simple,15024,92793,Crassulaceae,0
Crepis aurea,simple,15170,93004,Asteraceae,0
Crepis capillaris,simple,15174,93023,Asteraceae,0
Crepis conyzifolia,simple,15175,93027,Asteraceae,0
Crocus vernus,simple,15247,93282,Iridaceae,0
Cruciata glabra,simple,15612,93307,Rubiaceae,0
Cytisus hirsutus,compound,16626,94123,Fabaceae,0
Dactylorhiza traunsteineri,simple,NA,94287,Orchidaceae,0
Danthonia decumbens,simple,16898,94402,Poaceae,0
Daphne cneorum,simple,16950,94423,Thymelaeaceae,0
Dianthus barbatus,simple,17585,94698,Caryophyllaceae,0
Dianthus deltoides,simple,17594,94728,Caryophyllaceae,0
Digitaria ischaemum,simple,18003,94985,Poaceae,0
Diospyros virginiana,simple,18628,611108,Ebenaceae,0
Diphasiastrum alpinum,simple,18642,95056,Lycopodiaceae,0
Dipsacus pilosus,compound,18731,95154,Caprifoliaceae,0
Doronicum austriacum,simple,19146,95209,Asteraceae,0
Draba verna,simple,19236,95372,Brassicaceae,0
Dryopteris affinis,compound,19400,95547,Dryopteridaceae,0
Dryopteris expansa,compound,19412,95566,Dryopteridaceae,0
Echinops exaltatus,simple,19782,95700,Asteraceae,0
Echinops ritro,simple,19791,95709,Asteraceae,0
Elaeagnus umbellata,simple,19926,95841,Elaeagnaceae,0
Elatine hydropiper,simple,20037,95860,Elatinaceae,0
Eleocharis ovata,simple,20103,95919,Cyperaceae,0
Eleusine indica,simple,20139,95965,Poaceae,0
Elymus caninus,simple,20243,95992,Poaceae,0
Empetrum nigrum,simple,20484,96069,Ericaceae,0
Ephedra major,simple,20760,96106,Ephedraceae,0
Epilobium alpestre,simple,20796,96127,Onagraceae,0
Epilobium ciliatum,simple,20816,96149,Onagraceae,0
Epipactis palustris,simple,20915,96465,Orchidaceae,0
Eragrostis minor,simple,21194,96613,Poaceae,0
Erica multiflora,simple,21584,96683,Ericaceae,0
Erigeron alpinus,simple,21626,96736,Asteraceae,0
Erigeron annuus,simple,21627,96739,Asteraceae,0
Erigeron karvinskianus,simple,21656,96775,Asteraceae,0
Eritrichium nanum,simple,21893,96872,Boraginaceae,0
Erodium ciconium,compound,21899,96894,Geraniaceae,0
Erodium malacoides,compound,21908,96919,Geraniaceae,0
Eryngium maritimum,simple,21972,97145,Apiaceae,0
Erysimum cheiranthoides,simple,21995,97183,Brassicaceae,0
Erythronium dens-canis,simple,22124,97325,Liliaceae,0
Eucalyptus delegatensis,simple,22469,611735,Myrtaceae,0
Euphorbia characias,simple,23368,97478,Euphorbiaceae,0
Euphorbia dendroides,simple,23397,97492,Euphorbiaceae,0
Euphorbia exigua,simple,23415,97511,Euphorbiaceae,0
Euphorbia humifusa,simple,23456,97543,Euphorbiaceae,0
Euphrasia minima,simple,23656,97772,Orobanchaceae,0
Euthamia graminifolia,simple,23772,97862,Asteraceae,0
Falcaria vulgaris,compound,23910,97956,Apiaceae,0
Fallopia convolvulus,simple,23920,97962,Polygonaceae,0
Festuca halleri,simple,24349,98272,Poaceae,0
Festuca heterophylla,simple,24363,98280,Poaceae,0
Festuca nigrescens,simple,24486,98404,Poaceae,0
Festuca pallens,simple,24513,98426,Poaceae,0
Filago pyramidata,simple,24987,98699,Asteraceae,0
Fragaria viridis,compound,25215,98868,Rosaceae,0
Fraxinus pennsylvanica,compound,25263,98939,Oleaceae,0
Fumaria parviflora,compound,25356,99111,Papaveraceae,0
Fumaria vaillantii,compound,25361,99139,Papaveraceae,0
Gagea lutea,simple,25381,99185,Liliaceae,0
Gagea spathacea,simple,25387,99206,Liliaceae,0
Galeopsis speciosa,simple,25472,99331,Lamiaceae,0
Galinsoga quadriradiata,simple,25478,99359,Asteraceae,0
Galium glaucum,simple,25515,99429,Rubiaceae,0
Galium saxatile,simple,25548,99529,Rubiaceae,0
Galium verticillatum,simple,83922,99581,Rubiaceae,0
Gentiana asclepiadea,simple,25949,99862,Gentianaceae,0
Geranium dissectum,compound,26052,100052,Geraniaceae,0
Geranium pusillum,simple,26083,100133,Geraniaceae,0
Geum reptans,compound,26144,100214,Rosaceae,0
Gladiolus imbricatus,simple,26294,100273,Iridaceae,0
Gladiolus palustris,simple,26307,100278,Iridaceae,0
Glebionis segetum,simple,26335,100304,Asteraceae,0
Gleditsia triacanthos,compound,26351,100330,Fabaceae,0
Globularia bisnagarica,simple,NA,100338,Plantaginaceae,0
Globularia vulgaris,simple,26390,100356,Plantaginaceae,0
Gymnadenia odoratissima,simple,27313,100614,Orchidaceae,0
Gymnocarpium dryopteris,compound,27329,100636,Cystopteridaceae,0
Hedysarum hedysaroides,compound,28041,100839,Fabaceae,0
Helianthemum marifolium,simple,28111,100946,Cistaceae,0
Helianthus tuberosus,simple,28156,101055,Asteraceae,0
Helleborus niger,compound,28385,101196,Ranunculaceae,0
Helminthotheca echioides,simple,85647,101210,Asteraceae,0
Helosciadium nodiflorum,compound,85659,101221,Apiaceae,0
Herminium monorchis,simple,28538,101315,Orchidaceae,0
Hieracium humile,simple,28939,102055,Asteraceae,0
Hieracium maculatum,simple,28978,102189,Asteraceae,0
Hieracium prenanthoides,simple,29024,102392,Asteraceae,0
Hippocrepis comosa,compound,29208,102842,Fabaceae,0
Hippocrepis emerus,compound,29209,102845,Fabaceae,0
Hirschfeldia incana,simple,NA,102876,Brassicaceae,0
Homogyne alpina,simple,29404,102925,Asteraceae,0
Hordeum jubatum,simple,29525,102964,Poaceae,0
Hordeum marinum,simple,29528,102968,Poaceae,0
Hydrocharis morsus-ranae,simple,NA,103120,Hydrocharitaceae,0
Hydrocotyle vulgaris,simple,29766,103142,Araliaceae,0
Hyparrhenia hirta,simple,29919,103216,Poaceae,0
Hypericum humifusum,simple,29986,103288,Hypericaceae,0
Hypericum montanum,simple,30003,103301,Hypericaceae,0
Hypochaeris glabra,simple,30049,103364,Asteraceae,0
Hypochaeris maculata,simple,30050,103369,Asteraceae,0
Hypochaeris uniflora,simple,30055,103383,Asteraceae,0
Impatiens balfourii,simple,30375,103543,Balsaminaceae,0
Inula britannica,simple,NA,103598,Asteraceae,0
Inula salicina,simple,30688,103648,Asteraceae,0
Iris graminea,simple,30855,103738,Iridaceae,0
Iris sibirica,simple,30875,103777,Iridaceae,0
Isolepis setacea,simple,31167,103898,Cyperaceae,0
Jacobaea paludosa,simple,235398,103995,Asteraceae,0
Juncus acutiflorus,simple,31444,104101,Juncaceae,0
Juncus alpinoarticulatus,simple,31446,104111,Juncaceae,0
Juncus articulatus,simple,31454,104126,Juncaceae,0
Juncus compressus,simple,31471,104155,Juncaceae,0
Juncus maritimus,simple,31496,104246,Juncaceae,0
Koeleria macrantha,simple,31934,104644,Poaceae,0
Laburnum alpinum,compound,32074,104715,Fabaceae,0
Laburnum anagyroides,compound,32075,104716,Fabaceae,0
Lactuca quercina,simple,32126,104766,Asteraceae,0
Laphangium luteoalbum,simple,NA,610681,Asteraceae,0
Lathyrus hirsutus,compound,32477,105201,Fabaceae,0
Lathyrus japonicus,compound,32481,105206,Fabaceae,0
Lathyrus pannonicus,compound,32497,105241,Fabaceae,0
Leersia oryzoides,simple,32666,105400,Poaceae,0
Leontodon crispus,simple,32725,105490,Asteraceae,0
Leontodon hispidus,simple,32728,105502,Asteraceae,0
Leontodon saxatilis,simple,NA,105521,Asteraceae,0
Lepidium coronopus,compound,237342,984396,Brassicaceae,0
Lepidium didymum,simple,88228,105615,Brassicaceae,0
Lepidium latifolium,simple,32784,105641,Brassicaceae,0
Lepidium sativum,simple,32802,105673,Brassicaceae,0
Lepidium virginicum,simple,32810,105689,Brassicaceae,0
Leucanthemum ircutianum,simple,33146,105795,Asteraceae,0
Leucojum vernum,simple,33166,105841,Amaryllidaceae,0
Ligularia sibirica,simple,33402,105908,Asteraceae,0
Limonium binervosum,simple,33492,106047,Plumbaginaceae,0
Limonium echioides,simple,88585,106070,Plumbaginaceae,0
Limonium vulgare,simple,33506,106112,Plumbaginaceae,0
Linnaea borealis,simple,33616,106260,Caprifoliaceae,0
Linum austriacum,simple,33632,106280,Linaceae,0
Linum usitatissimum,simple,33662,106349,Linaceae,0
Lolium remotum,simple,34021,106504,Poaceae,0
Lolium temulentum,simple,34023,106517,Poaceae,0
