"AccSpeciesName","AccSpeciesID","CD_REF","FAMILLE"
"Salix bicolor",47796,119959,"Salicaceae"
"Salix breviserrata",47799,119968,"Salicaceae"
"Salix caesia",47801,119970,"Salicaceae"
"Salix caprea",47806,119977,"Salicaceae"
"Salix cinerea",47815,119991,"Salicaceae"
"Salix daphnoides",47820,120009,"Salicaceae"
"Salix eleagnos",47827,120029,"Salicaceae"
"Salix foetida",47834,120037,"Salicaceae"
"Salix glaucosericea",47844,120048,"Salicaceae"
"Salix hastata",47850,120052,"Salicaceae"
"Salix helvetica",47852,120056,"Salicaceae"
"Salix herbacea",47853,120057,"Salicaceae"
"Salix laggeri",47865,120085,"Salicaceae"
"Salix lapponum",47867,120091,"Salicaceae"
"Salix myrsinifolia",47888,120135,"Salicaceae"
"Salix pentandra",47902,120163,"Salicaceae"
"Salix purpurea",47913,120189,"Salicaceae"
"Salix pyrenaica",96581,120191,"Salicaceae"
"Salix repens",47918,120192,"Salicaceae"
"Salix reticulata",47919,120193,"Salicaceae"
"Salix retusa",47920,120195,"Salicaceae"
"Salix triandra",47948,120246,"Salicaceae"
"Salix viminalis",47953,120260,"Salicaceae"
"Salpichroa origanifolia",47963,120582,"Solanaceae"
"Salvia aethiopis",48081,120619,"Lamiaceae"
"Salvia farinacea",48114,445723,"Lamiaceae"
"Salvia glutinosa",48118,120643,"Lamiaceae"
"Salvia microphylla",96667,120667,"Lamiaceae"
"Salvia nemorosa",48145,120673,"Lamiaceae"
"Salvia officinalis",48147,120678,"Lamiaceae"
"Salvia pratensis",48156,120685,"Lamiaceae"
"Salvia reflexa",48158,611559,"Lamiaceae"
"Salvia rosmarinus",451852,1027822,"Lamiaceae"
"Salvia sclarea",48163,120691,"Lamiaceae"
"Salvia splendens",48170,721755,"Lamiaceae"
"Salvia tomentosa",71238,120696,"Lamiaceae"
"Salvia verbenaca",48185,120700,"Lamiaceae"
"Salvia verticillata",48186,120703,"Lamiaceae"
"Salvia viridis",48188,120704,"Lamiaceae"
"Salvinia natans",48192,120709,"Salviniaceae"
"Sambucus ebulus",48201,120712,"Viburnaceae"
"Sambucus nigra",48206,120717,"Viburnaceae"
"Sambucus racemosa",48209,120720,"Viburnaceae"
"Samolus valerandi",48217,120732,"Primulaceae"
"Sanguisorba officinalis",48235,120758,"Rosaceae"
"Sanicula europaea",48244,120772,"Apiaceae"
"Santolina chamaecyparissus",48303,120785,"Asteraceae"
"Santolina corsica",71245,120786,"Asteraceae"
"Saponaria bellidifolia",96732,120812,"Caryophyllaceae"
"Saponaria caespitosa",96733,120813,"Caryophyllaceae"
"Saponaria lutea",96735,120819,"Caryophyllaceae"
"Saponaria ocymoides",48361,120823,"Caryophyllaceae"
"Saponaria officinalis",48362,120824,"Caryophyllaceae"
"Sarcocapnos enneaphylla",96749,120840,"Papaveraceae"
"Sarracenia purpurea",48449,120875,"Sarraceniaceae"
"Sasa palmata",48455,120878,"Poaceae"
"Satureja hortensis",48469,120901,"Lamiaceae"
"Satureja montana",48472,120908,"Lamiaceae"
"Saussurea alpina",48547,120949,"Asteraceae"
"Saussurea depressa",259472,120950,"Asteraceae"
"Saussurea discolor",48550,120951,"Asteraceae"
"Saxifraga adscendens",96907,120962,"Saxifragaceae"
"Saxifraga aizoides",48580,120965,"Saxifragaceae"
"Saxifraga androsacea",48581,120973,"Saxifragaceae"
"Saxifraga aquatica",96909,120976,"Saxifragaceae"
"Saxifraga aretioides",96911,120977,"Saxifragaceae"
"Saxifraga aspera",48583,120978,"Saxifragaceae"
"Saxifraga biflora",48584,120987,"Saxifragaceae"
"Saxifraga bryoides",48587,120988,"Saxifragaceae"
"Saxifraga bulbifera",71264,120989,"Saxifragaceae"
"Saxifraga caesia",48589,120994,"Saxifragaceae"
"Saxifraga callosa",96913,120995,"Saxifragaceae"
"Saxifraga cebennensis",96918,121002,"Saxifragaceae"
"Saxifraga cochlearis",96919,121012,"Saxifragaceae"
"Saxifraga corsica",380146,121022,"Saxifragaceae"
"Saxifraga cotyledon",48595,121024,"Saxifragaceae"
"Saxifraga cuneifolia",48596,121031,"Saxifragaceae"
"Saxifraga diapensioides",96926,121039,"Saxifragaceae"
"Saxifraga exarata",48598,121047,"Saxifragaceae"
"Saxifraga florulenta",96930,121054,"Saxifragaceae"
"Saxifraga fragilis",452379,121055,"Saxifragaceae"
"Saxifraga fragosoi",96933,121056,"Saxifragaceae"
"Saxifraga geranioides",96934,121059,"Saxifragaceae"
"Saxifraga granulata",48601,121065,"Saxifragaceae"
"Saxifraga hariotii",96935,121070,"Saxifragaceae"
"Saxifraga hirculus",48603,121076,"Saxifragaceae"
"Saxifraga hirsuta",48604,121077,"Saxifragaceae"
"Saxifraga intricata",96939,121090,"Saxifragaceae"
"Saxifraga longifolia",96944,121106,"Saxifragaceae"
"Saxifraga media",96945,121110,"Saxifragaceae"
"Saxifraga moschata",48610,121115,"Saxifragaceae"
"Saxifraga muscoides",96949,121120,"Saxifragaceae"
"Saxifraga mutata",48611,121124,"Saxifragaceae"
"Saxifraga oppositifolia",48615,121132,"Saxifragaceae"
"Saxifraga paniculata",48617,121139,"Saxifragaceae"
"Saxifraga pedemontana",96953,121144,"Saxifragaceae"
"Saxifraga pentadactylis",452654,121146,"Saxifragaceae"
"Saxifraga praetermissa",96955,121154,"Saxifragaceae"
"Saxifraga pubescens",452689,121158,"Saxifragaceae"
"Saxifraga retusa",96957,121174,"Saxifragaceae"
"Saxifraga rosacea",48621,121176,"Saxifragaceae"
"Saxifraga rotundifolia",48622,121177,"Saxifragaceae"
"Saxifraga seguieri",48624,121184,"Saxifragaceae"
"Saxifraga tridactylites",48631,121201,"Saxifragaceae"
"Saxifraga umbrosa",48632,121203,"Saxifragaceae"
"Saxifraga valdensis",48634,121205,"Saxifragaceae"
"Scabiosa canescens",48639,121329,"Caprifoliaceae"
"Scabiosa cinerea",380233,121331,"Caprifoliaceae"
"Scabiosa columbaria",48641,121334,"Caprifoliaceae"
"Scabiosa lucida",48646,121367,"Caprifoliaceae"
"Scabiosa ochroleuca",48648,121380,"Caprifoliaceae"
"Scabiosa triandra",48655,121414,"Caprifoliaceae"
"Scandix australis",48684,121430,"Apiaceae"
"Scandix balansae",48685,121431,"Apiaceae"
"Scandix stellata",71280,121455,"Apiaceae"
"Schenkia spicata",259672,619065,"Gentianaceae"
"Scheuchzeria palustris",48779,121500,"Scheuchzeriaceae"
"Schinus molle",48812,121504,"Anacardiaceae"
"Schismus barbatus",48840,121507,"Poaceae"
"Schkuhria pinnata",48909,121530,"Asteraceae"
"Schmidtia kalahariensis",48916,121537,"Poaceae"
"Schoenoplectiella mucronata",259804,976160,"Cyperaceae"
"Schoenoplectiella supina",259807,976153,"Cyperaceae"
"Schoenoplectus lacustris",48927,121549,"Cyperaceae"
"Schoenoplectus litoralis",48928,121550,"Cyperaceae"
"Schoenoplectus pungens",48930,121553,"Cyperaceae"
"Schoenoplectus tabernaemontani",48933,121555,"Cyperaceae"
"Schoenoplectus triqueter",48934,121556,"Cyperaceae"
"Schoenus ferrugineus",48945,121570,"Cyperaceae"
"Schoenus nigricans",48955,121581,"Cyperaceae"
"Scilla bifolia",49008,121606,"Asparagaceae"
"Scirpoides holoschoenus",49027,121673,"Cyperaceae"
"Scirpus atrovirens",49033,121686,"Cyperaceae"
"Scirpus georgianus",49044,621680,"Cyperaceae"
"Scirpus hattorianus",97224,717867,"Cyperaceae"
"Scirpus pendulus",64866,717535,"Cyperaceae"
"Scirpus radicans",49072,121777,"Cyperaceae"
"Scirpus sylvaticus",49080,121792,"Cyperaceae"
"Scleranthus annuus",49087,121823,"Caryophyllaceae"
"Scleranthus perennis",49092,121839,"Caryophyllaceae"
"Scleranthus uncinatus",97237,121846,"Caryophyllaceae"
"Sclerochloa dura",49128,121860,"Poaceae"
"Scolymus grandiflorus",97280,121899,"Asteraceae"
"Scolymus hispanicus",49193,121901,"Asteraceae"
"Scolymus maculatus",49194,121902,"Asteraceae"
"Scorpiurus muricatus",49199,121926,"Fabaceae"
"Scorpiurus vermiculatus",49202,121933,"Fabaceae"
"Scorzonera aristata",97284,121937,"Asteraceae"
"Scorzonera austriaca",49205,121939,"Asteraceae"
"Scorzonera hirsuta",97289,121958,"Asteraceae"
"Scorzonera hispanica",49211,121959,"Asteraceae"
"Scorzonera humilis",49212,121960,"Asteraceae"
"Scorzonera parviflora",49215,121971,"Asteraceae"
"Scorzonera undulata",382025,161683,"Asteraceae"
"Scorzoneroides autumnalis",260043,121988,"Asteraceae"
"Scorzoneroides montana",260047,121989,"Asteraceae"
"Scorzoneroides pyrenaica",260051,611356,"Asteraceae"
"Scrophularia alpestris",97301,121995,"Scrophulariaceae"
"Scrophularia auriculata",49223,121999,"Scrophulariaceae"
"Scrophularia canina",49226,122003,"Scrophulariaceae"
"Scrophularia nodosa",49239,122028,"Scrophulariaceae"
"Scrophularia oblongifolia",453489,122029,"Scrophulariaceae"
"Scrophularia peregrina",97314,122032,"Scrophulariaceae"
"Scrophularia pyrenaica",97315,122038,"Scrophulariaceae"
"Scrophularia scorodonia",49244,122046,"Scrophulariaceae"
"Scrophularia trifoliata",71342,122056,"Scrophulariaceae"
"Scrophularia vernalis",49250,122060,"Scrophulariaceae"
"Scutellaria albida",97322,122061,"Lamiaceae"
"Scutellaria alpina",49252,122062,"Lamiaceae"
"Scutellaria altissima",49253,122064,"Lamiaceae"
"Scutellaria columnae",49257,122065,"Lamiaceae"
"Scutellaria galericulata",49261,122069,"Lamiaceae"
"Scutellaria hastifolia",49262,122070,"Lamiaceae"
"Scutellaria minor",49267,122073,"Lamiaceae"
"Secale cereale",49321,122085,"Poaceae"
"Sedum acre",49361,122101,"Crassulaceae"
"Sedum album",49363,122106,"Crassulaceae"
"Sedum alpestre",49364,122107,"Crassulaceae"
"Sedum andegavense",97382,122114,"Crassulaceae"
"Sedum anglicum",49366,122115,"Crassulaceae"
"Sedum annuum",49367,122116,"Crassulaceae"
"Sedum atratum",49368,122124,"Crassulaceae"
"Sedum brevifolium",97384,122132,"Crassulaceae"
"Sedum caeruleum",49369,122135,"Crassulaceae"
"Sedum candollei",453671,122138,"Crassulaceae"
"Sedum cepaea",49371,122140,"Crassulaceae"
"Sedum cespitosum",382590,122136,"Crassulaceae"
"Sedum dasyphyllum",49372,122150,"Crassulaceae"
"Sedum dendroideum",260227,159827,"Crassulaceae"
"Sedum fragrans",97389,122163,"Crassulaceae"
"Sedum hirsutum",49375,122182,"Crassulaceae"
"Sedum litoreum",97396,122195,"Crassulaceae"
"Sedum monregalense",49383,122209,"Crassulaceae"
"Sedum nevadense",382618,122215,"Crassulaceae"
"Sedum rubens",49395,122243,"Crassulaceae"
"Sedum sarmentosum",49397,122248,"Crassulaceae"
"Sedum sexangulare",49399,122256,"Crassulaceae"
"Sedum villosum",49411,122281,"Crassulaceae"
"Selaginella denticulata",97419,122304,"Selaginellaceae"
"Selaginella helvetica",49426,122305,"Selaginellaceae"
"Selaginella kraussiana",49428,122306,"Selaginellaceae"
"Selaginella selaginoides",49434,122308,"Selaginellaceae"
"Selinum carvifolia",49451,122329,"Apiaceae"
"Sempervivum arachnoideum",49468,122419,"Crassulaceae"
"Sempervivum calcareum",97448,122428,"Crassulaceae"
"Sempervivum montanum",49473,122467,"Crassulaceae"
"Sempervivum tectorum",49475,122493,"Crassulaceae"
"Senecio angulatus",260481,122545,"Asteraceae"
"Senecio cacaliaster",97464,122563,"Asteraceae"
"Senecio deltoideus",71384,122586,"Asteraceae"
"Senecio doria",49524,122592,"Asteraceae"
"Senecio doronicum",49526,122593,"Asteraceae"
"Senecio gallicus",49539,122611,"Asteraceae"
"Senecio glastifolius",49543,788826,"Asteraceae"
"Senecio glaucus",97489,717543,"Asteraceae"
"Senecio hercynicus",49553,122625,"Asteraceae"
"Senecio inaequidens",49561,122630,"Asteraceae"
"Senecio leucanthemifolius",97498,122650,"Asteraceae"
"Senecio lividus",97501,122656,"Asteraceae"
"Senecio ovatus",49594,122675,"Asteraceae"
"Senecio pterophorus",49608,611437,"Asteraceae"
"Senecio pyrenaicus",97518,122697,"Asteraceae"
"Senecio sarracenicus",49614,122714,"Asteraceae"
"Senecio squalidus",49622,122723,"Asteraceae"
"Senecio sylvaticus",49629,122726,"Asteraceae"
"Senecio vernalis",49636,122740,"Asteraceae"
"Senecio viscosus",49637,122744,"Asteraceae"
"Senecio vulgaris",49638,122745,"Asteraceae"
"Senna obtusifolia",49688,447034,"Fabaceae"
"Sequoia sempervirens",49727,122785,"Cupressaceae"
"Sequoiadendron giganteum",49729,122788,"Cupressaceae"
"Serapias cordigera",97554,122794,"Orchidaceae"
"Serapias lingua",97555,122810,"Orchidaceae"
"Serapias neglecta",97556,122819,"Orchidaceae"
"Serapias nurrica",384113,122822,"Orchidaceae"
"Serapias olbia",97557,122824,"Orchidaceae"
"Serapias parviflora",97558,122830,"Orchidaceae"
"Serapias vomeracea",97559,122837,"Orchidaceae"
"Serratula tinctoria",49774,122971,"Asteraceae"
"Sesamoides purpurascens",49786,122988,"Resedaceae"
"Sesamoides spathulifolia",97582,122990,"Resedaceae"
"Sesbania punicea",49819,122993,"Fabaceae"
"Seseli annuum",49828,122998,"Apiaceae"
"Seseli galloprovinciale",97591,123023,"Apiaceae"
"Seseli montanum",49832,123037,"Apiaceae"
"Seseli praecox",97600,123045,"Apiaceae"
"Seseli tortuosum",49834,123058,"Apiaceae"
"Sesleria argentea",97606,123069,"Poaceae"
"Sesleria caerulea",49838,123071,"Poaceae"
"Sesleria insularis",49839,123079,"Poaceae"
"Sesleria ovata",49840,123082,"Poaceae"
"Setaria faberi",49858,123111,"Poaceae"
"Setaria italica",49872,123122,"Poaceae"
"Setaria parviflora",49889,123138,"Poaceae"
"Setaria pumila",49894,123141,"Poaceae"
"Setaria verticillata",49903,123154,"Poaceae"
"Sherardia arvensis",49914,123164,"Rubiaceae"
"Sibbaldia procumbens",50054,123176,"Rosaceae"
"Sibthorpia europaea",50058,123179,"Plantaginaceae"
"Sicyos angulatus",50061,721757,"Cucurbitaceae"
"Sideritis endressii",384755,123231,"Lamiaceae"
"Sideritis fruticulosa",384761,123237,"Lamiaceae"
"Sideritis hirsuta",50122,123249,"Lamiaceae"
"Sideritis hyssopifolia",50123,123258,"Lamiaceae"
"Sideritis romana",50136,123325,"Lamiaceae"
"Sigesbeckia serrata",50168,123360,"Asteraceae"
"Silaum silaus",50169,123367,"Apiaceae"
"Silene acaulis",50170,123374,"Caryophyllaceae"
"Silene apetala",50176,123392,"Caryophyllaceae"
"Silene baccifera",97720,123401,"Caryophyllaceae"
"Silene bellidifolia",50182,123407,"Caryophyllaceae"
"Silene borderei",261301,123416,"Caryophyllaceae"
"Silene campanula",97723,123425,"Caryophyllaceae"
"Silene ciliata",97725,123438,"Caryophyllaceae"
