"CD_REF_vasc_2018","Nom.scientifique_vasc_2018","CD_REF","LB_NOM","FAMILLE","taxonomy"
81878,"Alyssum alyssoides (L.) L., 1759",81878,"Alyssum alyssoides","Brassicaceae","unchanged"
810907,"Alyssum cacuminum ?paniel, Marhold & Lihov�, 2014",810907,"Alyssum cacuminum","Brassicaceae","unchanged"
81896,"Alyssum corsicum Duby, 1828",81896,"Alyssum corsicum","Brassicaceae","unchanged"
161703,"Alyssum flexicaule Jord., 1846",161703,"Alyssum flexicaule","Brassicaceae","unchanged"
81915,"Alyssum loiseleurii P.Fourn., 1936",81915,"Alyssum loiseleurii","Brassicaceae","unchanged"
81923,"Alyssum montanum L., 1753",81923,"Alyssum montanum","Brassicaceae","unchanged"
81926,"Alyssum orophilum Jord. & Fourr., 1868",81926,"Alyssum orophilum","Brassicaceae","unchanged"
81935,"Alyssum rhodanense Jord. & Fourr., 1868",81935,"Alyssum rhodanense","Brassicaceae","unchanged"
81936,"Alyssum robertianum Bernard, Godr. & Gren., 1848",81936,"Alyssum robertianum","Brassicaceae","unchanged"
81943,"Alyssum serpyllifolium Desf., 1799",81943,"Alyssum serpyllifolium","Brassicaceae","unchanged"
81944,"Alyssum simplex Rudolphi, 1799",81944,"Alyssum simplex","Brassicaceae","unchanged"
81955,"Amaranthus albus L., 1759",81955,"Amaranthus albus","Amaranthaceae","unchanged"
81963,"Amaranthus blitoides S.Watson, 1877",81963,"Amaranthus blitoides","Amaranthaceae","unchanged"
81966,"Amaranthus blitum L., 1753",81966,"Amaranthus blitum","Amaranthaceae","unchanged"
81971,"Amaranthus caudatus L., 1753",81971,"Amaranthus caudatus","Amaranthaceae","unchanged"
81976,"Amaranthus cruentus L., 1759",81976,"Amaranthus cruentus","Amaranthaceae","unchanged"
81978,"Amaranthus deflexus L., 1771",81978,"Amaranthus deflexus","Amaranthaceae","unchanged"
81991,"Amaranthus graecizans L., 1753",81991,"Amaranthus graecizans","Amaranthaceae","unchanged"
81992,"Amaranthus hybridus L., 1753",81992,"Amaranthus hybridus","Amaranthaceae","unchanged"
81994,"Amaranthus hypochondriacus L., 1753",81994,"Amaranthus hypochondriacus","Amaranthaceae","unchanged"
82006,"Amaranthus muricatus (Gillies ex Moq.) Hieron., 1881",82006,"Amaranthus muricatus","Amaranthaceae","unchanged"
82018,"Amaranthus retroflexus L., 1753",82018,"Amaranthus retroflexus","Amaranthaceae","unchanged"
82023,"Amaranthus spinosus L., 1753",82023,"Amaranthus spinosus","Amaranthaceae","unchanged"
82033,"Amaranthus viridis L., 1763",82033,"Amaranthus viridis","Amaranthaceae","unchanged"
82060,"Amaryllis belladonna L., 1753",82060,"Amaryllis belladonna","Amaryllidaceae","unchanged"
82080,"Ambrosia artemisiifolia L., 1753",82080,"Ambrosia artemisiifolia","Asteraceae","unchanged"
610847,"Ambrosia psilostachya DC., 1836",610847,"Ambrosia psilostachya","Asteraceae","unchanged"
82092,"Ambrosia tenuifolia Spreng., 1826",82092,"Ambrosia tenuifolia","Asteraceae","unchanged"
82093,"Ambrosia trifida L., 1753",82093,"Ambrosia trifida","Asteraceae","unchanged"
82095,"Ambrosina bassii L., 1764",82095,"Ambrosina bassii","Araceae","unchanged"
82101,"Amelanchier lamarckii F.G.Schroed., 1968",82101,"Amelanchier lamarckii","Rosaceae","unchanged"
82103,"Amelanchier ovalis Medik., 1793",82103,"Amelanchier ovalis","Rosaceae","unchanged"
162649,"Amelanchier spicata (Lam.) K.Koch, 1869",162649,"Amelanchier spicata","Rosaceae","unchanged"
788852,"Amelichloa ambigua (Speg.) Arriaga & Barkworth, 2006",788852,"Amelichloa ambigua","Poaceae","unchanged"
788853,"Amelichloa brachychaeta (Godr.) Arriaga & Barkworth, 2006",788853,"Amelichloa brachychaeta","Poaceae","unchanged"
788854,"Amelichloa caudata (Trin.) Arriaga & Barkworth, 2006",788854,"Amelichloa caudata","Poaceae","unchanged"
82120,"Ammannia coccinea Rottb., 1773",82120,"Ammannia coccinea","Lythraceae","unchanged"
160299,"Ammannia robusta Heer & Regel, 1842",160299,"Ammannia robusta","Lythraceae","unchanged"
82130,"Ammi majus L., 1753",82130,"Ammi majus","Apiaceae","unchanged"
82136,"Ammoides pusilla (Brot.) Breistr., 1947",82136,"Ammoides pusilla","Apiaceae","unchanged"
82139,"Ammophila arenaria (L.) Link, 1827",82139,"Ammophila arenaria","Poaceae","unchanged"
82164,"Amorpha fruticosa L., 1753",82164,"Amorpha fruticosa","Fabaceae","unchanged"
82173,"Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz, 1894",82173,"Ampelodesmos mauritanicus","Poaceae","unchanged"
788797,"Amsinckia calycina (Moris) Chater, 1971",788797,"Amsinckia calycina","Boraginaceae","unchanged"
82194,"Amsinckia lycopsoides (Lehm.) Lehm., 1831",82194,"Amsinckia lycopsoides","Boraginaceae","unchanged"
82280,"Anacamptis collina (Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82280,"Anacamptis collina","Orchidaceae","unchanged"
82282,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82282,"Anacamptis coriophora","Orchidaceae","unchanged"
717075,"Anacamptis fragrans (Pollini) R.M.Bateman, 2003",717075,"Anacamptis fragrans","Orchidaceae","unchanged"
82283,"Anacamptis laxiflora (Lam.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82283,"Anacamptis laxiflora","Orchidaceae","unchanged"
82285,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82285,"Anacamptis morio","Orchidaceae","unchanged"
82286,"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82286,"Anacamptis palustris","Orchidaceae","unchanged"
82287,"Anacamptis papilionacea (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",82287,"Anacamptis papilionacea","Orchidaceae","unchanged"
82288,"Anacamptis pyramidalis (L.) Rich., 1817",82288,"Anacamptis pyramidalis","Orchidaceae","unchanged"
82305,"Anacyclus clavatus (Desf.) Pers., 1807",82305,"Anacyclus clavatus","Asteraceae","unchanged"
82315,"Anacyclus radiatus Loisel., 1828",82315,"Anacyclus radiatus","Asteraceae","unchanged"
82318,"Anacyclus valentinus L., 1753",82318,"Anacyclus valentinus","Asteraceae","unchanged"
82350,"Anagyris foetida L., 1753",82350,"Anagyris foetida","Fabaceae","unchanged"
82356,"Anarrhinum bellidifolium (L.) Willd., 1800",82356,"Anarrhinum bellidifolium","Plantaginaceae","unchanged"
82357,"Anarrhinum corsicum Jord. & Fourr., 1866",82357,"Anarrhinum corsicum","Plantaginaceae","unchanged"
610704,"Anarrhinum laxiflorum Boiss., 1838",610704,"Anarrhinum laxiflorum","Plantaginaceae","unchanged"
82376,"Anchusa crispa Viv., 1825",82376,"Anchusa crispa","Boraginaceae","unchanged"
82380,"Anchusa italica Retz., 1779",618756,"Anchusa azurea","Boraginaceae","name_changed"
82390,"Anchusa ochroleuca M.Bieb., 1808",82390,"Anchusa ochroleuca","Boraginaceae","unchanged"
82391,"Anchusa officinalis L., 1753",82391,"Anchusa officinalis","Boraginaceae","unchanged"
82398,"Anchusa procera Besser ex Link, 1821",82398,"Anchusa procera","Boraginaceae","unchanged"
82408,"Anchusa undulata L., 1753",82408,"Anchusa undulata","Boraginaceae","unchanged"
82414,"Andrachne telephioides L., 1753",82414,"Andrachne telephioides","Phyllanthaceae","unchanged"
82420,"Andromeda polifolia L., 1753",82420,"Andromeda polifolia","Ericaceae","unchanged"
82439,"Andropogon distachyos L., 1753",82439,"Andropogon distachyos","Poaceae","unchanged"
610708,"Andropogon virginicus L., 1753",610708,"Andropogon virginicus","Poaceae","unchanged"
82476,"Androsace adfinis Biroli, 1820",82476,"Androsace adfinis","Primulaceae","unchanged"
82478,"Androsace alpina (L.) Lam., 1779",82478,"Androsace alpina","Primulaceae","unchanged"
82491,"Androsace carnea L., 1753",82511,"Androsace laggeri","Primulaceae","name_changed"
82492,"Androsace chaixii Gren., 1853",82492,"Androsace chaixii","Primulaceae","unchanged"
82494,"Androsace ciliata DC., 1805",82494,"Androsace ciliata","Primulaceae","unchanged"
82495,"Androsace cylindrica DC., 1805",82495,"Androsace cylindrica","Primulaceae","unchanged"
82498,"Androsace elongata L., 1763",82498,"Androsace elongata","Primulaceae","unchanged"
82503,"Androsace halleri L., 1753",82503,"Androsace halleri","Primulaceae","unchanged"
82504,"Androsace helvetica (L.) All., 1785",82504,"Androsace helvetica","Primulaceae","unchanged"
82509,"Androsace lactea L., 1753",82509,"Androsace lactea","Primulaceae","unchanged"
82511,"Androsace laggeri A.Huet, 1853",82511,"Androsace laggeri","Primulaceae","unchanged"
82516,"Androsace maxima L., 1753",82516,"Androsace maxima","Primulaceae","unchanged"
82519,"Androsace obtusifolia All., 1785",82519,"Androsace obtusifolia","Primulaceae","unchanged"
82529,"Androsace pubescens DC., 1805",82529,"Androsace pubescens","Primulaceae","unchanged"
82531,"Androsace pyrenaica Lam., 1792",82531,"Androsace pyrenaica","Primulaceae","unchanged"
82535,"Androsace septentrionalis L., 1753",82535,"Androsace septentrionalis","Primulaceae","unchanged"
82542,"Androsace vandellii (Turra) Chiov., 1919",82483,"Androsace argentea","Primulaceae","name_changed"
82544,"Androsace villosa L., 1753",82544,"Androsace villosa","Primulaceae","unchanged"
82545,"Androsace vitaliana (L.) Lapeyr., 1813",82545,"Androsace vitaliana","Primulaceae","unchanged"
82562,"Andryala integrifolia L., 1753",82562,"Andryala integrifolia","Asteraceae","unchanged"
82571,"Andryala ragusina L., 1763",82571,"Andryala ragusina","Asteraceae","unchanged"
82596,"Anemone alpina L., 1753",116440,"Pulsatilla alpina","Ranunculaceae","name_changed"
82598,"Anemone apennina L., 1753",82598,"Anemone apennina","Ranunculaceae","unchanged"
82600,"Anemone baldensis L., 1767",82600,"Anemone baldensis","Ranunculaceae","unchanged"
610709,"Anemone blanda Schott & Kotschy, 1854",610709,"Anemone blanda","Ranunculaceae","unchanged"
82607,"Anemone coronaria L., 1753",82607,"Anemone coronaria","Ranunculaceae","unchanged"
82619,"Anemone halleri All., 1773",116448,"Pulsatilla halleri","Ranunculaceae","name_changed"
82620,"Anemone hepatica L., 1753",101253,"Hepatica nobilis","Ranunculaceae","name_changed"
82623,"Anemone hortensis L., 1753",82623,"Anemone hortensis","Ranunculaceae","unchanged"
82632,"Anemone montana Hoppe, 1826",116450,"Pulsatilla montana","Ranunculaceae","name_changed"
608022,"Anemone narcissiflora L., 1753",82591,"Anemonastrum narcissiflorum","Ranunculaceae","name_changed"
82637,"Anemone nemorosa L., 1753",82637,"Anemone nemorosa","Ranunculaceae","unchanged"
82642,"Anemone palmata L., 1753",82642,"Anemone palmata","Ranunculaceae","unchanged"
82652,"Anemone pulsatilla L., 1753",116460,"Pulsatilla vulgaris","Ranunculaceae","name_changed"
82656,"Anemone ranunculoides L., 1753",82656,"Anemone ranunculoides","Ranunculaceae","unchanged"
82660,"Anemone rubra Lam., 1783",116456,"Pulsatilla rubra","Ranunculaceae","name_changed"
82661,"Anemone scherfelii Ullep., 1887",116457,"Pulsatilla scherfelii","Ranunculaceae","name_changed"
82665,"Anemone sylvestris L., 1753",82665,"Anemone sylvestris","Ranunculaceae","unchanged"
82666,"Anemone trifolia L., 1753",82666,"Anemone trifolia","Ranunculaceae","unchanged"
82671,"Anemone vernalis L., 1753",116459,"Pulsatilla vernalis","Ranunculaceae","name_changed"
82692,"Anethum graveolens L., 1753",82692,"Anethum graveolens","Apiaceae","unchanged"
82705,"Angelica archangelica L., 1753",82705,"Angelica archangelica","Apiaceae","unchanged"
82715,"Angelica heterocarpa J.Lloyd, 1859",82715,"Angelica heterocarpa","Apiaceae","unchanged"
82733,"Angelica razulii Gouan, 1773",82733,"Angelica razulii","Apiaceae","unchanged"
82738,"Angelica sylvestris L., 1753",82738,"Angelica sylvestris","Apiaceae","unchanged"
82750,"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963",82750,"Anisantha diandra","Poaceae","unchanged"
82751,"Anisantha fasciculata (C.Presl) Nevski, 1934",82751,"Anisantha fasciculata","Poaceae","unchanged"
82753,"Anisantha madritensis (L.) Nevski, 1934",82753,"Anisantha madritensis","Poaceae","unchanged"
82755,"Anisantha rigida (Roth) Hyl., 1945",82755,"Anisantha rigida","Poaceae","unchanged"
82756,"Anisantha rubens (L.) Nevski, 1934",82756,"Anisantha rubens","Poaceae","unchanged"
82757,"Anisantha sterilis (L.) Nevski, 1934",82757,"Anisantha sterilis","Poaceae","unchanged"
82758,"Anisantha tectorum (L.) Nevski, 1934",82758,"Anisantha tectorum","Poaceae","unchanged"
717084,"Anisosciadium orientale DC., 1830",717084,"Anisosciadium orientale","Apiaceae","unchanged"
82775,"Anoda cristata (L.) Schltdl., 1837",82775,"Anoda cristata","Malvaceae","unchanged"
82783,"Anogramma leptophylla (L.) Link, 1841",82783,"Anogramma leptophylla","Pteridaceae","unchanged"
446987,"Anredera cordifolia (Ten.) Steenis, 1957",446987,"Anredera cordifolia","Basellaceae","unchanged"
82794,"Antennaria carpatica (Wahlenb.) Bluff & Fingerh., 1825",82794,"Antennaria carpatica","Asteraceae","unchanged"
82796,"Antennaria dioica (L.) Gaertn., 1791",82796,"Antennaria dioica","Asteraceae","unchanged"
82817,"Anthemis arvensis L., 1753",82817,"Anthemis arvensis","Asteraceae","unchanged"
82833,"Anthemis cotula L., 1753",82833,"Anthemis cotula","Asteraceae","unchanged"
82835,"Anthemis cretica L., 1753",82835,"Anthemis cretica","Asteraceae","unchanged"
82856,"Anthemis maritima L., 1753",82856,"Anthemis maritima","Asteraceae","unchanged"
610724,"Anthemis ruthenica M.Bieb., 1808",610724,"Anthemis ruthenica","Asteraceae","unchanged"
82880,"Anthemis secundiramea Biv., 1806",82880,"Anthemis secundiramea","Asteraceae","unchanged"
82903,"Anthericum liliago L., 1753",82903,"Anthericum liliago","Asparagaceae","unchanged"
82909,"Anthericum ramosum L., 1753",82909,"Anthericum ramosum","Asparagaceae","unchanged"
82914,"Anthoxanthum alpinum �.L�ve & D.L�ve, 1948",82914,"Anthoxanthum alpinum","Poaceae","unchanged"
82916,"Anthoxanthum aristatum Boiss., 1842",82916,"Anthoxanthum aristatum","Poaceae","unchanged"
82922,"Anthoxanthum odoratum L., 1753",82922,"Anthoxanthum odoratum","Poaceae","unchanged"
82923,"Anthoxanthum ovatum Lag., 1816",82923,"Anthoxanthum ovatum","Poaceae","unchanged"
82931,"Anthriscus caucalis M.Bieb., 1808",82931,"Anthriscus caucalis","Apiaceae","unchanged"
82932,"Anthriscus cerefolium (L.) Hoffm., 1814",82932,"Anthriscus cerefolium","Apiaceae","unchanged"
82943,"Anthriscus nitida (Wahlenb.) Hazsl., 1864",82943,"Anthriscus nitida","Apiaceae","unchanged"
82952,"Anthriscus sylvestris (L.) Hoffm., 1814",82952,"Anthriscus sylvestris","Apiaceae","unchanged"
82965,"Anthyllis barba-jovis L., 1753",82965,"Anthyllis barba-jovis","Fabaceae","unchanged"
717086,"Anthyllis circinnata (L.) D.D.Sokoloff, 2003",717086,"Anthyllis circinnata","Fabaceae","unchanged"
82972,"Anthyllis cytisoides L., 1753",82972,"Anthyllis cytisoides","Fabaceae","unchanged"
82979,"Anthyllis hermanniae L., 1753",82979,"Anthyllis hermanniae","Fabaceae","unchanged"
82985,"Anthyllis montana L., 1753",82985,"Anthyllis montana","Fabaceae","unchanged"
82999,"Anthyllis vulneraria L., 1753",82999,"Anthyllis vulneraria","Fabaceae","unchanged"
83001,"Antinoria agrostidea (DC.) Parl., 1845",83001,"Antinoria agrostidea","Poaceae","unchanged"
83002,"Antinoria insularis Parl., 1845",83002,"Antinoria insularis","Poaceae","unchanged"
83058,"Antirrhinum majus L., 1753",83058,"Antirrhinum majus","Plantaginaceae","unchanged"
83079,"Antirrhinum sempervirens Lapeyr., 1801",83079,"Antirrhinum sempervirens","Plantaginaceae","unchanged"
83152,"Apera interrupta (L.) P.Beauv., 1812",83152,"Apera interrupta","Poaceae","unchanged"
83156,"Apera spica-venti (L.) P.Beauv., 1812",83156,"Apera spica-venti","Poaceae","unchanged"
83159,"Aphanes arvensis L., 1753",83159,"Aphanes arvensis","Rosaceae","unchanged"
83160,"Aphanes australis Rydb., 1908",83160,"Aphanes australis","Rosaceae","unchanged"
83164,"Aphanes floribunda (Murb.) Rothm., 1937",83164,"Aphanes floribunda","Rosaceae","unchanged"
83167,"Aphanes minutiflora (Azn.) Holub, 1970",83167,"Aphanes minutiflora","Rosaceae","unchanged"
83171,"Aphyllanthes monspeliensis L., 1753",83171,"Aphyllanthes monspeliensis","Asparagaceae","unchanged"
83177,"Apios americana Medik., 1787",83177,"Apios americana","Fabaceae","unchanged"
83195,"Apium graveolens L., 1753",83195,"Apium graveolens","Apiaceae","unchanged"
83232,"Aponogeton distachyos L.f., 1782",83232,"Aponogeton distachyos","Aponogetonaceae","unchanged"
83234,"Aposeris foetida (L.) Less., 1832",83234,"Aposeris foetida","Asteraceae","unchanged"
83235,"Aptenia cordifolia (L.f.) Schwantes, 1928",108389,"Mesembryanthemum cordifolium","Aizoaceae","name_changed"
83240,"Aquilegia alpina L., 1753",83240,"Aquilegia alpina","Ranunculaceae","unchanged"
83243,"Aquilegia atrata W.D.J.Koch, 1830",83243,"Aquilegia atrata","Ranunculaceae","unchanged"
83245,"Aquilegia bernardii Gren., 1847",83245,"Aquilegia bernardi","Ranunculaceae","unchanged"
83250,"Aquilegia dumeticola Jord., 1860",83250,"Aquilegia dumeticola","Ranunculaceae","unchanged"
83252,"Aquilegia hirsutissima Timb.-Lagr., 1872",83252,"Aquilegia hirsutissima","Ranunculaceae","unchanged"
83254,"Aquilegia litardierei Briq., 1910",83254,"Aquilegia litardierei","Ranunculaceae","unchanged"
83260,"Aquilegia pyrenaica DC., 1815",83260,"Aquilegia pyrenaica","Ranunculaceae","unchanged"
83261,"Aquilegia reuteri Boiss., 1854",83261,"Aquilegia reuteri","Ranunculaceae","unchanged"
83266,"Aquilegia viscosa Gouan, 1764",83266,"Aquilegia viscosa","Ranunculaceae","unchanged"
83267,"Aquilegia vulgaris L., 1753",83267,"Aquilegia vulgaris","Ranunculaceae","unchanged"
610746,"Arabidopsis arenosa (L.) Lawalr�e, 1960",610746,"Arabidopsis arenosa","Brassicaceae","unchanged"
717729,"Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz, 1997",717729,"Arabidopsis cebennensis","Brassicaceae","unchanged"
610747,"Arabidopsis halleri (L.) O\'Kane & Al-Shehbaz, 1997",610747,"Arabidopsis halleri","Brassicaceae","unchanged"
83272,"Arabidopsis thaliana (L.) Heynh., 1842",83272,"Arabidopsis thaliana","Brassicaceae","unchanged"
83276,"Arabis allionii DC., 1805",83276,"Arabis allionii","Brassicaceae","unchanged"
83279,"Arabis alpina L., 1753",83279,"Arabis alpina","Brassicaceae","unchanged"
83285,"Arabis auriculata Lam., 1783",83285,"Arabis auriculata","Brassicaceae","unchanged"
83286,"Arabis bellidifolia Crantz, 1762",83286,"Arabis bellidifolia","Brassicaceae","unchanged"
83296,"Arabis caerulea (All.) Haenke, 1789",83296,"Arabis caerulea","Brassicaceae","unchanged"
83299,"Arabis caucasica Willd. ex Schltdl., 1813",83299,"Arabis caucasica","Brassicaceae","unchanged"
83303,"Arabis ciliata Clairv., 1811",83303,"Arabis ciliata","Brassicaceae","unchanged"
83306,"Arabis collina Ten., 1815",83306,"Arabis collina","Brassicaceae","unchanged"
83332,"Arabis hirsuta (L.) Scop., 1772",83332,"Arabis hirsuta","Brassicaceae","unchanged"
83359,"Arabis nova Vill., 1779",83359,"Arabis nova","Brassicaceae","unchanged"
610749,"Arabis parvula L.M.Dufour, 1821",610749,"Arabis parvula","Brassicaceae","unchanged"
83375,"Arabis planisiliqua (Pers.) Rchb., 1838",83375,"Arabis planisiliqua","Brassicaceae","unchanged"
83398,"Arabis sagittata (Bertol.) DC., 1815",83398,"Arabis sagittata","Brassicaceae","unchanged"
83402,"Arabis scabra All., 1773",83402,"Arabis scabra","Brassicaceae","unchanged"
608824,"Arabis serpillifolia Vill., 1779",608824,"Arabis serpillifolia","Brassicaceae","unchanged"
83409,"Arabis soyeri Reut. & A.L.P.Huet, 1853",83409,"Arabis soyeri","Brassicaceae","unchanged"
83422,"Arabis verna (L.) R.Br., 1812",83422,"Arabis verna","Brassicaceae","unchanged"
83465,"Araucaria araucana (Molina) K.Koch, 1873",83465,"Araucaria araucana","Araucariaceae","unchanged"
83469,"Araujia sericifera Brot., 1818",83469,"Araujia sericifera","Apocynaceae","unchanged"
83481,"Arbutus unedo L., 1753",83481,"Arbutus unedo","Ericaceae","unchanged"
892223,"Arceuthobium gambyi Fridl., 2015",892223,"Arceuthobium gambyi","Viscaceae","unchanged"
