"NOM_VALIDE","CD_REF","SOURCE","SELECTED_TYPOLOGY_ENG"
"Lythrum salicaria L., 1753",107117,"PFAF","Food and Beverages"
"Malus sylvestris (L.) Mill., 1768",107217,"PFAF","Food and Beverages"
"Malva alcea L., 1753",107224,"PFAF","Food and Beverages"
"Malva sylvestris L., 1753",107318,"PFAF","Food and Beverages"
"Marrubium vulgare L., 1753",107397,"PFAF","Food and Beverages"
"Melissa officinalis L., 1753",107992,"PFAF","Food and Beverages"
"Melittis melissophyllum L., 1753",108003,"PFAF","Food and Beverages"
"Mentha aquatica L., 1753",108027,"PFAF","Food and Beverages"
"Mentha arvensis L., 1753",108029,"PFAF","Food and Beverages"
"Mentha longifolia (L.) Huds., 1762",108103,"PFAF","Food and Beverages"
"Mentha pulegium L., 1753",108138,"PFAF","Food and Beverages"
"Mentha suaveolens Ehrh., 1792",108168,"PFAF","Food and Beverages"
"Menyanthes trifoliata L., 1753",108345,"PFAF","Food and Beverages"
"Mercurialis annua L., 1753",108351,"PFAF","Food and Beverages"
"Mercurialis perennis L., 1753",108361,"PFAF","Food and Beverages"
"Meum athamanticum Jacq., 1776",108454,"PFAF","Food and Beverages"
"Myrica gale L., 1753",109130,"PFAF","Food and Beverages"
"Myrrhis odorata (L.) Scop., 1771",109161,"PFAF","Food and Beverages"
"Myrtus communis L., 1753",109186,"PFAF","Food and Beverages"
"Nasturtium officinale W.T.Aiton, 1812",109422,"PFAF","Food and Beverages"
"Nigella arvensis L., 1753",109620,"PFAF","Food and Beverages"
"Nigella damascena L., 1753",109625,"PFAF","Food and Beverages"
"Nuphar lutea (L.) Sm., 1809",109732,"PFAF","Food and Beverages"
"Nuphar pumila (Timm) DC., 1821",109735,"PFAF","Food and Beverages"
"Nymphaea alba L., 1753",109750,"PFAF","Food and Beverages"
"Oenothera biennis L., 1753",109911,"PFAF","Food and Beverages"
"Onopordum acanthium L., 1753",110244,"PFAF","Food and Beverages"
"Orchis mascula (L.) L., 1755",110914,"PFAF","Food and Beverages"
"Origanum vulgare L., 1753",111289,"PFAF","Food and Beverages"
"Orthilia secunda (L.) House, 1921",111771,"PFAF","Food and Beverages"
"Paeonia officinalis L., 1753",112042,"PFAF","Food and Beverages"
"Papaver rhoeas L., 1753",112355,"PFAF","Food and Beverages"
"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",112467,"PFAF","Food and Beverages"
"Pastinaca sativa L., 1753",112550,"PFAF","Food and Beverages"
"Phragmites australis (Cav.) Trin. ex Steud., 1840",113260,"PFAF","Food and Beverages"
"Phytolacca americana L., 1753",113418,"PFAF","Food and Beverages"
"Pimpinella major (L.) Huds., 1762",113579,"PFAF","Food and Beverages"
"Pimpinella saxifraga L., 1753",113596,"PFAF","Food and Beverages"
"Pistacia lentiscus L., 1753",113744,"PFAF","Food and Beverages"
"Plantago major L., 1753",113904,"PFAF","Food and Beverages"
"Plantago ovata Forssk., 1775",113924,"PFAF","Food and Beverages"
"Polygala vulgaris L., 1753 [nom. et typ. cons.]",114595,"PFAF","Food and Beverages"
"Polygonum aviculare L., 1753",114658,"PFAF","Food and Beverages"
"Potentilla erecta (L.) Raeusch., 1797",115470,"PFAF","Food and Beverages"
"Primula veris L., 1753",115918,"PFAF","Food and Beverages"
"Prunella vulgaris L., 1753",116012,"PFAF","Food and Beverages"
"Prunus laurocerasus L., 1753",116089,"PFAF","Food and Beverages"
"Prunus padus L., 1753",116109,"PFAF","Food and Beverages"
"Prunus spinosa L., 1753",116142,"PFAF","Food and Beverages"
"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",116704,"PFAF","Food and Beverages"
"Quercus petraea (Matt.) Liebl., 1784",521658,"PFAF","Food and Beverages"
"Quercus robur L., 1753",116759,"PFAF","Food and Beverages"
"Reseda luteola L., 1753",117459,"PFAF","Food and Beverages"
"Rhus coriaria L., 1753",117712,"PFAF","Food and Beverages"
"Ricinus communis L., 1753",117806,"PFAF","Food and Beverages"
"Rosa canina L., 1753",118073,"PFAF","Food and Beverages"
"Rubus fruticosus L., 1753 [nom. et typ. cons.]",119097,"PFAF","Food and Beverages"
"Rubus idaeus L., 1753",119149,"PFAF","Food and Beverages"
"Rumex acetosella L., 1753",119419,"PFAF","Food and Beverages"
"Rumex crispus L., 1753",119473,"PFAF","Food and Beverages"
"Ruscus aculeatus L., 1753",119698,"PFAF","Food and Beverages"
"Salix alba L., 1753 [nom. et typ. cons.]",119915,"PFAF","Food and Beverages"
"Salvia fruticosa Mill., 1768",120642,"PFAF","Food and Beverages"
"Salvia glutinosa L., 1753",120643,"PFAF","Food and Beverages"
"Salvia officinalis L., 1753",120678,"PFAF","Food and Beverages"
"Salvia pratensis L., 1753",120685,"PFAF","Food and Beverages"
"Sambucus ebulus L., 1753",120712,"PFAF","Food and Beverages"
"Sambucus nigra L., 1753",120717,"PFAF","Food and Beverages"
"Sanguisorba officinalis L., 1753",120758,"PFAF","Food and Beverages"
"Santolina chamaecyparissus L., 1753",120785,"PFAF","Food and Beverages"
"Satureja montana L., 1753",120908,"PFAF","Food and Beverages"
"Sedum acre L., 1753",122101,"PFAF","Food and Beverages"
"Sempervivum tectorum L., 1753",122493,"PFAF","Food and Beverages"
"Silybum marianum (L.) Gaertn., 1791",123705,"PFAF","Food and Beverages"
"Sinapis alba L., 1753",123711,"PFAF","Food and Beverages"
"Sinapis arvensis L., 1753",123713,"PFAF","Food and Beverages"
"Sisymbrium officinale (L.) Scop., 1772",123863,"PFAF","Food and Beverages"
"Solidago canadensis L., 1753",124164,"PFAF","Food and Beverages"
"Solidago virgaurea L., 1753",124205,"PFAF","Food and Beverages"
"Sonchus arvensis L., 1753",124232,"PFAF","Food and Beverages"
"Sorbus aucuparia L., 1753",124308,"PFAF","Food and Beverages"
"Symphytum officinale L., 1753",125355,"PFAF","Food and Beverages"
"Tanacetum parthenium (L.) Sch.Bip., 1844",125469,"PFAF","Food and Beverages"
"Tanacetum vulgare L., 1753",125474,"PFAF","Food and Beverages"
"Taraxacum officinale F.H.Wigg., 1780",717630,"PFAF","Food and Beverages"
"Teucrium scorodonia L., 1753",126035,"PFAF","Food and Beverages"
"Thymus serpyllum L., 1753",126573,"PFAF","Food and Beverages"
"Thymus vulgaris L., 1753",126582,"PFAF","Food and Beverages"
"Tilia cordata Mill., 1768",126628,"PFAF","Food and Beverages"
"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",126650,"PFAF","Food and Beverages"
"Trifolium pratense L., 1753",127439,"PFAF","Food and Beverages"
"Tussilago farfara L., 1753",128042,"PFAF","Food and Beverages"
"Typha latifolia L., 1753",128077,"PFAF","Food and Beverages"
"Urtica dioica L., 1753",128268,"PFAF","Food and Beverages"
"Urtica urens L., 1753",128298,"PFAF","Food and Beverages"
"Vaccinium myrtillus L., 1753",128345,"PFAF","Food and Beverages"
"Valeriana officinalis L., 1753",128419,"PFAF","Food and Beverages"
"Verbascum thapsus L., 1753",128660,"PFAF","Food and Beverages"
"Verbena officinalis L., 1753",128754,"PFAF","Food and Beverages"
"Veronica chamaedrys L., 1753",128832,"PFAF","Food and Beverages"
"Veronica officinalis L., 1753",128938,"PFAF","Food and Beverages"
"Viola biflora L., 1753",129520,"PFAF","Food and Beverages"
"Viola canina L., 1753",129529,"PFAF","Food and Beverages"
"Viola collina Besser, 1816",129539,"PFAF","Food and Beverages"
"Viola odorata L., 1753",129632,"PFAF","Food and Beverages"
"Viola tricolor L., 1753",129723,"PFAF","Food and Beverages"
"Ziziphus jujuba Mill., 1768 [nom. cons.]",162352,"PFAF","Food and Beverages"
"Pteridium aquilinum (L.) Kuhn, 1879",116265,"PFAF","Food and Beverages"
"Juniperus communis L., 1753",104397,"PFAF","Food and Beverages"
"Juniperus oxycedrus L., 1753",104409,"PFAF","Food and Beverages"
"Picea abies (L.) H.Karst., 1881",113432,"PFAF","Food and Beverages"
"Pinus cembra L., 1753",113651,"PFAF","Food and Beverages"
"Pinus halepensis Mill., 1768",113665,"PFAF","Food and Beverages"
"Pinus mugo Turra, 1764",113682,"PFAF","Food and Beverages"
"Pinus pinaster Aiton, 1789",113689,"PFAF","Food and Beverages"
"Pinus pinea L., 1753",113690,"PFAF","Food and Beverages"
"Pinus sylvestris L., 1753",113703,"PFAF","Food and Beverages"
"Pseudotsuga menziesii (Mirb.) Franco, 1950",116216,"PFAF","Food and Beverages"
"Taxus baccata L., 1753",125816,"PFAF","Food and Beverages"
"Salicornia europaea L., 1753",119881,"PFAF","Food and Beverages"
"Melilotus altissimus Thuill., 1799",107887,"PFAF","Food and Beverages"
"Melilotus officinalis (L.) Lam., 1779",107942,"PFAF","Food and Beverages"
"Arctostaphylos uva-ursi (L.) Spreng., 1825",83528,"PFAF","Food and Beverages"
"Capsella bursa-pastoris (L.) Medik., 1792",87849,"PFAF","Food and Beverages"
"Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,"PFAF","Food and Beverages"
"Iris germanica L., 1753",103737,"PFAF","Food and Beverages"
"Melilotus albus Medik., 1787",107886,"PFAF","Food and Beverages"
"Salvia rosmarinus Spenn., 1835",1027822,"PFAF","Food and Beverages"
"Vaccinium vitis-idaea L., 1753",128355,"PFAF","Food and Beverages"
"Adiantum capillus-veneris L., 1753",447951,"PFAF","Food and Beverages"
"Acer campestre L., 1753",79734,"PFAF","Medical/Therapeutic"
"Acer negundo L., 1753",79766,"PFAF","Medical/Therapeutic"
"Achillea millefolium L., 1753",79908,"PFAF","Medical/Therapeutic"
"Achillea ptarmica L., 1753",79921,"PFAF","Medical/Therapeutic"
"Aconitum lycoctonum L., 1753",80034,"PFAF","Medical/Therapeutic"
"Aconitum napellus L., 1753",80037,"PFAF","Medical/Therapeutic"
"Acorus calamus L., 1753",80086,"PFAF","Medical/Therapeutic"
"Actaea spicata L., 1753",80137,"PFAF","Medical/Therapeutic"
"Adonis vernalis L., 1753",80240,"PFAF","Medical/Therapeutic"
"Aegopodium podagraria L., 1753",80322,"PFAF","Medical/Therapeutic"
"Aethusa cynapium L., 1753",80358,"PFAF","Medical/Therapeutic"
"Agave americana L., 1753",80383,"PFAF","Medical/Therapeutic"
"Agrimonia eupatoria L., 1753",80410,"PFAF","Medical/Therapeutic"
"Agrostemma githago L., 1753",80546,"PFAF","Medical/Therapeutic"
"Ailanthus altissima (Mill.) Swingle, 1916",80824,"PFAF","Medical/Therapeutic"
"Ajuga chamaepitys (L.) Schreb., 1773",80978,"PFAF","Medical/Therapeutic"
"Ajuga reptans L., 1753",80990,"PFAF","Medical/Therapeutic"
"Alchemilla alpina L., 1753",81033,"PFAF","Medical/Therapeutic"
"Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913",81295,"PFAF","Medical/Therapeutic"
"Allium schoenoprasum L., 1753",81508,"PFAF","Medical/Therapeutic"
"Allium ursinum L., 1753",81541,"PFAF","Medical/Therapeutic"
"Allium victorialis L., 1753",81543,"PFAF","Medical/Therapeutic"
"Alnus glutinosa (L.) Gaertn., 1790",81569,"PFAF","Medical/Therapeutic"
"Althaea officinalis L., 1753",81856,"PFAF","Medical/Therapeutic"
"Amaranthus retroflexus L., 1753",82018,"PFAF","Medical/Therapeutic"
"Anchusa officinalis L., 1753",82391,"PFAF","Medical/Therapeutic"
"Anemone nemorosa L., 1753",82637,"PFAF","Medical/Therapeutic"
"Angelica sylvestris L., 1753",82738,"PFAF","Medical/Therapeutic"
"Antennaria dioica (L.) Gaertn., 1791",82796,"PFAF","Medical/Therapeutic"
"Anthoxanthum odoratum L., 1753",82922,"PFAF","Medical/Therapeutic"
"Anthriscus sylvestris (L.) Hoffm., 1814",82952,"PFAF","Medical/Therapeutic"
"Anthyllis vulneraria L., 1753",82999,"PFAF","Medical/Therapeutic"
"Antirrhinum majus L., 1753",83058,"PFAF","Medical/Therapeutic"
"Apium graveolens L., 1753",83195,"PFAF","Medical/Therapeutic"
"Aquilegia vulgaris L., 1753",83267,"PFAF","Medical/Therapeutic"
"Arbutus unedo L., 1753",83481,"PFAF","Medical/Therapeutic"
"Arctium lappa L., 1753",83499,"PFAF","Medical/Therapeutic"
"Arctium minus (Hill) Bernh., 1800",83502,"PFAF","Medical/Therapeutic"
"Arenaria serpyllifolia L., 1753",83653,"PFAF","Medical/Therapeutic"
"Aristolochia clematitis L., 1753",83777,"PFAF","Medical/Therapeutic"
"Aristolochia rotunda L., 1753",83793,"PFAF","Medical/Therapeutic"
"Armeria maritima (Mill.) Willd., 1809",83832,"PFAF","Medical/Therapeutic"
"Armoracia rusticana G.Gaertn., B.Mey. & Scherb., 1800",83866,"PFAF","Medical/Therapeutic"
"Arnica montana L., 1753",83874,"PFAF","Medical/Therapeutic"
"Artemisia absinthium L., 1753",83933,"PFAF","Medical/Therapeutic"
"Artemisia annua L., 1753",83938,"PFAF","Medical/Therapeutic"
"Artemisia glacialis L., 1763",83974,"PFAF","Medical/Therapeutic"
"Artemisia maritima L., 1753",84003,"PFAF","Medical/Therapeutic"
"Artemisia vulgaris L., 1753",84061,"PFAF","Medical/Therapeutic"
"Arum maculatum L., 1753",84112,"PFAF","Medical/Therapeutic"
"Aruncus dioicus (Walter) Fernald, 1939",84135,"PFAF","Medical/Therapeutic"
"Arundo donax L., 1753",84173,"PFAF","Medical/Therapeutic"
"Asarum europaeum L., 1753",84230,"PFAF","Medical/Therapeutic"
"Asclepias syriaca L., 1753",84251,"PFAF","Medical/Therapeutic"
"Asparagus officinalis L., 1753",84279,"PFAF","Medical/Therapeutic"
"Asphodelus albus Mill., 1768",84338,"PFAF","Medical/Therapeutic"
"Astrantia major L., 1753",84936,"PFAF","Medical/Therapeutic"
"Ballota nigra L., 1753",85502,"PFAF","Medical/Therapeutic"
"Barbarea vulgaris W.T.Aiton, 1812",761965,"PFAF","Medical/Therapeutic"
"Bellis perennis L., 1753",85740,"PFAF","Medical/Therapeutic"
"Berberis vulgaris L., 1753",85774,"PFAF","Medical/Therapeutic"
"Betula pendula Roth, 1788",85903,"PFAF","Medical/Therapeutic"
"Betula pubescens Ehrh., 1791",85904,"PFAF","Medical/Therapeutic"
"Bidens pilosa L., 1753",85972,"PFAF","Medical/Therapeutic"
"Borago officinalis L., 1753",86156,"PFAF","Medical/Therapeutic"
"Buglossoides arvensis (L.) I.M.Johnst., 1954",86890,"PFAF","Medical/Therapeutic"
"Bupleurum falcatum L., 1753",87044,"PFAF","Medical/Therapeutic"
"Buxus sempervirens L., 1753",87143,"PFAF","Medical/Therapeutic"
"Calendula arvensis L., 1763",87420,"PFAF","Medical/Therapeutic"
"Calluna vulgaris (L.) Hull, 1808",87501,"PFAF","Medical/Therapeutic"
"Caltha palustris L., 1753",87540,"PFAF","Medical/Therapeutic"
"Cardamine pratensis L., 1753",87964,"PFAF","Medical/Therapeutic"
"Carlina acaulis L., 1753",89147,"PFAF","Medical/Therapeutic"
"Carlina vulgaris L., 1753",89180,"PFAF","Medical/Therapeutic"
"Carpinus betulus L., 1753",89200,"PFAF","Medical/Therapeutic"
"Carum carvi L., 1753",89250,"PFAF","Medical/Therapeutic"
"Castanea sativa Mill., 1768",89304,"PFAF","Medical/Therapeutic"
"Celtis australis L., 1753",89468,"PFAF","Medical/Therapeutic"
"Centaurea calcitrapa L., 1753",89542,"PFAF","Medical/Therapeutic"
"Centaurea jacea L., 1753",89619,"PFAF","Medical/Therapeutic"
"Centaurea nigra L., 1753",89653,"PFAF","Medical/Therapeutic"
"Centaurium erythraea Rafn, 1800",89840,"PFAF","Medical/Therapeutic"
"Centranthus ruber (L.) DC., 1805",89888,"PFAF","Medical/Therapeutic"
"Ceratonia siliqua L., 1753",447038,"PFAF","Medical/Therapeutic"
"Chamaemelum nobile (L.) All., 1785",90470,"PFAF","Medical/Therapeutic"
"Chelidonium majus L., 1753",90669,"PFAF","Medical/Therapeutic"
"Chenopodium album L., 1753",90681,"PFAF","Medical/Therapeutic"
"Chenopodium vulvaria L., 1753",90836,"PFAF","Medical/Therapeutic"
"Chondrilla juncea L., 1753",90954,"PFAF","Medical/Therapeutic"
"Cichorium intybus L., 1753",91169,"PFAF","Medical/Therapeutic"
"Cicuta virosa L., 1753",91199,"PFAF","Medical/Therapeutic"
"Cirsium acaulon (L.) Scop., 1769",621080,"PFAF","Medical/Therapeutic"
"Cirsium arvense (L.) Scop., 1772",91289,"PFAF","Medical/Therapeutic"
"Cistus ladanifer L., 1753",91680,"PFAF","Medical/Therapeutic"
"Clematis recta L., 1753",91880,"PFAF","Medical/Therapeutic"
"Clematis vitalba L., 1753",91886,"PFAF","Medical/Therapeutic"
"Clinopodium vulgare L., 1753",91912,"PFAF","Medical/Therapeutic"
"Cochlearia officinalis L., 1753",92052,"PFAF","Medical/Therapeutic"
"Colchicum autumnale L., 1753",92127,"PFAF","Medical/Therapeutic"
"Colutea arborescens L., 1753",92196,"PFAF","Medical/Therapeutic"
"Conium maculatum L., 1753",92237,"PFAF","Medical/Therapeutic"
"Convallaria majalis L., 1753",92282,"PFAF","Medical/Therapeutic"
"Convolvulus arvensis L., 1753",92302,"PFAF","Medical/Therapeutic"
"Cornus mas L., 1753",92497,"PFAF","Medical/Therapeutic"
"Cornus sanguinea L., 1753",92501,"PFAF","Medical/Therapeutic"
"Corylus avellana L., 1753",92606,"PFAF","Medical/Therapeutic"
"Cotinus coggygria Scop., 1771",92631,"PFAF","Medical/Therapeutic"
"Crataegus azarolus L., 1753",92824,"PFAF","Medical/Therapeutic"
"Crataegus laevigata (Poir.) DC., 1825",92864,"PFAF","Medical/Therapeutic"
"Crataegus monogyna Jacq., 1775",92876,"PFAF","Medical/Therapeutic"
"Crithmum maritimum L., 1753",93190,"PFAF","Medical/Therapeutic"
"Cruciata laevipes Opiz, 1852",93308,"PFAF","Medical/Therapeutic"
"Cuscuta epithymum (L.) L., 1774",93621,"PFAF","Medical/Therapeutic"
"Cynodon dactylon (L.) Pers., 1805",93803,"PFAF","Medical/Therapeutic"
"Cynoglossum officinale L., 1753",93840,"PFAF","Medical/Therapeutic"
"Cyperus longus L., 1753",93967,"PFAF","Medical/Therapeutic"
"Cyperus rotundus L., 1753",94011,"PFAF","Medical/Therapeutic"
"Cytisus scoparius (L.) Link, 1822",94164,"PFAF","Medical/Therapeutic"
"Dactylis glomerata L., 1753",94207,"PFAF","Medical/Therapeutic"
"Dactylorhiza maculata (L.) Soó, 1962",94266,"PFAF","Medical/Therapeutic"
"Daphne gnidium L., 1753",94427,"PFAF","Medical/Therapeutic"
"Daphne laureola L., 1753",94432,"PFAF","Medical/Therapeutic"
"Daphne mezereum L., 1753",94435,"PFAF","Medical/Therapeutic"
"Datura stramonium L., 1753",94489,"PFAF","Medical/Therapeutic"
"Daucus carota L., 1753",94503,"PFAF","Medical/Therapeutic"
"Descurainia sophia (L.) Webb ex Prantl, 1891",94645,"PFAF","Medical/Therapeutic"
"Dictamnus albus L., 1753",94923,"PFAF","Medical/Therapeutic"
"Digitalis lutea L., 1753",94945,"PFAF","Medical/Therapeutic"
"Digitalis purpurea L., 1753",94959,"PFAF","Medical/Therapeutic"
"Doronicum pardalianches L., 1753",95239,"PFAF","Medical/Therapeutic"
"Drosera rotundifolia L., 1753",95442,"PFAF","Medical/Therapeutic"
"Dryas octopetala L., 1753",95461,"PFAF","Medical/Therapeutic"
"Ecballium elaterium (L.) A.Rich., 1824",95662,"PFAF","Medical/Therapeutic"
"Echium vulgare L., 1753",95793,"PFAF","Medical/Therapeutic"
"Eclipta prostrata (L.) L., 1771",95806,"PFAF","Medical/Therapeutic"
"Chamaenerion angustifolium (L.) Scop., 1771",90483,"PFAF","Medical/Therapeutic"
"Epilobium hirsutum L., 1753",96180,"PFAF","Medical/Therapeutic"
"Erodium cicutarium (L.) L'Hér., 1789",96895,"PFAF","Medical/Therapeutic"
"Euonymus europaeus L., 1753",609982,"PFAF","Medical/Therapeutic"
"Eupatorium cannabinum L., 1753",97434,"PFAF","Medical/Therapeutic"
"Euphorbia helioscopia L., 1753",97537,"PFAF","Medical/Therapeutic"
"Euphorbia lathyris L., 1753",97556,"PFAF","Medical/Therapeutic"
"Euphrasia officinalis L., 1753",97781,"PFAF","Medical/Therapeutic"
"Fagus sylvatica L., 1753",97947,"PFAF","Medical/Therapeutic"
"Ferula communis L., 1753",98020,"PFAF","Medical/Therapeutic"
"Ficus carica L., 1753",98653,"PFAF","Medical/Therapeutic"
"Filipendula ulmaria (L.) Maxim., 1879",98717,"PFAF","Medical/Therapeutic"
"Filipendula vulgaris Moench, 1794",98718,"PFAF","Medical/Therapeutic"
"Foeniculum vulgare Mill., 1768",98756,"PFAF","Medical/Therapeutic"
"Fragaria vesca L., 1753",98865,"PFAF","Medical/Therapeutic"
"Fraxinus excelsior L., 1753",98921,"PFAF","Medical/Therapeutic"
"Fraxinus ornus L., 1753",98933,"PFAF","Medical/Therapeutic"
"Fumaria officinalis L., 1753",99108,"PFAF","Medical/Therapeutic"
"Galanthus nivalis L., 1753",99233,"PFAF","Medical/Therapeutic"
"Galega officinalis L., 1753",99260,"PFAF","Medical/Therapeutic"
"Galeopsis segetum Neck., 1770",99329,"PFAF","Medical/Therapeutic"
"Galeopsis tetrahit L., 1753",99334,"PFAF","Medical/Therapeutic"
"Galinsoga parviflora Cav., 1795",99358,"PFAF","Medical/Therapeutic"
"Galium aparine L., 1753",99373,"PFAF","Medical/Therapeutic"
"Galium mollugo L., 1753",99473,"PFAF","Medical/Therapeutic"
"Galium odoratum (L.) Scop., 1771",99488,"PFAF","Medical/Therapeutic"
"Galium verum L., 1753",99582,"PFAF","Medical/Therapeutic"
"Genista tinctoria L., 1753",99828,"PFAF","Medical/Therapeutic"
"Gentiana acaulis L., 1753",99854,"PFAF","Medical/Therapeutic"
"Gentiana cruciata L., 1753",99881,"PFAF","Medical/Therapeutic"
"Gentiana lutea L., 1753",99903,"PFAF","Medical/Therapeutic"
"Gentiana purpurea L., 1753",99929,"PFAF","Medical/Therapeutic"
"Geranium robertianum L., 1753",100142,"PFAF","Medical/Therapeutic"
"Geranium rotundifolium L., 1753",100144,"PFAF","Medical/Therapeutic"
"Geum rivale L., 1753",100215,"PFAF","Medical/Therapeutic"
"Geum urbanum L., 1753",100225,"PFAF","Medical/Therapeutic"
"Glechoma hederacea L., 1753",100310,"PFAF","Medical/Therapeutic"
"Gratiola officinalis L., 1753",100576,"PFAF","Medical/Therapeutic"
"Hedera helix L., 1753",100787,"PFAF","Medical/Therapeutic"
"Helianthemum nummularium (L.) Mill., 1768",100956,"PFAF","Medical/Therapeutic"
"Helichrysum stoechas (L.) Moench, 1794",101101,"PFAF","Medical/Therapeutic"
"Helleborus viridis L., 1753",101202,"PFAF","Medical/Therapeutic"
"Heracleum sphondylium L., 1753",101300,"PFAF","Medical/Therapeutic"
"Herniaria glabra L., 1753",101411,"PFAF","Medical/Therapeutic"
"Herniaria hirsuta L., 1753",101412,"PFAF","Medical/Therapeutic"
"Hesperis matronalis L., 1753",101460,"PFAF","Medical/Therapeutic"
"Hieracium umbellatum L., 1753",102671,"PFAF","Medical/Therapeutic"
"Hippophae rhamnoides L., 1753",102863,"PFAF","Medical/Therapeutic"
"Humulus lupulus L., 1753",103031,"PFAF","Medical/Therapeutic"
"Hyoscyamus albus L., 1753",103178,"PFAF","Medical/Therapeutic"
"Hyoscyamus niger L., 1753",103185,"PFAF","Medical/Therapeutic"
"Hypericum androsaemum L., 1753",103245,"PFAF","Medical/Therapeutic"
"Hypericum perforatum L., 1753",103316,"PFAF","Medical/Therapeutic"
"Hyssopus officinalis L., 1753",103406,"PFAF","Medical/Therapeutic"
"Ilex aquifolium L., 1753",103514,"PFAF","Medical/Therapeutic"
"Impatiens balsamina L., 1753",445494,"PFAF","Medical/Therapeutic"
"Inula helenium L., 1753",103627,"PFAF","Medical/Therapeutic"
"Iris pseudacorus L., 1753",103772,"PFAF","Medical/Therapeutic"
"Isatis tinctoria L., 1753",103817,"PFAF","Medical/Therapeutic"
"Juncus effusus L., 1753",104173,"PFAF","Medical/Therapeutic"
"Kickxia elatine (L.) Dumort., 1827",104502,"PFAF","Medical/Therapeutic"
"Knautia arvensis (L.) Coult., 1828",104516,"PFAF","Medical/Therapeutic"
"Lactuca serriola L., 1756",104775,"PFAF","Medical/Therapeutic"
"Lactuca virosa L., 1753",104787,"PFAF","Medical/Therapeutic"
"Lamium album L., 1753",104854,"PFAF","Medical/Therapeutic"
"Lamium amplexicaule L., 1753",104855,"PFAF","Medical/Therapeutic"
"Lamium galeobdolon (L.) L., 1759",104876,"PFAF","Medical/Therapeutic"
"Lamium purpureum L., 1753",104903,"PFAF","Medical/Therapeutic"
"Laurus nobilis L., 1753",105295,"PFAF","Medical/Therapeutic"
"Lavandula angustifolia Mill., 1768",105297,"PFAF","Medical/Therapeutic"
"Lavandula latifolia Medik., 1784",105312,"PFAF","Medical/Therapeutic"
"Lavandula stoechas L., 1753",105321,"PFAF","Medical/Therapeutic"
"Lemna minor L., 1753",105431,"PFAF","Medical/Therapeutic"
"Leucanthemum vulgare Lam., 1779",105817,"PFAF","Medical/Therapeutic"
"Ligustrum vulgare L., 1753",105966,"PFAF","Medical/Therapeutic"
"Lilium martagon L., 1753",105989,"PFAF","Medical/Therapeutic"
"Linaria vulgaris Mill., 1768",106234,"PFAF","Medical/Therapeutic"
"Linum catharticum L., 1753",106288,"PFAF","Medical/Therapeutic"
"Lithospermum officinale L., 1753",106396,"PFAF","Medical/Therapeutic"
"Lonicera periclymenum L., 1753",106581,"PFAF","Medical/Therapeutic"
"Lotus corniculatus L., 1753",106653,"PFAF","Medical/Therapeutic"
"Lycium barbarum L., 1753",106965,"PFAF","Medical/Therapeutic"
"Lycopus europaeus L., 1753",107038,"PFAF","Medical/Therapeutic"
"Lysimachia nummularia L., 1753",107073,"PFAF","Medical/Therapeutic"
"Lysimachia vulgaris L., 1753",107090,"PFAF","Medical/Therapeutic"
"Lythrum salicaria L., 1753",107117,"PFAF","Medical/Therapeutic"
"Malus sylvestris (L.) Mill., 1768",107217,"PFAF","Medical/Therapeutic"
"Malva alcea L., 1753",107224,"PFAF","Medical/Therapeutic"
"Malva moschata L., 1753",107282,"PFAF","Medical/Therapeutic"
"Malva sylvestris L., 1753",107318,"PFAF","Medical/Therapeutic"
"Marrubium vulgare L., 1753",107397,"PFAF","Medical/Therapeutic"
"Melissa officinalis L., 1753",107992,"PFAF","Medical/Therapeutic"
"Melittis melissophyllum L., 1753",108003,"PFAF","Medical/Therapeutic"
"Mentha aquatica L., 1753",108027,"PFAF","Medical/Therapeutic"
"Mentha arvensis L., 1753",108029,"PFAF","Medical/Therapeutic"
"Mentha longifolia (L.) Huds., 1762",108103,"PFAF","Medical/Therapeutic"
"Mentha pulegium L., 1753",108138,"PFAF","Medical/Therapeutic"
"Mentha suaveolens Ehrh., 1792",108168,"PFAF","Medical/Therapeutic"
"Menyanthes trifoliata L., 1753",108345,"PFAF","Medical/Therapeutic"
"Mercurialis annua L., 1753",108351,"PFAF","Medical/Therapeutic"
"Mercurialis perennis L., 1753",108361,"PFAF","Medical/Therapeutic"
"Meum athamanticum Jacq., 1776",108454,"PFAF","Medical/Therapeutic"
"Myrica gale L., 1753",109130,"PFAF","Medical/Therapeutic"
"Myrrhis odorata (L.) Scop., 1771",109161,"PFAF","Medical/Therapeutic"
"Myrtus communis L., 1753",109186,"PFAF","Medical/Therapeutic"
"Narcissus poeticus L., 1753",109291,"PFAF","Medical/Therapeutic"
"Narcissus pseudonarcissus L., 1753",109297,"PFAF","Medical/Therapeutic"
"Nasturtium officinale W.T.Aiton, 1812",109422,"PFAF","Medical/Therapeutic"
"Nigella damascena L., 1753",109625,"PFAF","Medical/Therapeutic"
"Nuphar lutea (L.) Sm., 1809",109732,"PFAF","Medical/Therapeutic"
"Nuphar pumila (Timm) DC., 1821",109735,"PFAF","Medical/Therapeutic"
