"NOM_VALIDE","CD_REF","SOURCE","SELECTED_TYPOLOGY_ENG"
"Rhododendron ferrugineum L., 1753",117679,"KEW","Crafts"
"Rhus coriaria L., 1753",117712,"KEW","Crafts"
"Ribes rubrum L., 1753",117774,"KEW","Crafts"
"Ribes uva-crispa L., 1753",117787,"KEW","Crafts"
"Ricinus communis L., 1753",117806,"KEW","Crafts"
"Rosa canina L., 1753",118073,"KEW","Crafts"
"Salvia rosmarinus Spenn., 1835",1027822,"KEW","Crafts"
"Rubia tinctorum L., 1753",118920,"KEW","Crafts"
"Rumex acetosa L., 1753 [nom. et typ. cons.]",119418,"KEW","Crafts"
"Rumex crispus L., 1753",119473,"KEW","Crafts"
"Ruscus aculeatus L., 1753",119698,"KEW","Crafts"
"Salicornia europaea L., 1753",119881,"KEW","Crafts"
"Salix alba L., 1753 [nom. et typ. cons.]",119915,"KEW","Crafts"
"Salix caprea L., 1753",119977,"KEW","Crafts"
"Salix purpurea L., 1753",120189,"KEW","Crafts"
"Salvia fruticosa Mill., 1768",120642,"KEW","Crafts"
"Salvia officinalis L., 1753",120678,"KEW","Crafts"
"Sambucus racemosa L., 1753",120720,"KEW","Crafts"
"Sambucus ebulus L., 1753",120712,"KEW","Crafts"
"Sambucus nigra L., 1753",120717,"KEW","Crafts"
"Sanguisorba officinalis L., 1753",120758,"KEW","Crafts"
"Satureja montana L., 1753",120908,"KEW","Crafts"
"Scabiosa columbaria L., 1753",121334,"KEW","Crafts"
"Solanum dulcamara L., 1753",124034,"KEW","Crafts"
"Sonchus asper (L.) Hill, 1769",124233,"KEW","Crafts"
"Sorbus aucuparia L., 1753",124308,"KEW","Crafts"
"Spartium junceum L., 1753",124453,"KEW","Crafts"
"Stellaria media (L.) Vill., 1789",125014,"KEW","Crafts"
"Succisa pratensis Moench, 1794",125295,"KEW","Crafts"
"Symphytum officinale L., 1753",125355,"KEW","Crafts"
"Tamarix gallica L., 1753",125426,"KEW","Crafts"
"Tanacetum parthenium (L.) Sch.Bip., 1844",125469,"KEW","Crafts"
"Tanacetum vulgare L., 1753",125474,"KEW","Crafts"
"Taxus baccata L., 1753",125816,"KEW","Crafts"
"Thymus serpyllum L., 1753",126573,"KEW","Crafts"
"Thymus vulgaris L., 1753",126582,"KEW","Crafts"
"Tilia cordata Mill., 1768",126628,"KEW","Crafts"
"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",126650,"KEW","Crafts"
"Typha latifolia L., 1753",128077,"KEW","Crafts"
"Ulmus minor Mill., 1768",128175,"KEW","Crafts"
"Urtica dioica L., 1753",128268,"KEW","Crafts"
"Vaccinium myrtillus L., 1753",128345,"KEW","Crafts"
"Valeriana officinalis L., 1753",128419,"KEW","Crafts"
"Verbascum thapsus L., 1753",128660,"KEW","Crafts"
"Verbena officinalis L., 1753",128754,"KEW","Crafts"
"Veronica beccabunga L., 1753",128808,"KEW","Crafts"
"Viburnum lantana L., 1753",129083,"KEW","Crafts"
"Viburnum opulus L., 1753",129087,"KEW","Crafts"
"Viola odorata L., 1753",129632,"KEW","Crafts"
"Viscum album L., 1753",129906,"KEW","Crafts"
"Xanthium strumarium L., 1753",130492,"KEW","Crafts"
"Ziziphus jujuba Mill., 1768 [nom. cons.]",162352,"KEW","Crafts"
"Abies alba Mill., 1768",79319,"KEW","Medical/Therapeutic"
"Acacia dealbata Link, 1822",79691,"KEW","Medical/Therapeutic"
"Acer campestre L., 1753",79734,"KEW","Medical/Therapeutic"
"Acer negundo L., 1753",79766,"KEW","Medical/Therapeutic"
"Achillea erba-rotta All., 1773",79887,"KEW","Medical/Therapeutic"
"Achillea millefolium L., 1753",79908,"KEW","Medical/Therapeutic"
"Achillea nana L., 1753",79913,"KEW","Medical/Therapeutic"
"Achillea ptarmica L., 1753",79921,"KEW","Medical/Therapeutic"
"Aconitum anthora L., 1753",80007,"KEW","Medical/Therapeutic"
"Aconitum lycoctonum L., 1753",80034,"KEW","Medical/Therapeutic"
"Aconitum napellus L., 1753",80037,"KEW","Medical/Therapeutic"
"Aconitum variegatum L., 1753",80066,"KEW","Medical/Therapeutic"
"Acorus calamus L., 1753",80086,"KEW","Medical/Therapeutic"
"Actaea spicata L., 1753",80137,"KEW","Medical/Therapeutic"
"Adiantum capillus-veneris L., 1753",447951,"KEW","Medical/Therapeutic"
"Adonis annua L., 1753 [nom. et typ. cons.]",80212,"KEW","Medical/Therapeutic"
"Adonis vernalis L., 1753",80240,"KEW","Medical/Therapeutic"
"Aegopodium podagraria L., 1753",80322,"KEW","Medical/Therapeutic"
"Aethusa cynapium L., 1753",80358,"KEW","Medical/Therapeutic"
"Agave americana L., 1753",80383,"KEW","Medical/Therapeutic"
"Agrimonia eupatoria L., 1753",80410,"KEW","Medical/Therapeutic"
"Agrimonia procera Wallr., 1840",80417,"KEW","Medical/Therapeutic"
"Agrostemma githago L., 1753",80546,"KEW","Medical/Therapeutic"
"Ailanthus altissima (Mill.) Swingle, 1916",80824,"KEW","Medical/Therapeutic"
"Ajuga chamaepitys (L.) Schreb., 1773",80978,"KEW","Medical/Therapeutic"
"Ajuga genevensis L., 1753",80980,"KEW","Medical/Therapeutic"
"Ajuga pyramidalis L., 1753",80988,"KEW","Medical/Therapeutic"
"Ajuga reptans L., 1753",80990,"KEW","Medical/Therapeutic"
"Alchemilla alpina L., 1753",81033,"KEW","Medical/Therapeutic"
"Alchemilla acutiloba Opiz, 1838",81027,"KEW","Medical/Therapeutic"
"Alkanna matthioli Tausch, 1824",81287,"KEW","Medical/Therapeutic"
"Physalis alkekengi L., 1753",113321,"KEW","Medical/Therapeutic"
"Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913",81295,"KEW","Medical/Therapeutic"
"Allium roseum L., 1753",81499,"KEW","Medical/Therapeutic"
"Allium schoenoprasum L., 1753",81508,"KEW","Medical/Therapeutic"
"Allium ursinum L., 1753",81541,"KEW","Medical/Therapeutic"
"Allium victorialis L., 1753",81543,"KEW","Medical/Therapeutic"
"Alnus alnobetula (Ehrh.) K.Koch, 1872",81563,"KEW","Medical/Therapeutic"
"Alnus glutinosa (L.) Gaertn., 1790",81569,"KEW","Medical/Therapeutic"
"Alnus incana (L.) Moench, 1794",81570,"KEW","Medical/Therapeutic"
"Althaea officinalis L., 1753",81856,"KEW","Medical/Therapeutic"
"Amaranthus retroflexus L., 1753",82018,"KEW","Medical/Therapeutic"
"Ambrosia artemisiifolia L., 1753",82080,"KEW","Medical/Therapeutic"
"Ammi majus L., 1753",82130,"KEW","Medical/Therapeutic"
"Visnaga daucoides Gaertn., 1788",129910,"KEW","Medical/Therapeutic"
"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",610909,"KEW","Medical/Therapeutic"
"Anchusa azurea Mill., 1768",618756,"KEW","Medical/Therapeutic"
"Anchusa officinalis L., 1753",82391,"KEW","Medical/Therapeutic"
"Hepatica nobilis Schreb., 1771",101253,"KEW","Medical/Therapeutic"
"Anemone nemorosa L., 1753",82637,"KEW","Medical/Therapeutic"
"Pulsatilla vulgaris Mill., 1768",116460,"KEW","Medical/Therapeutic"
"Anemone ranunculoides L., 1753",82656,"KEW","Medical/Therapeutic"
"Pulsatilla vernalis (L.) Mill., 1768",116459,"KEW","Medical/Therapeutic"
"Angelica sylvestris L., 1753",82738,"KEW","Medical/Therapeutic"
"Antennaria dioica (L.) Gaertn., 1791",82796,"KEW","Medical/Therapeutic"
"Anthoxanthum odoratum L., 1753",82922,"KEW","Medical/Therapeutic"
"Anthriscus sylvestris (L.) Hoffm., 1814",82952,"KEW","Medical/Therapeutic"
"Anthyllis vulneraria L., 1753",82999,"KEW","Medical/Therapeutic"
"Antirrhinum majus L., 1753",83058,"KEW","Medical/Therapeutic"
"Apium graveolens L., 1753",83195,"KEW","Medical/Therapeutic"
"Aquilegia vulgaris L., 1753",83267,"KEW","Medical/Therapeutic"
"Arbutus unedo L., 1753",83481,"KEW","Medical/Therapeutic"
"Arctium lappa L., 1753",83499,"KEW","Medical/Therapeutic"
"Arctium minus (Hill) Bernh., 1800",83502,"KEW","Medical/Therapeutic"
"Arctostaphylos uva-ursi (L.) Spreng., 1825",83528,"KEW","Medical/Therapeutic"
"Arenaria serpyllifolia L., 1753",83653,"KEW","Medical/Therapeutic"
"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988",117874,"KEW","Medical/Therapeutic"
"Argentina anserina (L.) Rydb., 1899",83714,"KEW","Medical/Therapeutic"
"Aristolochia clematitis L., 1753",83777,"KEW","Medical/Therapeutic"
"Aristolochia rotunda L., 1753",83793,"KEW","Medical/Therapeutic"
"Armeria maritima (Mill.) Willd., 1809",83832,"KEW","Medical/Therapeutic"
"Armoracia rusticana G.Gaertn., B.Mey. & Scherb., 1800",83866,"KEW","Medical/Therapeutic"
"Arnica montana L., 1753",83874,"KEW","Medical/Therapeutic"
"Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819",83912,"KEW","Medical/Therapeutic"
"Artemisia absinthium L., 1753",83933,"KEW","Medical/Therapeutic"
"Artemisia annua L., 1753",83938,"KEW","Medical/Therapeutic"
"Artemisia genipi Weber, 1775",83973,"KEW","Medical/Therapeutic"
"Artemisia glacialis L., 1763",83974,"KEW","Medical/Therapeutic"
"Artemisia maritima L., 1753",84003,"KEW","Medical/Therapeutic"
"Artemisia umbelliformis Lam., 1783",84053,"KEW","Medical/Therapeutic"
"Artemisia vulgaris L., 1753",84061,"KEW","Medical/Therapeutic"
"Arum italicum Mill., 1768",84110,"KEW","Medical/Therapeutic"
"Arum maculatum L., 1753",84112,"KEW","Medical/Therapeutic"
"Aruncus dioicus (Walter) Fernald, 1939",84135,"KEW","Medical/Therapeutic"
"Arundo donax L., 1753",84173,"KEW","Medical/Therapeutic"
"Asarum europaeum L., 1753",84230,"KEW","Medical/Therapeutic"
"Asclepias syriaca L., 1753",84251,"KEW","Medical/Therapeutic"
"Asparagus officinalis L., 1753",84279,"KEW","Medical/Therapeutic"
"Asperula tinctoria L., 1753",84330,"KEW","Medical/Therapeutic"
"Asphodelus albus Mill., 1768",84338,"KEW","Medical/Therapeutic"
"Asplenium adiantum-nigrum L., 1753",84458,"KEW","Medical/Therapeutic"
"Asplenium ceterach L., 1753",84472,"KEW","Medical/Therapeutic"
"Asplenium scolopendrium L., 1753",84524,"KEW","Medical/Therapeutic"
"Astrantia major L., 1753",84936,"KEW","Medical/Therapeutic"
"Atropa bella-donna L., 1753",85152,"KEW","Medical/Therapeutic"
"Ballota nigra L., 1753",85502,"KEW","Medical/Therapeutic"
"Barbarea vulgaris W.T.Aiton, 1812",761965,"KEW","Medical/Therapeutic"
"Bellis perennis L., 1753",85740,"KEW","Medical/Therapeutic"
"Berberis vulgaris L., 1753",85774,"KEW","Medical/Therapeutic"
"Beta vulgaris L., 1753",85820,"KEW","Medical/Therapeutic"
"Betonica officinalis L., 1753",85852,"KEW","Medical/Therapeutic"
"Betula pendula Roth, 1788",85903,"KEW","Medical/Therapeutic"
"Betula pubescens Ehrh., 1791",85904,"KEW","Medical/Therapeutic"
"Bidens pilosa L., 1753",85972,"KEW","Medical/Therapeutic"
"Bistorta officinalis Delarbre, 1800",86081,"KEW","Medical/Therapeutic"
"Blitum bonus-henricus (L.) Rchb., 1832",994837,"KEW","Medical/Therapeutic"
"Borago officinalis L., 1753",86156,"KEW","Medical/Therapeutic"
"Briza media L., 1753",86490,"KEW","Medical/Therapeutic"
"Bryonia dioica Jacq., 1774",86828,"KEW","Medical/Therapeutic"
"Buglossoides arvensis (L.) I.M.Johnst., 1954",86890,"KEW","Medical/Therapeutic"
"Bupleurum falcatum L., 1753",87044,"KEW","Medical/Therapeutic"
"Buxus sempervirens L., 1753",87143,"KEW","Medical/Therapeutic"
"Calendula arvensis L., 1763",87420,"KEW","Medical/Therapeutic"
"Calluna vulgaris (L.) Hull, 1808",87501,"KEW","Medical/Therapeutic"
"Caltha palustris L., 1753",87540,"KEW","Medical/Therapeutic"
"Convolvulus sepium L., 1753",92353,"KEW","Medical/Therapeutic"
"Campanula rapunculus L., 1753",87712,"KEW","Medical/Therapeutic"
"Campanula rotundifolia L., 1753",87720,"KEW","Medical/Therapeutic"
"Campanula trachelium L., 1753",87742,"KEW","Medical/Therapeutic"
"Capsella bursa-pastoris (L.) Medik., 1792",87849,"KEW","Medical/Therapeutic"
"Cardamine pratensis L., 1753",87964,"KEW","Medical/Therapeutic"
"Carlina acaulis L., 1753",89147,"KEW","Medical/Therapeutic"
"Carlina vulgaris L., 1753",89180,"KEW","Medical/Therapeutic"
"Carpinus betulus L., 1753",89200,"KEW","Medical/Therapeutic"
"Carthamus lanatus L., 1753",89232,"KEW","Medical/Therapeutic"
"Carum carvi L., 1753",89250,"KEW","Medical/Therapeutic"
"Castanea sativa Mill., 1768",89304,"KEW","Medical/Therapeutic"
"Cedrus atlantica (Endl.) Manetti ex Carrière, 1855",89452,"KEW","Medical/Therapeutic"
"Celtis australis L., 1753",89468,"KEW","Medical/Therapeutic"
"Centaurea benedicta (L.) L., 1763",89531,"KEW","Medical/Therapeutic"
"Centaurea calcitrapa L., 1753",89542,"KEW","Medical/Therapeutic"
"Cyanus segetum Hill, 1762",93680,"KEW","Medical/Therapeutic"
"Centaurea jacea L., 1753",89619,"KEW","Medical/Therapeutic"
"Cyanus montanus (L.) Hill, 1768",93673,"KEW","Medical/Therapeutic"
"Centaurea nigra L., 1753",89653,"KEW","Medical/Therapeutic"
"Centaurium erythraea Rafn, 1800",89840,"KEW","Medical/Therapeutic"
"Centranthus ruber (L.) DC., 1805",89888,"KEW","Medical/Therapeutic"
"Ceratonia siliqua L., 1753",447038,"KEW","Medical/Therapeutic"
"Cercis siliquastrum L., 1753",90234,"KEW","Medical/Therapeutic"
"Chamaemelum nobile (L.) All., 1785",90470,"KEW","Medical/Therapeutic"
"Chelidonium majus L., 1753",90669,"KEW","Medical/Therapeutic"
"Chenopodium album L., 1753",90681,"KEW","Medical/Therapeutic"
"Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",611753,"KEW","Medical/Therapeutic"
"Chenopodium vulvaria L., 1753",90836,"KEW","Medical/Therapeutic"
"Chiliadenus glutinosus (L.) Fourr., 1869",717139,"KEW","Medical/Therapeutic"
"Cichorium intybus L., 1753",91169,"KEW","Medical/Therapeutic"
"Cicuta virosa L., 1753",91199,"KEW","Medical/Therapeutic"
"Cirsium arvense (L.) Scop., 1772",91289,"KEW","Medical/Therapeutic"
"Cistus ladanifer L., 1753",91680,"KEW","Medical/Therapeutic"
"Clematis recta L., 1753",91880,"KEW","Medical/Therapeutic"
"Clematis vitalba L., 1753",91886,"KEW","Medical/Therapeutic"
"Clinopodium nepeta (L.) Kuntze, 1891",91910,"KEW","Medical/Therapeutic"
"Clinopodium vulgare L., 1753",91912,"KEW","Medical/Therapeutic"
"Cochlearia officinalis L., 1753",92052,"KEW","Medical/Therapeutic"
"Colchicum autumnale L., 1753",92127,"KEW","Medical/Therapeutic"
"Colutea arborescens L., 1753",92196,"KEW","Medical/Therapeutic"
"Conium maculatum L., 1753",92237,"KEW","Medical/Therapeutic"
"Delphinium consolida L., 1753",94572,"KEW","Medical/Therapeutic"
"Convallaria majalis L., 1753",92282,"KEW","Medical/Therapeutic"
"Convolvulus arvensis L., 1753",92302,"KEW","Medical/Therapeutic"
"Coriaria myrtifolia L., 1753",92467,"KEW","Medical/Therapeutic"
"Cormus domestica (L.) Spach, 1834",92488,"KEW","Medical/Therapeutic"
"Cornus mas L., 1753",92497,"KEW","Medical/Therapeutic"
"Cornus sanguinea L., 1753",92501,"KEW","Medical/Therapeutic"
"Corrigiola litoralis L., 1753",92566,"KEW","Medical/Therapeutic"
"Corylus avellana L., 1753",92606,"KEW","Medical/Therapeutic"
"Cotinus coggygria Scop., 1771",92631,"KEW","Medical/Therapeutic"
"Crataegus azarolus L., 1753",92824,"KEW","Medical/Therapeutic"
"Crataegus germanica (L.) Kuntze, 1891",92854,"KEW","Medical/Therapeutic"
"Crataegus laevigata (Poir.) DC., 1825",92864,"KEW","Medical/Therapeutic"
"Crataegus monogyna Jacq., 1775",92876,"KEW","Medical/Therapeutic"
"Crepis vesicaria L., 1753",93157,"KEW","Medical/Therapeutic"
"Crithmum maritimum L., 1753",93190,"KEW","Medical/Therapeutic"
"Cruciata laevipes Opiz, 1852",93308,"KEW","Medical/Therapeutic"
"Cupressus sempervirens L., 1753",93590,"KEW","Medical/Therapeutic"
"Cuscuta epithymum (L.) L., 1774",93621,"KEW","Medical/Therapeutic"
"Cuscuta europaea L., 1753",93623,"KEW","Medical/Therapeutic"
"Cyclamen purpurascens Mill., 1768",93708,"KEW","Medical/Therapeutic"
"Cynodon dactylon (L.) Pers., 1805",93803,"KEW","Medical/Therapeutic"
"Cynoglossum officinale L., 1753",93840,"KEW","Medical/Therapeutic"
"Cyperus longus L., 1753",93967,"KEW","Medical/Therapeutic"
"Cyperus rotundus L., 1753",94011,"KEW","Medical/Therapeutic"
"Cytisus scoparius (L.) Link, 1822",94164,"KEW","Medical/Therapeutic"
"Dactylis glomerata L., 1753",94207,"KEW","Medical/Therapeutic"
"Dactylorhiza maculata (L.) Soó, 1962",94266,"KEW","Medical/Therapeutic"
"Daphne gnidium L., 1753",94427,"KEW","Medical/Therapeutic"
"Daphne laureola L., 1753",94432,"KEW","Medical/Therapeutic"
"Daphne mezereum L., 1753",94435,"KEW","Medical/Therapeutic"
"Datura stramonium L., 1753",94489,"KEW","Medical/Therapeutic"
"Daucus carota L., 1753",94503,"KEW","Medical/Therapeutic"
"Deschampsia cespitosa (L.) P.Beauv., 1812",94626,"KEW","Medical/Therapeutic"
"Descurainia sophia (L.) Webb ex Prantl, 1891",94645,"KEW","Medical/Therapeutic"
"Dictamnus albus L., 1753",94923,"KEW","Medical/Therapeutic"
"Digitalis lutea L., 1753",94945,"KEW","Medical/Therapeutic"
"Digitalis purpurea L., 1753",94959,"KEW","Medical/Therapeutic"
"Dioscorea communis (L.) Caddick & Wilkin, 2002",611652,"KEW","Medical/Therapeutic"
"Diplotaxis tenuifolia (L.) DC., 1821",95136,"KEW","Medical/Therapeutic"
"Dipsacus fullonum L., 1753",95149,"KEW","Medical/Therapeutic"
"Dittrichia graveolens (L.) Greuter, 1973",95186,"KEW","Medical/Therapeutic"
"Dittrichia viscosa (L.) Greuter, 1973",95187,"KEW","Medical/Therapeutic"
"Doronicum pardalianches L., 1753",95239,"KEW","Medical/Therapeutic"
"Dracunculus vulgaris Schott, 1832",95425,"KEW","Medical/Therapeutic"
"Charybdis maritima (L.) Speta, 1998",161772,"KEW","Medical/Therapeutic"
"Drosera anglica Huds., 1778",95436,"KEW","Medical/Therapeutic"
"Drosera intermedia Hayne, 1798",95438,"KEW","Medical/Therapeutic"
"Drosera rotundifolia L., 1753",95442,"KEW","Medical/Therapeutic"
"Dryas octopetala L., 1753",95461,"KEW","Medical/Therapeutic"
"Dryopteris filix-mas (L.) Schott, 1834",95567,"KEW","Medical/Therapeutic"
"Dysphania botrys (L.) Mosyakin & Clemants, 2002",611755,"KEW","Medical/Therapeutic"
"Ecballium elaterium (L.) A.Rich., 1824",95662,"KEW","Medical/Therapeutic"
"Echium vulgare L., 1753",95793,"KEW","Medical/Therapeutic"
"Eclipta prostrata (L.) L., 1771",95806,"KEW","Medical/Therapeutic"
"Hippophae rhamnoides L., 1753",102863,"KEW","Medical/Therapeutic"
"Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,"KEW","Medical/Therapeutic"
"Ephedra distachya L., 1753",96101,"KEW","Medical/Therapeutic"
"Chamaenerion angustifolium (L.) Scop., 1771",90483,"KEW","Medical/Therapeutic"
"Epilobium hirsutum L., 1753",96180,"KEW","Medical/Therapeutic"
"Epilobium palustre L., 1753",96226,"KEW","Medical/Therapeutic"
"Epilobium parviflorum Schreb., 1771",96229,"KEW","Medical/Therapeutic"
"Epilobium roseum Schreb., 1771",96251,"KEW","Medical/Therapeutic"
"Epilobium tetragonum L., 1753",96271,"KEW","Medical/Therapeutic"
"Equisetum arvense L., 1753",96508,"KEW","Medical/Therapeutic"
"Equisetum hyemale L., 1753",96523,"KEW","Medical/Therapeutic"
"Equisetum palustre L., 1753",96534,"KEW","Medical/Therapeutic"
"Equisetum sylvaticum L., 1753",96545,"KEW","Medical/Therapeutic"
"Equisetum telmateia Ehrh., 1783",96546,"KEW","Medical/Therapeutic"
"Erica carnea L., 1753 [nom. cons.]",96664,"KEW","Medical/Therapeutic"
"Erica cinerea L., 1753",96667,"KEW","Medical/Therapeutic"
"Erigeron acris L., 1753",611688,"KEW","Medical/Therapeutic"
"Erigeron canadensis L., 1753",96749,"KEW","Medical/Therapeutic"
"Erodium cicutarium (L.) L'Hér., 1789",96895,"KEW","Medical/Therapeutic"
"Eryngium campestre L., 1753",97141,"KEW","Medical/Therapeutic"
"Erysimum cheiri (L.) Crantz, 1769",97185,"KEW","Medical/Therapeutic"
"Euonymus europaeus L., 1753",609982,"KEW","Medical/Therapeutic"
"Eupatorium cannabinum L., 1753",97434,"KEW","Medical/Therapeutic"
"Euphorbia amygdaloides L., 1753",97452,"KEW","Medical/Therapeutic"
"Euphorbia cyparissias L., 1753",97490,"KEW","Medical/Therapeutic"
"Euphorbia helioscopia L., 1753",97537,"KEW","Medical/Therapeutic"
"Euphorbia lathyris L., 1753",97556,"KEW","Medical/Therapeutic"
"Euphorbia palustris L., 1753",97601,"KEW","Medical/Therapeutic"
"Euphrasia officinalis L., 1753",97781,"KEW","Medical/Therapeutic"
"Fagus sylvatica L., 1753",97947,"KEW","Medical/Therapeutic"
"Reynoutria japonica Houtt., 1777",117503,"KEW","Medical/Therapeutic"
"Ferula communis L., 1753",98020,"KEW","Medical/Therapeutic"
"Ferula glauca L., 1753",98023,"KEW","Medical/Therapeutic"
"Ficaria verna Huds., 1762",98651,"KEW","Medical/Therapeutic"
"Ficus carica L., 1753",98653,"KEW","Medical/Therapeutic"
"Filipendula ulmaria (L.) Maxim., 1879",98717,"KEW","Medical/Therapeutic"
"Filipendula vulgaris Moench, 1794",98718,"KEW","Medical/Therapeutic"
"Foeniculum vulgare Mill., 1768",98756,"KEW","Medical/Therapeutic"
"Fragaria vesca L., 1753",98865,"KEW","Medical/Therapeutic"
"Frangula alnus Mill., 1768",98887,"KEW","Medical/Therapeutic"
"Fraxinus angustifolia Vahl, 1804 [nom. cons.]",98910,"KEW","Medical/Therapeutic"
"Fraxinus excelsior L., 1753",98921,"KEW","Medical/Therapeutic"
"Fraxinus ornus L., 1753",98933,"KEW","Medical/Therapeutic"
"Fumaria officinalis L., 1753",99108,"KEW","Medical/Therapeutic"
"Galanthus nivalis L., 1753",99233,"KEW","Medical/Therapeutic"
"Galatella sedifolia (L.) Greuter, 2003",610594,"KEW","Medical/Therapeutic"
"Galega officinalis L., 1753",99260,"KEW","Medical/Therapeutic"
"Galeopsis ladanum L., 1753",99305,"KEW","Medical/Therapeutic"
"Galeopsis segetum Neck., 1770",99329,"KEW","Medical/Therapeutic"
"Galeopsis tetrahit L., 1753",99334,"KEW","Medical/Therapeutic"
"Galinsoga parviflora Cav., 1795",99358,"KEW","Medical/Therapeutic"
"Galium album Mill., 1768",99366,"KEW","Medical/Therapeutic"
"Galium aparine L., 1753",99373,"KEW","Medical/Therapeutic"
"Galium mollugo L., 1753",99473,"KEW","Medical/Therapeutic"
"Galium odoratum (L.) Scop., 1771",99488,"KEW","Medical/Therapeutic"
"Galium palustre L., 1753",99494,"KEW","Medical/Therapeutic"
"Galium verum L., 1753",99582,"KEW","Medical/Therapeutic"
"Genista scorpius (L.) DC., 1805",99815,"KEW","Medical/Therapeutic"
"Genista tinctoria L., 1753",99828,"KEW","Medical/Therapeutic"
"Gentiana acaulis L., 1753",99854,"KEW","Medical/Therapeutic"
"Gentiana cruciata L., 1753",99881,"KEW","Medical/Therapeutic"
"Gentiana lutea L., 1753",99903,"KEW","Medical/Therapeutic"
"Gentiana pneumonanthe L., 1753",99922,"KEW","Medical/Therapeutic"
"Gentiana purpurea L., 1753",99929,"KEW","Medical/Therapeutic"
"Geranium robertianum L., 1753",100142,"KEW","Medical/Therapeutic"
"Geranium rotundifolium L., 1753",100144,"KEW","Medical/Therapeutic"
"Geranium sanguineum L., 1753",100149,"KEW","Medical/Therapeutic"
"Geum rivale L., 1753",100215,"KEW","Medical/Therapeutic"
"Geum urbanum L., 1753",100225,"KEW","Medical/Therapeutic"
"Glechoma hederacea L., 1753",100310,"KEW","Medical/Therapeutic"
"Globularia alypum L., 1753",100335,"KEW","Medical/Therapeutic"
"Gratiola officinalis L., 1753",100576,"KEW","Medical/Therapeutic"
"Gymnadenia nigra (L.) Rchb.f., 1856",100613,"KEW","Medical/Therapeutic"
"Hedera helix L., 1753",100787,"KEW","Medical/Therapeutic"
"Helianthemum nummularium (L.) Mill., 1768",100956,"KEW","Medical/Therapeutic"
"Helichrysum italicum (Roth) G.Don, 1830",101080,"KEW","Medical/Therapeutic"
"Helichrysum stoechas (L.) Moench, 1794",101101,"KEW","Medical/Therapeutic"
"Heliotropium europaeum L., 1753",101144,"KEW","Medical/Therapeutic"
"Helleborus foetidus L., 1753",101188,"KEW","Medical/Therapeutic"
"Helleborus viridis L., 1753",101202,"KEW","Medical/Therapeutic"
"Heracleum sphondylium L., 1753",101300,"KEW","Medical/Therapeutic"
"Herniaria glabra L., 1753",101411,"KEW","Medical/Therapeutic"
"Herniaria hirsuta L., 1753",101412,"KEW","Medical/Therapeutic"
"Hesperis matronalis L., 1753",101460,"KEW","Medical/Therapeutic"
"Hieracium murorum L., 1753",102235,"KEW","Medical/Therapeutic"
"Hieracium umbellatum L., 1753",102671,"KEW","Medical/Therapeutic"
"Humulus lupulus L., 1753",103031,"KEW","Medical/Therapeutic"
"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",103057,"KEW","Medical/Therapeutic"
"Hyoscyamus albus L., 1753",103178,"KEW","Medical/Therapeutic"
"Hyoscyamus niger L., 1753",103185,"KEW","Medical/Therapeutic"
"Hypericum androsaemum L., 1753",103245,"KEW","Medical/Therapeutic"
"Hypericum perforatum L., 1753",103316,"KEW","Medical/Therapeutic"
"Hypericum pulchrum L., 1753",103320,"KEW","Medical/Therapeutic"
"Hypericum tetrapterum Fr., 1823",103329,"KEW","Medical/Therapeutic"
"Hypochaeris radicata L., 1753",103375,"KEW","Medical/Therapeutic"
"Hyssopus officinalis L., 1753",103406,"KEW","Medical/Therapeutic"
"Ilex aquifolium L., 1753",103514,"KEW","Medical/Therapeutic"
"Impatiens balsamina L., 1753",445494,"KEW","Medical/Therapeutic"
"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",103553,"KEW","Medical/Therapeutic"
"Inula helenium L., 1753",103627,"KEW","Medical/Therapeutic"
"Iris germanica L., 1753",103737,"KEW","Medical/Therapeutic"
"Iris pseudacorus L., 1753",103772,"KEW","Medical/Therapeutic"
"Isatis tinctoria L., 1753",103817,"KEW","Medical/Therapeutic"
"Jacobaea maritima (L.) Pelser & Meijden, 2005",610643,"KEW","Medical/Therapeutic"
"Jacobaea vulgaris Gaertn., 1791",610646,"KEW","Medical/Therapeutic"
"Juncus effusus L., 1753",104173,"KEW","Medical/Therapeutic"
"Juniperus communis L., 1753",104397,"KEW","Medical/Therapeutic"
"Juniperus oxycedrus L., 1753",104409,"KEW","Medical/Therapeutic"
"Juniperus sabina L., 1753",104413,"KEW","Medical/Therapeutic"
"Juniperus thurifera L., 1753",104419,"KEW","Medical/Therapeutic"
"Kickxia elatine (L.) Dumort., 1827",104502,"KEW","Medical/Therapeutic"
"Knautia arvensis (L.) Coult., 1828",104516,"KEW","Medical/Therapeutic"
"Lactuca serriola L., 1756",104775,"KEW","Medical/Therapeutic"
