"CD_REF","NOM_VALIDE","buds","bark","leaves","flowers","fruit","seed","seedling","aboveground_part","underground_part","whole_plant","sap"
103553,"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
103578,"Imperatoria ostruthium L., 1753",1,1,1,1,1,1,1,1,1,1,1
103627,"Inula helenium L., 1753",1,1,1,1,1,1,1,1,1,1,1
103737,"Iris germanica L., 1753",1,1,1,1,1,1,1,1,1,1,1
103772,"Iris pseudacorus L., 1753",1,1,1,1,1,1,1,1,1,1,1
103817,"Isatis tinctoria L., 1753",1,1,1,1,1,1,1,1,1,1,1
103985,"Jacobaea adonidifolia (Loisel.) Mérat, 1812",1,1,1,1,1,1,1,1,1,1,1
104173,"Juncus effusus L., 1753",1,1,1,1,1,1,1,1,1,1,1
104397,"Juniperus communis L., 1753",1,1,1,1,1,1,1,1,1,1,1
104409,"Juniperus oxycedrus L., 1753",1,1,1,1,1,1,1,1,1,1,1
104413,"Juniperus sabina L., 1753",1,1,1,1,1,1,1,1,1,1,1
104419,"Juniperus thurifera L., 1753",1,1,1,1,1,1,1,1,1,1,1
104502,"Kickxia elatine (L.) Dumort., 1827",1,1,1,1,1,1,1,1,1,1,1
104516,"Knautia arvensis (L.) Coult., 1828",1,1,1,1,1,1,1,1,1,1,1
104764,"Lactuca perennis L., 1753",1,1,1,1,1,1,1,1,1,1,1
104775,"Lactuca serriola L., 1756",1,1,1,1,1,1,1,1,1,1,1
104786,"Lactuca viminea (L.) J.Presl & C.Presl, 1819",1,1,1,1,1,1,1,1,1,1,1
104787,"Lactuca virosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
104854,"Lamium album L., 1753",1,1,1,1,1,1,1,1,1,1,1
104855,"Lamium amplexicaule L., 1753",1,1,1,1,1,1,1,1,1,1,1
104876,"Lamium galeobdolon (L.) L., 1759",1,1,1,1,1,1,1,1,1,1,1
104889,"Lamium maculatum (L.) L., 1763",1,1,1,1,1,1,1,1,1,1,1
104903,"Lamium purpureum L., 1753",1,1,1,1,1,1,1,1,1,1,1
105017,"Lapsana communis L., 1753",1,1,1,1,1,1,1,1,1,1,1
105042,"Larix decidua Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
105211,"Lathyrus latifolius L., 1753",1,1,1,1,1,1,1,1,1,1,1
105266,"Lathyrus sylvestris L., 1753",1,1,1,1,1,1,1,1,1,1,1
105295,"Laurus nobilis L., 1753",1,1,1,1,1,1,1,1,1,1,1
105297,"Lavandula angustifolia Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
105312,"Lavandula latifolia Medik., 1784",1,1,1,1,1,1,1,1,1,1,1
105321,"Lavandula stoechas L., 1753",1,1,1,1,1,1,1,1,1,1,1
105427,"Lemna gibba L., 1753",1,1,1,1,1,1,1,1,1,1,1
105431,"Lemna minor L., 1753",1,1,1,1,1,1,1,1,1,1,1
105621,"Lepidium draba L., 1753",1,1,1,1,1,1,1,1,1,1,1
105817,"Leucanthemum vulgare Lam., 1779",1,1,1,1,1,1,1,1,1,1,1
105966,"Ligustrum vulgare L., 1753",1,1,1,1,1,1,1,1,1,1,1
105979,"Lilium bulbiferum L., 1753",1,1,1,1,1,1,1,1,1,1,1
105989,"Lilium martagon L., 1753",1,1,1,1,1,1,1,1,1,1,1
106213,"Linaria repens (L.) Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
106234,"Linaria vulgaris Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
106288,"Linum catharticum L., 1753",1,1,1,1,1,1,1,1,1,1,1
106396,"Lithospermum officinale L., 1753",1,1,1,1,1,1,1,1,1,1,1
106546,"Loncomelos pyrenaicus (L.) Hrouda, 1988",1,1,1,1,1,1,1,1,1,1,1
106565,"Lonicera etrusca Santi, 1795",1,1,1,1,1,1,1,1,1,1,1
106574,"Lonicera nigra L., 1753",1,1,1,1,1,1,1,1,1,1,1
106581,"Lonicera periclymenum L., 1753",1,1,1,1,1,1,1,1,1,1,1
106595,"Lonicera xylosteum L., 1753",1,1,1,1,1,1,1,1,1,1,1
106653,"Lotus corniculatus L., 1753",1,1,1,1,1,1,1,1,1,1,1
106965,"Lycium barbarum L., 1753",1,1,1,1,1,1,1,1,1,1,1
107038,"Lycopus europaeus L., 1753",1,1,1,1,1,1,1,1,1,1,1
107073,"Lysimachia nummularia L., 1753",1,1,1,1,1,1,1,1,1,1,1
107090,"Lysimachia vulgaris L., 1753",1,1,1,1,1,1,1,1,1,1,1
107117,"Lythrum salicaria L., 1753",1,1,1,1,1,1,1,1,1,1,1
107217,"Malus sylvestris (L.) Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
107224,"Malva alcea L., 1753",1,1,1,1,1,1,1,1,1,1,1
107282,"Malva moschata L., 1753",1,1,1,1,1,1,1,1,1,1,1
107318,"Malva sylvestris L., 1753",1,1,1,1,1,1,1,1,1,1,1
107397,"Marrubium vulgare L., 1753",1,1,1,1,1,1,1,1,1,1,1
107440,"Matricaria chamomilla L., 1753",1,1,1,1,1,1,1,1,1,1,1
107446,"Matricaria discoidea DC., 1838",1,1,1,1,1,1,1,1,1,1,1
107786,"Melampyrum arvense L., 1753",1,1,1,1,1,1,1,1,1,1,1
107886,"Melilotus albus Medik., 1787",1,1,1,1,1,1,1,1,1,1,1
107887,"Melilotus altissimus Thuill., 1799",1,1,1,1,1,1,1,1,1,1,1
107942,"Melilotus officinalis (L.) Lam., 1779",1,1,1,1,1,1,1,1,1,1,1
107992,"Melissa officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
108003,"Melittis melissophyllum L., 1753",1,1,1,1,1,1,1,1,1,1,1
108027,"Mentha aquatica L., 1753",1,1,1,1,1,1,1,1,1,1,1
108029,"Mentha arvensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
108103,"Mentha longifolia (L.) Huds., 1762",1,1,1,1,1,1,1,1,1,1,1
108138,"Mentha pulegium L., 1753",1,1,1,1,1,1,1,1,1,1,1
108168,"Mentha suaveolens Ehrh., 1792",1,1,1,1,1,1,1,1,1,1,1
108345,"Menyanthes trifoliata L., 1753",1,1,1,1,1,1,1,1,1,1,1
108351,"Mercurialis annua L., 1753",1,1,1,1,1,1,1,1,1,1,1
108361,"Mercurialis perennis L., 1753",1,1,1,1,1,1,1,1,1,1,1
108454,"Meum athamanticum Jacq., 1776",1,1,1,1,1,1,1,1,1,1,1
108996,"Myosotis arvensis (L.) Hill, 1764",1,1,1,1,1,1,1,1,1,1,1
109104,"Myosotis sylvatica Hoffm., 1791",1,1,1,1,1,1,1,1,1,1,1
109130,"Myrica gale L., 1753",1,1,1,1,1,1,1,1,1,1,1
109161,"Myrrhis odorata (L.) Scop., 1771",1,1,1,1,1,1,1,1,1,1,1
109186,"Myrtus communis L., 1753",1,1,1,1,1,1,1,1,1,1,1
109291,"Narcissus poeticus L., 1753",1,1,1,1,1,1,1,1,1,1,1
109297,"Narcissus pseudonarcissus L., 1753",1,1,1,1,1,1,1,1,1,1,1
109422,"Nasturtium officinale W.T.Aiton, 1812",1,1,1,1,1,1,1,1,1,1,1
109506,"Neottia nidus-avis (L.) Rich., 1817",1,1,1,1,1,1,1,1,1,1,1
109620,"Nigella arvensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
109625,"Nigella damascena L., 1753",1,1,1,1,1,1,1,1,1,1,1
109732,"Nuphar lutea (L.) Sm., 1809",1,1,1,1,1,1,1,1,1,1,1
109735,"Nuphar pumila (Timm) DC., 1821",1,1,1,1,1,1,1,1,1,1,1
109750,"Nymphaea alba L., 1753",1,1,1,1,1,1,1,1,1,1,1
109861,"Oenanthe aquatica (L.) Poir., 1798",1,1,1,1,1,1,1,1,1,1,1
109911,"Oenothera biennis L., 1753",1,1,1,1,1,1,1,1,1,1,1
110211,"Ononis natrix L., 1753",1,1,1,1,1,1,1,1,1,1,1
110236,"Ononis spinosa L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
110244,"Onopordum acanthium L., 1753",1,1,1,1,1,1,1,1,1,1,1
110914,"Orchis mascula (L.) L., 1755",1,1,1,1,1,1,1,1,1,1,1
111289,"Origanum vulgare L., 1753",1,1,1,1,1,1,1,1,1,1,1
111391,"Ornithogalum umbellatum L., 1753",1,1,1,1,1,1,1,1,1,1,1
111771,"Orthilia secunda (L.) House, 1921",1,1,1,1,1,1,1,1,1,1,1
111815,"Osmunda regalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
111859,"Oxalis acetosella L., 1753",1,1,1,1,1,1,1,1,1,1,1
111974,"Oxytropis campestris (L.) DC., 1802",1,1,1,1,1,1,1,1,1,1,1
112042,"Paeonia officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
112061,"Paliurus spina-christi Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
112303,"Papaver dubium L., 1753",1,1,1,1,1,1,1,1,1,1,1
112355,"Papaver rhoeas L., 1753",1,1,1,1,1,1,1,1,1,1,1
112410,"Parietaria judaica L., 1756",1,1,1,1,1,1,1,1,1,1,1
112413,"Parietaria officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
112421,"Paris quadrifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
112426,"Parnassia palustris L., 1753",1,1,1,1,1,1,1,1,1,1,1
112467,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",1,1,1,1,1,1,1,1,1,1,1
112550,"Pastinaca sativa L., 1753",1,1,1,1,1,1,1,1,1,1,1
112590,"Pedicularis palustris L., 1753",1,1,1,1,1,1,1,1,1,1,1
112601,"Pedicularis sylvatica L., 1753",1,1,1,1,1,1,1,1,1,1,1
112739,"Persicaria hydropiper (L.) Spach, 1841",1,1,1,1,1,1,1,1,1,1,1
112745,"Persicaria maculosa Gray, 1821 [nom. cons.]",1,1,1,1,1,1,1,1,1,1,1
112783,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",1,1,1,1,1,1,1,1,1,1,1
112816,"Petrosedum rupestre (L.) P.V.Heath, 1987",1,1,1,1,1,1,1,1,1,1,1
113221,"Phleum pratense L., 1753",1,1,1,1,1,1,1,1,1,1,1
113260,"Phragmites australis (Cav.) Trin. ex Steud., 1840",1,1,1,1,1,1,1,1,1,1,1
113321,"Physalis alkekengi L., 1753",1,1,1,1,1,1,1,1,1,1,1
113418,"Phytolacca americana L., 1753",1,1,1,1,1,1,1,1,1,1,1
113432,"Picea abies (L.) H.Karst., 1881",1,1,1,1,1,1,1,1,1,1,1
113525,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",1,1,1,1,1,1,1,1,1,1,1
113579,"Pimpinella major (L.) Huds., 1762",1,1,1,1,1,1,1,1,1,1,1
113596,"Pimpinella saxifraga L., 1753",1,1,1,1,1,1,1,1,1,1,1
113651,"Pinus cembra L., 1753",1,1,1,1,1,1,1,1,1,1,1
113665,"Pinus halepensis Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
113682,"Pinus mugo Turra, 1764",1,1,1,1,1,1,1,1,1,1,1
113689,"Pinus pinaster Aiton, 1789",1,1,1,1,1,1,1,1,1,1,1
113690,"Pinus pinea L., 1753",1,1,1,1,1,1,1,1,1,1,1
113703,"Pinus sylvestris L., 1753",1,1,1,1,1,1,1,1,1,1,1
113744,"Pistacia lentiscus L., 1753",1,1,1,1,1,1,1,1,1,1,1
113804,"Plantago afra L., 1762",1,1,1,1,1,1,1,1,1,1,1
113809,"Plantago arenaria Waldst. & Kit., 1802",1,1,1,1,1,1,1,1,1,1,1
113842,"Plantago coronopus L., 1753",1,1,1,1,1,1,1,1,1,1,1
113893,"Plantago lanceolata L., 1753",1,1,1,1,1,1,1,1,1,1,1
113904,"Plantago major L., 1753",1,1,1,1,1,1,1,1,1,1,1
113924,"Plantago ovata Forssk., 1775",1,1,1,1,1,1,1,1,1,1,1
113957,"Plantago sempervirens Crantz, 1766",1,1,1,1,1,1,1,1,1,1,1
114080,"Plumbago europaea L., 1753",1,1,1,1,1,1,1,1,1,1,1
114595,"Polygala vulgaris L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
114611,"Polygonatum multiflorum (L.) All., 1785",1,1,1,1,1,1,1,1,1,1,1
114612,"Polygonatum odoratum (Mill.) Druce, 1906",1,1,1,1,1,1,1,1,1,1,1
114658,"Polygonum aviculare L., 1753",1,1,1,1,1,1,1,1,1,1,1
115016,"Polypodium vulgare L., 1753",1,1,1,1,1,1,1,1,1,1,1
115110,"Populus alba L., 1753",1,1,1,1,1,1,1,1,1,1,1
115145,"Populus nigra L., 1753",1,1,1,1,1,1,1,1,1,1,1
115156,"Populus tremula L., 1753",1,1,1,1,1,1,1,1,1,1,1
115215,"Portulaca oleracea L., 1753",1,1,1,1,1,1,1,1,1,1,1
115280,"Potamogeton natans L., 1753",1,1,1,1,1,1,1,1,1,1,1
115407,"Potentilla argentea L., 1753",1,1,1,1,1,1,1,1,1,1,1
115470,"Potentilla erecta (L.) Raeusch., 1797",1,1,1,1,1,1,1,1,1,1,1
115624,"Potentilla reptans L., 1753",1,1,1,1,1,1,1,1,1,1,1
115789,"Poterium sanguisorba L., 1753",1,1,1,1,1,1,1,1,1,1,1
115813,"Prenanthes purpurea L., 1753",1,1,1,1,1,1,1,1,1,1,1
115865,"Primula elatior (L.) Hill, 1765",1,1,1,1,1,1,1,1,1,1,1
115868,"Primula farinosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
115918,"Primula veris L., 1753",1,1,1,1,1,1,1,1,1,1,1
116012,"Prunella vulgaris L., 1753",1,1,1,1,1,1,1,1,1,1,1
116043,"Prunus avium (L.) L., 1755",1,1,1,1,1,1,1,1,1,1,1
116089,"Prunus laurocerasus L., 1753",1,1,1,1,1,1,1,1,1,1,1
116096,"Prunus mahaleb L., 1753",1,1,1,1,1,1,1,1,1,1,1
116109,"Prunus padus L., 1753",1,1,1,1,1,1,1,1,1,1,1
116142,"Prunus spinosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
116216,"Pseudotsuga menziesii (Mirb.) Franco, 1950",1,1,1,1,1,1,1,1,1,1,1
116265,"Pteridium aquilinum (L.) Kuhn, 1879",1,1,1,1,1,1,1,1,1,1,1
116392,"Pulicaria dysenterica (L.) Bernh., 1800",1,1,1,1,1,1,1,1,1,1,1
116407,"Pulmonaria affinis Jord., 1854",1,1,1,1,1,1,1,1,1,1,1
116412,"Pulmonaria australis (Murr) W.Sauer, 1975",1,1,1,1,1,1,1,1,1,1,1
116416,"Pulmonaria longifolia (Bastard) Boreau, 1857",1,1,1,1,1,1,1,1,1,1,1
116422,"Pulmonaria officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
116459,"Pulsatilla vernalis (L.) Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
116460,"Pulsatilla vulgaris Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
116547,"Pyrola rotundifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
116574,"Pyrus communis L., 1753",1,1,1,1,1,1,1,1,1,1,1
116704,"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",1,1,1,1,1,1,1,1,1,1,1
116751,"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
116754,"Quercus pyrenaica Willd., 1805",1,1,1,1,1,1,1,1,1,1,1
116759,"Quercus robur L., 1753",1,1,1,1,1,1,1,1,1,1,1
116876,"Ramonda myconi (L.) Rchb., 1831",1,1,1,1,1,1,1,1,1,1,1
116903,"Ranunculus acris L., 1753",1,1,1,1,1,1,1,1,1,1,1
116952,"Ranunculus bulbosus L., 1753",1,1,1,1,1,1,1,1,1,1,1
117125,"Ranunculus montanus Willd., 1799",1,1,1,1,1,1,1,1,1,1,1
117201,"Ranunculus repens L., 1753",1,1,1,1,1,1,1,1,1,1,1
117224,"Ranunculus sceleratus L., 1753",1,1,1,1,1,1,1,1,1,1,1
117459,"Reseda luteola L., 1753",1,1,1,1,1,1,1,1,1,1,1
117503,"Reynoutria japonica Houtt., 1777",1,1,1,1,1,1,1,1,1,1,1
117530,"Rhamnus cathartica L., 1753",1,1,1,1,1,1,1,1,1,1,1
117668,"Rhodiola rosea L., 1753",1,1,1,1,1,1,1,1,1,1,1
117679,"Rhododendron ferrugineum L., 1753",1,1,1,1,1,1,1,1,1,1,1
117712,"Rhus coriaria L., 1753",1,1,1,1,1,1,1,1,1,1,1
117774,"Ribes rubrum L., 1753",1,1,1,1,1,1,1,1,1,1,1
117787,"Ribes uva-crispa L., 1753",1,1,1,1,1,1,1,1,1,1,1
117806,"Ricinus communis L., 1753",1,1,1,1,1,1,1,1,1,1,1
117874,"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García, 1988",1,1,1,1,1,1,1,1,1,1,1
118016,"Rosa arvensis Huds., 1762",1,1,1,1,1,1,1,1,1,1,1
118073,"Rosa canina L., 1753",1,1,1,1,1,1,1,1,1,1,1
118397,"Rosa pendulina L., 1753",1,1,1,1,1,1,1,1,1,1,1
118916,"Rubia peregrina L., 1753",1,1,1,1,1,1,1,1,1,1,1
118920,"Rubia tinctorum L., 1753",1,1,1,1,1,1,1,1,1,1,1
119097,"Rubus fruticosus L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
119149,"Rubus idaeus L., 1753",1,1,1,1,1,1,1,1,1,1,1
119418,"Rumex acetosa L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
119419,"Rumex acetosella L., 1753",1,1,1,1,1,1,1,1,1,1,1
119435,"Rumex alpinus L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
119473,"Rumex crispus L., 1753",1,1,1,1,1,1,1,1,1,1,1
119550,"Rumex obtusifolius L., 1753",1,1,1,1,1,1,1,1,1,1,1
119558,"Rumex patientia L., 1753",1,1,1,1,1,1,1,1,1,1,1
119698,"Ruscus aculeatus L., 1753",1,1,1,1,1,1,1,1,1,1,1
119860,"Sagittaria sagittifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
119881,"Salicornia europaea L., 1753",1,1,1,1,1,1,1,1,1,1,1
119883,"Salicornia fruticosa (L.) L., 1762",1,1,1,1,1,1,1,1,1,1,1
119892,"Salicornia perennis Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
119915,"Salix alba L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
119977,"Salix caprea L., 1753",1,1,1,1,1,1,1,1,1,1,1
120135,"Salix myrsinifolia Salisb., 1796",1,1,1,1,1,1,1,1,1,1,1
120189,"Salix purpurea L., 1753",1,1,1,1,1,1,1,1,1,1,1
120642,"Salvia fruticosa Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
120643,"Salvia glutinosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
120678,"Salvia officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
120685,"Salvia pratensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
120712,"Sambucus ebulus L., 1753",1,1,1,1,1,1,1,1,1,1,1
120717,"Sambucus nigra L., 1753",1,1,1,1,1,1,1,1,1,1,1
120720,"Sambucus racemosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
120758,"Sanguisorba officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
120772,"Sanicula europaea L., 1753",1,1,1,1,1,1,1,1,1,1,1
120785,"Santolina chamaecyparissus L., 1753",1,1,1,1,1,1,1,1,1,1,1
120786,"Santolina corsica Jord. & Fourr., 1869",1,1,1,1,1,1,1,1,1,1,1
120823,"Saponaria ocymoides L., 1753",1,1,1,1,1,1,1,1,1,1,1
120824,"Saponaria officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
120908,"Satureja montana L., 1753",1,1,1,1,1,1,1,1,1,1,1
121065,"Saxifraga granulata L., 1753",1,1,1,1,1,1,1,1,1,1,1
121334,"Scabiosa columbaria L., 1753",1,1,1,1,1,1,1,1,1,1,1
121449,"Scandix pecten-veneris L., 1753",1,1,1,1,1,1,1,1,1,1,1
121606,"Scilla bifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
121823,"Scleranthus annuus L., 1753",1,1,1,1,1,1,1,1,1,1,1
121999,"Scrophularia auriculata L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
122028,"Scrophularia nodosa L., 1753",1,1,1,1,1,1,1,1,1,1,1
122069,"Scutellaria galericulata L., 1753",1,1,1,1,1,1,1,1,1,1,1
122101,"Sedum acre L., 1753",1,1,1,1,1,1,1,1,1,1,1
122106,"Sedum album L., 1753",1,1,1,1,1,1,1,1,1,1,1
122140,"Sedum cepaea L., 1753",1,1,1,1,1,1,1,1,1,1,1
122243,"Sedum rubens L., 1753",1,1,1,1,1,1,1,1,1,1,1
122419,"Sempervivum arachnoideum L., 1753",1,1,1,1,1,1,1,1,1,1,1
122467,"Sempervivum montanum L., 1753",1,1,1,1,1,1,1,1,1,1,1
122493,"Sempervivum tectorum L., 1753",1,1,1,1,1,1,1,1,1,1,1
122593,"Senecio doronicum (L.) L., 1759",1,1,1,1,1,1,1,1,1,1,1
122675,"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd., 1803",1,1,1,1,1,1,1,1,1,1,1
122714,"Senecio sarracenicus L., 1753 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
122726,"Senecio sylvaticus L., 1753",1,1,1,1,1,1,1,1,1,1,1
122745,"Senecio vulgaris L., 1753",1,1,1,1,1,1,1,1,1,1,1
122971,"Serratula tinctoria L., 1753",1,1,1,1,1,1,1,1,1,1,1
123258,"Sideritis hyssopifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
123683,"Silene vulgaris (Moench) Garcke, 1869",1,1,1,1,1,1,1,1,1,1,1
123705,"Silybum marianum (L.) Gaertn., 1791",1,1,1,1,1,1,1,1,1,1,1
123711,"Sinapis alba L., 1753",1,1,1,1,1,1,1,1,1,1,1
123713,"Sinapis arvensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
123863,"Sisymbrium officinale (L.) Scop., 1772",1,1,1,1,1,1,1,1,1,1,1
124034,"Solanum dulcamara L., 1753",1,1,1,1,1,1,1,1,1,1,1
124080,"Solanum nigrum L., 1753",1,1,1,1,1,1,1,1,1,1,1
124139,"Soldanella alpina L., 1753",1,1,1,1,1,1,1,1,1,1,1
124164,"Solidago canadensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
124168,"Solidago gigantea Aiton, 1789",1,1,1,1,1,1,1,1,1,1,1
124205,"Solidago virgaurea L., 1753",1,1,1,1,1,1,1,1,1,1,1
124232,"Sonchus arvensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
124233,"Sonchus asper (L.) Hill, 1769",1,1,1,1,1,1,1,1,1,1,1
124308,"Sorbus aucuparia L., 1753",1,1,1,1,1,1,1,1,1,1,1
124453,"Spartium junceum L., 1753",1,1,1,1,1,1,1,1,1,1,1
124499,"Spergula arvensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
124578,"Spergularia rubra (L.) J.Presl & C.Presl, 1819",1,1,1,1,1,1,1,1,1,1,1
124741,"Stachys annua (L.) L., 1763",1,1,1,1,1,1,1,1,1,1,1
124744,"Stachys arvensis (L.) L., 1763",1,1,1,1,1,1,1,1,1,1,1
124798,"Stachys palustris L., 1753",1,1,1,1,1,1,1,1,1,1,1
124814,"Stachys sylvatica L., 1753",1,1,1,1,1,1,1,1,1,1,1
124848,"Staphisagria macrosperma Spach, 1838",1,1,1,1,1,1,1,1,1,1,1
124970,"Stellaria aquatica (L.) Scop., 1771",1,1,1,1,1,1,1,1,1,1,1
125014,"Stellaria media (L.) Vill., 1789",1,1,1,1,1,1,1,1,1,1,1
125295,"Succisa pratensis Moench, 1794",1,1,1,1,1,1,1,1,1,1,1
125324,"Symphoricarpos albus (L.) S.F.Blake, 1914",1,1,1,1,1,1,1,1,1,1,1
125343,"Symphytum bulbosum K.F.Schimp., 1825",1,1,1,1,1,1,1,1,1,1,1
125355,"Symphytum officinale L., 1753",1,1,1,1,1,1,1,1,1,1,1
125426,"Tamarix gallica L., 1753",1,1,1,1,1,1,1,1,1,1,1
125469,"Tanacetum parthenium (L.) Sch.Bip., 1844",1,1,1,1,1,1,1,1,1,1,1
125474,"Tanacetum vulgare L., 1753",1,1,1,1,1,1,1,1,1,1,1
125568,"Taraxacum dens-leonis Desf., 1799",1,1,1,1,1,1,1,1,1,1,1
125816,"Taxus baccata L., 1753",1,1,1,1,1,1,1,1,1,1,1
125981,"Teucrium chamaedrys L., 1753",1,1,1,1,1,1,1,1,1,1,1
126006,"Teucrium marum L., 1753",1,1,1,1,1,1,1,1,1,1,1
126008,"Teucrium montanum L., 1753",1,1,1,1,1,1,1,1,1,1,1
126019,"Teucrium polium L., 1753",1,1,1,1,1,1,1,1,1,1,1
126035,"Teucrium scorodonia L., 1753",1,1,1,1,1,1,1,1,1,1,1
126552,"Thymus nitens Lamotte, 1881",1,1,1,1,1,1,1,1,1,1,1
126573,"Thymus serpyllum L., 1753",1,1,1,1,1,1,1,1,1,1,1
126582,"Thymus vulgaris L., 1753",1,1,1,1,1,1,1,1,1,1,1
126628,"Tilia cordata Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
126650,"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",1,1,1,1,1,1,1,1,1,1,1
127029,"Tragopogon pratensis L., 1753",1,1,1,1,1,1,1,1,1,1,1
127131,"Tribulus terrestris L., 1753",1,1,1,1,1,1,1,1,1,1,1
127219,"Trifolium alpinum L., 1753",1,1,1,1,1,1,1,1,1,1,1
127230,"Trifolium arvense L., 1753",1,1,1,1,1,1,1,1,1,1,1
127439,"Trifolium pratense L., 1753",1,1,1,1,1,1,1,1,1,1,1
127872,"Trollius europaeus L., 1753",1,1,1,1,1,1,1,1,1,1,1
128042,"Tussilago farfara L., 1753",1,1,1,1,1,1,1,1,1,1,1
128077,"Typha latifolia L., 1753",1,1,1,1,1,1,1,1,1,1,1
128175,"Ulmus minor Mill., 1768",1,1,1,1,1,1,1,1,1,1,1
128215,"Umbilicus rupestris (Salisb.) Dandy, 1948",1,1,1,1,1,1,1,1,1,1,1
128268,"Urtica dioica L., 1753",1,1,1,1,1,1,1,1,1,1,1
128298,"Urtica urens L., 1753",1,1,1,1,1,1,1,1,1,1,1
128345,"Vaccinium myrtillus L., 1753",1,1,1,1,1,1,1,1,1,1,1
128355,"Vaccinium vitis-idaea L., 1753",1,1,1,1,1,1,1,1,1,1,1
128391,"Valeriana celtica L., 1753",1,1,1,1,1,1,1,1,1,1,1
128416,"Valeriana montana L., 1753",1,1,1,1,1,1,1,1,1,1,1
128419,"Valeriana officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
128476,"Valerianella locusta (L.) Laterr., 1821",1,1,1,1,1,1,1,1,1,1,1
128520,"Veratrum album L., 1753",1,1,1,1,1,1,1,1,1,1,1
128567,"Verbascum densiflorum Bertol., 1810",1,1,1,1,1,1,1,1,1,1,1
128615,"Verbascum nigrum L., 1753",1,1,1,1,1,1,1,1,1,1,1
128660,"Verbascum thapsus L., 1753",1,1,1,1,1,1,1,1,1,1,1
128754,"Verbena officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
128808,"Veronica beccabunga L., 1753",1,1,1,1,1,1,1,1,1,1,1
128832,"Veronica chamaedrys L., 1753",1,1,1,1,1,1,1,1,1,1,1
128938,"Veronica officinalis L., 1753",1,1,1,1,1,1,1,1,1,1,1
129083,"Viburnum lantana L., 1753",1,1,1,1,1,1,1,1,1,1,1
129087,"Viburnum opulus L., 1753",1,1,1,1,1,1,1,1,1,1,1
129468,"Vinca major L., 1753",1,1,1,1,1,1,1,1,1,1,1
