CD_REF,NOM_VALIDE,binomial_acc_name,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses
99358,"Galinsoga parviflora Cav., 1795",Galinsoga parviflora,1,1,0,1,1,0,0,1,1,0
99366,"Galium album Mill., 1768",Galium album,0,0,0,0,0,0,0,1,0,0
99373,"Galium aparine L., 1753",Galium aparine,0,0,0,0,0,0,1,1,0,0
99473,"Galium mollugo L., 1753",Galium mollugo,0,1,0,0,0,0,0,1,0,0
99488,"Galium odoratum (L.) Scop., 1771",Galium odoratum,0,1,0,0,1,0,0,1,0,0
99494,"Galium palustre L., 1753",Galium palustre,0,0,0,0,0,0,0,1,0,0
99582,"Galium verum L., 1753",Galium verum,0,0,0,0,0,0,1,1,0,0
99815,"Genista scorpius (L.) DC., 1805",Genista scorpius,0,0,0,0,0,0,0,1,0,0
99828,"Genista tinctoria L., 1753",Genista tinctoria,0,1,0,0,0,0,1,1,0,0
99854,"Gentiana acaulis L., 1753",Gentiana acaulis,0,1,0,0,0,0,0,1,0,0
99881,"Gentiana cruciata L., 1753",Gentiana cruciata,0,0,0,0,0,0,0,1,0,0
99903,"Gentiana lutea L., 1753",Gentiana lutea,0,1,0,0,1,0,0,1,0,0
99922,"Gentiana pneumonanthe L., 1753",Gentiana pneumonanthe,0,0,0,0,0,0,0,1,0,0
99929,"Gentiana purpurea L., 1753",Gentiana purpurea,0,0,0,0,0,0,0,1,0,0
100142,"Geranium robertianum L., 1753",Geranium robertianum,0,1,0,0,0,0,0,1,0,0
100144,"Geranium rotundifolium L., 1753",Geranium rotundifolium,0,0,0,0,0,0,0,1,0,0
100149,"Geranium sanguineum L., 1753",Geranium sanguineum,0,1,0,0,0,0,0,1,0,0
100215,"Geum rivale L., 1753",Geum rivale,0,0,0,0,0,0,0,1,0,0
100225,"Geum urbanum L., 1753",Geum urbanum,0,0,0,0,1,0,0,1,0,0
100310,"Glechoma hederacea L., 1753",Glechoma hederacea,0,0,0,0,0,0,0,1,1,0
100335,"Globularia alypum L., 1753",Globularia alypum,1,0,0,0,0,0,1,1,0,0
100576,"Gratiola officinalis L., 1753",Gratiola officinalis,0,1,0,0,0,0,0,1,0,0
100613,"Gymnadenia nigra (L.) Rchb.f., 1856",Gymnadenia nigra,0,0,0,0,0,0,0,1,0,0
100787,"Hedera helix L., 1753",Hedera helix,0,1,0,0,0,0,1,1,1,0
100956,"Helianthemum nummularium (L.) Mill., 1768",Helianthemum nummularium,0,1,0,0,0,0,0,1,0,0
101080,"Helichrysum italicum (Roth) G.Don, 1830",Helichrysum italicum,0,0,0,0,1,0,1,1,0,0
101101,"Helichrysum stoechas (L.) Moench, 1794",Helichrysum stoechas,0,0,0,0,0,0,0,1,0,0
101144,"Heliotropium europaeum L., 1753",Heliotropium europaeum,0,0,0,0,0,0,0,1,1,0
101188,"Helleborus foetidus L., 1753",Helleborus foetidus,0,1,0,0,0,0,0,1,1,0
101202,"Helleborus viridis L., 1753",Helleborus viridis,0,1,0,0,0,0,0,1,1,0
101300,"Heracleum sphondylium L., 1753",Heracleum sphondylium,0,0,0,0,0,0,1,1,1,0
101411,"Herniaria glabra L., 1753",Herniaria glabra,0,0,0,0,0,0,0,1,0,0
101412,"Herniaria hirsuta L., 1753",Herniaria hirsuta,0,0,0,0,0,0,0,1,0,0
101460,"Hesperis matronalis L., 1753",Hesperis matronalis,0,1,0,0,1,0,0,1,0,0
102235,"Hieracium murorum L., 1753",Hieracium murorum,0,0,0,0,0,0,0,1,0,0
102671,"Hieracium umbellatum L., 1753",Hieracium umbellatum,0,0,0,0,0,0,0,1,0,0
103031,"Humulus lupulus L., 1753",Humulus lupulus,0,1,0,1,1,0,1,1,0,0
103057,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",Hyacinthoides non-scripta,0,0,0,0,0,0,0,1,1,0
103178,"Hyoscyamus albus L., 1753",Hyoscyamus albus,0,0,0,0,0,0,0,1,1,0
103185,"Hyoscyamus niger L., 1753",Hyoscyamus niger,0,0,0,0,0,0,0,1,1,1
103245,"Hypericum androsaemum L., 1753",Hypericum androsaemum,0,1,0,0,0,0,0,1,0,0
103316,"Hypericum perforatum L., 1753",Hypericum perforatum,0,0,0,0,0,0,1,1,1,0
103320,"Hypericum pulchrum L., 1753",Hypericum pulchrum,0,0,0,0,0,0,0,1,0,0
103329,"Hypericum tetrapterum Fr., 1823",Hypericum tetrapterum,0,0,0,0,0,0,0,1,0,0
103375,"Hypochaeris radicata L., 1753",Hypochaeris radicata,0,0,0,0,0,0,0,1,0,0
103406,"Hyssopus officinalis L., 1753",Hyssopus officinalis,0,0,0,0,1,0,1,1,1,0
103514,"Ilex aquifolium L., 1753",Ilex aquifolium,0,1,0,0,0,0,1,1,1,1
445494,"Impatiens balsamina L., 1753",Impatiens balsamina,0,1,0,1,1,0,1,1,1,0
103553,"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",Impatiens noli-tangere,0,0,0,0,0,0,0,1,0,0
103627,"Inula helenium L., 1753",Inula helenium,0,0,0,0,1,0,1,1,1,0
103737,"Iris germanica L., 1753",Iris germanica,0,0,0,0,0,0,0,1,0,0
103772,"Iris pseudacorus L., 1753",Iris pseudacorus,0,1,0,0,1,0,1,1,1,0
103817,"Isatis tinctoria L., 1753",Isatis tinctoria,0,0,0,1,0,1,1,1,0,0
610643,"Jacobaea maritima (L.) Pelser & Meijden, 2005",Jacobaea maritima,0,1,0,0,0,0,0,1,1,0
610646,"Jacobaea vulgaris Gaertn., 1791",Jacobaea vulgaris,0,0,0,0,0,0,0,1,1,0
104173,"Juncus effusus L., 1753",Juncus effusus,1,1,1,1,1,0,1,1,1,0
104397,"Juniperus communis L., 1753",Juniperus communis,0,1,0,0,1,0,1,1,0,0
104409,"Juniperus oxycedrus L., 1753",Juniperus oxycedrus,1,1,1,0,0,0,1,1,0,0
104413,"Juniperus sabina L., 1753",Juniperus sabina,0,1,0,0,0,0,1,1,1,0
104419,"Juniperus thurifera L., 1753",Juniperus thurifera,0,0,0,0,0,0,1,1,0,0
104502,"Kickxia elatine (L.) Dumort., 1827",Kickxia elatine,0,0,0,0,0,0,0,1,0,0
104516,"Knautia arvensis (L.) Coult., 1828",Knautia arvensis,0,1,0,0,0,0,0,1,0,0
104775,"Lactuca serriola L., 1756",Lactuca serriola,0,1,0,1,1,0,0,1,1,0
104786,"Lactuca viminea (L.) J.Presl & C.Presl, 1819",Lactuca viminea,0,0,0,1,0,0,1,0,0,0
104787,"Lactuca virosa L., 1753",Lactuca virosa,0,0,0,0,0,0,0,1,0,0
104854,"Lamium album L., 1753",Lamium album,0,1,0,0,0,1,0,1,0,0
104855,"Lamium amplexicaule L., 1753",Lamium amplexicaule,0,0,0,0,0,0,0,1,1,0
104876,"Lamium galeobdolon (L.) L., 1759",Lamium galeobdolon,0,1,0,0,0,0,0,1,0,0
104889,"Lamium maculatum (L.) L., 1763",Lamium maculatum,0,1,0,0,0,0,0,1,0,0
104903,"Lamium purpureum L., 1753",Lamium purpureum,0,0,0,0,0,0,0,1,0,0
105017,"Lapsana communis L., 1753",Lapsana communis,0,0,0,0,0,0,0,1,0,0
105042,"Larix decidua Mill., 1768",Larix decidua,0,1,0,0,0,0,1,1,0,0
105211,"Lathyrus latifolius L., 1753",Lathyrus latifolius,0,1,0,1,0,0,0,0,1,0
105266,"Lathyrus sylvestris L., 1753",Lathyrus sylvestris,0,1,0,1,0,0,0,0,1,0
105295,"Laurus nobilis L., 1753",Laurus nobilis,0,1,0,0,1,0,1,1,0,0
105297,"Lavandula angustifolia Mill., 1768",Lavandula angustifolia,0,1,0,0,0,1,1,1,0,0
105312,"Lavandula latifolia Medik., 1784",Lavandula latifolia,0,1,0,0,0,1,1,1,0,0
105321,"Lavandula stoechas L., 1753",Lavandula stoechas,0,1,0,0,1,1,0,1,0,0
105427,"Lemna gibba L., 1753",Lemna gibba,1,0,0,0,1,0,0,0,0,0
105431,"Lemna minor L., 1753",Lemna minor,1,0,0,0,0,0,0,1,0,0
611031,"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",Leontopodium nivale,0,1,0,0,0,0,0,1,0,0
105621,"Lepidium draba L., 1753",Lepidium draba,1,0,0,0,1,0,0,1,1,0
105817,"Leucanthemum vulgare Lam., 1779",Leucanthemum vulgare,0,1,0,0,0,0,1,1,0,0
105966,"Ligustrum vulgare L., 1753",Ligustrum vulgare,0,1,0,0,0,0,1,1,1,0
105979,"Lilium bulbiferum L., 1753",Lilium bulbiferum,0,1,0,0,0,0,0,0,0,0
105989,"Lilium martagon L., 1753",Lilium martagon,0,1,0,0,0,0,0,1,0,0
106234,"Linaria vulgaris Mill., 1768",Linaria vulgaris,0,0,0,0,0,0,0,1,0,0
106288,"Linum catharticum L., 1753",Linum catharticum,0,0,0,0,0,0,0,1,1,0
106396,"Lithospermum officinale L., 1753",Lithospermum officinale,0,0,0,0,0,0,0,1,0,0
106565,"Lonicera etrusca Santi, 1795",Lonicera etrusca,0,0,0,0,0,0,0,1,0,0
106581,"Lonicera periclymenum L., 1753",Lonicera periclymenum,0,1,0,0,0,0,1,1,1,0
106595,"Lonicera xylosteum L., 1753",Lonicera xylosteum,0,0,0,0,0,0,0,1,0,0
106653,"Lotus corniculatus L., 1753",Lotus corniculatus,1,1,0,1,1,1,0,1,1,0
106965,"Lycium barbarum L., 1753",Lycium barbarum,0,0,0,0,1,0,0,1,1,0
107038,"Lycopus europaeus L., 1753",Lycopus europaeus,0,0,0,0,0,0,0,1,0,0
107073,"Lysimachia nummularia L., 1753",Lysimachia nummularia,0,1,0,0,0,0,0,1,0,0
107090,"Lysimachia vulgaris L., 1753",Lysimachia vulgaris,0,0,0,0,0,0,1,1,0,0
107117,"Lythrum salicaria L., 1753",Lythrum salicaria,0,1,0,0,0,0,0,1,0,0
107217,"Malus sylvestris (L.) Mill., 1768",Malus sylvestris,1,1,0,1,1,0,1,1,0,0
107224,"Malva alcea L., 1753",Malva alcea,0,1,0,0,0,0,0,1,0,0
107282,"Malva moschata L., 1753",Malva moschata,0,1,0,0,0,0,0,1,0,0
107318,"Malva sylvestris L., 1753",Malva sylvestris,0,1,0,0,1,0,1,1,1,0
107397,"Marrubium vulgare L., 1753",Marrubium vulgare,0,1,0,0,1,1,0,1,0,0
107440,"Matricaria chamomilla L., 1753",Matricaria chamomilla,1,0,0,0,1,0,1,1,0,1
107446,"Matricaria discoidea DC., 1838",Matricaria discoidea,0,0,0,0,0,0,0,1,1,0
107786,"Melampyrum arvense L., 1753",Melampyrum arvense,0,0,0,0,0,0,0,1,0,0
107886,"Melilotus albus Medik., 1787",Melilotus albus,1,1,0,0,0,1,1,1,1,0
107887,"Melilotus altissimus Thuill., 1799",Melilotus altissimus,1,0,0,0,1,0,0,1,1,0
107942,"Melilotus officinalis (L.) Lam., 1779",Melilotus officinalis,0,0,0,0,0,0,0,1,0,0
107992,"Melissa officinalis L., 1753",Melissa officinalis,0,1,0,0,1,1,1,1,0,0
108003,"Melittis melissophyllum L., 1753",Melittis melissophyllum,0,0,0,0,0,0,0,1,0,0
108027,"Mentha aquatica L., 1753",Mentha aquatica,0,1,0,1,1,0,1,1,0,0
108029,"Mentha arvensis L., 1753",Mentha arvensis,0,0,0,1,1,0,1,1,0,0
108103,"Mentha longifolia (L.) Huds., 1762",Mentha longifolia,0,1,0,1,1,1,1,1,1,0
108138,"Mentha pulegium L., 1753",Mentha pulegium,0,1,0,0,1,1,1,1,0,0
108168,"Mentha suaveolens Ehrh., 1792",Mentha suaveolens,0,1,0,1,1,0,0,1,0,0
108345,"Menyanthes trifoliata L., 1753",Menyanthes trifoliata,0,1,0,0,0,0,0,1,0,0
108351,"Mercurialis annua L., 1753",Mercurialis annua,0,0,0,0,0,0,0,1,1,0
108361,"Mercurialis perennis L., 1753",Mercurialis perennis,0,0,0,0,0,0,0,1,1,0
108454,"Meum athamanticum Jacq., 1776",Meum athamanticum,0,0,0,0,0,0,1,1,0,0
108996,"Myosotis arvensis (L.) Hill, 1764",Myosotis arvensis,0,0,0,0,0,0,0,1,0,0
109104,"Myosotis sylvatica Hoffm., 1791",Myosotis sylvatica,0,1,0,0,0,0,0,1,0,0
109130,"Myrica gale L., 1753",Myrica gale,0,1,0,0,1,0,1,1,0,0
109161,"Myrrhis odorata (L.) Scop., 1771",Myrrhis odorata,0,1,0,0,1,0,0,1,0,0
109186,"Myrtus communis L., 1753",Myrtus communis,0,1,1,1,1,1,1,1,0,0
109291,"Narcissus poeticus L., 1753",Narcissus poeticus,0,1,0,0,0,0,1,1,1,0
109297,"Narcissus pseudonarcissus L., 1753",Narcissus pseudonarcissus,0,1,0,0,0,0,0,1,1,0
109422,"Nasturtium officinale W.T.Aiton, 1812",Nasturtium officinale,0,1,0,1,1,0,0,1,0,0
109620,"Nigella arvensis L., 1753",Nigella arvensis,0,0,0,0,0,0,0,1,0,0
109625,"Nigella damascena L., 1753",Nigella damascena,0,1,0,0,0,0,0,1,0,0
109732,"Nuphar lutea (L.) Sm., 1809",Nuphar lutea,0,0,0,0,1,0,1,1,0,0
109735,"Nuphar pumila (Timm) DC., 1821",Nuphar pumila,0,0,0,0,0,0,0,1,0,0
109750,"Nymphaea alba L., 1753",Nymphaea alba,0,1,0,0,0,0,0,1,0,0
109861,"Oenanthe aquatica (L.) Poir., 1798",Oenanthe aquatica,0,0,0,0,0,0,1,1,1,0
109911,"Oenothera biennis L., 1753",Oenothera biennis,0,1,0,0,0,0,0,1,0,0
110236,"Ononis spinosa L., 1753 [nom. et typ. cons.]",Ononis spinosa,0,0,0,0,0,0,0,1,0,0
110244,"Onopordum acanthium L., 1753",Onopordum acanthium,0,1,0,0,0,1,1,1,0,0
110914,"Orchis mascula (L.) L., 1755",Orchis mascula,0,0,0,0,0,0,0,1,0,0
111289,"Origanum vulgare L., 1753",Origanum vulgare,0,0,0,0,1,1,1,1,0,0
111391,"Ornithogalum umbellatum L., 1753",Ornithogalum umbellatum,0,1,0,0,0,0,0,1,1,0
111771,"Orthilia secunda (L.) House, 1921",Orthilia secunda,0,0,0,0,0,0,0,1,0,0
111815,"Osmunda regalis L., 1753",Osmunda regalis,0,1,0,1,1,0,1,1,1,0
111859,"Oxalis acetosella L., 1753",Oxalis acetosella,0,0,0,0,1,0,0,1,1,0
717359,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",Oxybasis glauca,0,0,0,0,0,0,0,0,1,0
111974,"Oxytropis campestris (L.) DC., 1802",Oxytropis campestris,0,0,0,0,0,0,0,1,0,0
112042,"Paeonia officinalis L., 1753",Paeonia officinalis,0,1,0,0,0,0,0,1,0,0
112061,"Paliurus spina-christi Mill., 1768",Paliurus spina-christi,0,1,1,0,1,1,1,1,0,1
112303,"Papaver dubium L., 1753",Papaver dubium,0,0,0,0,0,0,0,1,0,0
112355,"Papaver rhoeas L., 1753",Papaver rhoeas,0,1,0,0,1,0,0,1,1,0
112410,"Parietaria judaica L., 1756",Parietaria judaica,0,0,0,0,0,0,0,1,0,0
112413,"Parietaria officinalis L., 1753",Parietaria officinalis,0,0,0,0,0,0,0,1,0,0
112421,"Paris quadrifolia L., 1753",Paris quadrifolia,0,1,0,0,0,0,0,1,1,0
112426,"Parnassia palustris L., 1753",Parnassia palustris,0,0,0,0,0,0,0,1,0,0
112467,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",Parthenocissus tricuspidata,0,1,0,0,0,0,1,1,1,0
112550,"Pastinaca sativa L., 1753",Pastinaca sativa,0,0,0,1,1,0,1,1,1,0
112590,"Pedicularis palustris L., 1753",Pedicularis palustris,0,0,0,0,0,0,0,1,0,0
112601,"Pedicularis sylvatica L., 1753",Pedicularis sylvatica,0,0,0,0,0,0,0,1,0,0
112739,"Persicaria hydropiper (L.) Spach, 1841",Persicaria hydropiper,0,0,0,0,1,0,0,1,1,0
112745,"Persicaria maculosa Gray, 1821 [nom. cons.]",Persicaria maculosa,0,0,0,0,0,0,0,1,1,0
112783,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",Petasites hybridus,0,1,0,0,0,0,0,1,1,0
103578,"Imperatoria ostruthium L., 1753",Peucedanum ostruthium,0,0,0,0,1,0,1,1,0,0
113221,"Phleum pratense L., 1753",Phleum pratense,1,1,0,0,0,0,0,1,1,0
113260,"Phragmites australis (Cav.) Trin. ex Steud., 1840",Phragmites australis,1,1,1,1,1,0,1,1,1,0
113418,"Phytolacca americana L., 1753",Phytolacca americana,0,1,0,1,1,0,1,1,1,0
113432,"Picea abies (L.) H.Karst., 1881",Picea abies,0,1,1,0,0,0,1,1,0,1
113525,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",Pilosella officinarum,0,0,0,0,0,0,0,1,0,0
113579,"Pimpinella major (L.) Huds., 1762",Pimpinella major,0,1,0,0,0,0,0,1,0,0
113596,"Pimpinella saxifraga L., 1753",Pimpinella saxifraga,0,1,0,0,0,0,1,1,0,0
113651,"Pinus cembra L., 1753",Pinus cembra,0,0,0,0,1,0,1,1,0,0
113665,"Pinus halepensis Mill., 1768",Pinus halepensis,0,1,1,0,1,0,1,1,0,0
113682,"Pinus mugo Turra, 1764",Pinus mugo,0,1,0,0,1,0,1,1,0,0
113689,"Pinus pinaster Aiton, 1789",Pinus pinaster,0,1,0,0,0,0,1,1,0,0
113690,"Pinus pinea L., 1753",Pinus pinea,0,1,0,1,1,0,1,1,0,0
113703,"Pinus sylvestris L., 1753",Pinus sylvestris,0,1,1,0,1,0,1,1,0,1
113744,"Pistacia lentiscus L., 1753",Pistacia lentiscus,1,1,0,1,1,0,1,1,0,1
113804,"Plantago afra L., 1762",Plantago afra,0,0,0,0,1,0,1,1,0,0
113842,"Plantago coronopus L., 1753",Plantago coronopus,0,0,0,0,0,0,0,1,0,0
113809,"Plantago arenaria Waldst. & Kit., 1802",Plantago indica,0,0,0,0,1,0,0,1,0,0
113893,"Plantago lanceolata L., 1753",Plantago lanceolata,1,0,0,1,1,0,1,1,0,0
113904,"Plantago major L., 1753",Plantago major,1,1,0,1,1,0,1,1,0,0
113924,"Plantago ovata Forssk., 1775",Plantago ovata,1,0,0,0,1,0,1,1,1,0
114080,"Plumbago europaea L., 1753",Plumbago europaea,0,1,0,0,0,0,1,1,1,0
114595,"Polygala vulgaris L., 1753 [nom. et typ. cons.]",Polygala vulgaris,0,0,0,0,0,0,0,1,0,0
114611,"Polygonatum multiflorum (L.) All., 1785",Polygonatum multiflorum,0,1,0,0,0,0,1,1,1,0
114612,"Polygonatum odoratum (Mill.) Druce, 1906",Polygonatum odoratum,0,1,0,0,0,0,0,1,0,0
114658,"Polygonum aviculare L., 1753",Polygonum aviculare,1,0,0,0,1,0,1,1,1,0
115016,"Polypodium vulgare L., 1753",Polypodium vulgare,0,1,0,1,1,0,0,1,0,0
115110,"Populus alba L., 1753",Populus alba,0,1,1,1,1,0,1,1,0,0
115145,"Populus nigra L., 1753",Populus nigra,0,1,0,0,0,0,1,1,0,0
115156,"Populus tremula L., 1753",Populus tremula,0,1,1,0,0,0,1,1,0,0
115215,"Portulaca oleracea L., 1753",Portulaca oleracea,1,1,0,1,1,0,1,1,1,1
115280,"Potamogeton natans L., 1753",Potamogeton natans,0,1,0,0,0,0,0,1,0,0
115407,"Potentilla argentea L., 1753",Potentilla argentea,0,0,0,0,0,0,0,1,0,0
115470,"Potentilla erecta (L.) Raeusch., 1797",Potentilla erecta,0,1,0,0,0,0,0,1,0,0
115624,"Potentilla reptans L., 1753",Potentilla reptans,0,0,0,0,0,0,0,1,0,0
115865,"Primula elatior (L.) Hill, 1765",Primula elatior,0,1,0,0,0,0,0,1,0,0
115868,"Primula farinosa L., 1753",Primula farinosa,0,0,0,0,0,0,0,1,1,0
115918,"Primula veris L., 1753",Primula veris,0,1,0,0,1,0,0,1,0,0
116012,"Prunella vulgaris L., 1753",Prunella vulgaris,0,0,0,0,0,0,0,1,0,0
116043,"Prunus avium (L.) L., 1755",Prunus avium,0,1,0,1,1,0,1,1,0,0
116089,"Prunus laurocerasus L., 1753",Prunus laurocerasus,0,1,0,0,1,0,1,1,1,0
116096,"Prunus mahaleb L., 1753",Prunus mahaleb,0,1,0,1,1,0,1,1,0,0
116109,"Prunus padus L., 1753",Prunus padus,0,1,0,1,1,1,1,1,0,0
116142,"Prunus spinosa L., 1753",Prunus spinosa,0,1,0,1,1,0,1,1,1,0
116216,"Pseudotsuga menziesii (Mirb.) Franco, 1950",Pseudotsuga menziesii,0,1,1,0,0,0,1,1,0,1
116265,"Pteridium aquilinum (L.) Kuhn, 1879",Pteridium aquilinum,1,0,0,1,1,0,1,1,1,1
116392,"Pulicaria dysenterica (L.) Bernh., 1800",Pulicaria dysenterica,0,0,0,0,0,0,0,1,0,0
116416,"Pulmonaria longifolia (Bastard) Boreau, 1857",Pulmonaria longifolia,0,1,0,0,0,0,0,0,0,0
116422,"Pulmonaria officinalis L., 1753",Pulmonaria officinalis,0,1,0,0,0,0,0,1,0,0
116547,"Pyrola rotundifolia L., 1753",Pyrola rotundifolia,0,0,0,0,0,0,0,1,0,0
116574,"Pyrus communis L., 1753",Pyrus communis,0,0,0,1,1,0,1,1,1,0
116704,"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",Quercus ilex,0,1,0,0,1,0,1,1,0,0
521658,"Quercus petraea (Matt.) Liebl., 1784",Quercus petraea,0,1,0,0,0,0,1,1,1,0
116751,"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",Quercus pubescens,0,1,0,0,0,0,1,1,0,0
116754,"Quercus pyrenaica Willd., 1805",Quercus pyrenaica,0,0,0,0,0,0,1,0,0,0
116759,"Quercus robur L., 1753",Quercus robur,1,1,1,0,1,0,1,1,1,0
116876,"Ramonda myconi (L.) Rchb., 1831",Ramonda myconi,0,1,0,0,0,0,0,1,0,0
116903,"Ranunculus acris L., 1753",Ranunculus acris,0,1,0,0,0,0,0,1,1,0
116952,"Ranunculus bulbosus L., 1753",Ranunculus bulbosus,0,0,0,0,0,0,0,1,1,0
117201,"Ranunculus repens L., 1753",Ranunculus repens,0,1,0,0,0,0,0,1,1,0
117224,"Ranunculus sceleratus L., 1753",Ranunculus sceleratus,0,0,0,0,0,0,0,1,1,0
117459,"Reseda luteola L., 1753",Reseda luteola,0,0,0,0,0,0,1,1,0,0
117530,"Rhamnus cathartica L., 1753",Rhamnus cathartica,0,1,0,0,0,0,1,1,1,0
117679,"Rhododendron ferrugineum L., 1753",Rhododendron ferrugineum,0,0,0,0,0,0,1,1,0,0
117712,"Rhus coriaria L., 1753",Rhus coriaria,0,1,0,0,1,0,1,1,0,1
117774,"Ribes rubrum L., 1753",Ribes rubrum,0,1,0,1,1,0,1,1,0,0
117787,"Ribes uva-crispa L., 1753",Ribes uva-crispa,0,0,0,1,1,0,1,1,0,0
117806,"Ricinus communis L., 1753",Ricinus communis,1,1,1,0,1,0,1,1,1,1
118016,"Rosa arvensis Huds., 1762",Rosa arvensis,0,0,0,0,0,0,0,1,0,0
118073,"Rosa canina L., 1753",Rosa canina,0,1,0,0,0,0,1,1,0,0
118397,"Rosa pendulina L., 1753",Rosa pendulina,0,0,0,0,0,0,0,1,0,0
1027822,"Salvia rosmarinus Spenn., 1835",Salvia rosmarinus,1,1,0,0,1,1,1,1,0,0
118916,"Rubia peregrina L., 1753",Rubia peregrina,0,0,0,0,0,0,0,1,0,0
118920,"Rubia tinctorum L., 1753",Rubia tinctorum,0,1,0,0,0,0,1,1,0,0
119097,"Rubus fruticosus L., 1753 [nom. et typ. cons.]",Rubus fruticosus,0,0,0,0,0,0,0,1,0,0
119149,"Rubus idaeus L., 1753",Rubus idaeus,0,0,0,1,1,0,0,1,0,0
119418,"Rumex acetosa L., 1753 [nom. et typ. cons.]",Rumex acetosa,0,0,0,0,1,0,1,1,1,0
119419,"Rumex acetosella L., 1753",Rumex acetosella,0,0,0,0,0,0,0,1,1,0
119435,"Rumex alpinus L., 1753 [nom. et typ. cons.]",Rumex alpinus,0,0,0,0,0,0,0,1,0,0
119473,"Rumex crispus L., 1753",Rumex crispus,0,0,0,1,1,0,1,1,1,0
119550,"Rumex obtusifolius L., 1753",Rumex obtusifolius,0,0,0,0,0,0,0,1,0,0
119558,"Rumex patientia L., 1753",Rumex patientia,0,0,0,0,1,0,0,1,0,0
119698,"Ruscus aculeatus L., 1753",Ruscus aculeatus,0,1,0,0,1,0,1,1,0,0
119860,"Sagittaria sagittifolia L., 1753",Sagittaria sagittifolia,1,0,0,0,1,0,0,1,0,0
119881,"Salicornia europaea L., 1753",Salicornia europaea,1,1,0,0,1,0,1,1,0,0
119915,"Salix alba L., 1753 [nom. et typ. cons.]",Salix alba,0,0,0,0,0,1,1,1,0,0
119977,"Salix caprea L., 1753",Salix caprea,0,1,0,1,0,1,1,1,0,0
120135,"Salix myrsinifolia Salisb., 1796",Salix myrsinifolia,0,0,1,0,0,0,0,1,0,0
120189,"Salix purpurea L., 1753",Salix purpurea,0,1,0,0,0,0,1,1,0,0
120642,"Salvia fruticosa Mill., 1768",Salvia fruticosa,0,0,0,0,1,0,1,1,1,0
120643,"Salvia glutinosa L., 1753",Salvia glutinosa,0,0,0,0,0,0,0,1,0,0
120678,"Salvia officinalis L., 1753",Salvia officinalis,0,1,0,0,1,0,1,1,1,0
120685,"Salvia pratensis L., 1753",Salvia pratensis,0,1,0,0,0,0,0,1,0,0
120720,"Sambucus racemosa L., 1753",Sambucus racemosa,0,0,0,0,1,0,1,1,1,0
120712,"Sambucus ebulus L., 1753",Sambucus ebulus,0,1,1,0,1,0,1,1,1,0
120717,"Sambucus nigra L., 1753",Sambucus nigra,0,1,0,0,1,0,1,1,1,0
115789,"Poterium sanguisorba L., 1753",Sanguisorba minor,0,1,0,0,0,0,0,1,0,0
120758,"Sanguisorba officinalis L., 1753",Sanguisorba officinalis,0,1,0,0,1,0,1,1,0,0
120772,"Sanicula europaea L., 1753",Sanicula europaea,0,0,0,0,0,0,0,1,0,0
120785,"Santolina chamaecyparissus L., 1753",Santolina chamaecyparissus,0,1,0,0,0,0,0,1,0,0
120823,"Saponaria ocymoides L., 1753",Saponaria ocymoides,0,1,0,0,0,0,0,0,0,0
120824,"Saponaria officinalis L., 1753",Saponaria officinalis,0,1,0,0,0,0,0,1,1,0
120908,"Satureja montana L., 1753",Satureja montana,0,1,0,0,1,0,1,1,0,0
121065,"Saxifraga granulata L., 1753",Saxifraga granulata,0,0,0,0,0,0,0,1,0,0
121334,"Scabiosa columbaria L., 1753",Scabiosa columbaria,1,1,0,1,1,1,1,1,0,0
121449,"Scandix pecten-veneris L., 1753",Scandix pecten-veneris,0,0,0,0,0,0,0,1,0,0
121606,"Scilla bifolia L., 1753",Scilla bifolia,0,1,0,0,0,0,0,1,0,0
121823,"Scleranthus annuus L., 1753",Scleranthus annuus,0,0,0,0,0,0,0,1,0,0
121999,"Scrophularia auriculata L., 1753 [nom. et typ. cons.]",Scrophularia auriculata,0,0,0,0,0,0,0,1,1,0
122028,"Scrophularia nodosa L., 1753",Scrophularia nodosa,0,0,0,0,0,0,0,1,1,0
122069,"Scutellaria galericulata L., 1753",Scutellaria galericulata,0,0,0,0,0,0,0,1,0,0
122101,"Sedum acre L., 1753",Sedum acre,0,1,0,0,0,0,0,1,1,0
122106,"Sedum album L., 1753",Sedum album,0,1,0,0,0,0,0,1,0,0
122493,"Sempervivum tectorum L., 1753",Sempervivum tectorum,0,1,0,0,0,0,0,1,0,0
117668,"Rhodiola rosea L., 1753",Rhodiola rosea,0,1,0,0,0,0,0,1,0,0
112816,"Petrosedum rupestre (L.) P.V.Heath, 1987",Petrosedum rupestre,0,1,0,0,0,0,0,0,0,0
