LB_NOM,CD_REF,C,S,R,CSR,strategy_class
Lamium maculatum,104889,28.1211507008103,14.8629375060884,57.0159117931013,28 : 15 : 57 %,R/CSR
Lamium purpureum,104903,20.8649650243584,0,79.1350349756416,21 : 0 : 79 %,R/CR
Lapsana communis,105017,46.0011327662041,0,53.9988672337959,46 : 0 : 54 %,CR
Laurus nobilis,105295,30.1085184743717,68.850509750038,1.04097177559038,30 : 69 : 1 %,S/CS
Lavandula angustifolia,105297,1.27378063218576,94.5415707626123,4.18464860520197,1 : 95 : 4 %,S
Lavandula latifolia,105312,25.5555837276849,12.9639596364085,61.4804566359067,26 : 13 : 61 %,R/CSR
Lavandula stoechas,105321,6.34674392656713,87.0482572641469,6.60499880928601,6 : 87 : 7 %,S
Lemna gibba,105427,0,0,100,0 : 0 : 100 %,R
Lemna minor,105431,0,0,100,0 : 0 : 100 %,R
Leontopodium nivale,611031,3.3121203539576,68.8955336514391,27.7923459946033,3 : 69 : 28 %,S/SR
Lepidium draba,105621,38.318606897664,17.315282118521,44.366110983815,38 : 17 : 44 %,CR/CSR
Leucanthemum vulgare,105817,23.7483137070005,27.9922727039174,48.2594135890821,24 : 28 : 48 %,R/CSR
Ligustrum vulgare,105966,18.2737029169972,75.2866655506047,6.43963153239804,18 : 75 : 6 %,S/CS
Lilium bulbiferum,105979,36.2457023018512,0,63.7542976981488,36 : 0 : 64 %,R/CR
Lilium martagon,105989,49.0503298461695,0,50.9496701538305,49 : 0 : 51 %,CR
Linaria repens,106213,20.6319455986359,18.6301369666847,60.7379174346794,21 : 19 : 61 %,R/CSR
Linaria vulgaris,106234,5.46639665487184,29.8277133407403,64.7058900043878,5 : 30 : 65 %,R/SR
Linum catharticum,106288,0,41.1164091358796,58.8835908641204,0 : 41 : 59 %,SR
Lithospermum officinale,106396,29.0548507396077,28.1005086559229,42.8446406044694,29 : 28 : 43 %,CSR
Lonicera etrusca,106565,15.6667918077655,38.8511309868158,45.4820772054187,16 : 39 : 45 %,SR/CSR
Lonicera nigra,106574,18.5586686050117,57.9252453800674,23.5160860149209,19 : 58 : 24 %,S/CSR
Lonicera periclymenum,106581,27.9454292345986,53.7595942133942,18.2949765520072,28 : 54 : 18 %,S/CSR
Lonicera xylosteum,106595,21.0419566290784,48.1371768237307,30.8208665471909,21 : 48 : 31 %,S/CSR
Lotus corniculatus,106653,11.5437311488819,35.1233464027387,53.3329224483794,12 : 35 : 53 %,SR/CSR
Lycium barbarum,106965,58.3004851559082,0,41.6995148440918,58 : 0 : 42 %,CR
Lycopus europaeus,107038,34.4555116304584,16.2601168499546,49.284371519587,34 : 16 : 49 %,CR/CSR
Lysimachia nummularia,107073,11.4707109331503,22.3004327454428,66.2288563214069,11 : 22 : 66 %,R/SR
Lysimachia vulgaris,107090,41.4661715566328,16.3879213849902,42.145907058377,41 : 16 : 42 %,CR/CSR
Lythrum salicaria,107117,27.574926800925,39.5840174064173,32.8410557926577,28 : 40 : 33 %,CSR
Malus sylvestris,107217,20.7137559412303,69.1689556532984,10.1172884054712,21 : 69 : 10 %,S/CS
Malva alcea,107224,51.7468912226017,0,48.2531087773983,52 : 0 : 48 %,CR
Malva moschata,107282,28.3525679840328,35.6838303249708,35.9636016909964,28 : 36 : 36 %,CSR
Malva sylvestris,107318,58.682692244967,4.13803550611528,37.1792722489177,59 : 4 : 37 %,CR
Marrubium vulgare,107397,34.3989282569762,55.1385091734169,10.462562569607,34 : 55 : 10 %,CS
Matricaria discoidea,107446,24.1984211635324,0,75.8015788364676,24 : 0 : 76 %,R/CR
Melampyrum arvense,107786,23.592272591712,18.8623719241024,57.5453554841856,24 : 19 : 58 %,R/CSR
Melittis melissophyllum,108003,30.3151943402258,17.0984520049397,52.5863536548345,30 : 17 : 53 %,R/CSR
Mentha aquatica,108027,33.5146998483976,15.6647741222849,50.8205260293174,34 : 16 : 51 %,CR/CSR
Mentha arvensis,108029,23.2453245649527,6.32080098333766,70.4338744517097,23 : 6 : 70 %,R/CR
Mentha longifolia,108103,28.6669277014379,33.1301433756898,38.2029289228723,29 : 33 : 38 %,CSR
Mentha pulegium,108138,10.3331619271364,8.07063884874269,81.5961992241209,10 : 8 : 82 %,R
Mentha suaveolens,108168,34.9492388918186,10.8623211313636,54.1884399768177,35 : 11 : 54 %,CR/CSR
Menyanthes trifoliata,108345,60.5377156707665,2.99403697064252,36.468247358591,61 : 3 : 36 %,CR
Mercurialis annua,108351,26.8072906659538,3.82180112148268,69.3709082125635,27 : 4 : 69 %,R/CR
Mercurialis perennis,108361,27.9335528104418,18.9113072728192,53.155139916739,28 : 19 : 53 %,R/CSR
Myosotis arvensis,108996,16.9727421818824,0,83.0272578181176,17 : 0 : 83 %,R/CR
Myosotis sylvatica,109104,25.2399784435215,0,74.7600215564785,25 : 0 : 75 %,R/CR
Myrica gale,109130,12.4588699652238,74.2961037830252,13.245026251751,12 : 74 : 13 %,S/SR
Myrrhis odorata,109161,77.9153817193012,7.81631619979243,14.2683020809064,78 : 8 : 14 %,C/CR
Myrtus communis,109186,14.2175354710775,85.1147922105268,0.667672318395754,14 : 85 : 1 %,S
Narcissus poeticus,109291,61.3032540028997,10.3911824843826,28.3055635127177,61 : 10 : 28 %,C/CR
Narcissus pseudonarcissus,109297,55.1277890163164,0,44.8722109836836,55 : 0 : 45 %,CR
Nasturtium officinale,109422,15.6216631814989,0,84.3783368185011,16 : 0 : 84 %,R
Nigella arvensis,109620,6.2393794276705,16.6751999642896,77.0854206080399,6 : 17 : 77 %,R/SR
Nigella damascena,109625,43.3102226077444,6.13736570740146,50.5524116848541,43 : 6 : 51 %,CR
Nuphar lutea,109732,85.0039859044895,7.13991618815354,7.85609790735692,85 : 7 : 8 %,C
Nuphar pumila,109735,72.5673526084645,0,27.4326473915355,73 : 0 : 27 %,C/CR
Nymphaea alba,109750,89.6925470317566,9.19602743773249,1.11142553051088,90 : 9 : 1 %,C
Oenanthe aquatica,109861,57.1390717469677,0,42.8609282530323,57 : 0 : 43 %,CR
Oenothera biennis,109911,49.658901214958,25.5256132313981,24.8154855536438,50 : 26 : 25 %,C/CSR
Ononis spinosa,110236,9.383666296134,49.6239946670443,40.9923390368217,9 : 50 : 41 %,SR
Onopordum acanthium,110244,87.2060536084601,7.4991511489116,5.29479524262826,87 : 7 : 5 %,C
Orchis mascula,110914,56.2532974579027,0,43.7467025420973,56 : 0 : 44 %,CR
Origanum vulgare,111289,17.8767812374755,38.1608393051214,43.9623794574031,18 : 38 : 44 %,SR/CSR
Ornithogalum umbellatum,111391,53.1892727637321,0,46.8107272362679,53 : 0 : 47 %,CR
Orthilia secunda,111771,14.0206512446271,59.5678889244929,26.41145983088,14 : 60 : 26 %,S/CSR
Oxalis acetosella,111859,17.3552238441374,0,82.6447761558626,17 : 0 : 83 %,R/CR
Oxybasis glauca,717359,4.82835675659817,92.2068619391295,2.9647813042723,5 : 92 : 3 %,S
Oxytropis campestris,111974,23.9118408841406,59.1765433640178,16.9116157518416,24 : 59 : 17 %,S/CSR
Paeonia officinalis,112042,67.7984710573222,27.333750764595,4.86777817808287,68 : 27 : 5 %,C/CS
Papaver dubium,112303,20.0180664117197,19.8993269207782,60.0826066675022,20 : 20 : 60 %,R/CSR
Papaver rhoeas,112355,23.0301903988019,19.929227511333,57.0405820898651,23 : 20 : 57 %,R/CSR
Parietaria judaica,112410,34.6773708534704,10.4456735588715,54.8769555876581,35 : 10 : 55 %,CR
Parietaria officinalis,112413,32.8576554993706,4.63263137136191,62.5097131292675,33 : 5 : 63 %,R/CR
Paris quadrifolia,112421,42.694196086393,0,57.305803913607,43 : 0 : 57 %,CR
Parnassia palustris,112426,24.5390633367443,0.504516866254886,74.9564197970008,25 : 1 : 75 %,R/CR
Parthenocissus tricuspidata,112467,51.5184830173297,25.9752726732275,22.5062443094428,52 : 26 : 23 %,C/CSR
Pastinaca sativa,112550,61.0968423276651,18.4267138286665,20.4764438436685,61 : 18 : 20 %,C/CSR
Pedicularis palustris,112590,25.3001217667819,0,74.6998782332181,25 : 0 : 75 %,R/CR
Pedicularis sylvatica,112601,8.46354926715537,0,91.5364507328446,8 : 0 : 92 %,R
Persicaria hydropiper,112739,30.9968982671166,4.23855082098686,64.7645509118965,31 : 4 : 65 %,R/CR
Persicaria maculosa,112745,35.9048350617163,0,64.0951649382837,36 : 0 : 64 %,R/CR
Petasites hybridus,112783,87.2775236719803,4.7790655242824,7.94341080373726,87 : 5 : 8 %,C
Phleum pratense,113221,20.6870946887235,49.6880804941654,29.6248248171111,21 : 50 : 30 %,S/CSR
Phragmites australis,113260,36.6515380054302,51.7771721617786,11.5712898327912,37 : 52 : 12 %,CS/CSR
Pilosella officinarum,113525,32.7232154708302,43.3045700133912,23.9722145157786,33 : 43 : 24 %,CS/CSR
Pimpinella major,113579,28.8388422563003,35.5507507566716,35.6104069870282,29 : 36 : 36 %,CSR
Pimpinella saxifraga,113596,34.9955312051855,32.6453408554879,32.3591279393266,35 : 33 : 32 %,CSR
Pistacia lentiscus,113744,27.2141142241299,72.7858857758701,0,27 : 73 : 0 %,S/CS
Plantago afra,113804,6.84146205337657,66.2996347316509,26.8589032149725,7 : 66 : 27 %,S/SR
Plantago arenaria,113809,22.2912067882576,0,77.7087932117424,22 : 0 : 78 %,R/CR
Plantago coronopus,113842,27.2333512180786,0,72.7666487819214,27 : 0 : 73 %,R/CR
Plantago lanceolata,113893,50.6404213343585,11.3058104114558,38.0537682541857,51 : 11 : 38 %,CR/CSR
Plantago major,113904,61.671704163324,7.99128323526398,30.337012601412,62 : 8 : 30 %,C/CR
Plantago sempervirens,113957,14.8955539667889,85.1044460332111,0,15 : 85 : 0 %,S
Polygala vulgaris,114595,2.97096702614803,56.087281555423,40.941751418429,3 : 56 : 41 %,SR
Polygonatum multiflorum,114611,32.096744229042,0,67.903255770958,32 : 0 : 68 %,R/CR
Polygonatum odoratum,114612,45.1436286623104,9.34141401875118,45.5149573189384,45 : 9 : 46 %,CR
Polygonum aviculare,114658,8.97550381269971,32.8622337038208,58.1622624834795,9 : 33 : 58 %,R/CSR
Populus alba,115110,36.2343127349979,57.4202634091748,6.34542385582725,36 : 57 : 6 %,CS
Populus nigra,115145,41.4567676979152,50.1094759722587,8.4337563298261,41 : 50 : 8 %,CS
Populus tremula,115156,31.0602009698073,57.8891802288513,11.0506188013414,31 : 58 : 11 %,S/CSR
Portulaca oleracea,115215,2.72158385960615,84.2580617014492,13.0203544389447,3 : 84 : 13 %,S
Potamogeton natans,115280,45.1688426854453,12.1452397392668,42.6859175752879,45 : 12 : 43 %,CR/CSR
Potentilla argentea,115407,13.3371219630269,61.6685792258351,24.9942988111379,13 : 62 : 25 %,S/CSR
Potentilla erecta,115470,9.93761458637904,61.9919731997045,28.0704122139165,10 : 62 : 28 %,S/SR
Potentilla reptans,115624,33.7752223395443,34.0645025602218,32.1602751002339,34 : 34 : 32 %,CSR
Prenanthes purpurea,115813,34.162811451882,0,65.837188548118,34 : 0 : 66 %,R/CR
Primula elatior,115865,52.3778048961878,0,47.6221951038122,52 : 0 : 48 %,CR
Primula farinosa,115868,15.8720712582947,7.38819656893757,76.7397321727677,16 : 7 : 77 %,R/CR
Primula veris,115918,54.1641810359779,11.2771080115094,34.5587109525127,54 : 11 : 35 %,CR/CSR
Prunella vulgaris,116012,20.0351908196195,23.3020525948912,56.6627565854894,20 : 23 : 57 %,R/CSR
Prunus avium,116043,39.3778351204898,44.7498216882442,15.8723431912661,39 : 45 : 16 %,CS/CSR
Prunus laurocerasus,116089,48.9737002994949,51.0262997005051,0,49 : 51 : 0 %,CS
Prunus mahaleb,116096,20.2879490153321,56.1521888548704,23.5598621297974,20 : 56 : 24 %,S/CSR
Prunus padus,116109,33.194005024184,44.208039103135,22.597955872681,33 : 44 : 23 %,CS/CSR
Prunus spinosa,116142,14.3797838144626,62.7498050400351,22.8704111455023,14 : 63 : 23 %,S/CSR
Pulicaria dysenterica,116392,35.2188340357053,0,64.7811659642947,35 : 0 : 65 %,R/CR
Pulmonaria officinalis,116422,59.1813240633038,0,40.8186759366962,59 : 0 : 41 %,CR
Pyrola rotundifolia,116547,26.079101546292,51.8670184631537,22.0538799905543,26 : 52 : 22 %,S/CSR
Quercus ilex,116704,21.7939894860767,78.2060105139233,0,22 : 78 : 0 %,S/CS
Quercus petraea,521658,27.0687152134238,55.8925659626545,17.0387188239217,27 : 56 : 17 %,S/CSR
Quercus pubescens,116751,37.4208301438596,59.3436249947562,3.23554486138423,37 : 59 : 3 %,CS
Quercus pyrenaica,116754,26.0127342194563,73.1118224734142,0.875443307129432,26 : 73 : 1 %,S/CS
Quercus robur,116759,33.2682411294468,57.9040975904932,8.82766128005992,33 : 58 : 9 %,S/CSR
Ranunculus acris,116903,45.9126633394077,25.4077584631012,28.6795781974911,46 : 25 : 29 %,C/CSR
Ranunculus bulbosus,116952,43.5569992971857,12.3327020168797,44.1102986859347,44 : 12 : 44 %,CR/CSR
Ranunculus montanus,117125,35.1036887445596,38.3706574572753,26.5256537981652,35 : 38 : 27 %,CSR
Ranunculus repens,117201,57.2115166041321,3.14345192140686,39.645031474461,57 : 3 : 40 %,CR
Ranunculus sceleratus,117224,40.3488338053931,0,59.6511661946069,40 : 0 : 60 %,CR
Reseda luteola,117459,51.184913663643,0,48.815086336357,51 : 0 : 49 %,CR
Reynoutria japonica,117503,60.3705279427248,23.8769196861349,15.7525523711403,60 : 24 : 16 %,C/CSR
Rhamnus cathartica,117530,27.8148661419126,37.2153506070878,34.9697832509996,28 : 37 : 35 %,CSR
Rhodiola rosea,117668,13.9440033937914,0,86.0559966062086,14 : 0 : 86 %,R
Rhododendron ferrugineum,117679,7.9008135319581,92.0991864680419,0,8 : 92 : 0 %,S
Ribes rubrum,117774,39.7551067685336,27.7447781848887,32.5001150465777,40 : 28 : 33 %,CSR
Rosa arvensis,118016,21.6087453681331,49.5495936265975,28.8416610052695,22 : 50 : 29 %,S/CSR
Rosa canina,118073,25.7327793878379,65.0635416629886,9.20367894917352,26 : 65 : 9 %,S/CS
Rosa pendulina,118397,24.6116106480593,49.1188274207898,26.2695619311509,25 : 49 : 26 %,S/CSR
Rubia peregrina,118916,25.0522663215542,41.4562320981854,33.4915015802604,25 : 41 : 33 %,CSR
Rubia tinctorum,118920,38.8082497366748,7.82234621356231,53.3694040497629,39 : 8 : 53 %,CR
Rubus idaeus,119149,40.4777363085826,38.1580407596426,21.3642229317748,40 : 38 : 21 %,CS/CSR
Rumex acetosa,119418,41.8431163627849,0,58.1568836372152,42 : 0 : 58 %,CR
Rumex acetosella,119419,23.3704093202059,0,76.6295906797941,23 : 0 : 77 %,R/CR
Rumex alpinus,119435,42.2917370584645,57.7082629415355,0,42 : 58 : 0 %,CS
Rumex crispus,119473,71.7839249678967,0,28.2160750321033,72 : 0 : 28 %,C/CR
Rumex obtusifolius,119550,72.1058261548724,0,27.8941738451276,72 : 0 : 28 %,C/CR
Ruscus aculeatus,119698,9.92720699550055,79.3586834684485,10.714109536051,10 : 79 : 11 %,S
Sagittaria sagittifolia,119860,57.5019121538108,0,42.4980878461892,58 : 0 : 42 %,CR
Salix alba,119915,27.5331709849747,55.687742839633,16.7790861753923,28 : 56 : 17 %,S/CSR
Salix caprea,119977,34.9311616383484,51.8417346584774,13.2271037031742,35 : 52 : 13 %,CS/CSR
Salix myrsinifolia,120135,14.9289255651595,68.6118565378281,16.4592178970124,15 : 69 : 16 %,S/SR
Salix purpurea,120189,13.3849828133106,78.1192349469683,8.49578223972108,13 : 78 : 8 %,S/CS
Salvia glutinosa,120643,55.2975474161768,0,44.7024525838232,55 : 0 : 45 %,CR
Salvia officinalis,120678,29.6411632972756,64.9127613789074,5.44607532381709,30 : 65 : 5 %,S/CS
Salvia pratensis,120685,53.5742619500464,8.23237436216724,38.1933636877863,54 : 8 : 38 %,CR
Sambucus ebulus,120712,79.3108681828863,1.69771051516576,18.9914213019479,79 : 2 : 19 %,C/CR
Sambucus nigra,120717,55.5768060705115,23.9113257572031,20.5118681722854,56 : 24 : 21 %,C/CSR
Sambucus racemosa,120720,66.4774028583252,6.17845719105602,27.3441399506188,66 : 6 : 27 %,C/CR
Sanguisorba officinalis,120758,40.7645117394222,45.6293135060558,13.6061747545219,41 : 46 : 14 %,CS/CSR
Sanicula europaea,120772,44.3734090096833,4.41761231490639,51.2089786754103,44 : 4 : 51 %,CR
Santolina chamaecyparissus,120785,6.42941763825314,0,93.5705823617469,6 : 0 : 94 %,R
Saponaria ocymoides,120823,4.39828404793677,42.898604619669,52.7031113323942,4 : 43 : 53 %,SR
Saponaria officinalis,120824,45.3795958607222,12.3422020297476,42.2782021095301,45 : 12 : 42 %,CR/CSR
Satureja montana,120908,2.43820260250841,97.5617973974916,0,2 : 98 : 0 %,S
Saxifraga granulata,121065,26.4053542882061,0,73.5946457117939,26 : 0 : 74 %,R/CR
Scabiosa columbaria,121334,33.5865544544147,28.2052372826668,38.2082082629185,34 : 28 : 38 %,CSR
Scilla bifolia,121606,39.9765609225545,0,60.0234390774455,40 : 0 : 60 %,CR
Scleranthus annuus,121823,0,14.8793596919767,85.1206403080233,0 : 15 : 85 %,R
Scrophularia auriculata,121999,77.5119961015359,0,22.4880038984641,78 : 0 : 22 %,C/CR
Scrophularia nodosa,122028,49.5936106000422,0.045603968114973,50.3607854318429,50 : 0 : 50 %,CR
Scutellaria galericulata,122069,15.9803020173866,22.882806041738,61.1368919408754,16 : 23 : 61 %,R/CSR
Sedum acre,122101,0,0,100,0 : 0 : 100 %,R
Sedum album,122106,0.0245005074476668,93.9257308505461,6.04976864200628,0 : 94 : 6 %,S
Sedum cepaea,122140,0.212049792653856,85.9346351293858,13.8533150779604,0 : 86 : 14 %,S
Sedum rubens,122243,0,80.8567601535931,19.1432398464069,0 : 81 : 19 %,S/SR
Sempervivum montanum,122467,0,100,0,0 : 100 : 0 %,S
Sempervivum tectorum,122493,7.0459148817144,92.9540851182856,0,7 : 93 : 0 %,S
Senecio doronicum,122593,16.020474910919,79.6395067786492,4.34001831043174,16 : 80 : 4 %,S/CS
Senecio ovatus,122675,55.9167480027745,0,44.0832519972255,56 : 0 : 44 %,CR
Senecio sylvaticus,122726,58.2858261226738,0,41.7141738773262,58 : 0 : 42 %,CR
Senecio vulgaris,122745,29.4601418423701,0,70.5398581576299,29 : 0 : 71 %,R/CR
Serratula tinctoria,122971,59.5309461966288,14.4626443527656,26.0064094506056,60 : 14 : 26 %,C/CSR
Silene vulgaris,123683,36.7125373462986,0,63.2874626537014,37 : 0 : 63 %,R/CR
Sinapis alba,123711,53.8969831264591,0,46.1030168735409,54 : 0 : 46 %,CR
Sinapis arvensis,123713,62.0098812813897,0,37.9901187186103,62 : 0 : 38 %,CR
Sisymbrium officinale,123863,60.311236807695,0,39.688763192305,60 : 0 : 40 %,CR
Solanum dulcamara,124034,26.719736806758,10.617873594711,62.662389598531,27 : 11 : 63 %,R/CR
Solanum nigrum,124080,42.1637383338408,0,57.8362616661592,42 : 0 : 58 %,CR
Solidago canadensis,124164,26.0512022159605,51.1079910900895,22.84080669395,26 : 51 : 23 %,S/CSR
Solidago gigantea,124168,23.5617929117873,54.127183691405,22.3110233968077,24 : 54 : 22 %,S/CSR
Solidago virgaurea,124205,34.2895491788329,19.1016120623747,46.6088387587924,34 : 19 : 47 %,CR/CSR
Sonchus arvensis,124232,58.7502414893638,0,41.2497585106362,59 : 0 : 41 %,CR
Sonchus asper,124233,46.6083629466905,0,53.3916370533095,47 : 0 : 53 %,CR
Sorbus aucuparia,124308,49.6935278110643,41.5958744656095,8.71059772332616,50 : 42 : 9 %,CS
Spartium junceum,124453,25.1922600682443,0,74.8077399317557,25 : 0 : 75 %,R/CR
Spergula arvensis,124499,19.5024672035413,0,80.4975327964587,20 : 0 : 80 %,R/CR
Stachys arvensis,124744,16.5904553545245,4.15230930920196,79.2572353362736,17 : 4 : 79 %,R/CR
Stachys palustris,124798,25.0559509859329,12.8573656270422,62.0866833870249,25 : 13 : 62 %,R/CSR
Stachys sylvatica,124814,43.7198163231485,0.60840276061898,55.6717809162325,44 : 1 : 56 %,CR
Stellaria media,125014,12.1115248272135,0,87.8884751727865,12 : 0 : 88 %,R
Succisa pratensis,125295,58.3837499685528,10.24694439361,31.3693056378372,58 : 10 : 31 %,C/CSR
Symphoricarpos albus,125324,25.1857490172048,48.9924378823144,25.8218131004808,25 : 49 : 26 %,S/CSR
Symphytum officinale,125355,65.1292395043854,0,34.8707604956146,65 : 0 : 35 %,C/CR
Tanacetum parthenium,125469,35.5536594344408,10.3850640215465,54.0612765440126,36 : 10 : 54 %,CR
Tanacetum vulgare,125474,41.2992313752328,36.282943163947,22.4178254608202,41 : 36 : 22 %,CS/CSR
Teucrium chamaedrys,125981,6.78610150946844,75.7587502741197,17.4551482164118,7 : 76 : 17 %,S/SR
Teucrium montanum,126008,0.831042005721535,84.8753307391094,14.2936272551691,1 : 85 : 14 %,S
Teucrium polium,126019,0,100,0,0 : 100 : 0 %,S
Teucrium scorodonia,126035,29.3025714608745,30.0064521208384,40.6909764182872,29 : 30 : 41 %,CSR
Thymus serpyllum,126573,0,73.2646733949513,26.7353266050487,0 : 73 : 27 %,S/SR
Thymus vulgaris,126582,0,100,0,0 : 100 : 0 %,S
Tilia cordata,126628,34.8646745808879,42.7946297075224,22.3406957115897,35 : 43 : 22 %,CS/CSR
Tilia platyphyllos,126650,49.6769565498569,19.4954879137497,30.8275555363934,50 : 19 : 31 %,C/CSR
Tragopogon pratensis,127029,38.4289770507777,18.755130141956,42.8158928072664,38 : 19 : 43 %,CR/CSR
Tribulus terrestris,127131,6.69730471243215,61.8313071962763,31.4713880912915,7 : 62 : 31 %,S/SR
Trifolium alpinum,127219,13.5488572686571,76.4080623021376,10.0430804292053,14 : 76 : 10 %,S/CS
Trifolium arvense,127230,3.2388218009781,72.7041607513648,24.0570174476571,3 : 73 : 24 %,S/SR
Trifolium pratense,127439,24.0636079674808,38.3538422732158,37.5825497593034,24 : 38 : 38 %,SR/CSR
Trollius europaeus,127872,60.4311500118521,15.8827372722793,23.6861127158686,60 : 16 : 24 %,C/CSR
Tussilago farfara,128042,88.6010139648755,0,11.3989860351245,89 : 0 : 11 %,C
Typha latifolia,128077,85.2828895333819,11.899858212203,2.81725225441514,85 : 12 : 3 %,C
Ulmus minor,128175,33.4050692158823,39.1264346581852,27.4684961259324,33 : 39 : 27 %,CSR
Umbilicus rupestris,128215,12.8797784870713,71.3514133448854,15.7688081680433,13 : 71 : 16 %,S/SR
Urtica dioica,128268,32.7409636762792,34.4554975366902,32.8035387870305,33 : 34 : 33 %,CSR
Urtica urens,128298,17.5175566522986,18.0999075717597,64.3825357759417,18 : 18 : 64 %,R/CSR
Vaccinium myrtillus,128345,4.1862994728685,67.5849806981722,28.2287198289593,4 : 68 : 28 %,S/SR
Valeriana montana,128416,35.9801398247752,23.3600861911448,40.65977398408,36 : 23 : 41 %,CR/CSR
Valeriana officinalis,128419,47.6260673084339,12.3797131284142,39.9942195631519,48 : 12 : 40 %,CR/CSR
Valerianella locusta,128476,13.2493820884175,0,86.7506179115825,13 : 0 : 87 %,R
Veratrum album,128520,76.5417511992495,6.14404703053116,17.3142017702193,77 : 6 : 17 %,C/CR
Verbascum densiflorum,128567,76.1431447727288,7.6562043735924,16.2006508536788,76 : 8 : 16 %,C/CR
Verbascum nigrum,128615,89.7826290725736,0,10.2173709274264,90 : 0 : 10 %,C
Verbascum thapsus,128660,61.0680824753063,26.6709932864264,12.2609242382673,61 : 27 : 12 %,C/CSR
Verbena officinalis,128754,21.666915145941,50.0770776752148,28.2560071788442,22 : 50 : 28 %,S/CSR
Veronica beccabunga,128808,20.3396282994962,0,79.6603717005038,20 : 0 : 80 %,R/CR
Veronica chamaedrys,128832,31.6627956848852,31.5535793205416,36.7836249945732,32 : 32 : 37 %,CSR
Veronica officinalis,128938,8.73628515489398,62.7636750565869,28.5000397885191,9 : 63 : 29 %,S/SR
Viburnum lantana,129083,52.6191383653671,29.5106507396069,17.8702108950259,53 : 30 : 18 %,C/CSR
Viburnum opulus,129087,34.3396929854783,45.2371094940703,20.4231975204513,34 : 45 : 20 %,CS/CSR
Vinca major,129468,39.0262900032359,34.9537149671526,26.0199950296115,39 : 35 : 26 %,CSR
Vinca minor,129470,16.3973316023824,41.2936600188789,42.3090083787386,16 : 41 : 42 %,SR/CSR
Vincetoxicum hirundinaria,129477,38.4955227063158,7.03437511558911,54.4701021780951,38 : 7 : 54 %,CR
Viola arvensis,129506,13.8780723615209,0,86.1219276384791,14 : 0 : 86 %,R
Viola biflora,129520,18.7665294362926,0,81.2334705637074,19 : 0 : 81 %,R/CR
Viola calcarata,129527,5.19062614025115,29.448600741764,65.3607731179849,5 : 29 : 65 %,R/SR
Viola canina,129529,15.3489913764467,38.564741714708,46.0862669088453,15 : 39 : 46 %,SR/CSR
Viola collina,129539,33.1816718486496,24.6591651418586,42.1591630094918,33 : 25 : 42 %,CR/CSR
Viola lutea,129614,16.458184413385,12.1615156376353,71.3802999489796,16 : 12 : 71 %,R/CR
Viola odorata,129632,40.2754419168989,25.6870354390052,34.0375226440959,40 : 26 : 34 %,CSR
Viola palustris,129639,26.171026450279,19.5623956084255,54.2665779412954,26 : 20 : 54 %,R/CSR
Viola reichenbachiana,129666,25.0844274393028,14.6019321578726,60.3136404028246,25 : 15 : 60 %,R/CSR
Viola rupestris,129674,27.7890712421931,46.7008138276851,25.5101149301217,28 : 47 : 26 %,S/CSR
Viola tricolor,129723,20.7774181220718,0,79.2225818779282,21 : 0 : 79 %,R/CR
Viscum album,129906,12.1113093562391,87.8886906437609,0,12 : 88 : 0 %,S
Xanthium spinosum,130491,22.6973151357704,52.7049135562423,24.5977713079873,23 : 53 : 25 %,S/CSR
Xanthium strumarium,130492,57.9417722398458,16.1679624243873,25.890265335767,58 : 16 : 26 %,C/CSR
Asplenium ceterach,84472,29.4262394448653,34.1791599237908,36.3946006313439,29 : 34 : 36 %,CSR
Asplenium scolopendrium,84524,62.6636177140263,21.2866457293249,16.0497365566488,63 : 21 : 16 %,C/CSR
Dryopteris filix-mas,95567,71.1827687948854,11.9199571209917,16.8972740841229,71 : 12 : 17 %,C/CR
Equisetum arvense,96508,28.2773930323403,53.1164934891439,18.6061134785158,28 : 53 : 19 %,S/CSR
Equisetum hyemale,96523,7.64809062813155,92.3519093718685,0,8 : 92 : 0 %,S
Equisetum palustre,96534,65.2547757004551,34.7452242995449,0,65 : 35 : 0 %,C/CS
Equisetum sylvaticum,96545,9.92595800985948,46.6767352760002,43.3973067141403,10 : 47 : 43 %,SR
Equisetum telmateia,96546,9.93413937552299,0,90.065860624477,10 : 0 : 90 %,R
Equisetum variegatum,762284,7.32777452295377,92.6722254770462,0,7 : 93 : 0 %,S
Osmunda regalis,111815,64.0230528097943,18.6275380113541,17.3494091788516,64 : 19 : 17 %,C/CSR
Polypodium vulgare,115016,34.8642912865681,53.3748399972729,11.7608687161591,35 : 53 : 12 %,CS/CSR
Pteridium aquilinum,116265,71.1289966717202,16.3210991177788,12.5499042105009,71 : 16 : 13 %,C/CS
Abies alba,79319,10.9715278592691,89.0284721407309,0,11 : 89 : 0 %,S
Ephedra distachya,96101,14.4080938293719,85.5919061706281,0,14 : 86 : 0 %,S
Juniperus communis,104397,0,100,0,0 : 100 : 0 %,S
Juniperus oxycedrus,104409,0,100,0,0 : 100 : 0 %,S
Larix decidua,105042,0,97.4520733436868,2.5479266563132,0 : 97 : 3 %,S
Picea abies,113432,4.33439076704566,95.6656092329543,0,4 : 96 : 0 %,S
Pinus cembra,113651,3.79597921720477,96.2040207827952,0,4 : 96 : 0 %,S
Pinus halepensis,113665,11.511912789319,88.4880872106811,0,12 : 88 : 0 %,S
