"LB_NOM","CD_REF","mean_LA","mean_LDMC","mean_SLA"
"Galatella sedifolia",610594,186.471,24.2895,23.6245
"Galega officinalis",99260,1321.92666666667,23.7629285714286,12.929
"Galeopsis ladanum",99305,444.145694444444,23.8611064816667,19.1164705882353
"Galeopsis segetum",99329,1549.78894736842,16.8038367008942,34.2242726763976
"Galeopsis tetrahit",99334,1051.05118557021,16.4683829591649,40.7237040107793
"Galinsoga parviflora",99358,675.013688888889,19.5116160846644,58.7497490572715
"Galium album",99366,35.4,23.1450782863135,23.8098461538462
"Galium aparine",99373,1398.16986867724,17.3317331931133,39.1099686983438
"Galium mollugo",99473,295.411647304659,24.0513876216162,24.2243597022714
"Galium odoratum",99488,165.171583923329,16.4528115042274,46.7923896760764
"Galium palustre",99494,81.1448421052632,22.6124059729399,33.1203974013585
"Galium verum",99582,269.035201006683,29.389254587663,19.4608217421701
"Genista anglica",99721,14.3482903938167,34.8045555555556,14.7109193421569
"Genista cinerea",99735,70.032118226601,30.8377261203353,8.33411350966791
"Genista scorpius",99815,265.524049382716,31.0351253261575,1.91415531965872
"Genista tinctoria",99828,197.246866668,29.2061538461538,18.0284499606733
"Gentiana acaulis",99854,294.85467647931,26.1912258999937,10.7174794800081
"Gentiana cruciata",99881,1249.11,28.875,14.3975
"Gentiana lutea",99903,21891.8964285714,19.7831274511765,14.6895454545455
"Gentiana pneumonanthe",99922,107.25,22.7485,16.5391666666667
"Gentiana purpurea",99929,2567.56666666667,22.5374240172264,16.3050331904881
"Gentiana verna",99953,47.2899087897458,24.3777748391445,7.26091744217414
"Geranium robertianum",100142,1355.35051847083,14.8701772930504,44.5387013907401
"Geranium rotundifolium",100144,656.7,24.2790902381818,27.3282223011709
"Geranium sanguineum",100149,1286.23285714286,28.2044708630952,33.8650065675669
"Geum montanum",100208,681.584358125,28.3473300176666,8.8005583792693
"Geum rivale",100215,6928.29046896278,26.1703086528257,22.4924978147566
"Geum urbanum",100225,4821.08682608696,26.5802405833931,31.1270187387769
"Glechoma hederacea",100310,661.436444518991,17.7703879147945,27.7516989204175
"Globularia alypum",100335,69.7389795918367,36.8319365372064,6.62338548695121
"Gratiola officinalis",100576,160.1875,18.6888333333333,28.268
"Gymnadenia nigra",100613,207.506833333333,16.0824420897619,19.6773884524174
"Hedera helix",100787,1978.89237786733,31.5227965801943,14.6471429828279
"Helianthemum nummularium",100956,110.833370991242,17.9583289451685,15.8981457469006
"Helichrysum italicum",101080,23.165415466962,23.2830226843171,8.56461940294267
"Helichrysum stoechas",101101,55.3013281336144,28.4866586845053,12.1157334489548
"Helleborus foetidus",101188,8718.083333,17.1670384615385,14.480584294563
"Helleborus viridis",101202,27262,23.5,11.21
"Heracleum sphondylium",101300,40695.6034444445,21.5743982349725,21.0412616701308
"Herniaria glabra",101411,9.484375,19.11475,16.770206254328
"Herniaria hirsuta",101412,15.9402272727273,22.1794285714286,27.7776961887436
"Hesperis matronalis",101460,1267.33657894737,13.4843541666667,35.5715564664028
"Hieracium murorum",102235,1475.72984822889,14.7238386652895,30.7173415035862
"Hieracium umbellatum",102671,592.87088083372,17.915529420334,21.7962163949957
"Hippophae rhamnoides",102863,480.238860168008,30.3823111500896,12.2552194793842
"Humulus lupulus",103031,6311.9366665,27.0507282036101,25.0401901600563
"Hylotelephium telephium",103162,1091.9625,6.32284615384615,19.9365995862535
"Hyoscyamus niger",103185,12213.11375,11.7993333333333,41.6784922314679
"Hypericum perforatum",103316,102.399300291675,31.8209886645981,22.6703758090221
"Hypericum pulchrum",103320,80,30.25,18.158
"Hypericum tetrapterum",103329,249.4125,19.815,34.7767810778138
"Hypochaeris radicata",103375,1530.94697416378,12.3371785554206,24.4004839707189
"Hyssopus officinalis",103406,166.375,19.553125,21.385
"Ilex aquifolium",103514,1696.92522387097,35.2309646045132,6.95751941725608
"Imperatoria ostruthium",103578,13912.6333333333,25.4838133983076,22.1332758900477
"Inula helenium",103627,11985.8634920635,25.9152351168159,13.7751746689313
"Iris pseudacorus",103772,23168.1869192701,24.3965321216197,14.9988784698992
"Isatis tinctoria",103817,1403.50703125,20.3441928571429,18.0016253761011
"Jacobaea alpina",610648,5494.45,18.3007057717886,20.2387008375363
"Jacobaea incana",610642,199.129,20.4437538342451,11.3945979581537
"Jacobaea maritima",610643,647.833333333333,22,8.96666131488756
"Jacobaea vulgaris",610646,2826.47821425595,13.5262254751639,26.1584339992735
"Juncus effusus",104173,2314.80303473739,29.9607569456686,8.35333126813389
"Kickxia elatine",104502,163.897166666667,17.175,40.3
"Knautia arvensis",104516,2600.9927855283,16.01042500866,18.1812582462276
"Lactuca perennis",104764,2445.89,13.93325,25.2037302319206
"Lactuca serriola",104775,1933.01922130667,18.5068840902005,19.9419554305624
"Lactuca virosa",104787,6944.38375,17.5986277777778,22.8759078513636
"Lamium album",104854,1570.08655391304,18.1421903865877,34.7286740666291
"Lamium amplexicaule",104855,118.955012727273,14.4543031821367,31.26830604178
"Lamium galeobdolon",104876,2233.00956190476,22.8151005211208,31.0754157416147
"Lamium maculatum",104889,1190.87824581481,19.5974532493312,38.1872884752988
"Lamium purpureum",104903,422.10620234375,14.2221440010169,37.4457969151857
"Lapsana communis",105017,3790.60225013636,15.3096141149528,44.4940516149337
"Laurus nobilis",105295,1929.01484349817,42.7136961394072,10.0530887290518
"Lavandula angustifolia",105297,57.4784013605442,11.4443661755609,11.8111400195122
"Lavandula latifolia",105312,234.818333333333,17.5327531660051,17.0876721558337
"Lavandula stoechas",105321,74.10124909375,28.3265658356919,10.6141359927595
"Lemna gibba",105427,15.4777269629226,6.72707015869228,49.7403878799842
"Lemna minor",105431,9.45682236762389,11.727052704577,59.5632432309294
"Leontopodium nivale",611031,54.34,28.3126529381818,15.310127228
"Lepidium draba",105621,1239.460266665,19.1903850155,21.5198695511667
"Leucanthemum vulgare",105817,342.94876398293,19.6712088756117,18.140602092498
"Ligustrum vulgare",105966,566.709841269841,38.0144708716954,11.317691740282
"Lilium bulbiferum",105979,497.734592857143,13.2844815290519,19.4109309255134
"Lilium martagon",105989,2879.1584,12.0994029697412,30.7794315477497
"Linaria repens",106213,169.476,17.914423844375,16.6195346292143
"Linaria vulgaris",106234,69.421290070922,20.1682416762234,23.9303260959034
"Linum catharticum",106288,16.7351913579938,23.7089006001869,28.7345963534621
"Lithospermum officinale",106396,850.583333333333,21.315,21.85
"Lonicera etrusca",106565,592.64637962963,27.815,35.0772323426667
"Lonicera nigra",106574,631.341543333333,32.6042343829323,17.3412962998119
"Lonicera periclymenum",106581,1061.33768946032,29.3734574726531,14.6434405404287
"Lonicera xylosteum",106595,1147.98482033898,33.740602646068,25.4614643239095
"Lotus corniculatus",106653,185.185384066927,21.9830144482208,24.0498720230629
"Lycium barbarum",106965,994.515625,16.4215,14.9535714285714
"Lycopus europaeus",107038,1772.49220512821,20.005529943345,32.6361158180574
"Lysimachia nummularia",107073,206.852424240909,20.1691759261111,33.5333091567857
"Lysimachia vulgaris",107090,2364.66540040742,19.9478770033745,26.6793096064907
"Lythrum salicaria",107117,904.868252889336,24.4390018923343,19.1535991345168
"Malus sylvestris",107217,862.059658068783,39.5475360127488,12.7428798958664
"Malva alcea",107224,754.7,13.438375,15.6387042175047
"Malva moschata",107282,584.894736842105,21.4952380957143,16.8870925163613
"Malva sylvestris",107318,5128.6,17.4304371500341,25.3954454462843
"Marrubium vulgare",107397,467.28748,22.0833333333333,10.924971072533
"Matricaria discoidea",107446,354.063,16.0833650015036,26.0549566728398
"Melampyrum arvense",107786,321.7751475,18.5211306859461,19.9139114315381
"Melittis melissophyllum",108003,1663.52743181818,20.5920998734041,40.2327162210104
"Mentha aquatica",108027,1044.28621213618,19.0090575211522,24.9499119862868
"Mentha arvensis",108029,662.476623930769,17.6077265305714,40.9722067433961
"Mentha longifolia",108103,1190.46166666667,23.93859,23.77265298395
"Mentha pulegium",108138,128.500909090909,17.47946875,30.4941063014896
"Mentha suaveolens",108168,1243.99615384615,18.33428125,28.3253247011483
"Menyanthes trifoliata",108345,5584.95490196078,17.1990704225186,25.2803705107249
"Mercurialis annua",108351,1015.83928315789,17.2698085006118,47.9039652323908
"Mercurialis perennis",108361,1362.98793163265,20.9119362558609,39.0009965334781
"Myosotis arvensis",108996,313.086877528736,16.2983646429435,40.2987906811685
"Myosotis sylvatica",109104,498.958804452941,12.9423609324392,31.3836763225932
"Myrica gale",109130,307.3,36.9572393347393,13.1605778456818
"Myrrhis odorata",109161,142526,23.6666666666667,38.621111111
"Myrtus communis",109186,339.108080168776,39.1471796206667,9.89347006805616
"Narcissus poeticus",109291,4582,18.5754,18.7492857142857
"Narcissus pseudonarcissus",109297,1773.5,13.675,19.2990746042857
"Nasturtium officinale",109422,438.898181818182,6.65884615384615,70.8975757575606
"Nigella arvensis",109620,46.6153846153846,17.473,16.291548555849
"Nigella damascena",109625,2361,17.7091,31.0216666666667
"Nuphar lutea",109732,27067.0459183673,19.137520320197,13.5850406205936
"Nuphar pumila",109735,16962.5873015873,14.6805896805897,28.5827622377622
"Nymphaea alba",109750,45706.679245283,20.8642503662353,10.3363231655812
"Oenanthe aquatica",109861,4890.25,12.77203125,29.4981151472727
"Oenothera biennis",109911,3584.85517857143,22.4576998768778,18.1098065452962
"Ononis spinosa",110236,179.51676326381,26.7815049851111,22.4071249483339
"Onopordum acanthium",110244,79905.25,21.429,14.25
"Orchis mascula",110914,2085.101625,12.325985714,19.9313104128607
"Origanum vulgare",111289,441.871427633333,23.96911122,23.8264317525076
"Ornithogalum umbellatum",111391,1439.17,12.8753204637539,18.7694131123798
"Orthilia secunda",111771,407.899212223056,33.2181946882263,18.6227711976793
"Oxalis acetosella",111859,537.725583502381,11.9195341697104,71.662762947596
"Oxybasis glauca",717359,216.39,13.7008215541534,11.1511120616154
"Oxytropis campestris",111974,581.65619047619,27.6182607230811,13.2184735355438
"Paeonia officinalis",112042,19556.3535,29.7813461433833,12.1206690980204
"Papaver dubium",112303,255.769230769231,18.63825,20.5817012957302
"Papaver rhoeas",112355,520.9033392,19.5620449962202,26.5716354420697
"Parietaria judaica",112410,1515.57142857143,18.495,33.1146941932598
"Parietaria officinalis",112413,2003.21863296296,17.6009714770849,55.2536358062529
"Paris quadrifolia",112421,3038.51924712644,14.733350365023,45.4146593549509
"Parnassia palustris",112426,266.969063418835,16.6183108126727,21.3693577319043
"Parthenocissus tricuspidata",112467,8102.47786731182,26.3158110116105,22.6076071317146
"Pastinaca sativa",112550,7406.7325,21.5622843218289,18.004555229647
"Pedicularis palustris",112590,391.83,15.45275,26.2950833333333
"Pedicularis sylvatica",112601,72.4393939393939,16.1666666666667,23.1307083829656
"Persicaria hydropiper",112739,1753.36836933556,17.4950875434941,57.1154494432912
"Persicaria maculosa",112745,1413.79154477474,11.8993368250405,36.7614124150117
"Petasites hybridus",112783,169267.166666667,20.12,19.198666667
"Phleum pratense",113221,939.359285206537,32.1835936793805,22.4051405054247
"Phragmites australis",113260,4022.6377933323,40.0163226244459,14.7716334034089
"Pilosella officinarum",113525,440.373027312684,20.8116038846878,12.6900121618839
"Pimpinella major",113579,982.478260869565,23.5227064767123,20.3520419628958
"Pimpinella saxifraga",113596,1268.35663285024,22.5450019910964,18.4817019501551
"Pistacia lentiscus",113744,1784.34897132394,47.3788481036817,7.59633951303945
"Plantago afra",113804,132.870769230769,32.79,17.4057628338398
"Plantago arenaria",113809,135.9,15.5897411617078,16.4740263740122
"Plantago coronopus",113842,237.505652173913,11.1071001590476,18.2884135989936
"Plantago lanceolata",113893,1611.73209585722,18.0292577573522,17.6997677374172
"Plantago major",113904,5095.59446144068,18.1756796984768,20.4044875809165
"Plantago sempervirens",113957,125,24.274046056,7.09892861136055
"Polygala vulgaris",114595,50.7269151874448,25.6121003313205,18.9682458994626
"Polygonatum multiflorum",114611,1283.85320833333,14.9488547144686,43.3025872458821
"Polygonatum odoratum",114612,2292.77607727273,18.2290310830705,26.0082009513612
"Polygonum aviculare",114658,175.843943125,22.9709851822288,33.0472069715974
"Populus alba",115110,3080.44208421053,39.0076180535247,11.8949334137467
"Populus nigra",115145,2707.39375,30.5876666666667,12.0903466329511
"Populus tremula",115156,2326.18816690016,39.2263212093657,13.7832956502557
"Portulaca oleracea",115215,135.891735134507,7.71256363353698,20.0634610646391
"Potamogeton natans",115280,2938.46661428571,19.1035894115865,28.0390788361847
"Potentilla argentea",115407,313.29585,31.2233487744198,16.6871829186462
"Potentilla erecta",115470,243.481015170068,33.7896603701144,19.2004489366646
"Potentilla reptans",115624,2136.48450906667,25.9544593741278,23.7333812880521
"Prenanthes purpurea",115813,2467.73573888889,13.2894157221188,70.7174624381509
"Primula elatior",115865,3401.36710526316,15.36631,29.3468334944993
"Primula farinosa",115868,168.273567272727,17.2485521741008,23.3843019253046
"Primula veris",115918,3114.20037580588,18.5658205618495,20.2943514942509
"Prunella vulgaris",116012,358.653807165041,19.7297958656906,23.8412699134551
"Prunus avium",116043,4283.10229166667,34.6766458734394,16.8932555038421
"Prunus laurocerasus",116089,5709.56789598394,36.4699837174191,6.7757739648452
"Prunus mahaleb",116096,577.247877083333,29.2538524190784,16.0493725417405
"Prunus padus",116109,2776.45909126984,32.8364018858108,20.3190498264359
"Prunus spinosa",116142,409.2616284377,33.8906760818104,16.8462919381875
"Pulicaria dysenterica",116392,1042.84586492857,16.1678129208333,30.548
"Pulmonaria officinalis",116422,6646.93388571429,12.2116225356952,32.4129539782285
"Pyrola rotundifolia",116547,1213.83114583333,31.4175895509753,17.2332544138209
