LB_NOM,CD_REF,mean_LA,mean_LDMC,mean_SLA
Digitaria ischaemum,94985,113.769545454545,16.4955454545455,36.7682494966326
Diospyros virginiana,611108,5895.32100842328,20.7005328096667,21.7199287892126
Diphasiastrum alpinum,95056,50.3648727272727,32.6383429642857,9.22610865325
Dipsacus pilosus,95154,8154.833333,12.2115710182,49.8861355698155
Dittrichia viscosa,95187,506.68,19.7655211583636,18.3075676166474
Doronicum austriacum,95209,8600.8,12.229,58.455
Doronicum pardalianches,95239,8636.5,12.25,33.422
Draba verna,95372,50.8450507843137,13.2530386161237,36.8690093869387
Drosera intermedia,95438,23.78625,17.741,28.4211111111111
Dryopteris affinis,95547,61605.1510625,22.5400717765301,27.9863228993826
Dryopteris expansa,95566,7786.02153636364,25.9560590788378,34.354792320361
Dysphania ambrosioides,611753,1143.75,16.9449,28.12
Echinops exaltatus,95700,8715,29.8123333333333,16.3466666666667
Echinops ritro,95709,6483.43591396774,27.009598838778,9.33723124754044
Elaeagnus umbellata,95841,1138.32699290061,32.818271810596,24.9500015501798
Elatine hydropiper,95860,3.005,15.2772,44.19
Eleocharis ovata,95919,268.203333333333,14.5333333333333,21.8462166666667
Eleusine indica,95965,326.587714859756,23.1994227177391,29.2957848115503
Elymus caninus,95992,760.5,32.5964285714286,23.1833333333333
Empetrum nigrum,96069,4.74914226300552,45.7739474687382,6.44704668326824
Ephedra major,96106,111.07,38.7402331765652,4.25830988310087
Epilobium alpestre,96127,518.75,21.24775,32.76
Epilobium ciliatum,96149,791.256828,15.95621875,33.2265021773964
Epilobium roseum,96251,569.5,15,48.29
Epipactis palustris,96465,2067.45833333333,18.92675,23.0905555558333
Equisetum sylvaticum,96545,195.121071428571,26.1394422833333,23.7410951613838
Eragrostis minor,96613,363.110141764706,32.2660019307245,28.1689860099461
Erica multiflora,96683,157.665,51.73,4.10526692406692
Erigeron acris,611688,334.333333333333,19.23333333,18.3172380952143
Erigeron alpinus,96736,183.104231175,23.3127957001959,18.6891057739271
Erigeron annuus,96739,575.28493375,22.8868074113155,24.9377044337705
Erigeron canadensis,96749,417.551507933333,27.5111097954742,13.2045744675
Erigeron karvinskianus,96775,220.164543,18.1872882067923,28.3529313726434
Eritrichium nanum,96872,10.844,23.6111111111111,3.10056409130132
Erodium ciconium,96894,1674.065,20.47525,24.7086542873226
Erodium cicutarium,96895,504.851355,19.8594295671218,29.259888141652
Erodium malacoides,96919,586.57,21.016,28.878
Eryngium campestre,97141,15924.2454774375,22.9253710785714,8.6556578367539
Eryngium maritimum,97145,7037.55392984,13.5241819136687,8.1873755629701
Erysimum cheiranthoides,97183,872.984897461538,22.0760818775966,21.797020481266
Erythronium dens-canis,97325,2125.82858,14.3925349201357,22.6786815711548
Eucalyptus delegatensis,611735,2963,30.4101786757831,1.27077658906674
Euonymus europaeus,609982,1336.47642274906,32.2939683781637,15.6508064903842
Euphorbia amygdaloides,97452,462.566083333333,24.2177064961746,37.1777081187601
Euphorbia characias,97478,1125,29.2277486931584,11.0007991834443
Euphorbia dendroides,97492,276.055412,24.2997960729297,16.5424336529989
Euphorbia exigua,97511,24.45,21.9404137475,26.1590588372527
Euphorbia humifusa,97543,121.88502234195,45.633698182577,21.3459091752632
Euphorbia palustris,97601,619.0425,32.2991666666667,20.41
Euphrasia minima,97772,13.6144449841675,11.3490341196458,12.0301569455673
Euphrasia nemorosa,97776,40.775,26.0231666666667,28.1561870289272
Euphrasia officinalis,97781,35.9264206116279,20.1264264256655,13.3182497474587
Euthamia graminifolia,97862,511.783308943089,34.4868882972655,14.8718236700864
Falcaria vulgaris,97956,5546.616667,18.5747974137931,13.1097126437931
Fallopia convolvulus,97962,625.140994938393,20.9265448278178,26.9712619193143
Festuca halleri,98272,22.6671341463415,35.7686840632335,10.7107306877444
Festuca heterophylla,98280,290.639411176471,31.0935248758069,19.9999462366737
Festuca nigrescens,98404,97.6675,30.9952257409589,13.4152197617636
Festuca pallens,98426,128.366666666667,40.8542,5.685
Ficaria verna,98651,1034.2391230303,11.8838792062658,35.5579460582305
Ficus carica,98653,17328.1218571429,27.6208735012037,11.5184507387931
Filago pyramidata,98699,38.2086184876471,26.8097631311111,31.0983137215381
Fragaria viridis,98868,801.687291666667,33.3282333333333,16.8866586370347
Fraxinus pennsylvanica,98939,10048.8885185185,26.4664754916667,30.9972732272915
Fumaria parviflora,99111,720.5,13.63125,25.905
Fumaria vaillantii,99139,150.87,14.1861666666667,42.052
Gagea lutea,99185,1223.23,12.708,25.8814814811111
Gagea spathacea,99206,163.65,10.0822,22.8233333333333
Galatella linosyris,99244,68.718484375,28.2257629813432,11.6500946951595
Galega officinalis,99260,1321.92666666667,23.7629285714286,12.929
Galeopsis speciosa,99331,2857.60944444444,24.0493677124452,34.6272172012842
Galeopsis tetrahit,99334,1051.05118557021,16.4683829591649,40.7237040107793
Galinsoga quadriradiata,99359,984.631817391304,13.0793072099196,35.8462999225976
Galium aparine,99373,1398.16986867724,17.3317331931133,39.1099686983438
Galium glaucum,99429,37.95,19.7224166666667,13.964
Galium saxatile,99529,14,18.78,24.521304908327
Galium verticillatum,99581,3.93928571428572,34.5035714285714,16.7389321428571
Genista tinctoria,99828,197.246866668,29.2061538461538,18.0284499606733
Gentiana asclepiadea,99862,1973.70806842105,19.453394203595,36.7063576967232
Gentiana pneumonanthe,99922,107.25,22.7485,16.5391666666667
Geranium dissectum,100052,273.9640228375,20.6182055208915,22.5384229554426
Geranium pusillum,100133,1495.01771931579,18.676541666875,25.6244629627778
Geum montanum,100208,681.584358125,28.3473300176666,8.8005583792693
Geum reptans,100214,566.35,27.0880341518199,11.1916349022997
Geum urbanum,100225,4821.08682608696,26.5802405833931,31.1270187387769
Gladiolus imbricatus,100273,2412.3,25.054079916,15.4032435416667
Gladiolus palustris,100278,1595.31221428571,22.6353156843117,16.3135901291556
Glebionis segetum,100304,595,14.1,38.2775523814286
Gleditsia triacanthos,100330,34469.380375,38.5786864684493,26.9768180491807
Globularia bisnagarica,100338,459.75,28.5,8.135
Globularia vulgaris,100356,82.472513889,26.85007436,9.63035447435032
Gymnadenia nigra,100613,207.506833333333,16.0824420897619,19.6773884524174
Gymnadenia odoratissima,100614,653.3876,14.3511272727273,21.0314285714286
Gymnocarpium dryopteris,100636,3583.63119142735,21.7103494881033,50.2864611650241
Hedysarum hedysaroides,100839,80.035,22.067,19.228
Helianthemum marifolium,100946,8.26808215686313,25.1317770289618,8.64072386398952
Helianthus tuberosus,101055,9671.75,26.6063637316089,20.1776117058055
Helichrysum stoechas,101101,55.3013281336144,28.4866586845053,12.1157334489548
Helleborus niger,101196,23812.7733333333,23.5464753590164,10.8960727290841
Helminthotheca echioides,101210,3334.41666675,13.08,29.3991736196089
Helosciadium nodiflorum,101221,3436.47115384615,7.97833333333333,59.5200657054261
Heracleum sphondylium,101300,40695.6034444445,21.5743982349725,21.0412616701308
Herminium monorchis,101315,306.47,5.13010555940007,44.9690549676661
Hieracium humile,102055,723.0425,17.0413571428571,19.4433333333333
Hieracium maculatum,102189,1649.18857142857,17.3075909090909,19.1055555555556
Hieracium prenanthoides,102392,1535.90419651984,20.1816324242084,25.6070104647153
Hippocrepis comosa,102842,189.1555164,23.7349856227115,15.9951837976763
Hippocrepis emerus,102845,898.761445,18.6057674690843,32.4892143568748
Hirschfeldia incana,102876,4881,14.24525,25.072
Homogyne alpina,102925,301.46588326,24.4771798414946,7.74290477385379
Hordeum jubatum,102964,181,26.7,21.2884260531116
Hordeum marinum,102968,78.6166666666667,23.514158822,42.0016239442857
Hydrocharis morsus-ranae,103120,1174.916667,9.554166667,40.2975
Hydrocotyle vulgaris,103142,558.230485924076,11.8302188181958,28.8292219157895
Hylotelephium telephium,103162,1091.9625,6.32284615384615,19.9365995862535
Hyparrhenia hirta,103216,383.362329115346,43.4889201365277,14.7088437250829
Hypericum humifusum,103288,65.143495952381,23.2294773925846,41.5416340593407
Hypericum montanum,103301,572.029611428571,28.0723299467036,28.4261631824302
Hypericum pulchrum,103320,80,30.25,18.158
Hypochaeris glabra,103364,765.046825396825,10.1646562583125,27.9316635267928
Hypochaeris maculata,103369,3072.74376813044,16.876658402,17.8946428571429
Hypochaeris uniflora,103383,1594.708,15.9914844451462,24.3915064411017
Impatiens balfourii,103543,4661.87041,10.1977526570946,50.4200225789702
Inula britannica,103598,1777.165,16.0615,19.17
Inula helenium,103627,11985.8634920635,25.9152351168159,13.7751746689313
Inula salicina,103648,971.516580204216,24.9824695447514,23.8980007501943
Iris graminea,103738,1424.78571428571,23.0956428571429,18.6473333333333
Iris sibirica,103777,3029.45833333333,25.8460098106425,14.1744736842105
Isolepis setacea,103898,50.125,17.0915,25.09
Jacobaea alpina,610648,5494.45,18.3007057717886,20.2387008375363
Jacobaea incana,610642,199.129,20.4437538342451,11.3945979581537
Jacobaea maritima,610643,647.833333333333,22,8.96666131488756
Jacobaea paludosa,103995,2492.59678571429,18.5875125,18.84125
Juncus acutiflorus,104101,1070.43208858387,22.8969093274421,10.5768828872341
Juncus alpinoarticulatus,104111,52.9425,23.9373333333333,13.868
Juncus articulatus,104126,495.972525114356,28.4144993397742,12.148280505248
Juncus compressus,104155,246.985,32.0833333333333,15.0604119636908
Juncus maritimus,104246,1144.97,40.531,2.84666847794267
Juniperus communis,104397,12.9768933527107,47.6609290569892,6.82736897753917
Kickxia elatine,104502,163.897166666667,17.175,40.3
Koeleria macrantha,104644,155.275300461739,33.1200239657556,15.1506003105656
Laburnum alpinum,104715,3790.62538888889,30.7456447677076,17.9435754060161
Laburnum anagyroides,104716,3012.631,27.6736564128483,23.6357423289858
Lactuca quercina,104766,2650,17.099,43.789
Lactuca virosa,104787,6944.38375,17.5986277777778,22.8759078513636
Lamium galeobdolon,104876,2233.00956190476,22.8151005211208,31.0754157416147
Laphangium luteoalbum,610681,110.4166667,18.5,29.41333333
Larix decidua,105042,19.8649342105263,38.8341564354686,10.219941246022
Laserpitium siler,105092,12898.5675,30.4170621092183,12.8103175047446
Lathyrus hirsutus,105201,440.125665,20.4915300217575,24.946733872002
Lathyrus japonicus,105206,3130.36499144605,21.4943387319468,19.6689724404912
Lathyrus pannonicus,105241,1054.035,28.45875,17.5372222222222
Leersia oryzoides,105400,1013.255,36.0761084764936,33.1762396481239
Lemna minor,105431,9.45682236762389,11.727052704577,59.5632432309294
Leontodon crispus,105490,1605.44444444444,13.272,31.9497272727273
Leontodon hispidus,105502,925.911368420216,15.0076309298405,22.5615960925441
Leontodon saxatilis,105521,400.25,16.75,20.344
Lepidium coronopus,984396,289.575,14.2443636363636,28.9466666666667
Lepidium didymum,105615,371.379507201476,16.733283333,35.7427272727273
Lepidium latifolium,105641,7405.29571428571,16.5120416666667,15.25508333375
Lepidium sativum,105673,524.883333333333,15.0186666666667,22.1466666666667
Lepidium virginicum,105689,170.495554411765,19.6027182799987,19.1672922089037
Leucanthemum ircutianum,105795,401.6,14.9216666666667,19.110295643381
Leucojum vernum,105841,2377.14035,10.2825409026169,26.2986252000325
Libanotis pyrenaica,610580,11428,17.3208,24.878
Ligularia sibirica,105908,6582.97163193889,22.59955627406,23.1213304307645
Lilium martagon,105989,2879.1584,12.0994029697412,30.7794315477497
Limonium binervosum,106047,94,23.5333333333333,12.1
Limonium echioides,106070,68.7531428571429,24.1401841681218,10.4175418571671
Limonium vulgare,106112,2824.94166664286,21.9620366934181,10.8223188404348
Linnaea borealis,106260,74.7419061243578,29.7132599580743,21.9671277674605
Linum austriacum,106280,21.1907142857143,38.6932222222222,14.758
Linum usitatissimum,106349,40.7090909090909,17.40084574,42.9730298361538
Lithospermum officinale,106396,850.583333333333,21.315,21.85
Lolium remotum,106504,2063.95,16.9983333333333,29.61
Lolium temulentum,106517,1561.625,20.9596,27.015
Lonicera japonica,106571,1459.29402,33.8965016369574,17.8433099171394
Lotus dorycnium,106664,112.318069444444,25.2749437099761,14.12711640351
Luzula multiflora,106842,197.58917268646,23.5639169707473,23.6457551324605
Lychnis coronaria,106910,1227.6,27.7414444444444,11.786
Lysimachia arvensis,610909,50.7456423076923,14.0844421663772,30.9463921491301
Lysimachia tenella,107085,13,13,34.1725
Lythrum virgatum,107126,316.334,36.5962680093655,11.511
Malus sylvestris,107217,862.059658068783,39.5475360127488,12.7428798958664
Malva alcea,107224,754.7,13.438375,15.6387042175047
Malva sylvestris,107318,5128.6,17.4304371500341,25.3954454462843
Matricaria discoidea,107446,354.063,16.0833650015036,26.0549566728398
Medicago littoralis,107647,68.0586363636364,25.421,20.7958989267437
Medicago marina,107654,114.193170731707,36.3,13.2613168449198
Medicago orbicularis,107677,131.3,22.312,25.355079436665
Medicago polyceratia,107688,66.4150543571429,25.9461440613431,13.8295586886119
Medicago polymorpha,107689,388.96408422201,21.4712451,28.7713042420792
Melampyrum arvense,107786,321.7751475,18.5211306859461,19.9139114315381
Melica ciliata,107851,334.9372375,36.3613251835149,20.1278358203269
Melilotus altissimus,107887,NA,NA,NA
Mentha longifolia,108103,1190.46166666667,23.93859,23.77265298395
Mentha suaveolens,108168,1243.99615384615,18.33428125,28.3253247011483
Mercurialis tomentosa,108367,81.3,32.077,9.076
Milium effusum,108537,2214.08088529412,22.9009603574938,34.427384724318
Minuartia recurva,108612,16.6953870649758,31.0822005686638,13.9688217328424
Moehringia muscosa,108686,21.41,18.3917,39.77
Montia fontana,108785,51.2852021825,6.09740493333333,42.51756257875
Mutellina adonidifolia,610917,2646.2,15,19.43
Myagrum perfoliatum,108948,1194.9175,10.4998571428571,29.0866666666667
Myosotis discolor,109019,96.2954166666667,15.6725413228571,29.373542635
Myosotis laxa,109042,288.6375,11.3119980733333,39.7378010838095
Myosotis sylvatica,109104,498.958804452941,12.9423609324392,31.3836763225932
Myriophyllum aquaticum,109141,271.62875,10.7006544643473,110.74035819173
Neotinea tridentata,162206,1965.0245,10.7645961164983,22.908160286927
Nepeta nuda,109534,1222.96,24.079,20.96
Nicandra physalodes,109600,6589.19978873333,14.4999131165737,40.8774547847961
Noccaea alpestris,109665,34.7,26.944,12.98
Nuphar pumila,109735,16962.5873015873,14.6805896805897,28.5827622377622
Nymphoides peltata,109769,5452.70608695652,12.473625,26.1173015871429
Odontites luteus,109838,46.5309126666667,24.1768245016309,24.2866141916133
Oenanthe crocata,109864,7996,14.1333333333333,41.615
Olea europaea,110002,340.919035087719,45.4986666666667,5.70269082896968
Ononis minutissima,110205,71.43,34.894068727148,11.8844153820651
Ononis pusilla,110221,13.65,30.441,12.6628767123287
Ononis striata,110237,0.399469445,27.56408389,16.8345555566667
Ononis variegata,110239,79.0012962962963,15.8,47.9306504405186
Onosma arenaria,110290,407.744444444444,22.7757,12.767
