LB_NOM,CD_REF,C,S,R,CSR,strategy_class,harvested,selected
Rostraria cristata,118872,2.01722297897862,67.1931867127211,30.7895903083003,2 : 67 : 31 %,S/SR,0,1
Rubus caesius,118993,39.726348985941,40.4310383460058,19.8426126680533,40 : 40 : 20 %,CS/CSR,0,1
Rubus saxatilis,119318,44.805819782871,26.7696169676589,28.4245632494701,45 : 27 : 28 %,C/CSR,0,1
Rumex longifolius,119525,77.4861200743945,0,22.5138799256056,77 : 0 : 23 %,C/CR,0,1
Ruppia maritima,119691,1.69518440280637,14.3033665224187,84.0014490747749,2 : 14 : 84 %,R,0,1
Ruta angustifolia,119707,45.7618716315149,54.2381283684851,0,46 : 54 : 0 %,CS,0,1
Sabulina tenuifolia,119753,0,64.5733366508598,35.4266633491402,0 : 65 : 35 %,S/SR,0,1
Sabulina verna,119754,0,81.4967534778237,18.5032465221763,0 : 81 : 19 %,S/SR,0,1
Sagina apetala,119780,0,50.0284769258784,49.9715230741216,0 : 50 : 50 %,SR,0,1
Sagina procumbens,119818,0,25.8159548350661,74.1840451649339,0 : 26 : 74 %,R/SR,0,1
Sagittaria graminea,119850,11.083569176662,82.8049117032199,6.11151912011814,11 : 83 : 6 %,S,0,1
Salix aurita,119952,21.2120102507946,70.0185080879222,8.76948166128322,21 : 70 : 9 %,S/CS,0,1
Salix myrsinifolia,120135,14.9289255651595,68.6118565378281,16.4592178970124,15 : 69 : 16 %,S/SR,1,1
Salvia verbenaca,120700,76.5598998123666,16.0534563857745,7.38664380185887,77 : 16 : 7 %,C/CS,0,1
Salvinia natans,120709,5.74687522591556,0,94.2531247740844,6 : 0 : 94 %,R,0,1
Sanguisorba officinalis,120758,40.7645117394222,45.6293135060558,13.6061747545219,41 : 46 : 14 %,CS/CSR,1,1
Santolina chamaecyparissus,120785,6.42941763825314,0,93.5705823617469,6 : 0 : 94 %,R,1,1
Satureja montana,120908,2.43820260250841,97.5617973974916,0,2 : 98 : 0 %,S,1,1
Saussurea alpina,120949,34.0220821794167,21.9921363622956,43.9857814582877,34 : 22 : 44 %,CR/CSR,0,1
Saxifraga androsacea,120973,0,92.3012299850922,7.69877001490776,0 : 92 : 8 %,S,0,1
Saxifraga cotyledon,121024,6.34926467200935,93.6507353279906,0,6 : 94 : 0 %,S,0,1
Saxifraga granulata,121065,26.4053542882061,0,73.5946457117939,26 : 0 : 74 %,R/CR,1,1
Saxifraga tridactylites,121201,0.255080110977078,93.2820408791049,6.46287900991799,0 : 93 : 6 %,S,0,1
Scandix stellata,121455,6.08010095941331,75.8716100493072,18.0482889912795,6 : 76 : 18 %,S/SR,0,1
Scleranthus annuus,121823,0,14.8793596919767,85.1206403080233,0 : 15 : 85 %,R,1,1
Scolymus hispanicus,121901,17.2651173201358,59.820689766361,22.9141929135032,17 : 60 : 23 %,S/CSR,0,1
Scrophularia canina,122003,35.2981763079692,0,64.7018236920308,35 : 0 : 65 %,R/CR,0,1
Secale cereale,122085,43.9507792067415,0,56.0492207932585,44 : 0 : 56 %,CR,0,1
Sedum alpestre,122107,0,92.7366637062145,7.26333629378549,0 : 93 : 7 %,S,0,1
Sedum rubens,122243,0,80.8567601535931,19.1432398464069,0 : 81 : 19 %,S/SR,1,1
Sedum sexangulare,122256,0,92.5738890679063,7.42611093209373,0 : 93 : 7 %,S,0,1
Selaginella selaginoides,122308,0,50.4021482042706,49.5978517957294,0 : 50 : 50 %,SR,0,1
Senecio doronicum,122593,16.020474910919,79.6395067786492,4.34001831043174,16 : 80 : 4 %,S/CS,1,1
Senecio leucanthemifolius,122650,28.5599213795881,0,71.440078620412,29 : 0 : 71 %,R/CR,0,1
Senecio ovatus,122675,55.9167480027745,0,44.0832519972255,56 : 0 : 44 %,CR,1,1
Senecio sylvaticus,122726,58.2858261226738,0,41.7141738773262,58 : 0 : 42 %,CR,1,1
Senecio vernalis,122740,46.8448571803593,0,53.1551428196407,47 : 0 : 53 %,CR,0,1
Serratula tinctoria,122971,59.5309461966288,14.4626443527656,26.0064094506056,60 : 14 : 26 %,C/CSR,1,1
Sesleria caerulea,123071,16.67754596643,57.7078949787997,25.6145590547703,17 : 58 : 26 %,S/CSR,0,1
Sesleria ovata,123082,1.29199624854973,78.600010500508,20.1079932509422,1 : 79 : 20 %,S/SR,0,1
Setaria faberi,123111,37.0066063642426,37.2662717220081,25.7271219137493,37 : 37 : 26 %,CSR,0,1
Setaria italica,123122,51.1601184162793,15.7756617118335,33.0642198718872,51 : 16 : 33 %,C/CSR,0,1
Setaria parviflora,123138,19.6311733160318,36.2518775227498,44.1169491612184,20 : 36 : 44 %,SR/CSR,0,1
Sideritis hirsuta,123249,17.0686893272829,63.348668500439,19.5826421722781,17 : 63 : 20 %,S/CSR,0,1
Silaum silaus,123367,48.3326949320784,34.3134261653461,17.3538789025755,48 : 34 : 17 %,CS/CSR,0,1
Silene colorata,123445,9.50073279070659,49.0107936516767,41.4884735576168,10 : 49 : 41 %,SR,0,1
Silene italica,123512,24.5421672951872,28.0721594747082,47.3856732301046,25 : 28 : 47 %,R/CSR,0,1
Sison amomum,123773,55.4271407299979,16.5338180653214,28.0390412046807,55 : 17 : 28 %,C/CSR,0,1
Sisymbrium officinale,123863,60.311236807695,0,39.688763192305,60 : 0 : 40 %,CR,1,1
Smyrnium olusatrum,124003,55.8522341681754,0,44.1477658318246,56 : 0 : 44 %,CR,0,1
Solanum dulcamara,124034,26.719736806758,10.617873594711,62.662389598531,27 : 11 : 63 %,R/CR,1,1
Solanum nigrum,124080,42.1637383338408,0,57.8362616661592,42 : 0 : 58 %,CR,1,1
Solidago virgaurea,124205,34.2895491788329,19.1016120623747,46.6088387587924,34 : 19 : 47 %,CR/CSR,1,1
Sonchus arvensis,124232,58.7502414893638,0,41.2497585106362,59 : 0 : 41 %,CR,1,1
Sonchus palustris,124264,58.9582192895174,8.6107628466858,32.4310178637968,59 : 9 : 32 %,C/CR,0,1
Sparganium angustifolium,124405,33.4743141132149,0,66.5256858867851,33 : 0 : 67 %,R/CR,0,1
Spergula morisonii,124517,0,95.9664567901402,4.03354320985983,0 : 96 : 4 %,S,0,1
Spergularia rubra,124578,0,0,100,0 : 0 : 100 %,R,1,1
Spiraea japonica,124646,23.1373244248921,42.2299121087999,34.6327634663081,23 : 42 : 35 %,SR/CSR,0,1
Stellaria alsine,124967,4.93963480506674,0,95.0603651949333,5 : 0 : 95 %,R,0,1
Stellaria palustris,125024,2.28908663180493,69.3696488520105,28.3412645161845,2 : 69 : 28 %,S/SR,0,1
Succisa pratensis,125295,58.3837499685528,10.24694439361,31.3693056378372,58 : 10 : 31 %,C/CSR,1,1
Symphyotrichum novae-angliae,125331,17.3945253955874,41.9778818344779,40.6275927699347,17 : 42 : 41 %,SR/CSR,0,1
Symphyotrichum novi-belgii,448412,39.1889149436845,28.9141517227559,31.8969333335595,39 : 29 : 32 %,CSR,0,1
Symphytum tuberosum,125364,46.6777837669455,0,53.3222162330546,47 : 0 : 53 %,CR,0,1
Tanacetum corymbosum,125460,60.9523692471557,7.89704020897305,31.1505905438712,61 : 8 : 31 %,C/CR,0,1
Teucrium flavum,125994,12.2249060181512,87.7750939818488,0,12 : 88 : 0 %,S,0,1
Thalictrum aquilegiifolium,126078,49.9207867606333,20.8699737019037,29.209239537463,50 : 21 : 29 %,C/CSR,0,1
Thesium pyrenaicum,126310,5.69483098234362,15.6018360101132,78.7033330075432,6 : 16 : 79 %,R/SR,0,1
Thymus vulgaris,126582,0,100,0,0 : 100 : 0 %,S,1,1
Tilia platyphyllos,126650,49.6769565498569,19.4954879137497,30.8275555363934,50 : 19 : 31 %,C/CSR,1,1
Tofieldia pusilla,126806,2.84308663796514,69.6960294270153,27.4608839350196,3 : 70 : 27 %,S/SR,0,1
Tolpis staticifolia,126821,35.4716195832974,0,64.5283804167026,35 : 0 : 65 %,R/CR,0,1
Toxicodendron radicans,126914,52.0422410242713,24.6063088007519,23.3514501749768,52 : 25 : 23 %,C/CSR,0,1
Trachycarpus fortunei,126933,77.9025856392772,22.0974143607228,0,78 : 22 : 0 %,C/CS,0,1
Tragopogon dubius,127005,27.5698843352347,34.3021649931648,38.1279506716005,28 : 34 : 38 %,CSR,0,1
Tragopogon pratensis,127029,38.4289770507777,18.755130141956,42.8158928072664,38 : 19 : 43 %,CR/CSR,1,1
Trifolium badium,127237,15.2037548003354,34.3220348583806,50.4742103412839,15 : 34 : 50 %,SR/CSR,0,1
Trifolium fragiferum,127314,11.8185380515303,41.4206723566951,46.7607895917746,12 : 41 : 47 %,SR/CSR,0,1
Trifolium hybridum,127337,47.5413170132922,22.7485567308238,29.7101262558839,48 : 23 : 30 %,C/CSR,0,1
Trifolium medium,127382,11.248902816723,72.3359004679869,16.4151967152901,11 : 72 : 16 %,S/SR,0,1
Trifolium montanum,127395,27.4205483969643,46.2028469858406,26.376604617195,27 : 46 : 26 %,S/CSR,0,1
Trifolium retusum,127458,5.5752774231504,74.1165767021121,20.3081458747375,6 : 74 : 20 %,S/SR,0,1
Triglochin palustris,127547,16.3393810139723,2.40258953369204,81.2580294523357,16 : 2 : 81 %,R/CR,0,1
Trinia glauca,127595,34.9484764313223,50.7390054440856,14.312518124592,35 : 51 : 14 %,CS/CSR,0,1
Tripleurospermum inodorum,127613,25.9479873595745,25.6852975928149,48.3667150476106,26 : 26 : 48 %,R/CSR,0,1
Tripleurospermum maritimum,127614,32.0500390549535,26.049561978216,41.9003989668305,32 : 26 : 42 %,CSR,0,1
Triticum aestivum,127692,39.5493752308896,24.921916491615,35.5287082774955,40 : 25 : 36 %,CR/CSR,0,1
Trollius europaeus,127872,60.4311500118521,15.8827372722793,23.6861127158686,60 : 16 : 24 %,C/CSR,1,1
Typha latifolia,128077,85.2828895333819,11.899858212203,2.81725225441514,85 : 12 : 3 %,C,1,1
Ulex parviflorus,128127,11.333997204843,63.88171475387,24.784288041287,11 : 64 : 25 %,S/SR,0,1
Ulmus laevis,128171,42.8566113397315,17.5662295931762,39.5771590670923,43 : 18 : 40 %,CR/CSR,0,1
Urospermum picroides,128256,28.3458147884317,0,71.6541852115683,28 : 0 : 72 %,R/CR,0,1
Valeriana tripteris,128445,36.0526759491308,0,63.9473240508692,36 : 0 : 64 %,R/CR,0,1
Vallisneria spiralis,128504,39.1798372327097,0,60.8201627672903,39 : 0 : 61 %,CR,0,1
Veratrum album,128520,76.5417511992495,6.14404703053116,17.3142017702193,77 : 6 : 17 %,C/CR,1,1
Verbascum lychnitis,128602,73.2082358679602,9.90854040658719,16.8832237254526,73 : 10 : 17 %,C/CR,0,1
Verbascum thapsus,128660,61.0680824753063,26.6709932864264,12.2609242382673,61 : 27 : 12 %,C/CSR,1,1
Veronica agrestis,128786,7.42175284220249,0,92.5782471577975,7 : 0 : 93 %,R,0,1
Veronica catenata,128829,21.1187118077206,0,78.8812881922794,21 : 0 : 79 %,R/CR,0,1
Veronica peregrina,128954,3.42179380077516,0,96.5782061992248,3 : 0 : 97 %,R,0,1
Veronica persica,128956,17.1338364430636,0,82.8661635569364,17 : 0 : 83 %,R/CR,0,1
Veronica triloba,1003758,5.87338552892271,0,94.1266144710773,6 : 0 : 94 %,R,0,1
Veronica triphyllos,129032,4.07430826877212,0,95.9256917312279,4 : 0 : 96 %,R,0,1
Viburnum opulus,129087,34.3396929854783,45.2371094940703,20.4231975204513,34 : 45 : 20 %,CS/CSR,1,1
Vicia angustifolia,129109,5.32708848134655,17.7341084961003,76.9388030225531,5 : 18 : 77 %,R/SR,0,1
Vicia cracca,129147,17.1252938382705,42.8047825096211,40.0699236521085,17 : 43 : 40 %,SR/CSR,0,1
Vicia narbonensis,129252,41.9780390692536,21.0594358261199,36.9625251046265,42 : 21 : 37 %,CR/CSR,0,1
Vicia pisiformis,129275,24.7760872701612,55.4955912695731,19.7283214602657,25 : 55 : 20 %,S/CSR,0,1
Vincetoxicum hirundinaria,129477,38.4955227063158,7.03437511558911,54.4701021780951,38 : 7 : 54 %,CR,1,1
Viola calcarata,129527,5.19062614025115,29.448600741764,65.3607731179849,5 : 29 : 65 %,R/SR,1,1
Viola hirta,129586,40.5702022322683,26.8417547100069,32.5880430577248,41 : 27 : 33 %,CSR,0,1
Viola lutea,129614,16.458184413385,12.1615156376353,71.3802999489796,16 : 12 : 71 %,R/CR,1,1
Viola riviniana,129669,22.9089340501837,24.710227211733,52.3808387380833,23 : 25 : 52 %,R/CSR,0,1
Vitis vulpina,129969,69.9423790673845,9.18890228414228,20.8687186484732,70 : 9 : 21 %,C/CR,0,1
Vulpia bromoides,129997,4.6902908525124,57.9827465217259,37.3269626257617,5 : 58 : 37 %,SR,0,1
Xeranthemum cylindraceum,130515,18.3367000468038,12.4177817813388,69.2455181718574,18 : 12 : 69 %,R/CR,0,1
Zea mays,130621,75.8265376681406,12.1402559345212,12.0332063973381,76 : 12 : 12 %,C/CS,0,1
Zygophyllum fabago,130691,6.77583802720545,93.2241619727946,0,7 : 93 : 0 %,S,0,1
Acacia dealbata,79691,42.0816440937926,50.8718322808795,7.04652362532786,42 : 51 : 7 %,CS,1,0
Acer negundo,79766,46.4769798424572,30.3509881036599,23.1720320538829,46 : 30 : 23 %,C/CSR,1,0
Achillea erba-rotta,79887,6.96209943500773,56.1987899280481,36.8391106369442,7 : 56 : 37 %,SR,1,0
Achillea millefolium,79908,24.6756260854414,43.3839734442851,31.9404004702734,25 : 43 : 32 %,SR/CSR,1,0
Achillea ptarmica,79921,16.0363997813018,17.3762804047578,66.5873198139404,16 : 17 : 67 %,R/SR,1,0
Aconitum lycoctonum,80034,61.6997905654579,0,38.3002094345421,62 : 0 : 38 %,CR,1,0
Aconitum napellus,80037,59.1074684071781,5.30199655860306,35.5905350342189,59 : 5 : 36 %,CR,1,0
Aconitum variegatum,80066,56.557510530667,4.80631181120852,38.6361776581244,57 : 5 : 39 %,CR,1,0
Acorus calamus,80086,53.4698195033871,14.275151715242,32.2550287813709,53 : 14 : 32 %,C/CSR,1,0
Actaea spicata,80137,59.3097007759459,6.36612424179401,34.3241749822601,59 : 6 : 34 %,CR,1,0
Adonis vernalis,80240,18.5306531980746,55.9908937531391,25.4784530487864,19 : 56 : 25 %,S/CSR,1,0
Aethusa cynapium,80358,46.1708508025957,8.99779744229099,44.8313517551133,46 : 9 : 45 %,CR,1,0
Agrimonia procera,80417,54.3993968796962,29.6910253558606,15.9095777644432,54 : 30 : 16 %,C/CSR,1,0
Ailanthus altissima,80824,71.184374431266,9.30548431982583,19.5101412489081,71 : 9 : 20 %,C/CR,1,0
Ajuga genevensis,80980,24.9146086760404,0,75.0853913239595,25 : 0 : 75 %,R/CR,1,0
Ajuga pyramidalis,80988,23.9514936833369,49.1324029862711,26.916103330392,24 : 49 : 27 %,S/CSR,1,0
Ajuga reptans,80990,42.391799062932,3.28007341100222,54.3281275260658,42 : 3 : 54 %,CR,1,0
Alchemilla alpina,81033,14.3336332527255,69.5513875851398,16.1149791621347,14 : 70 : 16 %,S/SR,1,0
Alliaria petiolata,81295,45.8463526704575,0,54.1536473295425,46 : 0 : 54 %,CR,1,0
Allium schoenoprasum,81508,8.68208374858648,91.2599990398009,0.057917211612589,9 : 91 : 0 %,S,1,0
Allium victorialis,81543,64.7481983151208,0,35.2518016848792,65 : 0 : 35 %,C/CR,1,0
Alnus alnobetula,81563,39.5906347820812,40.4012855195526,20.0080796983662,40 : 40 : 20 %,CS/CSR,1,0
Alnus glutinosa,81569,39.2518658811658,46.3868671409691,14.3612669778651,39 : 46 : 14 %,CS/CSR,1,0
Althaea officinalis,81856,52.5680817526446,32.3912403153647,15.0406779319906,53 : 32 : 15 %,C/CSR,1,0
Amaranthus retroflexus,82018,48.7967175350664,21.0694387629778,30.1338437019559,49 : 21 : 30 %,C/CSR,1,0
Ambrosia artemisiifolia,82080,31.3050013886254,32.8634048234272,35.8315937879473,31 : 33 : 36 %,CSR,1,0
Ammi majus,82130,48.6870926150993,0,51.3129073849007,49 : 0 : 51 %,CR,1,0
Anchusa officinalis,82391,10.389809540386,81.8569997388124,7.75319072080153,10 : 82 : 8 %,S,1,0
Anemone nemorosa,82637,37.1818578349508,19.3791921535413,43.4389500115078,37 : 19 : 43 %,CR/CSR,1,0
Anemone ranunculoides,82656,32.5414795873539,9.7406447990714,57.7178756135747,33 : 10 : 58 %,R/CSR,1,0
Angelica sylvestris,82738,74.8262653341989,10.5077802857087,14.6659543800924,75 : 11 : 15 %,C/CR,1,0
Antennaria dioica,82796,3.76798689757225,53.4978009170539,42.7342121853739,4 : 53 : 43 %,SR,1,0
Anthriscus sylvestris,82952,45.3452476613349,20.3369586275111,34.317793711154,45 : 20 : 34 %,CR/CSR,1,0
Anthyllis vulneraria,82999,45.2041286584976,1.64188539220811,53.1539859492943,45 : 2 : 53 %,CR,1,0
Antirrhinum majus,83058,39.919904873951,0,60.080095126049,40 : 0 : 60 %,CR,1,0
Apium graveolens,83195,73.1219820392819,0,26.8780179607181,73 : 0 : 27 %,C/CR,1,0
Aquilegia vulgaris,83267,43.4746539085663,27.1860291533307,29.339316938103,43 : 27 : 29 %,CSR,1,0
Arbutus unedo,83481,45.8311682715787,54.1688317284213,0,46 : 54 : 0 %,CS,1,0
Arctium lappa,83499,76.3298034941268,7.55312878768773,16.1170677181855,76 : 8 : 16 %,C/CR,1,0
Arenaria serpyllifolia,83653,0,69.2499826862839,30.7500173137161,0 : 69 : 31 %,S/SR,1,0
Argentina anserina,83714,33.6229889661498,42.9900488774728,23.3869621563774,34 : 43 : 23 %,CS/CSR,1,0
Aristolochia clematitis,83777,42.5364145887188,23.7671884527195,33.6963969585618,43 : 24 : 34 %,CR/CSR,1,0
Armoracia rusticana,83866,87.1869098273709,3.19022420795529,9.62286596467385,87 : 3 : 10 %,C,1,0
Arrhenatherum elatius,83912,24.0171061982718,39.2562603426461,36.7266334590821,24 : 39 : 37 %,SR/CSR,1,0
Artemisia absinthium,83933,32.2617969741628,23.2887970923082,44.449405933529,32 : 23 : 44 %,CR/CSR,1,0
Artemisia annua,83938,20.0535036435093,24.1259867556193,55.8205096008715,20 : 24 : 56 %,R/CSR,1,0
Arum maculatum,84112,62.3757360580693,0,37.6242639419308,62 : 0 : 38 %,CR,1,0
Aruncus dioicus,84135,71.8620229530632,4.86983783720111,23.2681392097357,72 : 5 : 23 %,C/CR,1,0
Arundo donax,84173,56.3992318760521,37.9805543379931,5.62021378595472,56 : 38 : 6 %,CS,1,0
Asarum europaeum,84230,51.9845693683637,0,48.0154306316363,52 : 0 : 48 %,CR,1,0
Asparagus officinalis,84279,0,91.210132192407,8.78986780759301,0 : 91 : 9 %,S,1,0
Asperula cynanchica,84306,0,74.3772236107461,25.6227763892539,0 : 74 : 26 %,S/SR,1,0
Asperula tinctoria,84330,0,49.4310337476743,50.5689662523257,0 : 49 : 51 %,SR,1,0
Astrantia major,84936,61.6460579297991,1.20830951035501,37.1456325598459,62 : 1 : 37 %,CR,1,0
Ballota nigra,85502,17.8364248341581,51.7883913467752,30.3751838190667,18 : 52 : 30 %,S/CSR,1,0
Barbarea vulgaris,761965,48.5759624763177,0,51.4240375236823,49 : 0 : 51 %,CR,1,0
Beta vulgaris,85820,78.1160036325416,0,21.8839963674584,78 : 0 : 22 %,C/CR,1,0
Betula pendula,85903,25.0396043418746,57.0940864709609,17.8663091871645,25 : 57 : 18 %,S/CSR,1,0
Betula pubescens,85904,25.7554052289119,45.5597623224393,28.6848324486487,26 : 46 : 29 %,S/CSR,1,0
Blitum bonus-henricus,994837,50.1799771956077,6.94704758909285,42.8729752152995,50 : 7 : 43 %,CR,1,0
Buglossoides arvensis,86890,14.1970471595781,54.4223107351741,31.3806421052478,14 : 54 : 31 %,S/CSR,1,0
Bupleurum falcatum,87044,21.0011680740821,51.7247456509661,27.2740862749518,21 : 52 : 27 %,S/CSR,1,0
Buxus sempervirens,87143,7.83701297079034,92.1629870292097,0,8 : 92 : 0 %,S,1,0
Calendula arvensis,87420,35.075031208353,0,64.924968791647,35 : 0 : 65 %,R/CR,1,0
Calluna vulgaris,87501,0,85.8763191776163,14.1236808223837,0 : 86 : 14 %,S,1,0
Caltha palustris,87540,63.877501997774,0,36.122498002226,64 : 0 : 36 %,C/CR,1,0
Campanula rapunculus,87712,25.8758055336673,0,74.1241944663327,26 : 0 : 74 %,R/CR,1,0
Carlina acaulis,89147,61.081002730059,26.4036659408117,12.5153313291293,61 : 26 : 13 %,C/CSR,1,0
Carlina vulgaris,89180,40.6037030310584,0,59.3962969689416,41 : 0 : 59 %,CR,1,0
Carpinus betulus,89200,36.7472840454581,36.0378551208914,27.2148608336505,37 : 36 : 27 %,CSR,1,0
Carthamus lanatus,89232,12.7544787451335,85.5989174693101,1.64660378555639,13 : 86 : 2 %,S,1,0
Carum carvi,89250,30.5519430240404,42.9155182241676,26.5325387517919,31 : 43 : 27 %,CSR,1,0
Castanea sativa,89304,47.7259005226243,43.8546280957308,8.41947138164492,48 : 44 : 8 %,CS,1,0
Centaurea benedicta,89531,46.9800042160876,0,53.0199957839124,47 : 0 : 53 %,CR,1,0
Centaurea nigra,89653,33.615578124576,37.0303236406494,29.3540982347747,34 : 37 : 29 %,CSR,1,0
Centaurium erythraea,89840,18.0058766734855,31.7175840947026,50.2765392318119,18 : 32 : 50 %,R/CSR,1,0
Cercis siliquastrum,90234,44.7622650461694,41.4960865834678,13.7416483703627,45 : 41 : 14 %,CS/CSR,1,0
Chelidonium majus,90669,46.3387413194046,12.6278991053212,41.0333595752741,46 : 13 : 41 %,CR/CSR,1,0
Chenopodium album,90681,24.9005040297625,0,75.0994959702375,25 : 0 : 75 %,R/CR,1,0
Chenopodium vulvaria,90836,18.9162350570275,8.94621614626592,72.1375487967065,19 : 9 : 72 %,R/CR,1,0
Chondrilla juncea,90954,23.4929703981457,44.0541159486739,32.4529136531804,23 : 44 : 32 %,SR/CSR,1,0
Cicuta virosa,91199,78.4990488907983,0,21.5009511092017,78 : 0 : 22 %,C/CR,1,0
Cirsium spinosissimum,91410,28.6548672176611,71.3451327823389,0,29 : 71 : 0 %,S/CS,1,0
Clematis recta,91880,51.6725449168798,15.7380784114428,32.5893766716774,52 : 16 : 33 %,C/CSR,1,0
Clinopodium vulgare,91912,16.9206367432876,43.8951706068825,39.1841926498299,17 : 44 : 39 %,SR/CSR,1,0
Cochlearia officinalis,92052,33.3803664544715,0,66.6196335455285,33 : 0 : 67 %,R/CR,1,0
Colchicum autumnale,92127,57.7850947260443,0,42.2149052739557,58 : 0 : 42 %,CR,1,0
Conium maculatum,92237,75.8974728961633,6.23200512114536,17.8705219826913,76 : 6 : 18 %,C/CR,1,0
Coriaria myrtifolia,92467,31.2045721240267,53.9464847732141,14.8489431027592,31 : 54 : 15 %,S/CSR,1,0
Cornus mas,92497,24.2812355796338,38.6855252158101,37.0332392045561,24 : 39 : 37 %,SR/CSR,1,0
Cotinus coggygria,92631,29.9921768358848,55.5357029589333,14.472120205182,30 : 56 : 14 %,S/CSR,1,0
Crataegus laevigata,92864,25.6413589016537,55.5973027129903,18.761338385356,26 : 56 : 19 %,S/CSR,1,0
Crataegus monogyna,92876,15.7127296433796,71.4837418474813,12.8035285091391,16 : 71 : 13 %,S/CS,1,0
Crepis foetida,93045,29.1139210262042,27.4028843862209,43.483194587575,29 : 27 : 43 %,CSR,1,0
Crepis vesicaria,93157,48.373482290003,0,51.626517709997,48 : 0 : 52 %,CR,1,0
Cruciata laevipes,93308,5.94834507612584,45.5126435430257,48.5390113808484,6 : 46 : 49 %,SR,1,0
Cyanus montanus,93673,53.9475559293665,4.7245024025912,41.3279416680423,54 : 5 : 41 %,CR,1,0
Cyclamen purpurascens,93708,40.5819588518981,0,59.4180411481019,41 : 0 : 59 %,CR,1,0
Cynodon dactylon,93803,6.74881169975063,62.4487241055526,30.8024641946968,7 : 62 : 31 %,S/SR,1,0
Cynoglossum officinale,93840,70.4789277844882,0,29.5210722155118,70 : 0 : 30 %,C/CR,1,0
Cyperus longus,93967,30.3231750401606,32.914707853139,36.7621171067004,30 : 33 : 37 %,CSR,1,0
Dactylis glomerata,94207,29.3124848370648,36.2094499585749,34.4780652043603,29 : 36 : 34 %,CSR,1,0
Daphne gnidium,94427,8.89564502024082,56.6647794984314,34.4395754813278,9 : 57 : 34 %,SR,1,0
Daphne laureola,94432,31.6239843631306,36.688491390211,31.6875242466584,32 : 37 : 32 %,CSR,1,0
Delphinium consolida,94572,19.8827948560668,9.71436801455549,70.4028371293777,20 : 10 : 70 %,R/CR,1,0
Deschampsia cespitosa,94626,13.6284102504245,64.5337339813188,21.8378557682567,14 : 65 : 22 %,S/SR,1,0
Descurainia sophia,94645,23.4627451542073,20.870983246731,55.6662715990618,23 : 21 : 56 %,R/CSR,1,0
Dictamnus albus,94923,55.1939840090115,28.8831178034407,15.9228981875479,55 : 29 : 16 %,C/CSR,1,0
Digitalis lutea,94945,52.6563715770793,15.684024811675,31.6596036112458,53 : 16 : 32 %,C/CSR,1,0
Digitalis purpurea,94959,68.0418759455303,9.11763471285272,22.840489341617,68 : 9 : 23 %,C/CR,1,0
Dioscorea communis,611652,58.9934507981153,0,41.0065492018848,59 : 0 : 41 %,CR,1,0
Diplotaxis tenuifolia,95136,53.820982774539,0,46.1790172254611,54 : 0 : 46 %,CR,1,0
Drosera rotundifolia,95442,4.34549811957202,0,95.654501880428,4 : 0 : 96 %,R,1,0
Dryas octopetala,95461,5.29044439534707,88.4143063150554,6.2952492895976,5 : 88 : 6 %,S,1,0
Echium vulgare,95793,53.0582701610356,23.5779516860418,23.3637781529225,53 : 24 : 23 %,C/CSR,1,0
Epilobium hirsutum,96180,36.1751351446425,18.6525407296671,45.1723241256904,36 : 19 : 45 %,CR/CSR,1,0
Epilobium montanum,96208,34.6573734843614,25.6872512791452,39.6553752364933,35 : 26 : 40 %,CSR,1,0
Epilobium palustre,96226,27.2603751736401,0,72.7396248263599,27 : 0 : 73 %,R/CR,1,0
Epilobium parviflorum,96229,34.944067060292,0,65.0559329397079,35 : 0 : 65 %,R/CR,1,0
Epilobium tetragonum,96271,19.1094379027631,32.9263450707552,47.9642170264818,19 : 33 : 48 %,SR/CSR,1,0
Erica carnea,96664,0,99.9486003578268,0.0513996421732568,0 : 100 : 0 %,S,1,0
Erica cinerea,96667,0,94.1838498214568,5.81615017854321,0 : 94 : 6 %,S,1,0
Erica scoparia,96691,0,100,0,0 : 100 : 0 %,S,1,0
Eupatorium cannabinum,97434,47.5784592081718,18.183964314055,34.2375764777733,48 : 18 : 34 %,CR/CSR,1,0
Euphorbia cyparissias,97490,8.19718206674365,59.0151438523999,32.7876740808564,8 : 59 : 33 %,S/SR,1,0
Euphorbia helioscopia,97537,20.9935539489104,7.2631895127917,71.7432565382979,21 : 7 : 72 %,R/CR,1,0
Euphorbia lathyris,97556,44.5563545543646,4.44024522200922,51.0034002236262,45 : 4 : 51 %,CR,1,0
Fagus sylvatica,97947,22.8581477342392,50.7087103377462,26.4331419280146,23 : 51 : 26 %,S/CSR,1,0
Filipendula ulmaria,98717,51.8418035039884,30.5310256968457,17.6271707991659,52 : 31 : 18 %,C/CSR,1,0
Filipendula vulgaris,98718,29.8093047849988,39.8625348314124,30.3281603835888,30 : 40 : 30 %,CSR,1,0
Foeniculum vulgare,98756,73.0142432436612,26.9857567563388,0,73 : 27 : 0 %,C/CS,1,0
Fragaria vesca,98865,31.1435421376104,36.3309987589232,32.5254591034664,31 : 36 : 33 %,CSR,1,0
Frangula alnus,98887,27.1399616985232,41.3638127822556,31.4962255192211,27 : 41 : 31 %,CSR,1,0
Fraxinus angustifolia,98910,46.3884966545261,41.5729768643547,12.0385264811192,46 : 42 : 12 %,CS/CSR,1,0
Fraxinus excelsior,98921,59.0952845746226,33.9928224312904,6.91189299408702,59 : 34 : 7 %,C/CS,1,0
