"LB_NOM","CD_REF","CD_TYPE_STATUT","LB_TYPE_STATUT","REGROUPEMENT_TYPE","CODE_STATUT","LB_ADM_TR","NIVEAU_ADMIN","FULL_CITATION","DOC_URL","harvested"
"Huperzia selago",103034,"PR","Protection régionale","Protection","RV41","Lorraine","Ancienne région","Arrêté interministériel du 3 janvier 1994 relatif à la liste des espèces végétales protégées en région Lorraine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430004A","not harvested"
"Huperzia selago",103034,"PR","Protection régionale","Protection","RV26","Bourgogne","Ancienne région","Arrêté interministériel du 27 mars 1992 relatif à la liste des espèces végétales protégées en région Bourgogne complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250096A","not harvested"
"Huperzia selago",103034,"PR","Protection régionale","Protection","RV25","Basse-Normandie","Ancienne région","Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A","not harvested"
"Huperzia selago",103034,"PR","Protection régionale","Protection","RV74","Limousin","Ancienne région","Arrêté interministériel du 1er septembre 1989 relatif à la liste des espèces végétales protégées en région Limousin complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000690918/","not harvested"
"Huperzia selago",103034,"PD","Protection départementale","Protection","DV81","Tarn","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Huperzia selago",103034,"PD","Protection départementale","Protection","DV12","Aveyron","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Huperzia selago",103034,"PD","Protection départementale","Protection","DV42","Loire","Département","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Hyacinthoides italica",103056,"PR","Protection régionale","Protection","RV91","Languedoc-Roussillon","Ancienne région","Arrêté interministériel du 29 octobre 1997 relatif à la liste des espèces végétales protégées en région Languedoc-Roussillon","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN9760338A","not harvested"
"Hyacinthoides italica",103056,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","DV47","Lot-et-Garonne","Département","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","V18P1","Cher","Département","Arrêté préfectoral du 22 novembre 1990 fixant la liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Cher","https://inpn.mnhn.fr/docs-web/docs/download/648","harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","PV382","Isère","Département","Arrêté préfectoral n° 2010-06151 du 22 octobre 2010 pour la protection des espèces végétales sauvages et champignons dans le département de l'Isère","https://inpn.mnhn.fr/docs-web/docs/download/3601","harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","DV24","Dordogne","Département","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","DV33","Gironde","Département","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","harvested"
"Hyacinthoides non-scripta",103057,"PD","Protection départementale","Protection","DV19","Corrèze","Département","Arrêté interministériel du 1er septembre 1989 relatif à la liste des espèces végétales protégées en région Limousin complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000690918/","harvested"
"Hydrocharis morsus-ranae",103120,"PR","Protection régionale","Protection","RV42","Alsace","Ancienne région","Arrêté interministériel du 28 juin 1993 relatif à la liste des espèces végétales protégées en région Alsace complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9320251A","not harvested"
"Hydrocharis morsus-ranae",103120,"PR","Protection régionale","Protection","RV93","Provence-Alpes-Côte-d'Azur","Région","Arrêté interministériel du 9 mai 1994 relatif à la liste des espèces végétales protégées en région Provence-Alpes-Côte-d'Azur","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430087A","not harvested"
"Hydrocharis morsus-ranae",103120,"PR","Protection régionale","Protection","RV73","Midi-Pyrénées","Ancienne région","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hydrocharis morsus-ranae",103120,"PR","Protection régionale","Protection","RV74","Limousin","Ancienne région","Arrêté interministériel du 1er septembre 1989 relatif à la liste des espèces végétales protégées en région Limousin complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000690918/","not harvested"
"Hydrocharis morsus-ranae",103120,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Hydrocotyle vulgaris",103142,"PR","Protection régionale","Protection","RV43","Franche-Comté","Ancienne région","Arrêté interministériel du 22 juin 1992 relatif à la liste des espèces végétales protégées en région Franche-Comté complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250168A","not harvested"
"Hydrocotyle vulgaris",103142,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Hydrocotyle vulgaris",103142,"PD","Protection départementale","Protection","DV31","Haute-Garonne","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hydrocotyle vulgaris",103142,"PD","Protection départementale","Protection","DV65","Hautes-Pyrénées","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hydrocotyle vulgaris",103142,"PD","Protection départementale","Protection","DV32","Gers","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hydrocotyle vulgaris",103142,"PD","Protection départementale","Protection","DV09","Ariège","Département","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hymenophyllum tunbrigense",103173,"PN","Protection nationale","Protection","NV1","France métropolitaine","Territoire","Arrêté interministériel du 20 janvier 1982 relatif à la liste des espèces végétales protégées sur l'ensemble du territoire, modifié par les arrêtés du 15 septembre 1982 (JORF du 14 décembre 1982, p. 11147), du 31 août 1995 (JORF du 17 octobre 1995, pp. 15099-15101), du 14 décembre 2006 (JORF du 24 février 2007, p. 62) et du 23 mai 2013 (JORF du 7 juin 2013, texte 24)","http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000865328&fastPos=1&fastReqId=1607863946&categorieLien=cid&oldAction=rechTexte","not harvested"
"Hymenophyllum wilsonii",103175,"PN","Protection nationale","Protection","NV1","France métropolitaine","Territoire","Arrêté interministériel du 20 janvier 1982 relatif à la liste des espèces végétales protégées sur l'ensemble du territoire, modifié par les arrêtés du 15 septembre 1982 (JORF du 14 décembre 1982, p. 11147), du 31 août 1995 (JORF du 17 octobre 1995, pp. 15099-15101), du 14 décembre 2006 (JORF du 24 février 2007, p. 62) et du 23 mai 2013 (JORF du 7 juin 2013, texte 24)","http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000865328&fastPos=1&fastReqId=1607863946&categorieLien=cid&oldAction=rechTexte","not harvested"
"Hyoseris scabra",103207,"PR","Protection régionale","Protection","RV93","Provence-Alpes-Côte-d'Azur","Région","Arrêté interministériel du 9 mai 1994 relatif à la liste des espèces végétales protégées en région Provence-Alpes-Côte-d'Azur","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430087A","not harvested"
"Hypecoum procumbens",103235,"PR","Protection régionale","Protection","RV91","Languedoc-Roussillon","Ancienne région","Arrêté interministériel du 29 octobre 1997 relatif à la liste des espèces végétales protégées en région Languedoc-Roussillon","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN9760338A","not harvested"
"Hypericum androsaemum",103245,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","harvested"
"Hypericum androsaemum",103245,"PD","Protection départementale","Protection","DV87","Haute-Vienne","Département","Arrêté interministériel du 1er septembre 1989 relatif à la liste des espèces végétales protégées en région Limousin complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000690918/","harvested"
"Hypericum elodes",103272,"PR","Protection régionale","Protection","RV41","Lorraine","Ancienne région","Arrêté interministériel du 3 janvier 1994 relatif à la liste des espèces végétales protégées en région Lorraine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430004A","not harvested"
"Hypericum elodes",103272,"PR","Protection régionale","Protection","RV73","Midi-Pyrénées","Ancienne région","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Hypericum elodes",103272,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","not harvested"
"Hypericum elodes",103272,"PR","Protection régionale","Protection","RV22","Picardie","Ancienne région","Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000872926/","not harvested"
"Hypericum elodes",103272,"PR","Protection régionale","Protection","RV26","Bourgogne","Ancienne région","Arrêté interministériel du 27 mars 1992 relatif à la liste des espèces végétales protégées en région Bourgogne complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250096A","not harvested"
"Hypericum linariifolium",103292,"PR","Protection régionale","Protection","RV72","Aquitaine","Ancienne région","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","not harvested"
"Hypericum linariifolium",103292,"PR","Protection régionale","Protection","RV54","Poitou-Charentes","Ancienne région","Arrêté interministériel du 19 avril 1988 relatif à la liste des espèces végétales protégées en région Poitou-Charentes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000663820/","not harvested"
"Hypericum linariifolium",103292,"PR","Protection régionale","Protection","RV21","Champagne-Ardenne","Ancienne région","Arrêté interministériel du 8 février 1988 relatif à la liste des espèces végétales protégées en région Champagne-Ardenne complétant la liste nationale","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000847021","not harvested"
"Hypericum linariifolium",103292,"PR","Protection régionale","Protection","RV74","Limousin","Ancienne région","Arrêté interministériel du 1er septembre 1989 relatif à la liste des espèces végétales protégées en région Limousin complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000690918/","not harvested"
"Hypericum montanum",103301,"PR","Protection régionale","Protection","RV72","Aquitaine","Ancienne région","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","not harvested"
"Hypericum montanum",103301,"PR","Protection régionale","Protection","RV25","Basse-Normandie","Ancienne région","Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A","not harvested"
"Hypericum richeri",103324,"PR","Protection régionale","Protection","RV43","Franche-Comté","Ancienne région","Arrêté interministériel du 22 juin 1992 relatif à la liste des espèces végétales protégées en région Franche-Comté complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250168A","not harvested"
"Hypericum richeri",103324,"PR","Protection régionale","Protection","RV83","Auvergne","Ancienne région","Arrêté interministériel du 30 mars 1990 relatif à la liste des espèces végétales protégées en région Auvergne complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRME9061196A","not harvested"
"Hypochaeris maculata",103369,"PR","Protection régionale","Protection","RV54","Poitou-Charentes","Ancienne région","Arrêté interministériel du 19 avril 1988 relatif à la liste des espèces végétales protégées en région Poitou-Charentes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000663820/","not harvested"
"Hypochaeris maculata",103369,"PR","Protection régionale","Protection","RV42","Alsace","Ancienne région","Arrêté interministériel du 28 juin 1993 relatif à la liste des espèces végétales protégées en région Alsace complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9320251A","not harvested"
"Hypochaeris maculata",103369,"PR","Protection régionale","Protection","RV41","Lorraine","Ancienne région","Arrêté interministériel du 3 janvier 1994 relatif à la liste des espèces végétales protégées en région Lorraine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430004A","not harvested"
"Hypochaeris maculata",103369,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","not harvested"
"Hyssopus officinalis",103406,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","harvested"
"Hyssopus officinalis",103406,"PR","Protection régionale","Protection","RV54","Poitou-Charentes","Ancienne région","Arrêté interministériel du 19 avril 1988 relatif à la liste des espèces végétales protégées en région Poitou-Charentes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000663820/","harvested"
"Iberis amara",103415,"PR","Protection régionale","Protection","RV72","Aquitaine","Ancienne région","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","not harvested"
"Iberis bernardiana",103423,"PR","Protection régionale","Protection","RV73","Midi-Pyrénées","Ancienne région","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Iberis bernardiana",103423,"PR","Protection régionale","Protection","RV72","Aquitaine","Ancienne région","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","not harvested"
"Iberis carnosa",103431,"PR","Protection régionale","Protection","RV72","Aquitaine","Ancienne région","Arrêté interministériel du 8 mars 2002 relatif à la liste des espèces végétales protégées en région Aquitaine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN0210069A","not harvested"
"Iberis carnosa",103431,"PR","Protection régionale","Protection","RV73","Midi-Pyrénées","Ancienne région","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Iberis intermedia",103456,"PR","Protection régionale","Protection","RV23","Haute-Normandie","Ancienne région","Arrêté interministériel du 3 avril 1990 relatif à la liste des espèces végétales protégées en région Haute-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRME9061200A","not harvested"
"Iberis intermedia",103456,"PR","Protection régionale","Protection","RV43","Franche-Comté","Ancienne région","Arrêté interministériel du 22 juin 1992 relatif à la liste des espèces végétales protégées en région Franche-Comté complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250168A","not harvested"
"Iberis intermedia",103456,"PR","Protection régionale","Protection","RV21","Champagne-Ardenne","Ancienne région","Arrêté interministériel du 8 février 1988 relatif à la liste des espèces végétales protégées en région Champagne-Ardenne complétant la liste nationale","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000847021","not harvested"
"Iberis intermedia",103456,"PR","Protection régionale","Protection","RV26","Bourgogne","Ancienne région","Arrêté interministériel du 27 mars 1992 relatif à la liste des espèces végétales protégées en région Bourgogne complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250096A","not harvested"
"Iberis linifolia",103461,"PR","Protection régionale","Protection","RV93","Provence-Alpes-Côte-d'Azur","Région","Arrêté interministériel du 9 mai 1994 relatif à la liste des espèces végétales protégées en région Provence-Alpes-Côte-d'Azur","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430087A","not harvested"
"Iberis nana",103469,"PN","Protection nationale","Protection","NV1","France métropolitaine","Territoire","Arrêté interministériel du 20 janvier 1982 relatif à la liste des espèces végétales protégées sur l'ensemble du territoire, modifié par les arrêtés du 15 septembre 1982 (JORF du 14 décembre 1982, p. 11147), du 31 août 1995 (JORF du 17 octobre 1995, pp. 15099-15101), du 14 décembre 2006 (JORF du 24 février 2007, p. 62) et du 23 mai 2013 (JORF du 7 juin 2013, texte 24)","http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000865328&fastPos=1&fastReqId=1607863946&categorieLien=cid&oldAction=rechTexte","not harvested"
"Iberis saxatilis",103492,"PR","Protection régionale","Protection","RV73","Midi-Pyrénées","Ancienne région","Arrêté interministériel du 30 décembre 2004 relatif à la liste des espèces végétales protégées en région Midi-Pyrénées complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=DEVN0540057A","not harvested"
"Iberis saxatilis",103492,"PR","Protection régionale","Protection","RV43","Franche-Comté","Ancienne région","Arrêté interministériel du 22 juin 1992 relatif à la liste des espèces végétales protégées en région Franche-Comté complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250168A","not harvested"
"Iberis timeroyi",103501,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Illecebrum verticillatum",103536,"PR","Protection régionale","Protection","RV43","Franche-Comté","Ancienne région","Arrêté interministériel du 22 juin 1992 relatif à la liste des espèces végétales protégées en région Franche-Comté complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250168A","not harvested"
"Illecebrum verticillatum",103536,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Illecebrum verticillatum",103536,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","not harvested"
"Illecebrum verticillatum",103536,"PR","Protection régionale","Protection","RV25","Basse-Normandie","Ancienne région","Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A","not harvested"
"Impatiens noli-tangere",103553,"PR","Protection régionale","Protection","RV23","Haute-Normandie","Ancienne région","Arrêté interministériel du 3 avril 1990 relatif à la liste des espèces végétales protégées en région Haute-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRME9061200A","harvested"
"Impatiens noli-tangere",103553,"PR","Protection régionale","Protection","RV26","Bourgogne","Ancienne région","Arrêté interministériel du 27 mars 1992 relatif à la liste des espèces végétales protégées en région Bourgogne complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9250096A","harvested"
"Impatiens noli-tangere",103553,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","harvested"
"Impatiens noli-tangere",103553,"PR","Protection régionale","Protection","RV25","Basse-Normandie","Ancienne région","Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A","harvested"
"Imperata cylindrica",103562,"PR","Protection régionale","Protection","RV93","Provence-Alpes-Côte-d'Azur","Région","Arrêté interministériel du 9 mai 1994 relatif à la liste des espèces végétales protégées en région Provence-Alpes-Côte-d'Azur","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430087A","not harvested"
"Inula bifrons",103596,"PN","Protection nationale","Protection","NV1","France métropolitaine","Territoire","Arrêté interministériel du 20 janvier 1982 relatif à la liste des espèces végétales protégées sur l'ensemble du territoire, modifié par les arrêtés du 15 septembre 1982 (JORF du 14 décembre 1982, p. 11147), du 31 août 1995 (JORF du 17 octobre 1995, pp. 15099-15101), du 14 décembre 2006 (JORF du 24 février 2007, p. 62) et du 23 mai 2013 (JORF du 7 juin 2013, texte 24)","http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000865328&fastPos=1&fastReqId=1607863946&categorieLien=cid&oldAction=rechTexte","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV25","Basse-Normandie","Ancienne région","Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV41","Lorraine","Ancienne région","Arrêté interministériel du 3 janvier 1994 relatif à la liste des espèces végétales protégées en région Lorraine complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9430004A","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV52","Pays-de-la-Loire","Région","Arrêté interministériel du 25 janvier 1993 relatif à la liste des espèces végétales protégées en région Pays-de-la-Loire complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9320049A","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV42","Alsace","Ancienne région","Arrêté interministériel du 28 juin 1993 relatif à la liste des espèces végétales protégées en région Alsace complétant la liste nationale","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9320251A","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV11","Ile-de-France","Région","Arrêté interministériel du 11 mars 1991 relatif à la liste des espèces végétales protégées en région Île-de-France complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059591/","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV21","Champagne-Ardenne","Ancienne région","Arrêté interministériel du 8 février 1988 relatif à la liste des espèces végétales protégées en région Champagne-Ardenne complétant la liste nationale","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000847021","not harvested"
"Inula britannica",103598,"PR","Protection régionale","Protection","RV91","Languedoc-Roussillon","Ancienne région","Arrêté interministériel du 29 octobre 1997 relatif à la liste des espèces végétales protégées en région Languedoc-Roussillon","http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ATEN9760338A","not harvested"
"Inula helenioides",103626,"PN","Protection nationale","Protection","NV1","France métropolitaine","Territoire","Arrêté interministériel du 20 janvier 1982 relatif à la liste des espèces végétales protégées sur l'ensemble du territoire, modifié par les arrêtés du 15 septembre 1982 (JORF du 14 décembre 1982, p. 11147), du 31 août 1995 (JORF du 17 octobre 1995, pp. 15099-15101), du 14 décembre 2006 (JORF du 24 février 2007, p. 62) et du 23 mai 2013 (JORF du 7 juin 2013, texte 24)","http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000865328&fastPos=1&fastReqId=1607863946&categorieLien=cid&oldAction=rechTexte","not harvested"
"Inula helvetica",103628,"PR","Protection régionale","Protection","RV54","Poitou-Charentes","Ancienne région","Arrêté interministériel du 19 avril 1988 relatif à la liste des espèces végétales protégées en région Poitou-Charentes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000663820/","not harvested"
"Inula helvetica",103628,"PR","Protection régionale","Protection","RV82","Rhône-Alpes","Ancienne région","Arrêté interministériel du 4 décembre 1990 relatif à la liste des espèces végétales protégées en région Rhône-Alpes complétant la liste nationale","https://www.legifrance.gouv.fr/loda/id/LEGITEXT000006059516/","not harvested"
