"CD_REF","LB_NOM","FAMILLE","nombre_protections","nombre_reglementations","LRM","LRN","Provence-Alpes-Côte-d'Azur","Limousin","Centre","Poitou-Charentes","Franche-Comté","Aquitaine","Corse","Haute-Normandie","Basse-Normandie","Pays-de-la-Loire","Nord-Pas-de-Calais","Champagne-Ardenne","Picardie","Ile-de-France","Midi-Pyrénées","Auvergne","Bretagne","Bourgogne","Lorraine","Alsace","Rhône-Alpes","Hauts-de-France","harvested"
108103,"Mentha longifolia","Lamiaceae",0,0,"LC","LC",NA,"DD","DD","DD","LC","LC",NA,NA,NA,NA,NA,"LC","RE",NA,"LC","LC",NA,"LC","DD","LC","LC",NA,"harvested"
108138,"Mentha pulegium","Lamiaceae",1,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","EN","NT","LC","RE","NT","CR","EN","LC","LC","LC","LC","VU","VU","LC",NA,"harvested"
108145,"Mentha requienii","Lamiaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108168,"Mentha suaveolens","Lamiaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","NT","LC","LC","LC","LC","LC","LC","LC","LC",NA,"LC",NA,"harvested"
108345,"Menyanthes trifoliata","Menyanthaceae",6,0,"LC","LC",NA,"LC","CR","VU","LC","VU","NT","EN","LC","NT","VU","NT","NT","VU","LC","LC","LC","NT","LC","NT","LC",NA,"harvested"
108350,"Mercurialis ambigua","Euphorbiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108351,"Mercurialis annua","Euphorbiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
108354,"Mercurialis corsica","Euphorbiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108357,"Mercurialis huetii","Euphorbiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108361,"Mercurialis perennis","Euphorbiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
108367,"Mercurialis tomentosa","Euphorbiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108391,"Mesembryanthemum crystallinum","Aizoaceae",1,0,NA,"NT",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108399,"Mesembryanthemum nodiflorum","Aizoaceae",1,0,NA,"LC","VU",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108454,"Meum athamanticum","Apiaceae",1,0,NA,"LC",NA,"VU",NA,NA,"NT","LC",NA,NA,NA,NA,NA,"RE",NA,NA,"LC","LC",NA,NA,"LC","LC","LC",NA,"harvested"
108477,"Mibora minima","Poaceae",0,0,NA,"LC",NA,"VU","LC","LC",NA,"LC",NA,"NT","LC","LC","VU","CR","NT","LC","LC","NT","LC","NT",NA,NA,"LC",NA,"not harvested"
717309,"Micranthes clusii","Saxifragaceae",3,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108484,"Micranthes hieraciifolia","Saxifragaceae",1,1,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717310,"Micranthes stellaris","Saxifragaceae",1,0,NA,"LC",NA,NA,NA,NA,"VU","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,"not harvested"
108504,"Micromeria filiformis","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108505,"Micromeria graeca","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108507,"Micromeria marginata","Lamiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108519,"Micropyrum tenellum","Poaceae",2,0,NA,"LC",NA,"LC","NT","LC",NA,"LC","LC",NA,"LC","LC",NA,NA,NA,"EN","LC","LC","LC","LC","CR","VU","LC",NA,"not harvested"
108522,"Microthlaspi perfoliatum","Brassicaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC",NA,"LC","LC",NA,"LC",NA,NA,"LC","LC",NA,"LC","LC","LC","LC",NA,"not harvested"
108537,"Milium effusum","Poaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","NT","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
108543,"Milium montianum","Poaceae",0,0,NA,"NT",NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108558,"Milium vernale","Poaceae",1,0,NA,"NT",NA,NA,"CR","EN",NA,"NT",NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1000336,"Cherleria capillacea","Caryophyllaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1000392,"Facchinia cerastiifolia","Caryophyllaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
159926,"Minuartia glomerata","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
119753,"Sabulina tenuifolia","Caryophyllaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1000304,"Cherleria laricifolia","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
119748,"Sabulina mediterranea","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108606,"Minuartia montana","Caryophyllaceae",0,0,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108612,"Minuartia recurva","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","CR",NA,NA,NA,NA,"LC",NA,"not harvested"
108613,"Minuartia rostrata","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","EN",NA,"VU",NA,NA,"LC",NA,"not harvested"
619942,"Minuartia mucronata","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1000405,"Facchinia rupestris","Caryophyllaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
90863,"Cherleria sedoides","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108617,"Minuartia setacea","Caryophyllaceae",0,0,NA,"EN",NA,NA,"CR*","CR*",NA,NA,NA,NA,NA,NA,NA,NA,"RE","EN",NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
119754,"Sabulina verna","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
119755,"Sabulina villarsii","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
119756,"Sabulina viscosa","Caryophyllaceae",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108645,"Misopates orontium","Plantaginaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","NT","LC","LC","CR","LC","EN","VU","LC","LC","LC","LC","NT","EN","LC",NA,"not harvested"
717317,"Moehringia argenteria","Caryophyllaceae",0,0,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108680,"Moehringia ciliata","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
108684,"Moehringia lebrunii","Caryophyllaceae",1,1,NA,"VU","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108686,"Moehringia muscosa","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT","VU",NA,"RE",NA,"NT","LC",NA,"not harvested"
108689,"Moehringia pentandra","Caryophyllaceae",0,0,NA,"LC",NA,NA,NA,"NT",NA,"NT","LC",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"DD",NA,"not harvested"
108694,"Moehringia sedoides","Caryophyllaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108698,"Moehringia trinervia","Caryophyllaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
108703,"Moenchia erecta","Caryophyllaceae",1,0,NA,"LC",NA,"VU","VU","VU","RE","LC","LC","RE","NT","LC","EN","EN","RE","EN","VU","NT","LC","VU","RE","CR","NT",NA,"not harvested"
108714,"Molineriella minuta","Poaceae",1,0,NA,"LC","EN",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,"not harvested"
108717,"Molinia arundinacea","Poaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108718,"Molinia caerulea","Poaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
1012157,"Molopospermum peleponnesiacum","Apiaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108755,"Moneses uniflora","Ericaceae",4,0,NA,"LC",NA,NA,NA,NA,"DD",NA,"NT",NA,NA,NA,NA,NA,NA,NA,"LC","VU",NA,NA,"EN","RE","LC",NA,"not harvested"
762076,"Hypopitys monotropa","Ericaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108785,"Montia fontana","Montiaceae",1,0,"LC","LC",NA,"LC",NA,NA,"VU","LC",NA,"CR",NA,NA,"CR","DD","RE","EN","LC","LC",NA,"LC","NT","LC","LC",NA,"not harvested"
108802,"Moraea sisyrinchium","Iridaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108807,"Morisia monanthos","Brassicaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108863,"Murbeckiella pinnatifida","Brassicaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,"LC",NA,"not harvested"
982818,"Murbeckiella omissa","Brassicaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108867,"Muscari atlanticum","Asparagaceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
108869,"Muscari botryoides","Asparagaceae",5,0,NA,"LC",NA,NA,"DD",NA,"VU",NA,"DD",NA,NA,"VU",NA,"RE","RE",NA,"DD",NA,NA,"VU","VU","NT","VU",NA,"not harvested"
108874,"Muscari comosum","Asparagaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","VU","LC","LC","LC","LC","LC","LC","LC","EN","EN","LC",NA,"not harvested"
1026728,"Muscari matritense","Asparagaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,"not harvested"
108896,"Muscari motelayi","Asparagaceae",1,0,NA,"NT",NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108898,"Muscari neglectum","Asparagaceae",0,0,NA,"LC",NA,"NE","LC","LC","LC","LC","DD","NT","DD","LC",NA,"LC","NT","LC","LC","LC",NA,"LC","VU","LC","LC",NA,"not harvested"
610917,"Mutellina adonidifolia","Apiaceae",1,0,NA,"LC","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"LC",NA,"not harvested"
108918,"Mutellina corsica","Apiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
108948,"Myagrum perfoliatum","Brassicaceae",0,0,NA,NA,NA,"EN","DD","EN",NA,"VU",NA,NA,NA,"RE",NA,NA,NA,NA,"LC","EN",NA,"CR*",NA,NA,"NT",NA,"not harvested"
108987,"Myosotis alpestris","Boraginaceae",1,0,NA,"LC",NA,NA,NA,NA,"EN","LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC","LC",NA,NA,NA,"EN","LC",NA,"not harvested"
108996,"Myosotis arvensis","Boraginaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
109001,"Myosotis balbisiana","Boraginaceae",2,0,NA,"LC",NA,"NE",NA,"DD",NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,"NT","LC",NA,"CR",NA,NA,"LC",NA,"not harvested"
109011,"Myosotis congesta","Boraginaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109013,"Myosotis corsicana","Boraginaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,"NT","LC",NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,"not harvested"
109015,"Myosotis decumbens","Boraginaceae",0,0,NA,"LC",NA,NA,NA,NA,"LC","DD",NA,NA,NA,NA,NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,"LC",NA,"not harvested"
109019,"Myosotis discolor","Boraginaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","EN","VU","LC","LC","LC","DD","LC","NT","NT","LC",NA,"not harvested"
109020,"Myosotis dubia","Boraginaceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109042,"Myosotis laxa","Boraginaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","NT","LC","LC","LC","LC","NT","LC",NA,"not harvested"
717321,"Myosotis martini","Boraginaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109053,"Myosotis michaelae","Boraginaceae",0,0,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109057,"Myosotis minutiflora","Boraginaceae",1,0,NA,"LC","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,"not harvested"
109068,"Myosotis nemorosa","Boraginaceae",0,0,NA,"LC",NA,"LC",NA,"DD","LC","DD",NA,"DD","DD","DD","NT","NT","NT","DD","LC","LC","DD","NT","DD","LC","LC",NA,"not harvested"
109080,"Myosotis pusilla","Boraginaceae",1,0,NA,"LC","VU",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109084,"Myosotis ramosissima","Boraginaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
109091,"Myosotis scorpioides","Boraginaceae",0,0,NA,"LC",NA,"LC","DD","LC","LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","DD","LC","DD","LC","LC","LC","LC",NA,"not harvested"
109092,"Myosotis secunda","Boraginaceae",0,0,"LC","LC",NA,"DD",NA,"DD",NA,"DD",NA,NA,"LC","DD",NA,"RE",NA,NA,"DD","DD","LC","RE",NA,NA,"DD",NA,"not harvested"
109095,"Myosotis sicula","Boraginaceae",2,0,NA,"NT",NA,NA,NA,"DD",NA,"DD","LC",NA,NA,"NT",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,"CR",NA,"not harvested"
109096,"Myosotis soleirolii","Boraginaceae",1,1,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109099,"Myosotis speluncicola","Boraginaceae",1,1,NA,"EN","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109102,"Myosotis stricta","Boraginaceae",1,0,NA,"LC",NA,"DD","DD","EN","LC","DD",NA,"DD","CR*","CR","CR*","EN","RE","DD","DD","LC",NA,"VU","VU","VU","LC",NA,"not harvested"
109104,"Myosotis sylvatica","Boraginaceae",1,0,NA,"LC",NA,NA,NA,"LC",NA,"LC",NA,NA,"LC","LC","LC","VU","LC","LC","LC",NA,"LC","LC","LC","LC",NA,NA,"harvested"
124970,"Stellaria aquatica","Caryophyllaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harvested"
109126,"Myosurus minimus","Ranunculaceae",1,0,NA,"LC",NA,"RE","LC","NT","NT","CR",NA,"CR","EN","LC","CR","NT","VU","EN","CR","CR","EN","EN","NT","EN","EN",NA,"not harvested"
109130,"Myrica gale","Myricaceae",6,0,"LC","LC",NA,NA,"CR","NT",NA,"LC",NA,"VU","VU","LC","RE","EN",NA,"NT",NA,NA,"LC",NA,NA,NA,NA,NA,"harvested"
109135,"Myricaria germanica","Tamaricaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,"VU","VU",NA,"not harvested"
717322,"Myriolimon diffusum","Plumbaginaceae",1,1,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717323,"Myriolimon ferulaceum","Plumbaginaceae",0,0,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109139,"Myriophyllum alterniflorum","Haloragaceae",6,0,"LC","LC","RE","LC","EN","NT","VU","LC","LC","VU","NT","NT","EN","CR","EN","EN","DD","EN","LC","EN","NT","CR","VU",NA,"not harvested"
109150,"Myriophyllum spicatum","Haloragaceae",0,0,"LC","LC",NA,"DD","LC","LC","LC","LC","NT","LC","LC","LC","LC","LC","LC","LC","DD","LC","LC","LC","LC","LC","LC",NA,"not harvested"
109151,"Myriophyllum verticillatum","Haloragaceae",2,0,"LC","LC",NA,"VU","EN","NT","NT","LC",NA,"VU","NT","NT","NT","LC","NT","VU","LC","CR","VU","NT","NT","LC","LC",NA,"not harvested"
109161,"Myrrhis odorata","Apiaceae",0,0,NA,"LC",NA,"NE",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"harvested"
109186,"Myrtus communis","Myrtaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harvested"
109213,"Najas marina","Hydrocharitaceae",3,2,"LC","LC",NA,"VU","LC","LC","LC","LC","DD","LC","LC","LC","LC","LC","LC","LC","LC","NT","LC","LC","LC","NT","LC",NA,"not harvested"
109215,"Najas minor","Hydrocharitaceae",5,0,"LC","LC",NA,"VU","VU","EN","NT","VU","DD","RE","RE","NT",NA,"NT","RE","EN","VU","CR","NT","VU","VU","VU","NT",NA,"not harvested"
109224,"Nananthea perpusilla","Asteraceae",1,0,"VU","NT",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109234,"Narcissus assoanus","Amaryllidaceae",1,1,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
109239,"Narcissus bicolor","Amaryllidaceae",0,1,NA,"LC",NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
109252,"Narcissus dubius","Amaryllidaceae",0,1,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,"not harvested"
717325,"Narcissus gigas","Amaryllidaceae",0,1,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109262,"Narcissus jacetanus","Amaryllidaceae",0,1,NA,"DD",NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717326,"Narcissus obsoletus","Amaryllidaceae",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109291,"Narcissus poeticus","Amaryllidaceae",5,15,"LC","LC",NA,"EN","EN","VU","NT","NT",NA,NA,NA,NA,NA,"EN",NA,NA,"LC","LC",NA,"EN",NA,NA,"LC",NA,"harvested"
109297,"Narcissus pseudonarcissus","Amaryllidaceae",1,34,NA,"LC",NA,"LC","LC","NT","LC","LC",NA,"LC","LC","LC","LC","LC","NT","LC","LC","LC","LC","NT","LC","LC","LC",NA,"harvested"
109309,"Narcissus tazetta","Amaryllidaceae",1,4,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109313,"Narcissus triandrus","Amaryllidaceae",0,1,"LC","NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,"not harvested"
109346,"Narduroides salzmannii","Poaceae",0,0,"LC","NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109366,"Nardus stricta","Poaceae",2,0,NA,"LC",NA,"LC","LC","NT","LC","LC","LC","EN","NT","NT","VU","VU","EN","EN","LC","LC","LC","NT","LC","LC","LC",NA,"not harvested"
109372,"Narthecium ossifragum","Nartheciaceae",3,0,NA,"LC",NA,"LC",NA,"VU",NA,"NT",NA,NA,"NT","EN","RE",NA,NA,NA,"LC","LC","LC",NA,NA,NA,NA,NA,"not harvested"
109375,"Narthecium reverchonii","Nartheciaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109419,"Nasturtium microphyllum","Brassicaceae",0,0,NA,"DD",NA,"DD","DD","DD",NA,"DD",NA,"NT","LC","DD","NT","DD","NT","DD",NA,"NE","DD","CR","CR*","DD","DD",NA,"not harvested"
109422,"Nasturtium officinale","Brassicaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
109465,"Neatostema apulum","Boraginaceae",1,0,NA,"LC",NA,NA,NA,"CR",NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"not harvested"
109469,"Nectaroscilla hyacinthoides","Asparagaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
109496,"Neoschischkinia elegans","Poaceae",1,0,NA,"LC",NA,NA,NA,"NT",NA,"NT","DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717797,"Neoschischkinia pourretii","Poaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
