"CD_REF","LB_NOM","FAMILLE","nombre_protections","nombre_reglementations","LRM","LRN","Provence-Alpes-Côte-d'Azur","Limousin","Centre","Poitou-Charentes","Franche-Comté","Aquitaine","Corse","Haute-Normandie","Basse-Normandie","Pays-de-la-Loire","Nord-Pas-de-Calais","Champagne-Ardenne","Picardie","Ile-de-France","Midi-Pyrénées","Auvergne","Bretagne","Bourgogne","Lorraine","Alsace","Rhône-Alpes","Hauts-de-France","harvested"
92486,"Coristospermum ferulaceum","Apiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,"not harvested"
92487,"Coristospermum lucidum","Apiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
92497,"Cornus mas","Cornaceae",1,0,"LC","LC",NA,"LC","LC","LC","LC","LC",NA,"LC",NA,"DD","LC","LC","LC","LC","LC","EN",NA,"LC","LC","LC","LC",NA,"harvested"
92501,"Cornus sanguinea","Cornaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
92515,"Coronilla coronata","Fabaceae",3,0,NA,"LC",NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,"VU",NA,NA,"VU",NA,"not harvested"
92521,"Coronilla glauca","Fabaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92525,"Coronilla juncea","Fabaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92527,"Coronilla minima","Fabaceae",2,0,NA,"LC",NA,"NT","LC","LC","VU","LC",NA,"VU","EN","VU",NA,"NT","EN","LC","LC","LC",NA,"LC","NT",NA,"LC",NA,"not harvested"
92536,"Coronilla scorpioides","Fabaceae",2,0,NA,"LC",NA,"VU","CR","NT",NA,"LC","NT",NA,NA,"CR*",NA,NA,NA,NA,"LC","EN",NA,"NE",NA,NA,"LC",NA,"not harvested"
92537,"Coronilla securidaca","Fabaceae",1,1,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92543,"Coronilla vaginalis","Fabaceae",1,0,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR","LC",NA,"not harvested"
92544,"Coronilla valentina","Fabaceae",1,0,"LC","LC",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92546,"Coronilla varia","Fabaceae",1,0,NA,"LC",NA,NA,"LC","LC","LC","LC",NA,NA,NA,"DD",NA,"LC",NA,NA,NA,NA,NA,"LC","LC",NA,NA,NA,"not harvested"
92566,"Corrigiola litoralis","Caryophyllaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC",NA,"CR","CR","LC","CR","RE","RE",NA,"LC","LC","LC","LC","LC","EN","LC",NA,"harvested"
92567,"Corrigiola telephiifolia","Caryophyllaceae",1,0,"LC","LC",NA,NA,NA,"VU",NA,"DD","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,"not harvested"
92581,"Corydalis cava","Papaveraceae",0,0,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"VU",NA,NA,"VU",NA,NA,NA,"LC","LC","LC",NA,"not harvested"
92589,"Corydalis intermedia","Papaveraceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","EN","LC",NA,"not harvested"
92593,"Corydalis pumila","Papaveraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92594,"Corydalis solida","Papaveraceae",4,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"VU","NT","LC","NT","LC","VU","EN","LC","LC","EN","LC","LC","LC","LC",NA,"not harvested"
92606,"Corylus avellana","Betulaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
92613,"Corynephorus articulatus","Poaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92614,"Corynephorus canescens","Poaceae",2,0,NA,"LC",NA,"NE","LC","LC",NA,"LC",NA,"CR","RE","LC","NT","CR","NT","LC","RE","NT","LC","NT","VU","VU","LC",NA,"not harvested"
92615,"Corynephorus divaricatus","Poaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RE",NA,NA,NA,NA,NA,"EN",NA,"not harvested"
92619,"Cosentinia vellea","Pteridaceae",1,1,NA,"VU",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92627,"Cota altissima","Asteraceae",0,0,NA,"LC",NA,"NT",NA,NA,NA,"VU","RE",NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
92629,"Cota tinctoria","Asteraceae",0,0,NA,"DD",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","VU","LC",NA,"not harvested"
92630,"Cota triumfetti","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"VU",NA,"not harvested"
92631,"Cotinus coggygria","Anacardiaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"harvested"
92651,"Cotoneaster delphinensis","Rosaceae",1,1,"VU","VU","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,"not harvested"
92667,"Cotoneaster integerrimus","Rosaceae",1,0,NA,"LC",NA,"NE",NA,NA,"NT","LC","CR",NA,NA,NA,NA,"EN",NA,NA,"LC","LC",NA,"EN",NA,"LC","LC",NA,"not harvested"
717152,"Cotoneaster nebrodensis","Rosaceae",0,0,"DD","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92698,"Cotoneaster pyrenaicus","Rosaceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92710,"Cotoneaster tomentosus","Rosaceae",1,0,NA,"LC",NA,NA,NA,NA,"LC","DD",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"EN","LC",NA,"not harvested"
717153,"Cotoneaster uniflorus","Rosaceae",0,0,NA,"DD",NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92782,"Crambe maritima","Brassicaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"EN","LC","CR","VU",NA,"VU",NA,NA,NA,"LC",NA,NA,NA,NA,NA,"not harvested"
159610,"Crassula alata","Crassulaceae",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
92806,"Crassula tillaea","Crassulaceae",1,0,"LC","LC",NA,"EN","LC","LC",NA,"LC","LC","NT","LC","LC","CR",NA,"EN","NT","LC","EN","LC","VU",NA,NA,"NT",NA,"not harvested"
92807,"Crassula vaillantii","Crassulaceae",5,0,NA,"NT",NA,NA,"CR",NA,NA,NA,"LC",NA,"RE","CR",NA,NA,"RE","CR","RE","CR*","VU","RE","RE",NA,"EN",NA,"not harvested"
92864,"Crataegus laevigata","Rosaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","DD","LC","LC","LC","LC",NA,"harvested"
92876,"Crataegus monogyna","Rosaceae",0,0,"LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
92900,"Crataegus rosiformis","Rosaceae",0,0,NA,"LC",NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,"not harvested"
92996,"Crepis albida","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93004,"Crepis aurea","Asteraceae",1,0,NA,"LC",NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93014,"Crepis bellidifolia","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93015,"Crepis biennis","Asteraceae",0,0,NA,"LC",NA,"NT","LC","LC","LC","LC",NA,"LC","LC","LC","LC","LC","LC","DD","LC","LC",NA,"LC","LC","LC","LC",NA,"not harvested"
93023,"Crepis capillaris","Asteraceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
93027,"Crepis conyzifolia","Asteraceae",0,0,NA,"LC",NA,"EN",NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,"DD","LC",NA,NA,NA,NA,"LC",NA,"not harvested"
93045,"Crepis foetida","Asteraceae",0,0,NA,"LC",NA,"DD","EN","DD","LC","LC","LC","EN",NA,"LC","NT","LC","RE","CR","LC","LC","CR*","LC","LC","NT","LC",NA,"harvested"
93075,"Crepis lampsanoides","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC","NT",NA,NA,NA,NA,NA,NA,"not harvested"
93079,"Crepis leontodontoides","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93088,"Crepis mollis","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","LC",NA,NA,NA,NA,"LC",NA,"not harvested"
93097,"Crepis nicaeensis","Asteraceae",0,0,NA,"LC",NA,"NE",NA,"DD",NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"NT",NA,"not harvested"
93101,"Crepis paludosa","Asteraceae",1,0,NA,"LC",NA,"LC",NA,NA,"LC","LC",NA,NA,NA,NA,NA,"EN","RE",NA,"LC","LC",NA,"EN","LC","LC","LC",NA,"not harvested"
611105,"Crepis pontana","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93112,"Crepis praemorsa","Asteraceae",4,1,NA,"VU",NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,"CR","RE",NA,NA,NA,NA,"CR","EN","EN","EN",NA,"not harvested"
93114,"Crepis pulchra","Asteraceae",0,0,NA,"LC",NA,"NT","LC","LC","LC","LC",NA,"RE",NA,"NT",NA,"LC","EN","EN","LC","LC",NA,"LC","NT","NT","LC",NA,"not harvested"
93115,"Crepis pygmaea","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93116,"Crepis pyrenaica","Asteraceae",1,0,NA,"LC",NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"VU","LC",NA,"not harvested"
93122,"Crepis rhaetica","Asteraceae",1,0,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,"not harvested"
93134,"Crepis setosa","Asteraceae",0,0,NA,"LC",NA,"LC",NA,"LC",NA,"LC","LC","LC",NA,NA,NA,"LC",NA,"LC","LC","LC",NA,"LC",NA,NA,"LC",NA,"not harvested"
93140,"Crepis suffreniana","Asteraceae",3,0,NA,"LC",NA,NA,NA,"CR*",NA,"EN",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"RE",NA,NA,NA,"VU",NA,"not harvested"
93157,"Crepis vesicaria","Asteraceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC",NA,NA,"LC","LC",NA,"LC",NA,"LC","LC","LC","LC","LC",NA,"LC","LC",NA,"harvested"
93167,"Crepis zacintha","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93171,"Cressa cretica","Convolvulaceae",2,0,"LC","LC","VU",NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93190,"Crithmum maritimum","Apiaceae",1,10,NA,"LC",NA,NA,NA,"LC",NA,"LC","LC","NT","LC","LC","NT",NA,"VU",NA,NA,NA,"LC",NA,NA,NA,NA,NA,"harvested"
93217,"Crocus corsicus","Iridaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93236,"Crocus ligusticus","Iridaceae",1,1,"NT","VU","VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93243,"Crocus minimus","Iridaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93250,"Crocus nudiflorus","Iridaceae",1,0,NA,"LC",NA,"VU",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"not harvested"
93282,"Crocus vernus","Iridaceae",1,0,NA,"LC",NA,NA,NA,NA,"NT","VU",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,NA,"DD",NA,NA,"not harvested"
93284,"Crocus versicolor","Iridaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93295,"Crucianella angustifolia","Rubiaceae",0,0,NA,"LC",NA,"RE","RE","VU",NA,"VU","LC",NA,NA,"VU",NA,NA,NA,NA,"LC","EN",NA,"CR*",NA,NA,"LC",NA,"not harvested"
93297,"Crucianella latifolia","Rubiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93298,"Crucianella maritima","Rubiaceae",1,0,NA,"LC","VU",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93307,"Cruciata glabra","Rubiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,"LC","LC",NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"VU",NA,"not harvested"
93308,"Cruciata laevipes","Rubiaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
93309,"Cruciata pedemontana","Rubiaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,"NT","EN",NA,NA,NA,NA,"LC",NA,"not harvested"
93442,"Crupina crupinastrum","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93449,"Crupina vulgaris","Asteraceae",0,0,NA,"LC",NA,NA,NA,"RE",NA,"CR*","LC",NA,NA,NA,NA,NA,NA,NA,"LC","CR",NA,NA,NA,NA,"LC",NA,"not harvested"
1015899,"Sporobolus aculeatus","Poaceae",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1015901,"Sporobolus alopecuroides","Poaceae",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
1015904,"Sporobolus schoenoides","Poaceae",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93469,"Cryptogramma crispa","Pteridaceae",2,0,NA,"LC",NA,"RE",NA,NA,"RE","LC","LC",NA,NA,NA,NA,NA,NA,NA,"LC","LC",NA,"RE","CR*","NT","LC",NA,"not harvested"
93601,"Cuscuta approximata","Convolvulaceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93621,"Cuscuta epithymum","Convolvulaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","EN","LC","LC","VU","EN","VU","VU","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
93623,"Cuscuta europaea","Convolvulaceae",1,0,NA,"LC",NA,"DD","LC","LC","LC","NT","RE","NT","RE","LC","CR","VU","LC","VU","LC","LC",NA,"NT","LC","LC","LC",NA,"harvested"
93637,"Cuscuta monogyna","Convolvulaceae",0,0,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93640,"Cuscuta planiflora","Convolvulaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,"DD",NA,NA,NA,NA,"DD",NA,"VU",NA,NA,NA,"DD",NA,"not harvested"
93644,"Cuscuta scandens","Convolvulaceae",0,0,NA,"LC",NA,NA,NA,"DD",NA,"DD","RE",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"EN",NA,NA,"DD",NA,"not harvested"
619194,"Cutandia maritima","Poaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717745,"Cyanus graminifolius","Asteraceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
717746,"Cyanus lugdunensis","Asteraceae",0,0,NA,"NT",NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93673,"Cyanus montanus","Asteraceae",3,0,NA,"LC",NA,"VU",NA,NA,"LC","NT",NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC",NA,"NT","LC","LC","LC",NA,"harvested"
93680,"Cyanus segetum","Asteraceae",0,0,NA,"LC",NA,"NT","LC","NT","NT","VU","VU",NA,"LC","LC",NA,"LC",NA,NA,"LC","LC","NT","LC","LC","LC","LC",NA,"harvested"
717747,"Cyanus semidecurrens","Asteraceae",0,0,NA,"LC",NA,NA,"CR","EN",NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93682,"Cyanus triumfetti","Asteraceae",2,0,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,"not harvested"
93695,"Cyclamen balearicum","Primulaceae",1,0,NA,"NT",NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93699,"Cyclamen hederifolium","Primulaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93708,"Cyclamen purpurascens","Primulaceae",3,4,"LC","LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,"harvested"
93710,"Cyclamen repandum","Primulaceae",1,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93755,"Cymbalaria aequitriloba","Plantaginaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93762,"Cymbalaria hepaticifolia","Plantaginaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93774,"Cymodocea nodosa","Cymodoceaceae",1,0,"LC","LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93777,"Cynanchum acutum","Apocynaceae",1,0,"LC","LC","EN",NA,NA,NA,NA,NA,NA,NA,NA,"RE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93783,"Cynara cardunculus","Asteraceae",0,0,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93803,"Cynodon dactylon","Poaceae",0,1,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"EN","LC","LC","LC","LC","LC","LC","VU",NA,"LC",NA,"harvested"
93828,"Cynoglossum creticum","Boraginaceae",0,0,NA,"LC",NA,"EN","RE","EN",NA,"LC","LC",NA,NA,"CR*",NA,NA,NA,NA,"LC","VU","RE","RE",NA,NA,"LC",NA,"not harvested"
93829,"Cynoglossum dioscoridis","Boraginaceae",1,0,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,"CR",NA,NA,"EN",NA,"not harvested"
93830,"Cynoglossum germanicum","Boraginaceae",3,0,NA,"LC","CR",NA,NA,NA,"LC","CR",NA,"VU",NA,NA,NA,"LC","LC",NA,"DD",NA,NA,"LC","DD","LC","EN",NA,"not harvested"
611749,"Cynoglossum montanum","Boraginaceae",0,0,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93840,"Cynoglossum officinale","Boraginaceae",0,0,NA,"LC",NA,"NT","NT","LC","LC","VU","LC","EN","NT","LC","LC","LC","LC","NT","LC","LC","LC","LC","LC","LC","LC",NA,"harvested"
93844,"Cynoglossum pustulatum","Boraginaceae",0,0,NA,"VU","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"not harvested"
93854,"Cynomorium coccineum","Cynomoriaceae",0,0,NA,"VU",NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93860,"Cynosurus cristatus","Poaceae",0,0,NA,"LC",NA,"LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC","LC",NA,"not harvested"
93864,"Cynosurus echinatus","Poaceae",1,0,NA,"LC",NA,NA,NA,"LC",NA,"LC","LC",NA,"EN","LC",NA,NA,NA,NA,"LC","NE","LC",NA,NA,NA,"LC",NA,"not harvested"
93865,"Cynosurus effusus","Poaceae",0,0,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93898,"Cyperus badius","Cyperaceae",0,0,NA,"LC",NA,NA,NA,"DD",NA,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,"not harvested"
93906,"Cyperus capitatus","Cyperaceae",1,0,NA,"LC","CR*",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93924,"Cyperus esculentus","Cyperaceae",0,0,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93929,"Cyperus flavescens","Cyperaceae",0,0,"LC","LC",NA,"EN","CR","EN","EN","LC","LC","RE","CR","CR","RE","RE","EN",NA,"NT","CR","EN","EN","CR*","CR*","EN",NA,"not harvested"
93930,"Cyperus flavidus","Cyperaceae",0,1,NA,"CR","RE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not harvested"
93936,"Cyperus fuscus","Cyperaceae",1,0,"LC","LC",NA,"NT","LC","LC","LC","LC","LC","NT","NT","LC","VU","LC","LC","LC","LC","LC","NT","LC","LC","LC","LC",NA,"not harvested"
93967,"Cyperus longus","Cyperaceae",1,0,"LC","LC",NA,"VU","NT","LC",NA,"LC","LC","VU","NT","LC","VU",NA,"RE",NA,"LC","EN","LC","EN",NA,NA,"NT",NA,"harvested"
888128,"Cyperus michelianus","Cyperaceae",4,0,"LC","LC","CR",NA,"LC","VU","NT","LC",NA,NA,NA,"NT",NA,"CR",NA,NA,"VU","EN","EN","EN",NA,NA,"EN",NA,"not harvested"
94011,"Cyperus rotundus","Cyperaceae",0,1,"LC","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harvested"
94014,"Cyperus serotinus","Cyperaceae",0,0,NA,"VU","EN",NA,NA,"DD",NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,"not harvested"
94041,"Cypripedium calceolus","Orchidaceae",1,3,"LC","NT",NA,NA,NA,NA,"EN",NA,NA,"RE",NA,NA,NA,"VU",NA,NA,"EN","RE",NA,"VU","CR","RE","LC",NA,"not harvested"
