CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
103360,Asteraceae,"Hypochaeris cretensis (L.) Bory & Chaub., 1832",espece,LC,
103364,Asteraceae,"Hypochaeris glabra L., 1753",espece,LC,
103369,Asteraceae,"Hypochaeris maculata L., 1753",espece,LC,
103375,Asteraceae,"Hypochaeris radicata L., 1753",espece,LC,
103376,Asteraceae,"Hypochaeris robertia Fiori, 1910",espece,LC,
103383,Asteraceae,"Hypochaeris uniflora Vill., 1779",espece,NT,
103406,Lamiaceae,"Hyssopus officinalis L., 1753",espece,LC,
103415,Brassicaceae,"Iberis amara L., 1753",espece,LC,
103420,Brassicaceae,"Iberis aurosica Chaix, 1785",espece,LC,
103423,Brassicaceae,"Iberis bernardiana Godr. & Gren., 1848",espece,LC,
103431,Brassicaceae,"Iberis carnosa Willd., 1800",espece,NT,
103433,Brassicaceae,"Iberis ciliata All., 1789",espece,LC,
103456,Brassicaceae,"Iberis intermedia Guers., 1803",espece,LC,
612499,Brassicaceae,"Iberis intermedia subsp. beugesiaca J.-M.Tison, 2003",sous-espece,CR,
612500,Brassicaceae,"Iberis intermedia subsp. intermedia Guers., 1803",sous-espece,CR,
136812,Brassicaceae,"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud, 1895",sous-espece,LC,
103461,Brassicaceae,"Iberis linifolia L., 1759",espece,LC,
136819,Brassicaceae,"Iberis linifolia subsp. linifolia L., 1759",sous-espece,LC,
136822,Brassicaceae,"Iberis linifolia subsp. stricta (Jord.) Rouy & Foucaud, 1895",sous-espece,DD,
103469,Brassicaceae,"Iberis nana All., 1789",espece,LC,
103478,Brassicaceae,"Iberis pinnata L., 1755",espece,LC,
103492,Brassicaceae,"Iberis saxatilis L., 1756",espece,LC,
103493,Brassicaceae,"Iberis semperflorens L., 1753",espece,NAa,Exotiques
103494,Brassicaceae,"Iberis sempervirens L., 1753",espece,LC,
103497,Brassicaceae,"Iberis spathulata J.P.Bergeret ex DC., 1805",espece,LC,
103501,Brassicaceae,"Iberis timeroyi Jord., 1847",espece,VU,
103502,Brassicaceae,"Iberis umbellata L., 1753",espece,LC,
103511,Martyniaceae,"Ibicella lutea (Lindl.) Van Eselt., 1929",espece,NAa,Exotiques
103514,Aquifoliaceae,"Ilex aquifolium L., 1753",espece,LC,
103536,Caryophyllaceae,"Illecebrum verticillatum L., 1753",espece,LC,
103543,Balsaminaceae,"Impatiens balfouri Hook.f., 1903",espece,NAa,Exotiques
445494,Balsaminaceae,"Impatiens balsamina L., 1753",espece,NAa,Exotiques
103545,Balsaminaceae,"Impatiens capensis Meerb., 1775",espece,NAa,Exotiques
103547,Balsaminaceae,"Impatiens glandulifera Royle, 1833",espece,NAa,Exotiques
103553,Balsaminaceae,"Impatiens noli-tangere L., 1753",espece,LC,
103557,Balsaminaceae,"Impatiens parviflora DC., 1824",espece,NAa,Exotiques
103562,Poaceae,"Imperata cylindrica (L.) Raeusch., 1797",espece,LC,
103578,Apiaceae,"Imperatoria ostruthium L., 1753",espece,LC,
103596,Asteraceae,"Inula bifrons (L.) L., 1763",espece,LC,
103598,Asteraceae,"Inula britannica L., 1753",espece,NT,
103608,Asteraceae,"Inula conyza DC., 1836",espece,LC,
103626,Asteraceae,"Inula helenioides DC., 1815",espece,EN,
103627,Asteraceae,"Inula helenium L., 1753",espece,NAa,Exotiques
103628,Asteraceae,"Inula helvetica Weber, 1784",espece,LC,
103631,Asteraceae,"Inula hirta L., 1753",espece,NT,
103639,Asteraceae,"Inula montana L., 1753",espece,LC,
103648,Asteraceae,"Inula salicina L., 1753",espece,LC,
103651,Asteraceae,"Inula spiraeifolia L., 1759",espece,LC,
717275,Brassicaceae,"Ionopsidium glastifolium (L.) M.Koch, 2012",espece,LC,
103682,Convolvulaceae,"Ipomoea hederacea Jacq., 1787",espece,NAa,Exotiques
103684,Convolvulaceae,"Ipomoea indica (Burm.) Merr., 1917",espece,NAa,Exotiques
521639,Convolvulaceae,"Ipomoea purpurea (L.) Roth, 1787",espece,NAa,Exotiques
103693,Convolvulaceae,"Ipomoea sagittata Poir., 1789",espece,CR,
103702,Iridaceae,"Iris albicans Lange, 1860",espece,DD,
103734,Iridaceae,"Iris foetidissima L., 1753",espece,LC,
103737,Iridaceae,"Iris germanica L., 1753",espece,LC,
103738,Iridaceae,"Iris graminea L., 1753",espece,LC,
103746,Iridaceae,"Iris latifolia (Mill.) Voss, 1895",espece,LC,
103749,Iridaceae,"Iris lutescens Lam., 1789",espece,LC,
610887,Iridaceae,"Iris orientalis Mill., 1768",espece,NAa,Exotiques
103763,Iridaceae,"Iris pallida Lam., 1789",espece,NAa,Exotiques
103768,Iridaceae,"Iris perrieri Simonet ex P.Fourn., 1935",espece,NT,
103772,Iridaceae,"Iris pseudacorus L., 1753",espece,LC,
717276,Iridaceae,"Iris reichenbachiana Klatt, 1866",espece,LC,
103777,Iridaceae,"Iris sibirica L., 1753",espece,VU,
103790,Iridaceae,"Iris tuberosa L., 1753",espece,NAa,Exotiques
103791,Iridaceae,"Iris unguicularis Poir., 1789",espece,NAa,Exotiques
103793,Iridaceae,"Iris versicolor L., 1753",espece,NAa,Exotiques
103800,Iridaceae,"Iris xiphium L., 1753",espece,CR,
103803,Brassicaceae,"Isatis alpina Vill., 1779",espece,EN,
103817,Brassicaceae,"Isatis tinctoria L., 1753",espece,LC,
103832,Isoetaceae,"Iso�tes boryana Durieu, 1861",espece,EN,
611746,Isoetaceae,"Isoetes creussensis Lazare & S.Riba, 2010",espece,NT,
103840,Isoetaceae,"Iso�tes duriei Bory, 1844",espece,LC,
103841,Isoetaceae,"Iso�tes echinospora Durieu, 1861",espece,VU,
103842,Isoetaceae,"Iso�tes histrix Bory, 1844",espece,LC,
103843,Isoetaceae,"Iso�tes lacustris L., 1753",espece,NT,
103846,Isoetaceae,"Iso�tes setacea Lam., 1789",espece,VU,
788798,Isoetaceae,"Isoetes subinermis (Durieu) Cesca & Peruzzi, 2001",espece,DD,
103852,Isoetaceae,"Iso�tes velata A.Braun, 1850",espece,LC,
136879,Isoetaceae,"Isoetes velata subsp. velata A.Braun, 1850",sous-espece,LC,
136878,Isoetaceae,"Isoetes velata subsp. tenuissima (Boreau) O.Bol�s & Vigo, 1974",sous-espece,CR,
103857,Cyperaceae,"Isolepis cernua (Vahl) Roem. & Schult., 1817",espece,LC,
103862,Cyperaceae,"Isolepis fluitans (L.) R.Br., 1810",espece,LC,
103887,Cyperaceae,"Isolepis pseudosetacea (Daveau) Vasc., 1970",espece,DD,
103898,Cyperaceae,"Isolepis setacea (L.) R.Br., 1810",espece,LC,
103917,Ranunculaceae,"Isopyrum thalictroides L., 1753",espece,LC,
103924,Asteraceae,"Iva xanthiifolia Nutt., 1818",espece,NAa,Exotiques
103931,Iridaceae,"Ixia dubia Vent., 1804",espece,NAa,Exotiques
103985,Asteraceae,"Jacobaea adonidifolia (Loisel.) M�rat, 1812",espece,LC,
610648,Asteraceae,"Jacobaea alpina (L.) Moench, 1794",espece,LC,
103987,Asteraceae,"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801",espece,LC,
610644,Asteraceae,"Jacobaea erratica (Bertol.) Fourr., 1868",espece,LC,
103991,Asteraceae,"Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801",espece,LC,
610642,Asteraceae,"Jacobaea incana (L.) Veldkamp, 2006",espece,LC,
610647,Asteraceae,"Jacobaea leucophylla (DC.) Pelser, 2006",espece,LC,
610643,Asteraceae,"Jacobaea maritima (L.) Pelser & Meijden, 2005",espece,LC,
103995,Asteraceae,"Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb., 1801",espece,LC,
718238,Asteraceae,"Jacobaea paludosa subsp. angustifolia (Holub) B.Nord. & Greuter, 2006",sous-espece,LC,
610654,Asteraceae,"Jacobaea persoonii (De Not.) Pelser, 2006",espece,CR,
610645,Asteraceae,"Jacobaea uniflora (All.) Veldkamp, 2006",espece,VU,
610646,Asteraceae,"Jacobaea vulgaris Gaertn., 1791",espece,LC,
104014,Campanulaceae,"Jasione crispa (Pourr.) Samp., 1921",espece,LC,
136884,Campanulaceae,"Jasione crispa subsp. crispa (Pourr.) Samp., 1921",sous-espece,LC,
136883,Campanulaceae,"Jasione crispa subsp. arvernensis Tutin, 1973",sous-espece,EN,
104018,Campanulaceae,"Jasione laevis Lam., 1779",espece,LC,
104020,Campanulaceae,"Jasione maritima (Duby) Merino, 1906",espece,LC,
104022,Campanulaceae,"Jasione montana L., 1753",espece,LC,
104036,Oleaceae,"Jasminum fruticans L., 1753",espece,LC,
104037,Oleaceae,"Jasminum grandiflorum L., 1762",espece,NAa,Exotiques
104039,Oleaceae,"Jasminum nudiflorum Lindl., 1846",espece,NAa,Exotiques
104041,Oleaceae,"Jasminum officinale L., 1753",espece,NAa,Exotiques
104052,Asteraceae,"Jasonia tuberosa (L.) DC., 1836",espece,LC,
104074,Juglandaceae,"Juglans nigra L., 1753",espece,NAa,Exotiques
104076,Juglandaceae,"Juglans regia L., 1753",espece,NAa,Exotiques
104101,Juncaceae,"Juncus acutiflorus Ehrh. ex Hoffm., 1791",espece,LC,
104104,Juncaceae,"Juncus acutus L., 1753",espece,LC,
104111,Juncaceae,"Juncus alpinoarticulatus Chaix, 1785",espece,LC,
136899,Juncaceae,"Juncus alpinoarticulatus subsp. alpinoarticulatus Chaix, 1785",sous-espece,LC,
136903,Juncaceae,"Juncus alpinoarticulatus subsp. fuscoater (Schreb.) O.Schwarz, 1949",sous-espece,LC,
104115,Juncaceae,"Juncus anceps Laharpe, 1827",espece,DD,
104123,Juncaceae,"Juncus arcticus Willd., 1799",espece,LC,
104126,Juncaceae,"Juncus articulatus L., 1753",espece,LC,
136919,Juncaceae,"Juncus balticus subsp. pyrenaeus (Timb.-Lagr.) P.Fourn., 1935",sous-espece,LC,
762272,Juncaceae,"Juncus balticus Willd., 1809",espece,LC,
104144,Juncaceae,"Juncus bufonius L., 1753",espece,LC,
104145,Juncaceae,"Juncus bulbosus L., 1753",espece,LC,
136927,Juncaceae,"Juncus bulbosus subsp. bulbosus L., 1753",sous-espece,LC,
136928,Juncaceae,"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg., 1964",sous-espece,DD,
104148,Juncaceae,"Juncus capitatus Weigel, 1772",espece,LC,
104155,Juncaceae,"Juncus compressus Jacq., 1762",espece,LC,
104160,Juncaceae,"Juncus conglomeratus L., 1753",espece,LC,
104173,Juncaceae,"Juncus effusus L., 1753",espece,LC,
104183,Juncaceae,"Juncus filiformis L., 1753",espece,LC,
104189,Juncaceae,"Juncus foliosus Desf., 1798",espece,LC,
104192,Juncaceae,"Juncus fontanesii J.Gay, 1827",espece,EN,
104196,Juncaceae,"Juncus gerardi Loisel., 1809",espece,LC,
104208,Juncaceae,"Juncus heterophyllus Dufour, 1825",espece,LC,
104212,Juncaceae,"Juncus hybridus Brot., 1804",espece,LC,
104214,Juncaceae,"Juncus inflexus L., 1753",espece,LC,
104221,Juncaceae,"Juncus jacquinii L., 1767",espece,LC,
104235,Juncaceae,"Juncus littoralis C.A.Mey., 1831",espece,DD,
104246,Juncaceae,"Juncus maritimus Lam., 1794",espece,LC,
104302,Juncaceae,"Juncus pygmaeus Rich. ex Thuill., 1799",espece,LC,
104306,Juncaceae,"Juncus ranarius Songeon & Perrier, 1860",espece,LC,
717280,Juncaceae,"Juncus rechingeri Snogerup, 1971",espece,DD,
104310,Juncaceae,"Juncus requienii Parl., 1857",espece,LC,
104329,Juncaceae,"Juncus sphaerocarpus Nees, 1818",espece,LC,
104334,Juncaceae,"Juncus squarrosus L., 1753",espece,LC,
104337,Juncaceae,"Juncus striatus Schousb. ex E.Mey., 1822",espece,LC,
104340,Juncaceae,"Juncus subnodulosus Schrank, 1789",espece,LC,
104341,Juncaceae,"Juncus subulatus Forssk., 1775",espece,LC,
104349,Juncaceae,"Juncus tenageia Ehrh. ex L.f., 1782",espece,LC,
104353,Juncaceae,"Juncus tenuis Willd., 1799",espece,NAa,Exotiques
136961,Juncaceae,"Juncus tenuis subsp. dudleyi (Wiegand) P.Fourn., 1935",sous-espece,NAa,Exotiques
612142,Juncaceae,"Juncus tenuis subsp. tenuis Willd., 1799",sous-espece,NAa,Exotiques
104362,Juncaceae,"Juncus trifidus L., 1753",espece,LC,
104363,Juncaceae,"Juncus triglumis L., 1753",espece,LC,
104397,Cupressaceae,"Juniperus communis L., 1753",espece,LC,
136969,Cupressaceae,"Juniperus communis subsp. communis L., 1753",sous-espece,LC,
136971,Cupressaceae,"Juniperus communis subsp. hemisphaerica (C.Presl) Arcang., 1882",sous-espece,DD,
136974,Cupressaceae,"Juniperus communis subsp. nana (Hook.) Syme, 1868",sous-espece,LC,
104409,Cupressaceae,"Juniperus oxycedrus L., 1753",espece,LC,
136979,Cupressaceae,"Juniperus oxycedrus subsp. oxycedrus L., 1753",sous-espece,LC,
718242,Cupressaceae,"Juniperus oxycedrus subsp. badia (H.Gay) Debeaux, 1894",sous-espece,DD,
136978,Cupressaceae,"Juniperus oxycedrus subsp. macrocarpa (Sm.) Ball, 1878",sous-espece,LC,
104410,Cupressaceae,"Juniperus phoenicea L., 1753",espece,LC,
136983,Cupressaceae,"Juniperus phoenicea subsp. phoenicea L., 1753",sous-espece,LC,
136984,Cupressaceae,"Juniperus phoenicea subsp. turbinata (Guss.) Arcang., 1882",sous-espece,LC,
104413,Cupressaceae,"Juniperus sabina L., 1753",espece,LC,
104419,Cupressaceae,"Juniperus thurifera L., 1753",espece,LC,
104430,Asteraceae,"Jurinea humilis (Desf.) DC., 1838",espece,LC,
104440,Apiaceae,"Kadenia dubia (Schkuhr) Lavrova & V.N.Tikhom., 1986",espece,CR,
160174,Crassulaceae,"Kalanchoe delagoensis Eckl. & Zeyh., 1837",espece,NAa,Exotiques
717780,Amaranthaceae,Kali australis (R.Br.) Akhani & Roalson,espece,LC,
104447,Amaranthaceae,"Kali soda Moench, 1794",espece,LC,
104449,Amaranthaceae,"Kali tragus (L.) Scop., 1771",espece,LC,
761945,Ericaceae,"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti, 2005",espece,LC,
104456,Apiaceae,"Katapsuxis silaifolia (Jacq.) Raf., 1840",espece,LC,
104457,Poaceae,"Kengia serotina (L.) Packer, 1960",espece,LC,
104488,Brassicaceae,"Kernera saxatilis (L.) Sweet, 1827",espece,LC,
104493,Rosaceae,"Kerria japonica (L.) DC., 1818",espece,NAa,Exotiques
104500,Plantaginaceae,"Kickxia cirrhosa (L.) Fritsch, 1897",espece,LC,
104501,Plantaginaceae,"Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897",espece,LC,
104502,Plantaginaceae,"Kickxia elatine (L.) Dumort., 1827",espece,LC,
136995,Plantaginaceae,"Kickxia elatine subsp. elatine (L.) Dumort., 1827",sous-espece,LC,
136994,Plantaginaceae,"Kickxia elatine subsp. crinita (Mabille) Greuter, 1967",sous-espece,LC,
104506,Plantaginaceae,"Kickxia spuria (L.) Dumort., 1827",espece,LC,
717782,Asteraceae,"Klasea lycopifolia (Vill.) �.L�ve & D.L�ve, 1961",espece,VU,
717783,Asteraceae,Klasea nudicaulis (L.) Fourr.,espece,LC,
104516,Caprifoliaceae,"Knautia arvensis (L.) Coult., 1828",espece,LC,
104517,Caprifoliaceae,"Knautia arvernensis (Briq.) Szab�, 1934",espece,LC,
104518,Caprifoliaceae,"Knautia basaltica Chass. & Szab�, 1934",espece,LC,
104525,Caprifoliaceae,"Knautia collina Jord., 1848",espece,LC,
104528,Caprifoliaceae,"Knautia dipsacifolia (Host) Kreutzer, 1840",espece,LC,
104532,Caprifoliaceae,"Knautia godetii Reut., 1857",espece,LC,
104537,Caprifoliaceae,"Knautia integrifolia (L.) Bertol., 1836",espece,LC,
104540,Caprifoliaceae,"Knautia lebrunii J.Prudhomme, 1987",espece,NT,
104558,Caprifoliaceae,"Knautia timeroyii Jord., 1848",espece,LC,
104602,Poaceae,"Koeleria arenaria (Dumort.) Ujhelyi, 1970",espece,LC,
104613,Poaceae,"Koeleria cenisia Reut. ex E.Rev., 1873",espece,LC,
104644,Poaceae,"Koeleria macrantha (Ledeb.) Schult., 1824",espece,LC,
104665,Poaceae,"Koeleria pyramidata (Lam.) P.Beauv., 1812",espece,LC,
104680,Poaceae,"Koeleria vallesiana (Honck.) Gaudin, 1808",espece,LC,
137044,Poaceae,"Koeleria vallesiana subsp. vallesiana (Honck.) Gaudin, 1808",sous-espece,LC,
137039,Poaceae,"Koeleria vallesiana subsp. abbreviata (Domin) Kergu�len, 1979",sous-espece,LC,
137041,Poaceae,"Koeleria vallesiana subsp. humilis Braun-Blanq., 1945",sous-espece,LC,
161872,Sapindaceae,"Koelreuteria paniculata Laxm., 1772",espece,NAa,Exotiques
883891,Polygonaceae,"Koenigia alpina (All.) T.M.Schust. & Reveal, 2015",espece,LC,
883894,Polygonaceae,"Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal, 2015",espece,NAa,Exotiques
104707,Malvaceae,"Kosteletzkya pentacarpos (L.) Ledeb., 1842",espece,EN,
610672,Apiaceae,"Krubera peregrina (L.) Hoffm., 1814",espece,NAa,Exotiques
104713,Apiaceae,"Kundmannia sicula (L.) DC., 1830",espece,LC,
104715,Fabaceae,"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835",espece,LC,
104716,Fabaceae,"Laburnum anagyroides Medik., 1787",espece,LC,
104734,Asteraceae,"Lactuca alpina (L.) Benth. & Hook.f., 1876",espece,LC,
104760,Asteraceae,"Lactuca macrophylla (Willd.) A.Gray, 1847",espece,NAa,Exotiques
610995,Asteraceae,"Lactuca muralis (L.) Gaertn., 1791",espece,LC,
104764,Asteraceae,"Lactuca perennis L., 1753",espece,LC,
610994,Asteraceae,"Lactuca plumieri (L.) Gren. & Godr., 1850",espece,LC,
104766,Asteraceae,"Lactuca quercina L., 1753",espece,EN,
104767,Asteraceae,"Lactuca ramosissima (All.) Gren. & Godr., 1850",espece,LC,
104770,Asteraceae,"Lactuca saligna L., 1753",espece,LC,
104775,Asteraceae,"Lactuca serriola L., 1756",espece,LC,
104781,Asteraceae,"Lactuca tenerrima Pourr., 1788",espece,LC,
104786,Asteraceae,"Lactuca viminea (L.) J.Presl & C.Presl, 1819",espece,LC,
137061,Asteraceae,"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923",sous-espece,LC,
104787,Asteraceae,"Lactuca virosa L., 1753",espece,LC,
104805,Hydrocharitaceae,"Lagarosiphon major (Ridl.) Moss, 1928",espece,NAa,Exotiques
104811,Lythraceae,"Lagerstroemia indica L., 1759",espece,NAa,Exotiques
104815,Apiaceae,"Lagoecia cuminoides L., 1753",espece,NAa,Exotiques
104841,Poaceae,"Lagurus ovatus L., 1753",espece,LC,
104845,Poaceae,"Lamarckia aurea (L.) Moench, 1794",espece,LC,
104854,Lamiaceae,"Lamium album L., 1753",espece,LC,
104855,Lamiaceae,"Lamium amplexicaule L., 1753",espece,LC,
104858,Lamiaceae,"Lamium bifidum Cirillo, 1788",espece,LC,
717285,Lamiaceae,"Lamium cyrneum Paradis, 2012",espece,LC,
104872,Lamiaceae,"Lamium flexuosum Ten., 1815",espece,LC,
104876,Lamiaceae,"Lamium galeobdolon (L.) L., 1759",espece,LC,
161601,Lamiaceae,Lamium galeobdolon subsp. flavidum (F.Herm.) �.L�ve,sous-espece,NT,
137071,Lamiaceae,"Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign., 1987",sous-espece,NAa,Exotiques
137073,Lamiaceae,"Lamium galeobdolon subsp. montanum (Pers.) Hayek, 1929",sous-espece,LC,
104877,Lamiaceae,"Lamium garganicum L., 1763",espece,LC,
137076,Lamiaceae,"Lamium garganicum subsp. garganicum L., 1763",sous-espece,LC,
137075,Lamiaceae,"Lamium garganicum subsp. corsicum (Godr.) Mennema, 1989",sous-espece,LC,
610998,Lamiaceae,"Lamium gevorense (G�mez Hern.) G�mez Hern. & A.Pujadas, 2005",espece,VU,
104879,Lamiaceae,"Lamium hybridum Vill., 1786",espece,LC,
104889,Lamiaceae,"Lamium maculatum (L.) L., 1763",espece,LC,
104903,Lamiaceae,"Lamium purpureum L., 1753",espece,LC,
887007,Verbenaceae,"Lantana camara L., 1753",espece,NAa,Exotiques
610681,Asteraceae,"Laphangium luteoalbum (L.) Tzvelev, 1994",espece,LC,
104974,Urticaceae,"Laportea aestuans (L.) Chew, 1965",espece,NAa,Exotiques
105010,Boraginaceae,"Lappula squarrosa (Retz.) Dumort., 1827",espece,LC,
105017,Asteraceae,"Lapsana communis L., 1753",espece,LC,
137096,Asteraceae,"Lapsana communis subsp. communis L., 1753",sous-espece,LC,
137097,Asteraceae,"Lapsana communis subsp. intermedia (M.Bieb.) Hayek, 1931",sous-espece,NAa,Exotiques
105042,Pinaceae,"Larix decidua Mill., 1768",espece,LC,
105044,Pinaceae,"Larix kaempferi (Lindl.) Carri�re, 1856",espece,NAa,Exotiques
105071,Apiaceae,"Laserpitium gallicum L., 1753",espece,LC,
105074,Apiaceae,"Laserpitium halleri Crantz, 1767",espece,LC,
137101,Apiaceae,"Laserpitium halleri subsp. cynapiifolium (Viv. ex DC.) P.Fourn., 1937",sous-espece,LC,
137102,Apiaceae,"Laserpitium halleri subsp. halleri Crantz, 1767",sous-espece,LC,
105076,Apiaceae,"Laserpitium latifolium L., 1753",espece,LC,
105081,Apiaceae,"Laserpitium nestleri Soy.-Will., 1828",espece,LC,
105086,Apiaceae,"Laserpitium prutenicum L., 1753",espece,LC,
137106,Apiaceae,"Laserpitium prutenicum subsp. dufourianum (Rouy & E.G.Camus) Braun-Blanq., 1929",sous-espece,LC,
137107,Apiaceae,"Laserpitium prutenicum subsp. prutenicum L., 1753",sous-espece,NT,
105092,Apiaceae,"Laserpitium siler L., 1753",espece,LC,
105055,Apiaceae,"Laser trilobum (L.) Borkh. ex G.Gaertn., B.Mey. & Scherb., 1799",espece,VU,
105145,Orobanchaceae,"Lathraea clandestina L., 1753",espece,LC,
105148,Orobanchaceae,"Lathraea squamaria L., 1753",espece,LC,
105154,Fabaceae,"Lathyrus amphicarpos L., 1753",espece,CR,
105159,Fabaceae,"Lathyrus angulatus L., 1753",espece,LC,
105161,Fabaceae,"Lathyrus annuus L., 1753",espece,LC,
105162,Fabaceae,"Lathyrus aphaca L., 1753",espece,LC,
105168,Fabaceae,"Lathyrus bauhinii Genty, 1892",espece,NT,
105175,Fabaceae,"Lathyrus cicera L., 1753",espece,LC,
105177,Fabaceae,"Lathyrus cirrhosus Ser., 1825",espece,LC,
105178,Fabaceae,"Lathyrus clymenum L., 1753",espece,LC,
105189,Fabaceae,"Lathyrus filiformis (Lam.) J.Gay, 1857",espece,LC,
105199,Fabaceae,"Lathyrus heterophyllus L., 1753",espece,LC,
105201,Fabaceae,"Lathyrus hirsutus L., 1753",espece,LC,
105204,Fabaceae,"Lathyrus inconspicuus L., 1753",espece,CR*,
611008,Fabaceae,"Lathyrus incurvus (Roth) Willd., 1802",espece,NAa,Exotiques
137118,Fabaceae,"Lathyrus japonicus subsp. maritimus (L.) P.W.Ball, 1968",sous-espece,DD,
105206,Fabaceae,"Lathyrus japonicus Willd., 1802",espece,DD,
105211,Fabaceae,"Lathyrus latifolius L., 1753",espece,LC,
105214,Fabaceae,"Lathyrus linifolius (Reichard) B�ssler, 1971",espece,LC,
105230,Fabaceae,"Lathyrus niger (L.) Bernh., 1800",espece,LC,
105232,Fabaceae,"Lathyrus nissolia L., 1753",espece,LC,
611007,Fabaceae,"Lathyrus nudicaulis (Wilk.) Amo, 1861",espece,EN,
611009,Fabaceae,"Lathyrus ochraceus Kitt., 1844",espece,LC,
105236,Fabaceae,"Lathyrus ochrus (L.) DC., 1805",espece,LC,
105237,Fabaceae,"Lathyrus odoratus L., 1753",espece,NAa,Exotiques
105239,Fabaceae,"Lathyrus palustris L., 1753",espece,EN,
105241,Fabaceae,"Lathyrus pannonicus (Jacq.) Garcke, 1863",espece,NT,
105247,Fabaceae,"Lathyrus pratensis L., 1753",espece,LC,
105256,Fabaceae,"Lathyrus sativus L., 1753",espece,NAa,Exotiques
105260,Fabaceae,"Lathyrus setifolius L., 1753",espece,LC,
105261,Fabaceae,"Lathyrus sphaericus Retz., 1783",espece,LC,
105266,Fabaceae,"Lathyrus sylvestris L., 1753",espece,LC,
105271,Fabaceae,"Lathyrus tingitanus L., 1753",espece,NAa,Exotiques
105273,Fabaceae,"Lathyrus tuberosus L., 1753",espece,LC,
105279,Fabaceae,"Lathyrus venetus (Mill.) Wohlf., 1892",espece,LC,
