CD_REF,Regroupement,NOM_VALIDE,GBIF,AccSpeciesID,KEW_binomial_acc_name,PFAF_name,PFAF_name
116759,Angiosperm,"Quercus robur L., 1753",2878688,45470,Quercus robur,Quercus robur,Quercus ilex
116876,Angiosperm,"Ramonda myconi (L.) Rchb., 1831",5588846,95303,Ramonda myconi,not_found,Quercus petraea
116903,Angiosperm,"Ranunculus acris L., 1753",3033363,45587,Ranunculus acris,Ranunculus acris,Quercus petraea
116952,Angiosperm,"Ranunculus bulbosus L., 1753",3033329,45613,Ranunculus bulbosus,Ranunculus bulbosus,Quercus pubescens
117125,Angiosperm,"Ranunculus montanus Willd., 1799",7456960,45679,not_found,not_found,not_found
117201,Angiosperm,"Ranunculus repens L., 1753",3033339,45737,Ranunculus repens,Ranunculus repens,Quercus robur
117224,Angiosperm,"Ranunculus sceleratus L., 1753",3033374,45748,Ranunculus sceleratus,Ranunculus sceleratus,not_found
117459,Angiosperm,"Reseda luteola L., 1753",3040251,45915,Reseda luteola,Reseda luteola,Ranunculus acris
117503,Angiosperm,"Reynoutria japonica Houtt., 1777",2889173,45956,Reynoutria japonica,Reynoutria japonica,Ranunculus bulbosus
117530,Angiosperm,"Rhamnus cathartica L., 1753",3039491,45983,Rhamnus cathartica,Rhamnus cathartica,not_found
117668,Angiosperm,"Rhodiola rosea L., 1753",2985688,46137,Rhodiola rosea,Rhodiola rosea,Ranunculus repens
117679,Angiosperm,"Rhododendron ferrugineum L., 1753",2883073,46174,Rhododendron ferrugineum,Rhododendron ferrugineum,Ranunculus sceleratus
117712,Angiosperm,"Rhus coriaria L., 1753",3190563,46310,Rhus coriaria,Rhus coriaria,Reseda luteola
117774,Angiosperm,"Ribes rubrum L., 1753",2986097,46527,Ribes rubrum,Ribes rubrum,Reynoutria japonica
117806,Angiosperm,"Ricinus communis L., 1753",5380041,46557,Ricinus communis,Ricinus communis,Rhamnus cathartica
118016,Angiosperm,"Rosa arvensis Huds., 1762",3007054,46721,Rosa arvensis,not_found,Rhodiola rosea
118073,Angiosperm,"Rosa canina L., 1753",3002461,46728,Rosa canina,Rosa canina,Rhododendron ferrugineum
118397,Angiosperm,"Rosa pendulina L., 1753",3006974,46768,Rosa pendulina,not_found,Rhus coriaria
118916,Angiosperm,"Rubia peregrina L., 1753",2892347,46878,Rubia peregrina,Rubia peregrina,Ribes rubrum
118920,Angiosperm,"Rubia tinctorum L., 1753",2892272,46881,Rubia tinctorum,Rubia tinctorum,Ricinus communis
119097,Angiosperm,"Rubus fruticosus L., 1753 [nom. et typ. cons.]",8436459,47059,Rubus fruticosus,Rubus fruticosus,not_found
119149,Angiosperm,"Rubus idaeus L., 1753",2993094,47124,Rubus idaeus,Rubus idaeus,Rosa canina
119418,Angiosperm,"Rumex acetosa L., 1753 [nom. et typ. cons.]",2888951,47451,Rumex acetosa,Rumex acetosa,not_found
119419,Angiosperm,"Rumex acetosella L., 1753",2888995,47452,Rumex acetosella,Rumex acetosella,Rubia peregrina
119435,Angiosperm,"Rumex alpinus L., 1753 [nom. et typ. cons.]",2888948,47456,Rumex alpinus,Rumex alpinus,Rubia tinctorum
119473,Angiosperm,"Rumex crispus L., 1753",8195144,47468,Rumex crispus,Rumex crispus,Rubus fruticosus
119550,Angiosperm,"Rumex obtusifolius L., 1753",2889011,47498,Rumex obtusifolius,Rumex obtusifolius,Rubus idaeus
119558,Angiosperm,"Rumex patientia L., 1753",2889019,47501,Rumex patientia,Rumex patientia,Rumex acetosa
119698,Angiosperm,"Ruscus aculeatus L., 1753",2769766,47558,Ruscus aculeatus,Ruscus aculeatus,Rumex acetosella
119860,Angiosperm,"Sagittaria sagittifolia L., 1753",5328882,47714,Sagittaria sagittifolia,Sagittaria sagittifolia,Rumex alpinus
119915,Angiosperm,"Salix alba L., 1753 [nom. et typ. cons.]",5422592,47776,Salix alba,Salix alba,Rumex crispus
119977,Angiosperm,"Salix caprea L., 1753",5372952,47806,Salix caprea,Salix caprea,Rumex obtusifolius
120135,Angiosperm,"Salix myrsinifolia Salisb., 1796",5372875,47888,Salix myrsinifolia,not_found,Rumex patientia
120189,Angiosperm,"Salix purpurea L., 1753",5372800,47913,Salix purpurea,Salix purpurea,Ruscus aculeatus
120642,Angiosperm,"Salvia fruticosa Mill., 1768",6412283,48116,Salvia fruticosa,Salvia fruticosa,Sagittaria sagittifolia
120643,Angiosperm,"Salvia glutinosa L., 1753",2927026,48118,Salvia glutinosa,Salvia glutinosa,Salix alba
120678,Angiosperm,"Salvia officinalis L., 1753",2927004,48147,Salvia officinalis,Salvia officinalis,Salix caprea
120685,Angiosperm,"Salvia pratensis L., 1753",2927007,48156,Salvia pratensis,Salvia pratensis,not_found
120712,Angiosperm,"Sambucus ebulus L., 1753",2888722,48201,Sambucus ebulus,Sambucus ebulus,Salix purpurea
120717,Angiosperm,"Sambucus nigra L., 1753",2888728,48206,Sambucus nigra,Sambucus nigra,Salvia fruticosa
120720,Angiosperm,"Sambucus racemosa L., 1753",2888723,48209,Sambucus racemosa,Sambucus racemosa,Salvia glutinosa
120758,Angiosperm,"Sanguisorba officinalis L., 1753",3029627,48235,Sanguisorba officinalis,Sanguisorba officinalis,Salvia officinalis
120772,Angiosperm,"Sanicula europaea L., 1753",6027128,48244,Sanicula europaea,Sanicula europaea,Salvia pratensis
120785,Angiosperm,"Santolina chamaecyparissus L., 1753",3125933,48303,Santolina chamaecyparissus,Santolina chamaecyparissus,Sambucus ebulus
120786,Angiosperm,"Santolina corsica Jord. & Fourr., 1869",4252927,71245,not_found,not_found,Sambucus nigra
120823,Angiosperm,"Saponaria ocymoides L., 1753",3085357,48361,Saponaria ocymoides,Saponaria ocymoides,Sambucus racemosa
120824,Angiosperm,"Saponaria officinalis L., 1753",3085360,48362,Saponaria officinalis,Saponaria officinalis,Sanguisorba officinalis
120908,Angiosperm,"Satureja montana L., 1753",2926884,48472,Satureja montana,Satureja montana,Sanicula europaea
121065,Angiosperm,"Saxifraga granulata L., 1753",7887000,48601,Saxifraga granulata,not_found,Santolina chamaecyparissus
121334,Angiosperm,"Scabiosa columbaria L., 1753",2888802,48641,Scabiosa columbaria,Scabiosa columbaria,not_found
121606,Angiosperm,"Scilla bifolia L., 1753",2767506,49008,Scilla bifolia,not_found,Saponaria ocymoides
121823,Angiosperm,"Scleranthus annuus L., 1753",3085894,49087,Scleranthus annuus,Scleranthus annuus,Saponaria officinalis
121999,Angiosperm,"Scrophularia auriculata L., 1753 [nom. et typ. cons.]",3170875,49223,Scrophularia auriculata,not_found,Satureja montana
122028,Angiosperm,"Scrophularia nodosa L., 1753",3170886,49239,Scrophularia nodosa,Scrophularia nodosa,not_found
122069,Angiosperm,"Scutellaria galericulata L., 1753",2926759,49261,Scutellaria galericulata,Scutellaria galericulata,Scabiosa columbaria
122101,Angiosperm,"Sedum acre L., 1753",5362007,49361,Sedum acre,Sedum acre,not_found
122106,Angiosperm,"Sedum album L., 1753",5362008,49363,Sedum album,Sedum album,Scleranthus annuus
122140,Angiosperm,"Sedum cepaea L., 1753",5690287,49371,not_found,not_found,not_found
122243,Angiosperm,"Sedum rubens L., 1753",7963827,49395,not_found,not_found,Scrophularia nodosa
122419,Angiosperm,"Sempervivum arachnoideum L., 1753",4201709,49468,Sempervivum arachnoideum,Sempervivum arachnoideum,Scutellaria galericulata
122467,Angiosperm,"Sempervivum montanum L., 1753",8164781,49473,Sempervivum montanum,not_found,Sedum acre
122493,Angiosperm,"Sempervivum tectorum L., 1753",2985949,49475,Sempervivum tectorum,Sempervivum tectorum,Sedum album
122593,Angiosperm,"Senecio doronicum (L.) L., 1759",3107708,49526,not_found,not_found,not_found
122675,Angiosperm,"Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd., 1803",3107361,49594,Senecio ovatus,not_found,not_found
122714,Angiosperm,"Senecio sarracenicus L., 1753 [nom. et typ. cons.]",7903764,49614,not_found,not_found,Sempervivum arachnoideum
122726,Angiosperm,"Senecio sylvaticus L., 1753",3107987,49629,not_found,Senecio sylvaticus,not_found
122745,Angiosperm,"Senecio vulgaris L., 1753",3108983,49638,Senecio vulgaris,Senecio vulgaris,Sempervivum tectorum
122971,Angiosperm,"Serratula tinctoria L., 1753",5388835,49774,Serratula tinctoria,Serratula tinctoria,not_found
123258,Angiosperm,"Sideritis hyssopifolia L., 1753",8372368,50123,Sideritis hyssopifolia,not_found,not_found
123683,Angiosperm,"Silene vulgaris (Moench) Garcke, 1869",9172281,50304,Silene vulgaris,Silene vulgaris,not_found
123705,Angiosperm,"Silybum marianum (L.) Gaertn., 1791",3145214,50313,Silybum marianum,Silybum marianum,Senecio sylvaticus
123711,Angiosperm,"Sinapis alba L., 1753",3047621,50347,Sinapis alba,Sinapis alba,Senecio vulgaris
123713,Angiosperm,"Sinapis arvensis L., 1753",3047598,50348,Sinapis arvensis,Sinapis arvensis,Serratula tinctoria
123863,Angiosperm,"Sisymbrium officinale (L.) Scop., 1772",3046890,50427,Sisymbrium officinale,Sisymbrium officinale,not_found
124034,Angiosperm,"Solanum dulcamara L., 1753",2932737,50679,Solanum dulcamara,Solanum dulcamara,Silene vulgaris
124080,Angiosperm,"Solanum nigrum L., 1753",9150405,50755,Solanum nigrum,Solanum nigrum,Silybum marianum
124139,Angiosperm,"Soldanella alpina L., 1753",7923515,50853,not_found,Soldanella alpina,Sinapis alba
124164,Angiosperm,"Solidago canadensis L., 1753",5389029,50873,Solidago canadensis,Solidago canadensis,Sinapis arvensis
124168,Angiosperm,"Solidago gigantea Aiton, 1789",5389017,50876,Solidago gigantea,Solidago gigantea,Sisymbrium officinale
124205,Angiosperm,"Solidago virgaurea L., 1753",6446462,50905,Solidago virgaurea,Solidago virgaurea,Solanum dulcamara
124232,Angiosperm,"Sonchus arvensis L., 1753",3105813,50913,Sonchus arvensis,Sonchus arvensis,Solanum nigrum
124233,Angiosperm,"Sonchus asper (L.) Hill, 1769",3105782,50914,Sonchus asper,Sonchus asper,Soldanella alpina
124308,Angiosperm,"Sorbus aucuparia L., 1753",3012167,50997,Sorbus aucuparia,Sorbus aucuparia,Solidago canadensis
124453,Angiosperm,"Spartium junceum L., 1753",5355395,51228,Spartium junceum,Spartium junceum,Solidago gigantea
124499,Angiosperm,"Spergula arvensis L., 1753",3085810,51244,Spergula arvensis,Spergula arvensis,Solidago virgaurea
124741,Angiosperm,"Stachys annua (L.) L., 1763",2927235,51533,Stachys annua,not_found,Sonchus arvensis
124744,Angiosperm,"Stachys arvensis (L.) L., 1763",2927229,51535,Stachys arvensis,not_found,Sonchus asper
124798,Angiosperm,"Stachys palustris L., 1753",2927245,51554,Stachys palustris,Stachys palustris,Sorbus aucuparia
124814,Angiosperm,"Stachys sylvatica L., 1753",2927282,51561,Stachys sylvatica,Stachys sylvatica,Spartium junceum
125014,Angiosperm,"Stellaria media (L.) Vill., 1789",5384604,51634,Stellaria media,Stellaria media,Spergula arvensis
125295,Angiosperm,"Succisa pratensis Moench, 1794",2888811,52337,Succisa pratensis,Succisa pratensis,not_found
125324,Angiosperm,"Symphoricarpos albus (L.) S.F.Blake, 1914",8012439,52513,Symphoricarpos albus,Symphoricarpos albus,not_found
125343,Angiosperm,"Symphytum bulbosum K.F.Schimp., 1825",7629613,52528,not_found,not_found,Stachys palustris
125355,Angiosperm,"Symphytum officinale L., 1753",7558421,52530,Symphytum officinale,Symphytum officinale,Stachys sylvatica
125426,Angiosperm,"Tamarix gallica L., 1753",8380575,52980,Tamarix gallica,Tamarix gallica,Stellaria media
125469,Angiosperm,"Tanacetum parthenium (L.) Sch.Bip., 1844",3118430,53016,Tanacetum parthenium,Tanacetum parthenium,Succisa pratensis
125474,Angiosperm,"Tanacetum vulgare L., 1753",3118274,53018,Tanacetum vulgare,Tanacetum vulgare,Symphoricarpos albus
717630,Angiosperm,"Taraxacum officinale F.H.Wigg., 1780",5394163,391852,Taraxacum officinale,Taraxacum officinale,not_found
125981,Angiosperm,"Teucrium chamaedrys L., 1753",6411747,53949,Teucrium chamaedrys,Teucrium chamaedrys,Symphytum officinale
126006,Angiosperm,"Teucrium marum L., 1753",7308317,99690,Teucrium marum,Teucrium marum,Tamarix gallica
126008,Angiosperm,"Teucrium montanum L., 1753",7308294,53962,Teucrium montanum,not_found,Tanacetum parthenium
126019,Angiosperm,"Teucrium polium L., 1753",3887764,53965,Teucrium polium,Teucrium polium,Tanacetum vulgare
126035,Angiosperm,"Teucrium scorodonia L., 1753",2926901,53973,Teucrium scorodonia,Teucrium scorodonia,Taraxacum officinale
126552,Angiosperm,"Thymus nitens Lamotte, 1881",5606132,54253,not_found,not_found,Teucrium chamaedrys
126573,Angiosperm,"Thymus serpyllum L., 1753",6409622,54268,Thymus serpyllum,Thymus serpyllum,Teucrium marum
126582,Angiosperm,"Thymus vulgaris L., 1753",5341442,54274,Thymus vulgaris,Thymus vulgaris,not_found
126628,Angiosperm,"Tilia cordata Mill., 1768",3152047,54325,Tilia cordata,Tilia cordata,Teucrium polium
126650,Angiosperm,"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",3152048,54344,Tilia platyphyllos,Tilia platyphyllos,Teucrium scorodonia
127029,Angiosperm,"Tragopogon pratensis L., 1753",5386897,54643,Tragopogon pratensis,Tragopogon pratensis,not_found
127131,Angiosperm,"Tribulus terrestris L., 1753",5421116,54718,Tribulus terrestris,Tribulus terrestris,Thymus serpyllum
127219,Angiosperm,"Trifolium alpinum L., 1753",5359425,54920,Trifolium alpinum,not_found,Thymus vulgaris
127230,Angiosperm,"Trifolium arvense L., 1753",5359246,54926,Trifolium arvense,not_found,Tilia cordata
127439,Angiosperm,"Trifolium pratense L., 1753",8324121,54991,Trifolium pratense,Trifolium pratense,Tilia platyphyllos
127872,Angiosperm,"Trollius europaeus L., 1753",3033289,55291,Trollius europaeus,Trollius europaeus,Tragopogon pratensis
128042,Angiosperm,"Tussilago farfara L., 1753",3149879,55378,Tussilago farfara,Tussilago farfara,Tribulus terrestris
128077,Angiosperm,"Typha latifolia L., 1753",5289423,55399,Typha latifolia,Typha latifolia,not_found
128175,Angiosperm,"Ulmus minor Mill., 1768",5361865,55465,Ulmus minor,not_found,not_found
128215,Angiosperm,"Umbilicus rupestris (Salisb.) Dandy, 1948",7334368,55489,Umbilicus rupestris,Umbilicus rupestris,Trifolium pratense
128268,Angiosperm,"Urtica dioica L., 1753",7960979,55598,Urtica dioica,Urtica dioica,Trollius europaeus
128298,Angiosperm,"Urtica urens L., 1753",5361815,55609,Urtica urens,Urtica urens,Tussilago farfara
128345,Angiosperm,"Vaccinium myrtillus L., 1753",2882833,55736,Vaccinium myrtillus,Vaccinium myrtillus,Typha latifolia
128391,Angiosperm,"Valeriana celtica L., 1753",7298940,100721,Valeriana celtica,Valeriana celtica,not_found
128416,Angiosperm,"Valeriana montana L., 1753",7735944,55771,not_found,not_found,Umbilicus rupestris
128419,Angiosperm,"Valeriana officinalis L., 1753",2888763,55773,Valeriana officinalis,Valeriana officinalis,Urtica dioica
128476,Angiosperm,"Valerianella locusta (L.) Laterr., 1821",2888778,55801,Valeriana locusta,not_found,Urtica urens
128520,Angiosperm,"Veratrum album L., 1753",2742119,55963,Veratrum album,Veratrum album,Vaccinium myrtillus
128567,Angiosperm,"Verbascum densiflorum Bertol., 1810",3171939,55982,Verbascum densiflorum,Verbascum densiflorum,Valeriana celtica
128615,Angiosperm,"Verbascum nigrum L., 1753",3171945,55994,Verbascum nigrum,Verbascum nigrum,not_found
128660,Angiosperm,"Verbascum thapsus L., 1753",3171949,56010,Verbascum thapsus,Verbascum thapsus,Valeriana officinalis
128754,Angiosperm,"Verbena officinalis L., 1753",2925529,56033,Verbena officinalis,Verbena officinalis,not_found
128808,Angiosperm,"Veronica beccabunga L., 1753",3172062,56238,Veronica beccabunga,Veronica beccabunga,Veratrum album
128832,Angiosperm,"Veronica chamaedrys L., 1753",7874883,56242,Veronica chamaedrys,Veronica chamaedrys,Verbascum densiflorum
128938,Angiosperm,"Veronica officinalis L., 1753",3172049,56262,Veronica officinalis,Veronica officinalis,Verbascum nigrum
129083,Angiosperm,"Viburnum lantana L., 1753",2888615,56319,Viburnum lantana,Viburnum lantana,Verbascum thapsus
129087,Angiosperm,"Viburnum opulus L., 1753",2888605,56323,Viburnum opulus,Viburnum opulus,Verbena officinalis
129468,Angiosperm,"Vinca major L., 1753",3169708,56477,Vinca major,Vinca major,Veronica beccabunga
129470,Angiosperm,"Vinca minor L., 1753",3169707,56478,Vinca minor,Vinca minor,Veronica chamaedrys
129477,Angiosperm,"Vincetoxicum hirundinaria Medik., 1790",5414548,56482,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,Veronica officinalis
129506,Angiosperm,"Viola arvensis Murray, 1770",5331235,56491,Viola arvensis,not_found,Viburnum lantana
129520,Angiosperm,"Viola biflora L., 1753",5331325,56497,Viola biflora,Viola biflora,Viburnum opulus
129527,Angiosperm,"Viola calcarata L., 1753",7296469,56502,Viola calcarata,not_found,Vinca major
129529,Angiosperm,"Viola canina L., 1753",5331258,56505,Viola canina,Viola canina,Vinca minor
129539,Angiosperm,"Viola collina Besser, 1816",7296247,56508,not_found,Viola collina,Vincetoxicum hirundinaria
129596,Angiosperm,"Viola jordanii Hanry, 1853",7344870,101002,not_found,not_found,not_found
129614,Angiosperm,"Viola lutea Huds., 1762",8388117,56535,Viola lutea,not_found,Viola biflora
129632,Angiosperm,"Viola odorata L., 1753",5331181,56546,Viola odorata,Viola odorata,not_found
129639,Angiosperm,"Viola palustris L., 1753",5331355,56549,Viola palustris,not_found,Viola canina
129666,Angiosperm,"Viola reichenbachiana Jord. ex Boreau, 1857",5663962,56566,not_found,Viola reichenbachiana,Viola collina
129674,Angiosperm,"Viola rupestris F.W.Schmidt, 1791",7296242,56571,not_found,not_found,not_found
129723,Angiosperm,"Viola tricolor L., 1753",5331347,56588,Viola tricolor,Viola tricolor,not_found
129906,Angiosperm,"Viscum album L., 1753",2889828,56635,Viscum album,Viscum album,Viola odorata
130484,Angiosperm,"Xanthium orientale L., 1763",3089146,57120,not_found,Xanthium strumarium,not_found
130491,Angiosperm,"Xanthium spinosum L., 1753",3089150,57127,Xanthium spinosum,Xanthium spinosum,Viola reichenbachiana
130492,Angiosperm,"Xanthium strumarium L., 1753",3089154,57128,Xanthium strumarium,Xanthium strumarium,not_found
162352,Angiosperm,"Ziziphus jujuba Mill., 1768 [nom. cons.]",3039423,57554,Ziziphus jujuba,Ziziphus jujuba,Viola tricolor
84458,Fern,"Asplenium adiantum-nigrum L., 1753",2650594,5634,Asplenium adiantum-nigrum,Asplenium adiantum-nigrum,Viscum album
84472,Fern,"Asplenium ceterach L., 1753",2650617,5649,Asplenium ceterach,Asplenium ceterach,Viscum album
84524,Fern,"Asplenium scolopendrium L., 1753",2650669,5693,Asplenium scolopendrium,Asplenium scolopendrium,Viscum album
95567,Fern,"Dryopteris filix-mas (L.) Schott, 1834",5275132,19413,Dryopteris filix-mas,Dryopteris filix-mas,Viscum album
96508,Fern,"Equisetum arvense L., 1753",7924597,20927,Equisetum arvense,Equisetum arvense,Xanthium strumarium
96523,Fern,"Equisetum hyemale L., 1753",2687927,20931,Equisetum hyemale,Equisetum hyemale,Xanthium spinosum
96534,Fern,"Equisetum palustre L., 1753",2687932,20934,Equisetum palustre,Equisetum palustre,Xanthium strumarium
96545,Fern,"Equisetum sylvaticum L., 1753",2687929,20939,Equisetum sylvaticum,Equisetum sylvaticum,Ziziphus jujuba
96546,Fern,"Equisetum telmateia Ehrh., 1783",2687943,20940,Equisetum telmateia,Equisetum telmateia,Asplenium adiantum-nigrum
762284,Fern,"Equisetum variegatum Schleich. ex F.Weber & D.Mohr, 1807",2687920,20942,not_found,Equisetum variegatum,Asplenium ceterach
111815,Fern,"Osmunda regalis L., 1753",8049341,39427,Osmunda regalis,Osmunda regalis,Asplenium scolopendrium
115016,Fern,"Polypodium vulgare L., 1753",5274951,43323,Polypodium vulgare,Polypodium vulgare,Dryopteris filix-mas
116265,Fern,"Pteridium aquilinum (L.) Kuhn, 1879",5275012,44805,Pteridium aquilinum,Pteridium aquilinum,Equisetum arvense
79319,Gymnosperm,"Abies alba Mill., 1768",2685484,29,Abies alba,Abies alba,Equisetum hyemale
89452,Gymnosperm,"Cedrus atlantica (Endl.) Manetti ex Carri�re, 1855",5284702,11381,Cedrus atlantica,Cedrus atlantica,Equisetum palustre
93590,Gymnosperm,"Cupressus sempervirens L., 1753",2684030,15939,Cupressus sempervirens,Cupressus sempervirens,Equisetum sylvaticum
96101,Gymnosperm,"Ephedra distachya L., 1753",2653321,20753,Ephedra distachya,Ephedra distachya,Equisetum telmateia
104397,Gymnosperm,"Juniperus communis L., 1753",2684709,31556,Juniperus communis,Juniperus communis,Equisetum variegatum
104409,Gymnosperm,"Juniperus oxycedrus L., 1753",2684451,31578,Juniperus oxycedrus,Juniperus oxycedrus,Osmunda regalis
104413,Gymnosperm,"Juniperus sabina L., 1753",7963890,31587,Juniperus sabina,Juniperus sabina,Polypodium vulgare
105042,Gymnosperm,"Larix decidua Mill., 1768",2686212,32364,Larix decidua,Larix decidua,Pteridium aquilinum
113432,Gymnosperm,"Picea abies (L.) H.Karst., 1881",5284884,41907,Picea abies,Picea abies,Abies alba
113651,Gymnosperm,"Pinus cembra L., 1753",5285134,42105,Pinus cembra,Pinus cembra,Cedrus atlantica
113665,Gymnosperm,"Pinus halepensis Mill., 1768",5285604,42129,Pinus halepensis,Pinus halepensis,Cupressus sempervirens
113682,Gymnosperm,"Pinus mugo Turra, 1764",5285385,42157,Pinus mugo,Pinus mugo,Ephedra distachya
113689,Gymnosperm,"Pinus pinaster Aiton, 1789",5285565,42166,Pinus pinaster,Pinus pinaster,Juniperus communis
113690,Gymnosperm,"Pinus pinea L., 1753",5285165,42167,Pinus pinea,Pinus pinea,Juniperus oxycedrus
113703,Gymnosperm,"Pinus sylvestris L., 1753",5285637,42185,Pinus sylvestris,Pinus sylvestris,Juniperus sabina
116216,Gymnosperm,"Pseudotsuga menziesii (Mirb.) Franco, 1950",2685796,44567,Pseudotsuga menziesii,Pseudotsuga menziesii,Larix decidua
125816,Gymnosperm,"Taxus baccata L., 1753",5284517,53526,Taxus baccata,Taxus baccata,Picea abies
618756,Angiosperm,"Anchusa azurea Mill., 1768",5341198,3460,Anchusa azurea,Anchusa azurea,Pinus cembra
101253,Angiosperm,"Hepatica nobilis Schreb., 1771",5371699,203058,Hepatica nobilis,Hepatica nobilis,Pinus halepensis
85152,Angiosperm,"Atropa bella-donna L., 1753",3802655,6192,Atropa bella-donna,Atropa bella-donna,Pinus mugo
86828,Angiosperm,"Bryonia dioica Jacq., 1774",6422396,8654,Bryonia cretica,Bryonia dioica,Pinus mugo
95436,Angiosperm,"Drosera anglica Huds., 1778",3190932,19340,Drosera anglica,not_found,Pinus pinaster
116412,Angiosperm,"Pulmonaria australis (Murr) W.Sauer, 1975",5660562,45034,not_found,not_found,Pinus pinaster
119881,Angiosperm,"Salicornia europaea L., 1753",9823570,47757,Salicornia europaea,Salicornia europaea,Pinus pinaster
92488,Angiosperm,"Cormus domestica (L.) Spach, 1834",3013215,51024,Cormus domestica,not_found,Pinus pinea
124578,Angiosperm,"Spergularia rubra (L.) J.Presl & C.Presl, 1819",3085633,98361,Spergularia rubra,Spergularia rubra,Pinus sylvestris
999933,Angiosperm,"Rabelera holostea (L.) M.T.Sharples & E.A.Tripp, 2019",11071158,51629,not_found,not_found,Pseudotsuga menziesii
107887,Angiosperm,"Melilotus altissimus Thuill., 1799",2971042,459564,Melilotus altissimus,Melilotus altissimus,Taxus baccata
107942,Angiosperm,"Melilotus officinalis (L.) Lam., 1779",8193111,459576,Melilotus officinalis,Melilotus officinalis,NA
81287,Angiosperm,"Alkanna matthioli Tausch, 1824",5341257,2478,Alkanna tinctoria,not_found,NA
83528,Angiosperm,"Arctostaphylos uva-ursi (L.) Spreng., 1825",2882580,4528,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,NA
83969,Angiosperm,"Artemisia eriantha Ten., 1831",4229609,5188,not_found,not_found,Anchusa azurea
85745,Angiosperm,"Bellis sylvestris Cirillo, 1792",3117401,7174,not_found,not_found,Hepatica nobilis
85852,Angiosperm,"Betonica officinalis L., 1753",2927280,51552,Betonica officinalis,not_found,Atropa bella-donna
87849,Angiosperm,"Capsella bursa-pastoris (L.) Medik., 1792",5375388,10226,Capsella bursa-pastoris,Capsella bursa-pastoris,Bryonia dioica
161772,Angiosperm,"Charybdis maritima (L.) Speta, 1998",2776790,19299,Drimia maritima,not_found,not_found
92353,Angiosperm,"Convolvulus sepium L., 1753",7384966,9842,Calystegia sepium,not_found,Helianthemum nummularium
92566,Angiosperm,"Corrigiola litoralis L., 1753",5384680,14638,Corrigiola litoralis,not_found,not_found
92854,Angiosperm,"Crataegus germanica (L.) Kuntze, 1891",3031774,36364,Crataegus germanica,not_found,Salicornia europaea
93680,Angiosperm,"Cyanus segetum Hill, 1762",3089561,11567,Centaurea cyanus,not_found,not_found
95149,Angiosperm,"Dipsacus fullonum L., 1753",8435025,18734,Dipsacus fullonum,Dipsacus fullonum,Spergularia rubra
96046,Angiosperm,"Elytrigia repens (L.) Desv. ex Nevski, 1934",5290299,20359,Elymus repens,Elytrigia repens,not_found
97185,Angiosperm,"Erysimum cheiri (L.) Crantz, 1769",3048203,425541,Erysimum cheiri,Erysimum cheiri,Melilotus altissimus
98023,Angiosperm,"Ferula glauca L., 1753",3638472,24101,Ferula glauca,not_found,Melilotus officinalis
103057,Angiosperm,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",5304283,29696,Hyacinthoides non-scripta,Hyacinthoides nonscripta,NA
103553,Angiosperm,"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]",2891779,30393,Impatiens noli-tangere,Impatiens noli-tangere,NA
103737,Angiosperm,"Iris germanica L., 1753",5298069,432139,Iris germanica,Iris germanica,NA
106546,Angiosperm,"Loncomelos pyrenaicus (L.) Hrouda, 1988",2772902,39281,not_found,Ornithogalum pyrenaicum,NA
610909,Angiosperm,"Lysimachia arvensis (L.) U.Manns & Anderb., 2009",8184903,3410,Lysimachia arvensis,not_found,NA
107886,Angiosperm,"Melilotus albus Medik., 1787",2971095,459563,Melilotus albus,Melilotus albus,NA
112816,Angiosperm,"Petrosedum rupestre (L.) P.V.Heath, 1987",7618770,445080,Petrosedum rupestre,not_found,NA
113321,Angiosperm,"Physalis alkekengi L., 1753",5422592,250480,Alkekengi officinarum,Physalis alkekengi,NA
115789,Angiosperm,"Poterium sanguisorba L., 1753",5364245,48233,Sanguisorba minor,Sanguisorbia minor,NA
116459,Angiosperm,"Pulsatilla vernalis (L.) Mill., 1768",3928615,45060,Pulsatilla vernalis,Adonis vernalis,NA
116460,Angiosperm,"Pulsatilla vulgaris Mill., 1768",3033621,45061,Pulsatilla vulgaris,Pulsatilla vulgaris,NA
117787,Angiosperm,"Ribes uva-crispa L., 1753",2986185,46535,Ribes uva-crispa,Ribes uva-crispa,NA
1027822,Angiosperm,"Salvia rosmarinus Spenn., 1835",10902460,451852,Salvia rosmarinus,Rosmarinus officinalis,NA
119883,Angiosperm,"Salicornia fruticosa (L.) L., 1762",5567884,48406,not_found,not_found,NA
119892,Angiosperm,"Salicornia perennis Mill., 1768",5383932,48409,not_found,not_found,NA
121449,Angiosperm,"Scandix pecten-veneris L., 1753",3034233,48687,Scandix pecten-veneris,not_found,NA
124848,Angiosperm,"Staphisagria macrosperma Spach, 1838",7620156,80856,not_found,Delphinium staphysagria,NA
124970,Angiosperm,"Stellaria aquatica (L.) Scop., 1771",5384501,51618,Stellaria aquatica,not_found,NA
125568,Angiosperm,"Taraxacum dens-leonis Desf., 1799",5394163,391852,Taraxacum officinale,Taraxacum officinale,NA
