CD_REF,Regroupement,NOM_VALIDE,GBIF,AccSpeciesID,KEW_binomial_acc_name,PFAF_name,PFAF_name
98718,Angiosperm,"Filipendula vulgaris Moench, 1794",2988069,24996,Filipendula vulgaris,Filipendula vulgaris,Ficus carica
98756,Angiosperm,"Foeniculum vulgare Mill., 1768",3034922,25139,Foeniculum vulgare,Foeniculum vulgare,Filipendula ulmaria
98865,Angiosperm,"Fragaria vesca L., 1753",3029817,25213,Fragaria vesca,Fragaria vesca,Filipendula vulgaris
98887,Angiosperm,"Frangula alnus Mill., 1768",3039454,25217,Frangula alnus,not_found,Foeniculum vulgare
98910,Angiosperm,"Fraxinus angustifolia Vahl, 1804 [nom. cons.]",7325877,25240,Fraxinus angustifolia,Fraxinus angustifolia,Fragaria vesca
98921,Angiosperm,"Fraxinus excelsior L., 1753",3172358,25247,Fraxinus excelsior,Fraxinus excelsior,not_found
98933,Angiosperm,"Fraxinus ornus L., 1753",3172347,25258,Fraxinus ornus,Fraxinus ornus,Fraxinus angustifolia
98977,Angiosperm,"Fritillaria meleagris L., 1753",5300535,25308,Fritillaria meleagris,Fritillaria meleagris,Fraxinus excelsior
99108,Angiosperm,"Fumaria officinalis L., 1753",5334217,25355,Fumaria officinalis,Fumaria officinalis,Fraxinus ornus
99233,Angiosperm,"Galanthus nivalis L., 1753",2855356,25438,Galanthus nivalis,Galanthus nivalis,Fritillaria meleagris
99244,Angiosperm,"Galatella linosyris (L.) Rchb.f., 1854",3091677,229224,not_found,not_found,Fumaria officinalis
610594,Angiosperm,"Galatella sedifolia (L.) Greuter, 2003",3091620,83858,Galatella sedifolia,not_found,Galanthus nivalis
99260,Angiosperm,"Galega officinalis L., 1753",2975667,25451,Galega officinalis,Galega officinalis,not_found
99305,Angiosperm,"Galeopsis ladanum L., 1753",5341309,25469,Galeopsis ladanum,Galeopsis ladanum,not_found
99329,Angiosperm,"Galeopsis segetum Neck., 1770",5341308,25471,Galeopsis segetum,Galeopsis segetum,Galega officinalis
99334,Angiosperm,"Galeopsis tetrahit L., 1753",5341300,25473,Galeopsis tetrahit,Galeopsis tetrahit,Galeopsis ladanum
99358,Angiosperm,"Galinsoga parviflora Cav., 1795",3132570,25477,Galinsoga parviflora,Galinsoga parviflora,Galeopsis segetum
99366,Angiosperm,"Galium album Mill., 1768",2913931,25483,Galium album,not_found,Galeopsis tetrahit
99373,Angiosperm,"Galium aparine L., 1753",2913548,25487,Galium aparine,Galium aparine,Galinsoga parviflora
99473,Angiosperm,"Galium mollugo L., 1753",9039392,25526,Galium mollugo,Galium mollugo,not_found
99488,Angiosperm,"Galium odoratum (L.) Scop., 1771",2914642,25533,Galium odoratum,Galium odoratum,Galium aparine
99494,Angiosperm,"Galium palustre L., 1753",2913130,25535,Galium palustre,not_found,Galium mollugo
99582,Angiosperm,"Galium verum L., 1753",9063248,25573,Galium verum,Galium verum,Galium odoratum
99721,Angiosperm,"Genista anglica L., 1753",5347644,25891,not_found,not_found,not_found
99735,Angiosperm,"Genista cinerea (Vill.) DC., 1805",5347718,25896,not_found,not_found,Galium verum
99815,Angiosperm,"Genista scorpius (L.) DC., 1805",5347727,25917,Genista scorpius,not_found,not_found
99828,Angiosperm,"Genista tinctoria L., 1753",5347612,25923,Genista tinctoria,Genista tinctoria,not_found
99854,Angiosperm,"Gentiana acaulis L., 1753",6366597,25944,Gentiana acaulis,Gentiana acaulis,not_found
99881,Angiosperm,"Gentiana cruciata L., 1753",3170115,25956,Gentiana cruciata,Gentiana cruciata,Genista tinctoria
99903,Angiosperm,"Gentiana lutea L., 1753",3170040,25970,Gentiana lutea,Gentiana lutea,Gentiana acaulis
99922,Angiosperm,"Gentiana pneumonanthe L., 1753",7270598,25978,Gentiana pneumonanthe,Gentiana pneumonanthe,Gentiana cruciata
99929,Angiosperm,"Gentiana purpurea L., 1753",8207244,25984,Gentiana purpurea,Gentiana purpurea,Gentiana lutea
99953,Angiosperm,"Gentiana verna L., 1753",8232412,25997,not_found,not_found,Gentiana pneumonanthe
100142,Angiosperm,"Geranium robertianum L., 1753",2890668,26089,Geranium robertianum,Geranium robertianum,Gentiana purpurea
100144,Angiosperm,"Geranium rotundifolium L., 1753",2891031,26090,Geranium rotundifolium,Geranium rotundifolium,not_found
100149,Angiosperm,"Geranium sanguineum L., 1753",2890920,26092,Geranium sanguineum,not_found,Geranium robertianum
100208,Angiosperm,"Geum montanum L., 1753",5369806,26140,not_found,not_found,Geranium rotundifolium
100215,Angiosperm,"Geum rivale L., 1753",5369701,26145,Geum rivale,Geum rivale,not_found
100225,Angiosperm,"Geum urbanum L., 1753",5369652,26152,Geum urbanum,Geum urbanum,not_found
100310,Angiosperm,"Glechoma hederacea L., 1753",2926557,26336,Glechoma hederacea,Glechoma hederacea,Geum rivale
100335,Angiosperm,"Globularia alypum L., 1753",7703240,26381,Globularia alypum,not_found,Geum urbanum
100576,Angiosperm,"Gratiola officinalis L., 1753",3171915,26836,Gratiola officinalis,Gratiola officinalis,Glechoma hederacea
100613,Angiosperm,"Gymnadenia nigra (L.) Rchb.f., 1856",2840590,232102,Gymnadenia nigra,not_found,not_found
100787,Angiosperm,"Hedera helix L., 1753",8351737,27988,Hedera helix,Hedera helix,Gratiola officinalis
100956,Angiosperm,"Helianthemum nummularium (L.) Mill., 1768",8890062,28112,Helianthemum nummularium,Helianthemum nummularium,not_found
101080,Angiosperm,"Helichrysum italicum (Roth) G.Don, 1830",3131614,28175,Helichrysum italicum,Helichrysum italicum,Hedera helix
101101,Angiosperm,"Helichrysum stoechas (L.) Moench, 1794",3131494,28185,Helichrysum stoechas,Helichrysum stoechas,Helianthemum nummularium
101144,Angiosperm,"Heliotropium europaeum L., 1753",2925767,28353,Heliotropium europaeum,not_found,Helichrysum italicum
101188,Angiosperm,"Helleborus foetidus L., 1753",6375040,28383,Helleborus foetidus,Helleborus foetidus,Helichrysum stoechas
101202,Angiosperm,"Helleborus viridis L., 1753",3033108,28387,Helleborus viridis,Helleborus viridis,not_found
101300,Angiosperm,"Heracleum sphondylium L., 1753",3034830,28473,Heracleum sphondylium,Heracleum sphondylium,Helleborus foetidus
101405,Angiosperm,"Herniaria cinerea DC., 1815",3593900,28561,not_found,not_found,Helleborus viridis
101411,Angiosperm,"Herniaria glabra L., 1753",3085798,28562,Herniaria glabra,Herniaria glabra,Heracleum sphondylium
101412,Angiosperm,"Herniaria hirsuta L., 1753",3085797,28563,Herniaria hirsuta,Herniaria hirsuta,not_found
101460,Angiosperm,"Hesperis matronalis L., 1753",3042291,28585,Hesperis matronalis,Hesperis matronalis,Herniaria glabra
102235,Angiosperm,"Hieracium murorum L., 1753",8605056,28985,Hieracium murorum,not_found,Herniaria hirsuta
102671,Angiosperm,"Hieracium umbellatum L., 1753",3135329,29079,Hieracium umbellatum,Hieracium umbellatum,Hesperis matronalis
102863,Angiosperm,"Hippophae rhamnoides L., 1753",3039285,29221,Hippophae rhamnoides,Hippophae rhamnoides,not_found
103031,Angiosperm,"Humulus lupulus L., 1753",2984535,29681,Humulus lupulus,Humulus lupulus,Hieracium umbellatum
103162,Angiosperm,"Hylotelephium telephium (L.) H.Ohba, 1977",2985865,430714,Hylotelephium telephium,not_found,Hippophae rhamnoides
103178,Angiosperm,"Hyoscyamus albus L., 1753",2928979,29878,Hyoscyamus albus,Hyoscyamus albus,Humulus lupulus
103185,Angiosperm,"Hyoscyamus niger L., 1753",2928978,29883,Hyoscyamus niger,Hyoscyamus niger,not_found
103245,Angiosperm,"Hypericum androsaemum L., 1753",3189525,29958,Hypericum androsaemum,Hypericum androsaemum,Hyoscyamus albus
103308,Angiosperm,"Hypericum nummularium L., 1753",3713919,86573,not_found,not_found,Hyoscyamus niger
103316,Angiosperm,"Hypericum perforatum L., 1753",3189486,30010,Hypericum perforatum,Hypericum perforatum,Hypericum androsaemum
103320,Angiosperm,"Hypericum pulchrum L., 1753",3712747,30012,Hypericum pulchrum,not_found,not_found
103329,Angiosperm,"Hypericum tetrapterum Fr., 1823",6436469,30021,Hypericum tetrapterum,not_found,Hypericum perforatum
103375,Angiosperm,"Hypochaeris radicata L., 1753",3093702,30052,Hypochaeris radicata,not_found,not_found
103406,Angiosperm,"Hyssopus officinalis L., 1753",5341387,30135,Hyssopus officinalis,Hyssopus officinalis,not_found
103514,Angiosperm,"Ilex aquifolium L., 1753",5414222,30228,Ilex aquifolium,Ilex aquifolium,not_found
445494,Angiosperm,"Impatiens balsamina L., 1753",2891773,30376,Impatiens balsamina,Impatiens balsamina,Hyssopus officinalis
103578,Angiosperm,"Imperatoria ostruthium L., 1753",5538108,86787,Peucedanum ostruthium,not_found,Ilex aquifolium
103627,Angiosperm,"Inula helenium L., 1753",3148340,30677,Inula helenium,Inula helenium,Impatiens balsamina
103772,Angiosperm,"Iris pseudacorus L., 1753",5298231,30870,Iris pseudacorus,Iris pseudacorus,not_found
103817,Angiosperm,"Isatis tinctoria L., 1753",5374118,31014,Isatis tinctoria,Isatis tinctoria,Inula helenium
103985,Angiosperm,"Jacobaea adonidifolia (Loisel.) M�rat, 1812",5388631,235383,not_found,not_found,Iris pseudacorus
610648,Angiosperm,"Jacobaea alpina (L.) Moench, 1794",5388598,235384,not_found,not_found,Isatis tinctoria
610642,Angiosperm,"Jacobaea incana (L.) Veldkamp, 2006",5388625,235392,not_found,not_found,not_found
610647,Angiosperm,"Jacobaea leucophylla (DC.) Pelser, 2006",5388609,235395,not_found,not_found,not_found
610643,Angiosperm,"Jacobaea maritima (L.) Pelser & Meijden, 2005",5388595,235396,Jacobaea maritima,not_found,not_found
610646,Angiosperm,"Jacobaea vulgaris Gaertn., 1791",5388602,235402,Jacobaea vulgaris,not_found,not_found
104173,Angiosperm,"Juncus effusus L., 1753",2701311,31479,Juncus effusus,Juncus effusus,not_found
104419,Angiosperm,"Juniperus thurifera L., 1753",2684528,31595,Juniperus thurifera,not_found,not_found
104502,Angiosperm,"Kickxia elatine (L.) Dumort., 1827",3170819,31770,Kickxia elatine,Kickxia elatine,Juncus effusus
104516,Angiosperm,"Knautia arvensis (L.) Coult., 1828",2888808,31809,Knautia arvensis,Knautia arvensis,not_found
104764,Angiosperm,"Lactuca perennis L., 1753",3140574,32123,not_found,Lactuca perennis,Kickxia elatine
104775,Angiosperm,"Lactuca serriola L., 1756",3140490,32132,Lactuca serriola,Lactuca serriola,Knautia arvensis
104786,Angiosperm,"Lactuca viminea (L.) J.Presl & C.Presl, 1819",8625614,32138,Lactuca viminea,not_found,Lactuca perennis
104787,Angiosperm,"Lactuca virosa L., 1753",3140346,32139,Lactuca virosa,Lactuca virosa,Lactuca serriola
104854,Angiosperm,"Lamium album L., 1753",2926683,32229,Lamium album,Lamium album,not_found
104855,Angiosperm,"Lamium amplexicaule L., 1753",2926679,32230,Lamium amplexicaule,Lamium amplexicaule,Lactuca virosa
104876,Angiosperm,"Lamium galeobdolon (L.) L., 1759",2927324,32235,Lamium galeobdolon,Lamium galeobdolon,Lamium album
104889,Angiosperm,"Lamium maculatum (L.) L., 1763",2926684,32240,Lamium maculatum,not_found,Lamium amplexicaule
104903,Angiosperm,"Lamium purpureum L., 1753",2926682,32245,Lamium purpureum,Lamium purpureum,Lamium galeobdolon
105017,Angiosperm,"Lapsana communis L., 1753",3134857,32357,Lapsana communis,not_found,not_found
105211,Angiosperm,"Lathyrus latifolius L., 1753",5356517,32484,Lathyrus latifolius,Lathyrus latifolius,Lamium purpureum
105266,Angiosperm,"Lathyrus sylvestris L., 1753",5356623,32509,Lathyrus sylvestris,Lathyrus sylvestris,not_found
105295,Angiosperm,"Laurus nobilis L., 1753",3034015,32543,Laurus nobilis,Laurus nobilis,Lathyrus latifolius
105297,Angiosperm,"Lavandula angustifolia Mill., 1768",2927305,32547,Lavandula angustifolia,Lavandula angustifolia,Lathyrus sylvestris
105312,Angiosperm,"Lavandula latifolia Medik., 1784",2927304,32551,Lavandula latifolia,Lavandula latifolia,Laurus nobilis
105321,Angiosperm,"Lavandula stoechas L., 1753",2927303,32556,Lavandula stoechas,Lavandula stoechas,Lavandula angustifolia
105427,Angiosperm,"Lemna gibba L., 1753",2867569,32702,Lemna gibba,not_found,Lavandula latifolia
105431,Angiosperm,"Lemna minor L., 1753",2867589,32703,Lemna minor,Lemna minor,Lavandula stoechas
611031,Angiosperm,"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",3140685,338513,Leontopodium nivale,not_found,not_found
105621,Angiosperm,"Lepidium draba L., 1753",5376961,32777,Lepidium draba,not_found,Lemna minor
105817,Angiosperm,"Leucanthemum vulgare Lam., 1779",8848598,33153,Leucanthemum vulgare,Leucanthemum vulgare,not_found
105966,Angiosperm,"Ligustrum vulgare L., 1753",3172300,33431,Ligustrum vulgare,Ligustrum vulgare,not_found
105979,Angiosperm,"Lilium bulbiferum L., 1753",2753079,33434,Lilium bulbiferum,not_found,Leucanthemum vulgare
105989,Angiosperm,"Lilium martagon L., 1753",2753146,33444,Lilium martagon,Lilium martagon,Ligustrum vulgare
106213,Angiosperm,"Linaria repens (L.) Mill., 1768",5415019,33543,not_found,Linaria vulgaris,not_found
106234,Angiosperm,"Linaria vulgaris Mill., 1768",5415020,33555,Linaria vulgaris,Linaria vulgaris,Lilium martagon
106288,Angiosperm,"Linum catharticum L., 1753",2873865,33635,Linum catharticum,Linum catharticum,Linaria vulgaris
106396,Angiosperm,"Lithospermum officinale L., 1753",2926086,33806,Lithospermum officinale,Lithospermum officinale,Linaria vulgaris
106565,Angiosperm,"Lonicera etrusca Santi, 1795",5334247,34128,Lonicera etrusca,not_found,Linum catharticum
106574,Angiosperm,"Lonicera nigra L., 1753",7768870,34148,not_found,not_found,Lithospermum officinale
106581,Angiosperm,"Lonicera periclymenum L., 1753",5334277,34153,Lonicera periclymenum,Lonicera periclymenum,not_found
106595,Angiosperm,"Lonicera xylosteum L., 1753",5334259,34168,Lonicera xylosteum,not_found,not_found
106653,Angiosperm,"Lotus corniculatus L., 1753",5357013,34249,Lotus corniculatus,Lotus corniculatus,Lonicera periclymenum
106965,Angiosperm,"Lycium barbarum L., 1753",2928835,34544,Lycium barbarum,Lycium barbarum,not_found
107038,Angiosperm,"Lycopus europaeus L., 1753",5341478,34605,Lycopus europaeus,Lycopus europaeus,Lotus corniculatus
107073,Angiosperm,"Lysimachia nummularia L., 1753",3169379,34660,Lysimachia nummularia,Lysimachia nummularia,Lycium barbarum
107090,Angiosperm,"Lysimachia vulgaris L., 1753",3169386,34666,Lysimachia vulgaris,Lysimachia vulgaris,Lycopus europaeus
107117,Angiosperm,"Lythrum salicaria L., 1753",3188736,34676,Lythrum salicaria,Lythrum salicaria,Lysimachia nummularia
107217,Angiosperm,"Malus sylvestris (L.) Mill., 1768",3001509,35256,Malus sylvestris,Malus sylvestris,Lysimachia vulgaris
107224,Angiosperm,"Malva alcea L., 1753",3152365,35262,Malva alcea,Malva alcea,Lythrum salicaria
107282,Angiosperm,"Malva moschata L., 1753",3152379,35268,Malva moschata,Malva moschata,Malus sylvestris
107318,Angiosperm,"Malva sylvestris L., 1753",3152374,35274,Malva sylvestris,Malva sylvestris,Malva alcea
107397,Angiosperm,"Marrubium vulgare L., 1753",2927069,35556,Marrubium vulgare,Marrubium vulgare,Malva moschata
107440,Angiosperm,"Matricaria chamomilla L., 1753",8370958,35671,Matricaria chamomilla,not_found,Malva sylvestris
107446,Angiosperm,"Matricaria discoidea DC., 1838",3103791,35672,Matricaria discoidea,not_found,Marrubium vulgare
107786,Angiosperm,"Melampyrum arvense L., 1753",7331741,35984,Melampyrum arvense,not_found,not_found
107992,Angiosperm,"Melissa officinalis L., 1753",5341501,36165,Melissa officinalis,Melissa officinalis,not_found
108003,Angiosperm,"Melittis melissophyllum L., 1753",8105693,36167,Melittis melissophyllum,Melittis melissophyllum,not_found
108027,Angiosperm,"Mentha aquatica L., 1753",2927208,36265,Mentha aquatica,Mentha aquatica,Melissa officinalis
108029,Angiosperm,"Mentha arvensis L., 1753",2927192,36266,Mentha arvensis,Mentha arvensis,Melittis melissophyllum
108103,Angiosperm,"Mentha longifolia (L.) Huds., 1762",7510173,36274,Mentha longifolia,Mentha longifolia,Mentha aquatica
108138,Angiosperm,"Mentha pulegium L., 1753",2927189,36277,Mentha pulegium,Mentha pulegium,Mentha arvensis
108168,Angiosperm,"Mentha suaveolens Ehrh., 1792",2927190,36283,Mentha suaveolens,Mentha suaveolens,Mentha longifolia
108345,Angiosperm,"Menyanthes trifoliata L., 1753",5341511,36302,Menyanthes trifoliata,Menyanthes trifoliata,Mentha pulegium
108351,Angiosperm,"Mercurialis annua L., 1753",3062975,36306,Mercurialis annua,Mercurialis annua,Mentha suaveolens
108361,Angiosperm,"Mercurialis perennis L., 1753",3063016,36311,Mercurialis perennis,Mercurialis perennis,Menyanthes trifoliata
108454,Angiosperm,"Meum athamanticum Jacq., 1776",6026490,36414,Meum athamanticum,Meum athamanticum,Mercurialis annua
108996,Angiosperm,"Myosotis arvensis (L.) Hill, 1764",5341170,37495,Myosotis arvensis,not_found,Mercurialis perennis
109104,Angiosperm,"Myosotis sylvatica Hoffm., 1791",5341175,37514,Myosotis sylvatica,not_found,Meum athamanticum
109130,Angiosperm,"Myrica gale L., 1753",5414202,37586,Myrica gale,Myrica gale,not_found
109161,Angiosperm,"Myrrhis odorata (L.) Scop., 1771",3034681,37669,Myrrhis odorata,Myrrhis odorata,not_found
109186,Angiosperm,"Myrtus communis L., 1753",3180085,37705,Myrtus communis,Myrtus communis,Myrica gale
109291,Angiosperm,"Narcissus poeticus L., 1753",2858581,37745,Narcissus poeticus,Narcissus poeticus,Myrrhis odorata
109297,Angiosperm,"Narcissus pseudonarcissus L., 1753",2858244,37746,Narcissus pseudonarcissus,Narcissus pseudonarcissus,Myrtus communis
109422,Angiosperm,"Nasturtium officinale W.T.Aiton, 1812",7701037,37768,Nasturtium officinale,Nasturtium officinale,Narcissus poeticus
109506,Angiosperm,"Neottia nidus-avis (L.) Rich., 1817",2816176,38028,not_found,not_found,Narcissus pseudonarcissus
109620,Angiosperm,"Nigella arvensis L., 1753",7278276,38225,Nigella arvensis,Nigella arvensis,Nasturtium officinale
109625,Angiosperm,"Nigella damascena L., 1753",5371702,38227,Nigella damascena,Nigella damascena,not_found
109732,Angiosperm,"Nuphar lutea (L.) Sm., 1809",7551339,38364,Nuphar lutea,Nuphar lutea,Nigella arvensis
109735,Angiosperm,"Nuphar pumila (Timm) DC., 1821",6435002,38366,Nuphar pumila,Nuphar pumila,Nigella damascena
109750,Angiosperm,"Nymphaea alba L., 1753",2882437,38378,Nymphaea alba,Nymphaea alba,Nuphar lutea
109861,Angiosperm,"Oenanthe aquatica (L.) Poir., 1798",5371888,38663,Oenanthe aquatica,Oenanthe aquatica,Nuphar pumila
109911,Angiosperm,"Oenothera biennis L., 1753",3188924,38688,Oenothera biennis,Oenothera biennis,Nymphaea alba
110211,Angiosperm,"Ononis natrix L., 1753",2977234,38988,not_found,not_found,Oenanthe aquatica
110236,Angiosperm,"Ononis spinosa L., 1753 [nom. et typ. cons.]",2977149,38997,Ononis spinosa,Ononis spinosa,Oenothera biennis
110244,Angiosperm,"Onopordum acanthium L., 1753",3094900,39002,Onopordum acanthium,Onopordum acanthium,not_found
110914,Angiosperm,"Orchis mascula (L.) L., 1755",2849427,39152,Orchis mascula,Orchis mascula,Ononis spinosa
111289,Angiosperm,"Origanum vulgare L., 1753",2926612,39210,Origanum vulgare,Origanum vulgare,Ononis spinosa
111391,Angiosperm,"Ornithogalum umbellatum L., 1753",2773448,39286,Ornithogalum umbellatum,Ornithogalum umbellatum,Onopordum acanthium
111771,Angiosperm,"Orthilia secunda (L.) House, 1921",2888310,39339,Orthilia secunda,Orthilia secunda,Orchis mascula
111859,Angiosperm,"Oxalis acetosella L., 1753",8211958,39564,Oxalis acetosella,Oxalis acetosella,Origanum vulgare
717359,Angiosperm,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",8290282,357761,Oxybasis glauca,Chenopodium glaucum,Ornithogalum umbellatum
111974,Angiosperm,"Oxytropis campestris (L.) DC., 1802",5361536,39653,Oxytropis campestris,not_found,Orthilia secunda
112042,Angiosperm,"Paeonia officinalis L., 1753",3083488,39795,Paeonia officinalis,Paeonia officinalis,Oxalis acetosella
112061,Angiosperm,"Paliurus spina-christi Mill., 1768",5372457,39891,Paliurus spina-christi,Paliurus spina-christi,Chenopodium glaucum
112303,Angiosperm,"Papaver dubium L., 1753",2888464,40152,Papaver dubium,Papaver dubium,not_found
112355,Angiosperm,"Papaver rhoeas L., 1753",2888443,40195,Papaver rhoeas,Papaver rhoeas,Paeonia officinalis
112410,Angiosperm,"Parietaria judaica L., 1756",5361801,40305,Parietaria judaica,Parietaria judaica,Paliurus spina-christi
112413,Angiosperm,"Parietaria officinalis L., 1753",5361803,40307,Parietaria officinalis,Parietaria officinalis,Papaver dubium
112421,Angiosperm,"Paris quadrifolia L., 1753",5295911,40337,Paris quadrifolia,Paris quadrifolia,Papaver rhoeas
112426,Angiosperm,"Parnassia palustris L., 1753",3032585,40381,Parnassia palustris,Parnassia palustris,Parietaria judaica
112467,Angiosperm,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",3039209,40430,Parthenocissus tricuspidata,Parthenocissus tricuspidata,Parietaria officinalis
112550,Angiosperm,"Pastinaca sativa L., 1753",8262702,40533,Pastinaca sativa,Pastinaca sativa,Paris quadrifolia
112590,Angiosperm,"Pedicularis palustris L., 1753",3171734,40701,Pedicularis palustris,not_found,Parnassia palustris
112601,Angiosperm,"Pedicularis sylvatica L., 1753",3171712,40711,Pedicularis sylvatica,not_found,Parthenocissus tricuspidata
112739,Angiosperm,"Persicaria hydropiper (L.) Spach, 1841",8323622,41190,Persicaria hydropiper,not_found,Pastinaca sativa
112745,Angiosperm,"Persicaria maculosa Gray, 1821 [nom. cons.]",6391194,41193,Persicaria maculosa,not_found,Pastinaca sativa
112783,Angiosperm,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",9490132,41263,Petasites hybridus,Petasites hybridus,not_found
113221,Angiosperm,"Phleum pratense L., 1753",9014945,41549,Phleum pratense,Phleum pratense,not_found
113260,Angiosperm,"Phragmites australis (Cav.) Trin. ex Steud., 1840",5290149,41658,Phragmites australis,Phragmites australis,not_found
113418,Angiosperm,"Phytolacca americana L., 1753",3084015,41897,Phytolacca americana,Phytolacca americana,not_found
113525,Angiosperm,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",7874303,42016,Pilosella officinarum,Pilosella officinarum,Petasites hybridus
113579,Angiosperm,"Pimpinella major (L.) Huds., 1762",5371874,42065,Pimpinella major,Pimpinella major,Phleum pratense
113596,Angiosperm,"Pimpinella saxifraga L., 1753",7622278,42069,Pimpinella saxifraga,Pimpinella saxifraga,Phragmites australis
113744,Angiosperm,"Pistacia lentiscus L., 1753",3190583,42352,Pistacia lentiscus,Pistacia lentiscus,Phytolacca americana
113804,Angiosperm,"Plantago afra L., 1762",7303104,42502,Plantago afra,not_found,Pilosella officinarum
113809,Angiosperm,"Plantago arenaria Waldst. & Kit., 1802",3189762,42510,Plantago indica,Plantago arenaria,Pimpinella major
113842,Angiosperm,"Plantago coronopus L., 1753",3189739,42521,Plantago coronopus,Plantago coronopus,Pimpinella saxifraga
113893,Angiosperm,"Plantago lanceolata L., 1753",8208358,42541,Plantago lanceolata,Plantago lanceolata,Pistacia lentiscus
113904,Angiosperm,"Plantago major L., 1753",3189767,42544,Plantago major,Plantago major,not_found
113924,Angiosperm,"Plantago ovata Forssk., 1775",3189723,42551,Plantago ovata,Plantago ovata,Plantago arenaria
113957,Angiosperm,"Plantago sempervirens Crantz, 1766",7303117,42561,not_found,not_found,Plantago coronopus
114080,Angiosperm,"Plumbago europaea L., 1753",4090052,70596,Plumbago europaea,Plumbago europaea,Plantago lanceolata
114595,Angiosperm,"Polygala vulgaris L., 1753 [nom. et typ. cons.]",3191374,43193,Polygala vulgaris,Polygala vulgaris,Plantago major
114611,Angiosperm,"Polygonatum multiflorum (L.) All., 1785",2770022,43204,Polygonatum multiflorum,Polygonatum multiflorum,Plantago ovata
114612,Angiosperm,"Polygonatum odoratum (Mill.) Druce, 1906",2770228,43205,Polygonatum odoratum,Polygonatum odoratum,not_found
114658,Angiosperm,"Polygonum aviculare L., 1753",7821030,43221,Polygonum aviculare,Polygonum aviculare,Plumbago europaea
115110,Angiosperm,"Populus alba L., 1753",3040233,43493,Populus alba,Populus alba,Polygala vulgaris
115145,Angiosperm,"Populus nigra L., 1753",3040227,43519,Populus nigra,Populus nigra,Polygonatum multiflorum
115156,Angiosperm,"Populus tremula L., 1753",3040249,43532,Populus tremula,Populus tremula,Polygonatum odoratum
115215,Angiosperm,"Portulaca oleracea L., 1753",3084719,43573,Portulaca oleracea,Portulaca oleracea,Polygonum aviculare
115280,Angiosperm,"Potamogeton natans L., 1753",5301147,43614,Potamogeton natans,Potamogeton natans,Populus alba
115407,Angiosperm,"Potentilla argentea L., 1753",8011540,43638,Potentilla argentea,not_found,Populus nigra
115470,Angiosperm,"Potentilla erecta (L.) Raeusch., 1797",5365576,43663,Potentilla erecta,Potentilla erecta,Populus tremula
115624,Angiosperm,"Potentilla reptans L., 1753",5367273,43716,Potentilla reptans,Potentilla reptans,Portulaca oleracea
115813,Angiosperm,"Prenanthes purpurea L., 1753",3090783,44013,not_found,not_found,Potamogeton natans
115865,Angiosperm,"Primula elatior (L.) Hill, 1765",5414326,44042,Primula elatior,Primula elatior,not_found
115868,Angiosperm,"Primula farinosa L., 1753",7931979,44044,Primula farinosa,not_found,Potentilla erecta
115918,Angiosperm,"Primula veris L., 1753",8377689,44078,Primula veris,Primula veris,Potentilla reptans
116012,Angiosperm,"Prunella vulgaris L., 1753",5341297,44289,Prunella vulgaris,Prunella vulgaris,not_found
116043,Angiosperm,"Prunus avium (L.) L., 1755",3020791,44304,Prunus avium,Prunus avium,Primula elatior
116089,Angiosperm,"Prunus laurocerasus L., 1753",3021496,44364,Prunus laurocerasus,Prunus laurocerasus,not_found
116096,Angiosperm,"Prunus mahaleb L., 1753",3022789,44371,Prunus mahaleb,Prunus mahaleb,Primula veris
116109,Angiosperm,"Prunus padus L., 1753",3021037,44388,Prunus padus,Prunus padus,Prunella vulgaris
116142,Angiosperm,"Prunus spinosa L., 1753",3023221,44422,Prunus spinosa,Prunus spinosa,Prunus avium
116392,Angiosperm,"Pulicaria dysenterica (L.) Bernh., 1800",3095609,45023,Pulicaria dysenterica,Pulicaria dysenterica,Prunus laurocerasus
116407,Angiosperm,"Pulmonaria affinis Jord., 1854",5660579,95079,not_found,not_found,Prunus mahaleb
116416,Angiosperm,"Pulmonaria longifolia (Bastard) Boreau, 1857",7294681,45036,Pulmonaria longifolia,not_found,Prunus padus
116422,Angiosperm,"Pulmonaria officinalis L., 1753",5341204,45040,Pulmonaria officinalis,Pulmonaria officinalis,Prunus spinosa
116547,Angiosperm,"Pyrola rotundifolia L., 1753",2888269,45189,Pyrola rotundifolia,Pyrola rotundifolia,Pulicaria dysenterica
116574,Angiosperm,"Pyrus communis L., 1753",5362573,45232,Pyrus communis,Pyrus communis,not_found
116704,Angiosperm,"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",2879098,45402,Quercus ilex,Quercus ilex,not_found
521658,Angiosperm,"Quercus petraea (Matt.) Liebl., 1784",2880130,45457,Quercus petraea,Quercus petraea,Pulmonaria officinalis
116751,Angiosperm,"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",2881283,45465,Quercus pubescens,Quercus pubescens,Pyrola rotundifolia
116754,Angiosperm,"Quercus pyrenaica Willd., 1805",2878826,45468,Quercus pyrenaica,not_found,Pyrus communis
