"","CD_REF","LB_NOM","FAMILLE","FR"
"158",81088,"Alchemilla glabra","Rosaceae","P"
"159",717719,"Alchemilla glacialis","Rosaceae","P"
"160",81091,"Alchemilla glaucescens","Rosaceae","P"
"161",81092,"Alchemilla glomerulans","Rosaceae","P"
"162",81095,"Alchemilla grenieri","Rosaceae","E"
"163",81096,"Alchemilla grossidens","Rosaceae","P"
"164",81097,"Alchemilla heteropoda","Rosaceae","P"
"165",81098,"Alchemilla hoppeana","Rosaceae","P"
"166",81101,"Alchemilla hybrida","Rosaceae","P"
"167",81104,"Alchemilla incisa","Rosaceae","P"
"168",81117,"Alchemilla leptoclada","Rosaceae","P"
"169",610820,"Alchemilla mollis","Rosaceae","I"
"170",81130,"Alchemilla monticola","Rosaceae","P"
"171",717061,"Alchemilla montserratii","Rosaceae","P"
"172",717063,"Alchemilla obscura","Rosaceae","P"
"173",717064,"Alchemilla ozana","Rosaceae","P"
"174",81137,"Alchemilla pallens","Rosaceae","P"
"175",81140,"Alchemilla pentaphyllea","Rosaceae","P"
"176",717721,"Alchemilla petiolulans","Rosaceae","P"
"177",81142,"Alchemilla plicata","Rosaceae","P"
"178",717065,"Alchemilla polatschekiana","Rosaceae","P"
"179",717066,"Alchemilla propinqua","Rosaceae","P"
"180",892219,"Alchemilla reflexa","Rosaceae","E"
"181",81153,"Alchemilla reniformis","Rosaceae","P"
"182",81159,"Alchemilla saxatilis","Rosaceae","P"
"183",81161,"Alchemilla schmidelyana","Rosaceae","P"
"184",81166,"Alchemilla splendens","Rosaceae","P"
"185",608142,"Alchemilla strigosula","Rosaceae","P"
"186",81170,"Alchemilla subcrenata","Rosaceae","P"
"187",717722,"Alchemilla subglobosa","Rosaceae","P"
"188",81171,"Alchemilla subsericea","Rosaceae","P"
"189",81179,"Alchemilla transiens","Rosaceae","P"
"190",81182,"Alchemilla trunciloba","Rosaceae","P"
"191",81190,"Alchemilla vetteri","Rosaceae","P"
"192",81195,"Alchemilla xanthochlora","Rosaceae","P"
"193",81260,"Alisma gramineum","Alismataceae","P"
"194",81263,"Alisma lanceolatum","Alismataceae","P"
"195",81272,"Alisma plantago-aquatica","Alismataceae","P"
"196",161879,"Alkanna lutea","Boraginaceae","P"
"197",81287,"Alkanna matthioli","Boraginaceae","P"
"198",81295,"Alliaria petiolata","Brassicaceae","P"
"199",81297,"Allium acutiflorum","Amaryllidaceae","P"
"200",81313,"Allium ampeloprasum","Amaryllidaceae","I"
"201",81316,"Allium angulosum","Amaryllidaceae","P"
"202",81336,"Allium carinatum","Amaryllidaceae","P"
"203",81339,"Allium cepa","Amaryllidaceae","M"
"204",81341,"Allium chamaemoly","Amaryllidaceae","P"
"205",81347,"Allium coloratum","Amaryllidaceae","P"
"206",81350,"Allium commutatum","Amaryllidaceae","P"
"207",81355,"Allium consimile","Amaryllidaceae","P"
"208",81359,"Allium corsicum","Amaryllidaceae","E"
"209",610829,"Allium cyrilli","Amaryllidaceae","I"
"210",81369,"Allium ericetorum","Amaryllidaceae","P"
"211",81373,"Allium fistulosum","Amaryllidaceae","M"
"212",81376,"Allium flavum","Amaryllidaceae","P"
"213",81378,"Allium flexum","Amaryllidaceae","P"
"214",923594,"Allium longispathum","Amaryllidaceae","P"
"215",81423,"Allium lusitanicum","Amaryllidaceae","P"
"216",81433,"Allium moly","Amaryllidaceae","P"
"217",81439,"Allium moschatum","Amaryllidaceae","P"
"218",81440,"Allium multibulbosum","Amaryllidaceae","I"
"219",81443,"Allium narcissiflorum","Amaryllidaceae","P"
"220",81445,"Allium neapolitanum","Amaryllidaceae","P"
"221",81449,"Allium nigrum","Amaryllidaceae","P"
"222",81457,"Allium oleraceum","Amaryllidaceae","P"
"223",81459,"Allium oporinanthum","Amaryllidaceae","P"
"224",81463,"Allium pallens","Amaryllidaceae","P"
"225",81468,"Allium parciflorum","Amaryllidaceae","P"
"226",81473,"Allium pendulinum","Amaryllidaceae","P"
"227",81479,"Allium polyanthum","Amaryllidaceae","P"
"228",81499,"Allium roseum","Amaryllidaceae","P"
"229",81501,"Allium rotundum","Amaryllidaceae","P"
"230",81505,"Allium sativum","Amaryllidaceae","M"
"231",81506,"Allium savii","Amaryllidaceae","P"
"232",81507,"Allium scaberrimum","Amaryllidaceae","P"
"233",81508,"Allium schoenoprasum","Amaryllidaceae","P"
"234",81510,"Allium scorodoprasum","Amaryllidaceae","P"
"235",81516,"Allium siculum","Amaryllidaceae","P"
"236",81520,"Allium sphaerocephalon","Amaryllidaceae","P"
"237",81522,"Allium strictum","Amaryllidaceae","P"
"238",81523,"Allium suaveolens","Amaryllidaceae","P"
"239",81525,"Allium subhirsutum","Amaryllidaceae","P"
"240",81530,"Allium tenuiflorum","Amaryllidaceae","P"
"241",81537,"Allium trifoliatum","Amaryllidaceae","M"
"242",81538,"Allium triquetrum","Amaryllidaceae","P"
"243",81541,"Allium ursinum","Amaryllidaceae","P"
"244",81543,"Allium victorialis","Amaryllidaceae","P"
"245",81544,"Allium vineale","Amaryllidaceae","P"
"246",959200,"Oeosporangium acrosticum","Pteridaceae","P"
"247",959208,"Oeosporangium guanchicum","Pteridaceae","P"
"248",959211,"Oeosporangium hispanicum","Pteridaceae","P"
"249",959230,"Oeosporangium pteridioides","Pteridaceae","P"
"250",959234,"Oeosporangium tinaei","Pteridaceae","P"
"251",81563,"Alnus alnobetula","Betulaceae","P"
"252",81567,"Alnus cordata","Betulaceae","P"
"253",81569,"Alnus glutinosa","Betulaceae","P"
"254",81570,"Alnus incana","Betulaceae","P"
"255",81588,"Aloe arborescens","Asphodelaceae","I"
"256",81595,"Aloe maculata","Asphodelaceae","I"
"257",81610,"Alopecurus aequalis","Poaceae","P"
"258",81620,"Alopecurus arundinaceus","Poaceae","P"
"259",81624,"Alopecurus bulbosus","Poaceae","P"
"260",81637,"Alopecurus geniculatus","Poaceae","P"
"261",81638,"Alopecurus gerardi","Poaceae","P"
"262",81648,"Alopecurus myosuroides","Poaceae","P"
"263",81656,"Alopecurus pratensis","Poaceae","P"
"264",81658,"Alopecurus rendlei","Poaceae","P"
"265",639101,"Aloysia citrodora","Verbenaceae","M"
"266",81831,"Alternanthera philoxeroides","Amaranthaceae","I"
"267",81837,"Althaea cannabina","Malvaceae","P"
"268",81856,"Althaea officinalis","Malvaceae","P"
"269",81869,"Althenia filiformis","Potamogetonaceae","P"
"270",81875,"Alyssoides utriculata","Brassicaceae","P"
"271",81876,"Alyssum alpestre","Brassicaceae","P"
"272",81878,"Alyssum alyssoides","Brassicaceae","P"
"273",810907,"Alyssum cacuminum","Brassicaceae","P"
"274",81896,"Alyssum corsicum","Brassicaceae","I"
"275",161703,"Alyssum flexicaule","Brassicaceae","E"
"276",81915,"Alyssum loiseleurii","Brassicaceae","S"
"277",81923,"Alyssum montanum","Brassicaceae","P"
"278",81926,"Alyssum orophilum","Brassicaceae","P"
"279",81935,"Alyssum rhodanense","Brassicaceae","E"
"280",81936,"Alyssum robertianum","Brassicaceae","E"
"281",81943,"Alyssum serpyllifolium","Brassicaceae","P"
"282",81944,"Alyssum simplex","Brassicaceae","P"
"283",81955,"Amaranthus albus","Amaranthaceae","I"
"284",81963,"Amaranthus blitoides","Amaranthaceae","I"
"285",81966,"Amaranthus blitum","Amaranthaceae","P"
"286",81971,"Amaranthus caudatus","Amaranthaceae","M"
"287",81976,"Amaranthus cruentus","Amaranthaceae","M"
"288",81978,"Amaranthus deflexus","Amaranthaceae","I"
"289",81991,"Amaranthus graecizans","Amaranthaceae","P"
"290",81992,"Amaranthus hybridus","Amaranthaceae","I"
"291",81994,"Amaranthus hypochondriacus","Amaranthaceae","M"
"292",82006,"Amaranthus muricatus","Amaranthaceae","I"
"293",82018,"Amaranthus retroflexus","Amaranthaceae","I"
"294",82023,"Amaranthus spinosus","Amaranthaceae","M"
"295",82033,"Amaranthus viridis","Amaranthaceae","I"
"296",82060,"Amaryllis belladonna","Amaryllidaceae","M"
"297",82080,"Ambrosia artemisiifolia","Asteraceae","J"
"298",610847,"Ambrosia psilostachya","Asteraceae","I"
"299",82092,"Ambrosia tenuifolia","Asteraceae","I"
"300",82093,"Ambrosia trifida","Asteraceae","I"
"301",82095,"Ambrosina bassii","Araceae","P"
"302",82101,"Amelanchier lamarckii","Rosaceae","I"
"303",82103,"Amelanchier ovalis","Rosaceae","P"
"304",162649,"Amelanchier spicata","Rosaceae","M"
"305",788852,"Amelichloa ambigua","Poaceae","I"
"306",788853,"Amelichloa brachychaeta","Poaceae","I"
"307",788854,"Amelichloa caudata","Poaceae","I"
"308",82120,"Ammannia coccinea","Lythraceae","I"
"309",160299,"Ammannia robusta","Lythraceae","I"
"310",82130,"Ammi majus","Apiaceae","P"
"311",82136,"Ammoides pusilla","Apiaceae","P"
"312",82139,"Ammophila arenaria","Poaceae","P"
"313",82164,"Amorpha fruticosa","Fabaceae","J"
"314",82173,"Ampelodesmos mauritanicus","Poaceae","P"
"315",788797,"Amsinckia calycina","Boraginaceae","I"
"316",82194,"Amsinckia lycopsoides","Boraginaceae","M"
"317",82280,"Anacamptis collina","Orchidaceae","W"
"318",82282,"Anacamptis coriophora","Orchidaceae","P"
"319",717075,"Anacamptis fragrans","Orchidaceae","P"
"320",82283,"Anacamptis laxiflora","Orchidaceae","P"
"321",82285,"Anacamptis morio","Orchidaceae","P"
"322",82286,"Anacamptis palustris","Orchidaceae","P"
"323",82287,"Anacamptis papilionacea","Orchidaceae","P"
"324",82288,"Anacamptis pyramidalis","Orchidaceae","P"
"325",82305,"Anacyclus clavatus","Asteraceae","P"
"326",82315,"Anacyclus radiatus","Asteraceae","P"
"327",82318,"Anacyclus valentinus","Asteraceae","P"
"328",82350,"Anagyris foetida","Fabaceae","P"
"329",82356,"Anarrhinum bellidifolium","Plantaginaceae","P"
"330",82357,"Anarrhinum corsicum","Plantaginaceae","E"
"331",610704,"Anarrhinum laxiflorum","Plantaginaceae","P"
"332",82376,"Anchusa crispa","Boraginaceae","S"
"333",618756,"Anchusa azurea","Boraginaceae","P"
"334",82390,"Anchusa ochroleuca","Boraginaceae","I"
"335",82391,"Anchusa officinalis","Boraginaceae","P"
"336",82398,"Anchusa procera","Boraginaceae","I"
"337",82408,"Anchusa undulata","Boraginaceae","M"
"338",82414,"Andrachne telephioides","Phyllanthaceae","I"
"339",82420,"Andromeda polifolia","Ericaceae","P"
"340",82439,"Andropogon distachyos","Poaceae","P"
"341",610708,"Andropogon virginicus","Poaceae","I"
"342",82476,"Androsace adfinis","Primulaceae","P"
"343",82478,"Androsace alpina","Primulaceae","P"
"344",82511,"Androsace laggeri","Primulaceae","P"
"345",82492,"Androsace chaixii","Primulaceae","P"
"346",82494,"Androsace ciliata","Primulaceae","P"
"347",82495,"Androsace cylindrica","Primulaceae","S"
"348",82498,"Androsace elongata","Primulaceae","P"
"349",82503,"Androsace halleri","Primulaceae","P"
"350",82504,"Androsace helvetica","Primulaceae","P"
"351",82509,"Androsace lactea","Primulaceae","P"
"352",82516,"Androsace maxima","Primulaceae","P"
"353",82519,"Androsace obtusifolia","Primulaceae","P"
"354",82529,"Androsace pubescens","Primulaceae","P"
"355",82531,"Androsace pyrenaica","Primulaceae","P"
"356",82535,"Androsace septentrionalis","Primulaceae","P"
"357",82483,"Androsace argentea","Primulaceae","P"
"358",82544,"Androsace villosa","Primulaceae","P"
"359",82545,"Androsace vitaliana","Primulaceae","P"
"360",82562,"Andryala integrifolia","Asteraceae","P"
"361",82571,"Andryala ragusina","Asteraceae","P"
"362",116440,"Pulsatilla alpina","Ranunculaceae","P"
"363",82598,"Anemone apennina","Ranunculaceae","P"
"364",82600,"Anemone baldensis","Ranunculaceae","P"
"365",610709,"Anemone blanda","Ranunculaceae","M"
"366",82607,"Anemone coronaria","Ranunculaceae","P"
"367",116448,"Pulsatilla halleri","Ranunculaceae","P"
"368",101253,"Hepatica nobilis","Ranunculaceae","P"
"369",82623,"Anemone hortensis","Ranunculaceae","P"
"370",116450,"Pulsatilla montana","Ranunculaceae","P"
"371",82591,"Anemonastrum narcissiflorum","Ranunculaceae","P"
"372",82637,"Anemone nemorosa","Ranunculaceae","P"
"373",82642,"Anemone palmata","Ranunculaceae","P"
"374",116460,"Pulsatilla vulgaris","Ranunculaceae","P"
"375",82656,"Anemone ranunculoides","Ranunculaceae","P"
"376",116456,"Pulsatilla rubra","Ranunculaceae","P"
"377",116457,"Pulsatilla scherfelii","Ranunculaceae","P"
"378",82665,"Anemone sylvestris","Ranunculaceae","P"
"379",82666,"Anemone trifolia","Ranunculaceae","P"
"380",116459,"Pulsatilla vernalis","Ranunculaceae","P"
"381",82692,"Anethum graveolens","Apiaceae","I"
"382",82705,"Angelica archangelica","Apiaceae","I"
"383",82715,"Angelica heterocarpa","Apiaceae","E"
"384",82733,"Angelica razulii","Apiaceae","P"
"385",82738,"Angelica sylvestris","Apiaceae","P"
"386",82750,"Anisantha diandra","Poaceae","P"
"387",82751,"Anisantha fasciculata","Poaceae","P"
"388",82753,"Anisantha madritensis","Poaceae","P"
"389",82755,"Anisantha rigida","Poaceae","P"
"390",82756,"Anisantha rubens","Poaceae","P"
"391",82757,"Anisantha sterilis","Poaceae","P"
"392",82758,"Anisantha tectorum","Poaceae","P"
"393",717084,"Anisosciadium orientale","Apiaceae","M"
"394",82775,"Anoda cristata","Malvaceae","I"
"395",82783,"Anogramma leptophylla","Pteridaceae","P"
"396",446987,"Anredera cordifolia","Basellaceae","I"
"397",82794,"Antennaria carpatica","Asteraceae","P"
"398",82796,"Antennaria dioica","Asteraceae","P"
"399",82817,"Anthemis arvensis","Asteraceae","P"
"400",82833,"Anthemis cotula","Asteraceae","P"
"401",82835,"Anthemis cretica","Asteraceae","P"
"402",82856,"Anthemis maritima","Asteraceae","P"
"403",610724,"Anthemis ruthenica","Asteraceae","I"
"404",82880,"Anthemis secundiramea","Asteraceae","P"
"405",82903,"Anthericum liliago","Asparagaceae","P"
"406",82909,"Anthericum ramosum","Asparagaceae","P"
"407",82914,"Anthoxanthum alpinum","Poaceae","P"
"408",82916,"Anthoxanthum aristatum","Poaceae","P"
"409",82922,"Anthoxanthum odoratum","Poaceae","P"
"410",82923,"Anthoxanthum ovatum","Poaceae","P"
"411",82931,"Anthriscus caucalis","Apiaceae","P"
"412",82932,"Anthriscus cerefolium","Apiaceae","I"
"413",82943,"Anthriscus nitida","Apiaceae","P"
"414",82952,"Anthriscus sylvestris","Apiaceae","P"
"415",82965,"Anthyllis barba-jovis","Fabaceae","P"
"416",717086,"Anthyllis circinnata","Fabaceae","P"
"417",82972,"Anthyllis cytisoides","Fabaceae","P"
"418",82979,"Anthyllis hermanniae","Fabaceae","P"
"419",82985,"Anthyllis montana","Fabaceae","P"
"420",82999,"Anthyllis vulneraria","Fabaceae","P"
"421",83001,"Antinoria agrostidea","Poaceae","P"
"422",83002,"Antinoria insularis","Poaceae","P"
"423",83058,"Antirrhinum majus","Plantaginaceae","P"
"424",83079,"Antirrhinum sempervirens","Plantaginaceae","P"
"425",83152,"Apera interrupta","Poaceae","P"
"426",83156,"Apera spica-venti","Poaceae","P"
"427",83159,"Aphanes arvensis","Rosaceae","P"
"428",83160,"Aphanes australis","Rosaceae","P"
"429",83164,"Aphanes floribunda","Rosaceae","P"
"430",83167,"Aphanes minutiflora","Rosaceae","P"
"431",83171,"Aphyllanthes monspeliensis","Asparagaceae","P"
"432",83177,"Apios americana","Fabaceae","M"
"433",83195,"Apium graveolens","Apiaceae","P"
"434",83232,"Aponogeton distachyos","Aponogetonaceae","I"
"435",83234,"Aposeris foetida","Asteraceae","P"
"436",108389,"Mesembryanthemum cordifolium","Aizoaceae","I"
"437",83240,"Aquilegia alpina","Ranunculaceae","P"
"438",83243,"Aquilegia atrata","Ranunculaceae","P"
"439",83245,"Aquilegia bernardi","Ranunculaceae","E"
"440",83250,"Aquilegia dumeticola","Ranunculaceae","P"
"441",83252,"Aquilegia hirsutissima","Ranunculaceae","P"
"442",83254,"Aquilegia litardierei","Ranunculaceae","E"
"443",83260,"Aquilegia pyrenaica","Ranunculaceae","P"
"444",83261,"Aquilegia reuteri","Ranunculaceae","P"
"445",83266,"Aquilegia viscosa","Ranunculaceae","E"
"446",83267,"Aquilegia vulgaris","Ranunculaceae","P"
"447",610746,"Arabidopsis arenosa","Brassicaceae","P"
"448",717729,"Arabidopsis cebennensis","Brassicaceae","E"
"449",610747,"Arabidopsis halleri","Brassicaceae","I"
"450",83272,"Arabidopsis thaliana","Brassicaceae","P"
"451",83276,"Arabis allionii","Brassicaceae","P"
"452",83279,"Arabis alpina","Brassicaceae","P"
"453",83285,"Arabis auriculata","Brassicaceae","P"
"454",83286,"Arabis bellidifolia","Brassicaceae","P"
"455",83296,"Arabis caerulea","Brassicaceae","P"
"456",83299,"Arabis caucasica","Brassicaceae","I"
"457",83303,"Arabis ciliata","Brassicaceae","P"
"458",83306,"Arabis collina","Brassicaceae","P"
"459",83332,"Arabis hirsuta","Brassicaceae","P"
"460",83359,"Arabis nova","Brassicaceae","P"
"461",610749,"Arabis parvula","Brassicaceae","P"
"462",83375,"Arabis planisiliqua","Brassicaceae","P"
"463",83398,"Arabis sagittata","Brassicaceae","P"
"464",83402,"Arabis scabra","Brassicaceae","P"
"465",608824,"Arabis serpillifolia","Brassicaceae","P"
"466",83409,"Arabis soyeri","Brassicaceae","P"
"467",83422,"Arabis verna","Brassicaceae","P"
"468",83465,"Araucaria araucana","Araucariaceae","M"
"469",83469,"Araujia sericifera","Apocynaceae","I"
"470",83481,"Arbutus unedo","Ericaceae","P"
"471",892223,"Arceuthobium gambyi","Viscaceae","S"
"472",83488,"Arceuthobium oxycedri","Viscaceae","P"
"473",83499,"Arctium lappa","Asteraceae","P"
"474",83502,"Arctium minus","Asteraceae","P"
"475",83503,"Arctium nemorosum","Asteraceae","P"
"476",83507,"Arctium tomentosum","Asteraceae","P"
"477",83525,"Arctostaphylos alpina","Ericaceae","P"
"478",83528,"Arctostaphylos uva-ursi","Ericaceae","P"
"479",83529,"Arctotheca calendula","Asteraceae","I"
"480",83535,"Arenaria aggregata","Caryophyllaceae","P"
"481",83541,"Arenaria balearica","Caryophyllaceae","P"
"482",83545,"Arenaria bertolonii","Caryophyllaceae","P"
"483",83546,"Arenaria biflora","Caryophyllaceae","P"
"484",83559,"Arenaria cerastioides","Caryophyllaceae","M"
"485",83562,"Arenaria ciliata","Caryophyllaceae","P"
"486",83563,"Arenaria cinerea","Caryophyllaceae","E"
"487",83565,"Arenaria controversa","Caryophyllaceae","P"
"488",83584,"Arenaria grandiflora","Caryophyllaceae","P"
"489",83588,"Arenaria hispida","Caryophyllaceae","E"
"490",83596,"Arenaria leptoclados","Caryophyllaceae","P"
"491",83598,"Arenaria ligericina","Caryophyllaceae","S"
"492",83607,"Arenaria marschlinsii","Caryophyllaceae","P"
"493",83615,"Arenaria modesta","Caryophyllaceae","P"
"494",83617,"Arenaria montana","Caryophyllaceae","P"
"495",83620,"Arenaria multicaulis","Caryophyllaceae","P"
"496",83636,"Arenaria provincialis","Caryophyllaceae","E"
"497",83638,"Arenaria purpurascens","Caryophyllaceae","P"
"498",83653,"Arenaria serpyllifolia","Caryophyllaceae","P"
"499",83669,"Arenaria tetraquetra","Caryophyllaceae","Q"
"500",83714,"Argentina anserina","Rosaceae","P"
"501",83722,"Argyrolobium zanonii","Fabaceae","P"
"502",83755,"Arisarum vulgare","Araceae","P"
"503",83756,"Aristavena setacea","Poaceae","P"
"504",83777,"Aristolochia clematitis","Aristolochiaceae","P"
"505",83778,"Aristolochia clusii","Aristolochiaceae","S"
"506",83789,"Aristolochia pallida","Aristolochiaceae","P"
"507",83790,"Aristolochia paucinervis","Aristolochiaceae","P"
"508",83791,"Aristolochia pistolochia","Aristolochiaceae","P"
"509",83793,"Aristolochia rotunda","Aristolochiaceae","P"
"510",83796,"Aristolochia tyrrhena","Aristolochiaceae","S"
"511",83808,"Armeria alpina","Plumbaginaceae","P"
"512",83809,"Armeria arenaria","Plumbaginaceae","P"
"513",83810,"Armeria belgenciensis","Plumbaginaceae","E"
"514",83811,"Armeria bubanii","Plumbaginaceae","P"
"515",83823,"Armeria girardii","Plumbaginaceae","P"
"516",83827,"Armeria leucocephala","Plumbaginaceae","E"
"517",83831,"Armeria malinvaudii","Plumbaginaceae","E"
"518",83832,"Armeria maritima","Plumbaginaceae","P"
"519",83836,"Armeria muelleri","Plumbaginaceae","P"
"520",83837,"Armeria multiceps","Plumbaginaceae","E"
"521",83843,"Armeria pubinervis","Plumbaginaceae","P"
"522",83844,"Armeria pungens","Plumbaginaceae","P"
"523",83847,"Armeria ruscinonensis","Plumbaginaceae","P"
"524",83852,"Armeria soleirolii","Plumbaginaceae","E"
"525",83855,"Armeria vulgaris","Plumbaginaceae","I"
"526",83866,"Armoracia rusticana","Brassicaceae","I"
"527",83874,"Arnica montana","Asteraceae","P"
"528",83890,"Arnoseris minima","Asteraceae","P"
"529",83896,"Aronia prunifolia","Rosaceae","M"
"530",83912,"Arrhenatherum elatius","Poaceae","P"
"531",160518,"Artedia squamata","Apiaceae","M"
"532",83933,"Artemisia absinthium","Asteraceae","C"
"533",83934,"Artemisia alba","Asteraceae","P"
"534",83938,"Artemisia annua","Asteraceae","I"
"535",83941,"Artemisia arborescens","Asteraceae","C"
"536",83943,"Artemisia armeniaca","Asteraceae","P"
"537",83945,"Artemisia atrata","Asteraceae","P"
"538",83949,"Artemisia biennis","Asteraceae","I"
"539",83951,"Artemisia borealis","Asteraceae","P"
"540",83952,"Artemisia caerulescens","Asteraceae","P"
"541",83953,"Artemisia campestris","Asteraceae","P"
"542",83958,"Artemisia chamaemelifolia","Asteraceae","P"
"543",83969,"Artemisia eriantha","Asteraceae","P"
"544",83973,"Artemisia genipi","Asteraceae","P"
"545",83974,"Artemisia glacialis","Asteraceae","P"
"546",83992,"Artemisia insipida","Asteraceae","E"
"547",84003,"Artemisia maritima","Asteraceae","P"
"548",84005,"Artemisia molinieri","Asteraceae","E"
"549",84021,"Artemisia pontica","Asteraceae","M"
"550",84037,"Artemisia scoparia","Asteraceae","M"
"551",84053,"Artemisia umbelliformis","Asteraceae","P"
"552",84057,"Artemisia verlotiorum","Asteraceae","J"
"553",84061,"Artemisia vulgaris","Asteraceae","P"
"554",966891,"Arthrocaulon macrostachyum","Amaranthaceae","P"
"555",84100,"Arum cylindraceum","Araceae","P"
"556",84110,"Arum italicum","Araceae","P"
"557",84112,"Arum maculatum","Araceae","P"
"558",84120,"Arum pictum","Araceae","P"
"559",84135,"Aruncus dioicus","Rosaceae","P"
"560",788808,"Arundinaria argenteostriata","Poaceae","I"
"561",788809,"Arundinaria fortunei","Poaceae","I"
"562",788810,"Arundinaria ragamowskii","Poaceae","M"
"563",84141,"Arundinaria simonii","Poaceae","I"
"564",788856,"Arundo donaciformis","Poaceae","P"
"565",84173,"Arundo donax","Poaceae","I"
"566",84195,"Arundo micrantha","Poaceae","P"
"567",84229,"Asarina procumbens","Plantaginaceae","P"
"568",84230,"Asarum europaeum","Asaraceae","P"
"569",84251,"Asclepias syriaca","Apocynaceae","I"
"570",84264,"Asparagus acutifolius","Asparagaceae","P"
"571",84265,"Asparagus albus","Asparagaceae","P"
"572",84269,"Asparagus asparagoides","Asparagaceae","I"
"573",84277,"Asparagus maritimus","Asparagaceae","P"
"574",84279,"Asparagus officinalis","Asparagaceae","P"
"575",84286,"Asparagus tenuifolius","Asparagaceae","P"
"576",84290,"Asperugo procumbens","Boraginaceae","P"
"577",84296,"Asperula aristata","Rubiaceae","P"
"578",84297,"Asperula arvensis","Rubiaceae","P"
"579",84299,"Asperula capillacea","Rubiaceae","E"
"580",84306,"Asperula cynanchica","Rubiaceae","P"
"581",84310,"Asperula hexaphylla","Rubiaceae","P"
"582",84311,"Asperula hirta","Rubiaceae","P"
"583",84312,"Asperula laevigata","Rubiaceae","P"
"584",84316,"Asperula occidentalis","Rubiaceae","P"
"585",84319,"Asperula purpurea","Rubiaceae","P"
"586",84320,"Asperula pyrenaica","Rubiaceae","P"
"587",84328,"Asperula taurina","Rubiaceae","P"
"588",84330,"Asperula tinctoria","Rubiaceae","P"
"589",84338,"Asphodelus albus","Asphodelaceae","P"
"590",84343,"Asphodelus ayardii","Asphodelaceae","P"
"591",84345,"Asphodelus cerasiferus","Asphodelaceae","P"
"592",84355,"Asphodelus fistulosus","Asphodelaceae","P"
"593",84362,"Asphodelus macrocarpus","Asphodelaceae","P"
"594",84372,"Asphodelus ramosus","Asphodelaceae","P"
"595",84458,"Asplenium adiantum-nigrum","Aspleniaceae","P"
"596",84466,"Asplenium balearicum","Aspleniaceae","P"
"597",84472,"Asplenium ceterach","Aspleniaceae","P"
"598",84476,"Asplenium cuneifolium","Aspleniaceae","P"
"599",84483,"Asplenium fissum","Aspleniaceae","P"
"600",84485,"Asplenium fontanum","Aspleniaceae","P"
"601",923640,"Asplenium foreziense","Aspleniaceae","P"
"602",84494,"Asplenium jahandiezii","Aspleniaceae","E"
"603",84497,"Asplenium lepidum","Aspleniaceae","P"
"604",84501,"Asplenium marinum","Aspleniaceae","P"
"605",84511,"Asplenium obovatum","Aspleniaceae","P"
"606",84513,"Asplenium onopteris","Aspleniaceae","P"
"607",84514,"Asplenium petrarchae","Aspleniaceae","P"
"608",84521,"Asplenium ruta-muraria","Aspleniaceae","P"
"609",84522,"Asplenium sagittatum","Aspleniaceae","P"
"610",84524,"Asplenium scolopendrium","Aspleniaceae","P"
"611",84525,"Asplenium seelosii","Aspleniaceae","P"
"612",84526,"Asplenium septentrionale","Aspleniaceae","P"
"613",84534,"Asplenium trichomanes","Aspleniaceae","P"
"614",84540,"Asplenium viride","Aspleniaceae","P"
"615",84622,"Aster alpinus","Asteraceae","P"
"616",84626,"Aster amellus","Asteraceae","P"
"617",84738,"Asteriscus aquaticus","Asteraceae","P"
"618",84699,"Aster pyrenaeus","Asteraceae","S"
"619",159902,"Aster willkommii","Asteraceae","P"
"620",84790,"Astragalus alopecuroides","Fabaceae","P"
"621",84791,"Astragalus alopecurus","Fabaceae","P"
"622",84792,"Astragalus alpinus","Fabaceae","P"
"623",610849,"Astragalus ankylotus","Fabaceae","M"
"624",717091,"Astragalus asterias","Fabaceae","M"
"625",84800,"Astragalus australis","Fabaceae","P"
"626",84801,"Astragalus austriacus","Fabaceae","P"
"627",84802,"Astragalus baionensis","Fabaceae","P"
"628",84805,"Astragalus boeticus","Fabaceae","P"
"629",84817,"Astragalus cicer","Fabaceae","P"
"630",717092,"Astragalus crenatus","Fabaceae","M"
"631",84828,"Astragalus danicus","Fabaceae","P"
"632",84831,"Astragalus depressus","Fabaceae","P"
"633",84834,"Astragalus echinatus","Fabaceae","P"
"634",84839,"Astragalus frigidus","Fabaceae","P"
"635",84842,"Astragalus glaux","Fabaceae","P"
"636",84843,"Astragalus glycyphyllos","Fabaceae","P"
"637",621536,"Astragalus greuteri","Fabaceae","P"
"638",84846,"Astragalus hamosus","Fabaceae","P"
"639",84852,"Astragalus hypoglottis","Fabaceae","P"
"640",84853,"Astragalus incanus","Fabaceae","P"
"641",84859,"Astragalus leontinus","Fabaceae","P"
"642",84869,"Astragalus monspessulanus","Fabaceae","P"
"643",84875,"Astragalus odoratus","Fabaceae","M"
"644",84876,"Astragalus onobrychis","Fabaceae","P"
"645",84882,"Astragalus penduliflorus","Fabaceae","P"
"646",84895,"Astragalus scorpioides","Fabaceae","M"
"647",84897,"Astragalus sempervirens","Fabaceae","P"
"648",84900,"Astragalus sesameus","Fabaceae","P"
"649",84904,"Astragalus stella","Fabaceae","P"
"650",84909,"Astragalus terraccianoi","Fabaceae","P"
"651",84910,"Astragalus tragacantha","Fabaceae","P"
"652",610850,"Astragalus tribuloides","Fabaceae","M"
"653",84920,"Astragalus vesicarius","Fabaceae","P"
