CD_REF,Regroupement,REGNE,NOM_VALIDE,GBIF,AccSpeciesID,KEW_binomial_acc_name,PFAF_name,Comment
98910,Angiospermes,Plantae,"Fraxinus angustifolia Vahl, 1804 [nom. cons.]",7325877,25240,Fraxinus angustifolia,Fraxinus angustifolia,
98921,Angiospermes,Plantae,"Fraxinus excelsior L., 1753",3172358,25247,Fraxinus excelsior,Fraxinus excelsior,
98933,Angiospermes,Plantae,"Fraxinus ornus L., 1753",3172347,25258,Fraxinus ornus,Fraxinus ornus,
98977,Angiospermes,Plantae,"Fritillaria meleagris L., 1753",5300535,25308,Fritillaria meleagris,Fritillaria meleagris,
99108,Angiospermes,Plantae,"Fumaria officinalis L., 1753",5334217,25355,Fumaria officinalis,Fumaria officinalis,
99233,Angiospermes,Plantae,"Galanthus nivalis L., 1753",2855356,25438,Galanthus nivalis,Galanthus nivalis,
99244,Angiospermes,Plantae,"Galatella linosyris (L.) Rchb.f., 1854",3091677,229224,not_found,not_found,
610594,Angiospermes,Plantae,"Galatella sedifolia (L.) Greuter, 2003",3091620,83858,Galatella sedifolia,not_found,
99260,Angiospermes,Plantae,"Galega officinalis L., 1753",2975667,25451,Galega officinalis,Galega officinalis,
99305,Angiospermes,Plantae,"Galeopsis ladanum L., 1753",5341309,25469,Galeopsis ladanum,Galeopsis ladanum,
99329,Angiospermes,Plantae,"Galeopsis segetum Neck., 1770",5341308,25471,Galeopsis segetum,Galeopsis segetum,
99334,Angiospermes,Plantae,"Galeopsis tetrahit L., 1753",5341300,25473,Galeopsis tetrahit,Galeopsis tetrahit,
99358,Angiospermes,Plantae,"Galinsoga parviflora Cav., 1795",3132570,25477,Galinsoga parviflora,Galinsoga parviflora,
99366,Angiospermes,Plantae,"Galium album Mill., 1768",2913931,25483,Galium album,not_found,
99373,Angiospermes,Plantae,"Galium aparine L., 1753",2913548,25487,Galium aparine,Galium aparine,
99473,Angiospermes,Plantae,"Galium mollugo L., 1753",9039392,25526,Galium mollugo,Galium mollugo,
99488,Angiospermes,Plantae,"Galium odoratum (L.) Scop., 1771",2914642,25533,Galium odoratum,Galium odoratum,
99494,Angiospermes,Plantae,"Galium palustre L., 1753",2913130,25535,Galium palustre,not_found,
99582,Angiospermes,Plantae,"Galium verum L., 1753",9063248,25573,Galium verum,Galium verum,
99721,Angiospermes,Plantae,"Genista anglica L., 1753",5347644,25891,not_found,not_found,
99735,Angiospermes,Plantae,"Genista cinerea (Vill.) DC., 1805",5347718,25896,not_found,not_found,
99815,Angiospermes,Plantae,"Genista scorpius (L.) DC., 1805",5347727,25917,Genista scorpius,not_found,
99828,Angiospermes,Plantae,"Genista tinctoria L., 1753",5347612,25923,Genista tinctoria,Genista tinctoria,
99854,Angiospermes,Plantae,"Gentiana acaulis L., 1753",6366597,25944,Gentiana acaulis,Gentiana acaulis,
99881,Angiospermes,Plantae,"Gentiana cruciata L., 1753",3170115,25956,Gentiana cruciata,Gentiana cruciata,
99903,Angiospermes,Plantae,"Gentiana lutea L., 1753",3170040,25970,Gentiana lutea,Gentiana lutea,
99922,Angiospermes,Plantae,"Gentiana pneumonanthe L., 1753",7270598,25978,Gentiana pneumonanthe,Gentiana pneumonanthe,
99929,Angiospermes,Plantae,"Gentiana purpurea L., 1753",8207244,25984,Gentiana purpurea,Gentiana purpurea,
99953,Angiospermes,Plantae,"Gentiana verna L., 1753",8232412,25997,not_found,not_found,
100142,Angiospermes,Plantae,"Geranium robertianum L., 1753",2890668,26089,Geranium robertianum,Geranium robertianum,
100144,Angiospermes,Plantae,"Geranium rotundifolium L., 1753",2891031,26090,Geranium rotundifolium,Geranium rotundifolium,
100149,Angiospermes,Plantae,"Geranium sanguineum L., 1753",2890920,26092,Geranium sanguineum,not_found,
100208,Angiospermes,Plantae,"Geum montanum L., 1753",5369806,26140,not_found,not_found,
100215,Angiospermes,Plantae,"Geum rivale L., 1753",5369701,26145,Geum rivale,Geum rivale,
100225,Angiospermes,Plantae,"Geum urbanum L., 1753",5369652,26152,Geum urbanum,Geum urbanum,
100310,Angiospermes,Plantae,"Glechoma hederacea L., 1753",2926557,26336,Glechoma hederacea,Glechoma hederacea,
100335,Angiospermes,Plantae,"Globularia alypum L., 1753",7703240,26381,Globularia alypum,not_found,
100576,Angiospermes,Plantae,"Gratiola officinalis L., 1753",3171915,26836,Gratiola officinalis,Gratiola officinalis,
100613,Angiospermes,Plantae,"Gymnadenia nigra (L.) Rchb.f., 1856",2840590,232102,Gymnadenia nigra,not_found,
100787,Angiospermes,Plantae,"Hedera helix L., 1753",8351737,27988,Hedera helix,Hedera helix,
100956,Angiospermes,Plantae,"Helianthemum nummularium (L.) Mill., 1768",8890062,28112,Helianthemum nummularium,Helianthemum nummularium,
101080,Angiospermes,Plantae,"Helichrysum italicum (Roth) G.Don, 1830",3131614,28175,Helichrysum italicum,Helichrysum italicum,
101101,Angiospermes,Plantae,"Helichrysum stoechas (L.) Moench, 1794",3131494,28185,Helichrysum stoechas,Helichrysum stoechas,
101144,Angiospermes,Plantae,"Heliotropium europaeum L., 1753",2925767,28353,Heliotropium europaeum,not_found,
101188,Angiospermes,Plantae,"Helleborus foetidus L., 1753",6375040,28383,Helleborus foetidus,Helleborus foetidus,
101202,Angiospermes,Plantae,"Helleborus viridis L., 1753",3033108,28387,Helleborus viridis,Helleborus viridis,
101300,Angiospermes,Plantae,"Heracleum sphondylium L., 1753",3034830,28473,Heracleum sphondylium,Heracleum sphondylium,
101405,Angiospermes,Plantae,"Herniaria cinerea DC., 1815",3593900,28561,not_found,not_found,
101411,Angiospermes,Plantae,"Herniaria glabra L., 1753",3085798,28562,Herniaria glabra,Herniaria glabra,
101412,Angiospermes,Plantae,"Herniaria hirsuta L., 1753",3085797,28563,Herniaria hirsuta,Herniaria hirsuta,
101460,Angiospermes,Plantae,"Hesperis matronalis L., 1753",3042291,28585,Hesperis matronalis,Hesperis matronalis,
102235,Angiospermes,Plantae,"Hieracium murorum L., 1753",8605056,28985,Hieracium murorum,not_found,
102671,Angiospermes,Plantae,"Hieracium umbellatum L., 1753",3135329,29079,Hieracium umbellatum,Hieracium umbellatum,
102863,Angiospermes,Plantae,"Hippophae rhamnoides L., 1753",3039285,29221,Hippophae rhamnoides,Hippophae rhamnoides,
103031,Angiospermes,Plantae,"Humulus lupulus L., 1753",2984535,29681,Humulus lupulus,Humulus lupulus,
103162,Angiospermes,Plantae,"Hylotelephium telephium (L.) H.Ohba, 1977",2985865,430714,Hylotelephium telephium,not_found,
103178,Angiospermes,Plantae,"Hyoscyamus albus L., 1753",2928979,29878,Hyoscyamus albus,Hyoscyamus albus,
103185,Angiospermes,Plantae,"Hyoscyamus niger L., 1753",2928978,29883,Hyoscyamus niger,Hyoscyamus niger,
103245,Angiospermes,Plantae,"Hypericum androsaemum L., 1753",3189525,29958,Hypericum androsaemum,Hypericum androsaemum,
103308,Angiospermes,Plantae,"Hypericum nummularium L., 1753",3713919,86573,not_found,not_found,
103316,Angiospermes,Plantae,"Hypericum perforatum L., 1753",3189486,30010,Hypericum perforatum,Hypericum perforatum,
103320,Angiospermes,Plantae,"Hypericum pulchrum L., 1753",3712747,30012,Hypericum pulchrum,not_found,
103329,Angiospermes,Plantae,"Hypericum tetrapterum Fr., 1823",6436469,30021,Hypericum tetrapterum,not_found,
103375,Angiospermes,Plantae,"Hypochaeris radicata L., 1753",3093702,30052,Hypochaeris radicata,not_found,
103406,Angiospermes,Plantae,"Hyssopus officinalis L., 1753",5341387,30135,Hyssopus officinalis,Hyssopus officinalis,
103514,Angiospermes,Plantae,"Ilex aquifolium L., 1753",5414222,30228,Ilex aquifolium,Ilex aquifolium,
445494,Angiospermes,Plantae,"Impatiens balsamina L., 1753",2891773,30376,Impatiens balsamina,Impatiens balsamina,
103578,Angiospermes,Plantae,"Imperatoria ostruthium L., 1753",5538108,86787,Peucedanum ostruthium,not_found,
103627,Angiospermes,Plantae,"Inula helenium L., 1753",3148340,30677,Inula helenium,Inula helenium,
103772,Angiospermes,Plantae,"Iris pseudacorus L., 1753",5298231,30870,Iris pseudacorus,Iris pseudacorus,
103817,Angiospermes,Plantae,"Isatis tinctoria L., 1753",5374118,31014,Isatis tinctoria,Isatis tinctoria,
103985,Angiospermes,Plantae,"Jacobaea adonidifolia (Loisel.) Mérat, 1812",5388631,235383,not_found,not_found,
610648,Angiospermes,Plantae,"Jacobaea alpina (L.) Moench, 1794",5388598,235384,not_found,not_found,
610642,Angiospermes,Plantae,"Jacobaea incana (L.) Veldkamp, 2006",5388625,235392,not_found,not_found,
610647,Angiospermes,Plantae,"Jacobaea leucophylla (DC.) Pelser, 2006",5388609,235395,not_found,not_found,
610643,Angiospermes,Plantae,"Jacobaea maritima (L.) Pelser & Meijden, 2005",5388595,235396,Jacobaea maritima,not_found,
610646,Angiospermes,Plantae,"Jacobaea vulgaris Gaertn., 1791",5388602,235402,Jacobaea vulgaris,not_found,
104173,Angiospermes,Plantae,"Juncus effusus L., 1753",2701311,31479,Juncus effusus,Juncus effusus,
104419,Angiospermes,Plantae,"Juniperus thurifera L., 1753",2684528,31595,Juniperus thurifera,not_found,
104502,Angiospermes,Plantae,"Kickxia elatine (L.) Dumort., 1827",3170819,31770,Kickxia elatine,Kickxia elatine,
104516,Angiospermes,Plantae,"Knautia arvensis (L.) Coult., 1828",2888808,31809,Knautia arvensis,Knautia arvensis,
104764,Angiospermes,Plantae,"Lactuca perennis L., 1753",3140574,32123,not_found,Lactuca perennis,
104775,Angiospermes,Plantae,"Lactuca serriola L., 1756",3140490,32132,Lactuca serriola,Lactuca serriola,
104786,Angiospermes,Plantae,"Lactuca viminea (L.) J.Presl & C.Presl, 1819",8625614,32138,Lactuca viminea,not_found,
104787,Angiospermes,Plantae,"Lactuca virosa L., 1753",3140346,32139,Lactuca virosa,Lactuca virosa,
104854,Angiospermes,Plantae,"Lamium album L., 1753",2926683,32229,Lamium album,Lamium album,
104855,Angiospermes,Plantae,"Lamium amplexicaule L., 1753",2926679,32230,Lamium amplexicaule,Lamium amplexicaule,
104876,Angiospermes,Plantae,"Lamium galeobdolon (L.) L., 1759",2927324,32235,Lamium galeobdolon,Lamium galeobdolon,
104889,Angiospermes,Plantae,"Lamium maculatum (L.) L., 1763",2926684,32240,Lamium maculatum,not_found,
104903,Angiospermes,Plantae,"Lamium purpureum L., 1753",2926682,32245,Lamium purpureum,Lamium purpureum,
105017,Angiospermes,Plantae,"Lapsana communis L., 1753",3134857,32357,Lapsana communis,not_found,
105211,Angiospermes,Plantae,"Lathyrus latifolius L., 1753",5356517,32484,Lathyrus latifolius,Lathyrus latifolius,
105266,Angiospermes,Plantae,"Lathyrus sylvestris L., 1753",5356623,32509,Lathyrus sylvestris,Lathyrus sylvestris,
105295,Angiospermes,Plantae,"Laurus nobilis L., 1753",3034015,32543,Laurus nobilis,Laurus nobilis,
105297,Angiospermes,Plantae,"Lavandula angustifolia Mill., 1768",2927305,32547,Lavandula angustifolia,Lavandula angustifolia,
105312,Angiospermes,Plantae,"Lavandula latifolia Medik., 1784",2927304,32551,Lavandula latifolia,Lavandula latifolia,
105321,Angiospermes,Plantae,"Lavandula stoechas L., 1753",2927303,32556,Lavandula stoechas,Lavandula stoechas,
105427,Angiospermes,Plantae,"Lemna gibba L., 1753",2867569,32702,Lemna gibba,not_found,
105431,Angiospermes,Plantae,"Lemna minor L., 1753",2867589,32703,Lemna minor,Lemna minor,
611031,Angiospermes,Plantae,"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",3140685,338513,Leontopodium nivale,not_found,
105621,Angiospermes,Plantae,"Lepidium draba L., 1753",5376961,32777,Lepidium draba,not_found,
105817,Angiospermes,Plantae,"Leucanthemum vulgare Lam., 1779",8848598,33153,Leucanthemum vulgare,Leucanthemum vulgare,
105966,Angiospermes,Plantae,"Ligustrum vulgare L., 1753",3172300,33431,Ligustrum vulgare,Ligustrum vulgare,
105979,Angiospermes,Plantae,"Lilium bulbiferum L., 1753",2753079,33434,Lilium bulbiferum,not_found,
105989,Angiospermes,Plantae,"Lilium martagon L., 1753",2753146,33444,Lilium martagon,Lilium martagon,
106213,Angiospermes,Plantae,"Linaria repens (L.) Mill., 1768",5415019,33543,not_found,Linaria vulgaris,
106234,Angiospermes,Plantae,"Linaria vulgaris Mill., 1768",5415020,33555,Linaria vulgaris,Linaria vulgaris,
106288,Angiospermes,Plantae,"Linum catharticum L., 1753",2873865,33635,Linum catharticum,Linum catharticum,
106396,Angiospermes,Plantae,"Lithospermum officinale L., 1753",2926086,33806,Lithospermum officinale,Lithospermum officinale,
106565,Angiospermes,Plantae,"Lonicera etrusca Santi, 1795",5334247,34128,Lonicera etrusca,not_found,
106574,Angiospermes,Plantae,"Lonicera nigra L., 1753",7768870,34148,not_found,not_found,
106581,Angiospermes,Plantae,"Lonicera periclymenum L., 1753",5334277,34153,Lonicera periclymenum,Lonicera periclymenum,
106595,Angiospermes,Plantae,"Lonicera xylosteum L., 1753",5334259,34168,Lonicera xylosteum,not_found,
106653,Angiospermes,Plantae,"Lotus corniculatus L., 1753",5357013,34249,Lotus corniculatus,Lotus corniculatus,
106965,Angiospermes,Plantae,"Lycium barbarum L., 1753",2928835,34544,Lycium barbarum,Lycium barbarum,
107038,Angiospermes,Plantae,"Lycopus europaeus L., 1753",5341478,34605,Lycopus europaeus,Lycopus europaeus,
107073,Angiospermes,Plantae,"Lysimachia nummularia L., 1753",3169379,34660,Lysimachia nummularia,Lysimachia nummularia,
107090,Angiospermes,Plantae,"Lysimachia vulgaris L., 1753",3169386,34666,Lysimachia vulgaris,Lysimachia vulgaris,
107117,Angiospermes,Plantae,"Lythrum salicaria L., 1753",3188736,34676,Lythrum salicaria,Lythrum salicaria,
107217,Angiospermes,Plantae,"Malus sylvestris (L.) Mill., 1768",3001509,35256,Malus sylvestris,Malus sylvestris,
107224,Angiospermes,Plantae,"Malva alcea L., 1753",3152365,35262,Malva alcea,Malva alcea,
107282,Angiospermes,Plantae,"Malva moschata L., 1753",3152379,35268,Malva moschata,Malva moschata,
107318,Angiospermes,Plantae,"Malva sylvestris L., 1753",3152374,35274,Malva sylvestris,Malva sylvestris,
107397,Angiospermes,Plantae,"Marrubium vulgare L., 1753",2927069,35556,Marrubium vulgare,Marrubium vulgare,
107440,Angiospermes,Plantae,"Matricaria chamomilla L., 1753",8370958,35671,Matricaria chamomilla,not_found,
107446,Angiospermes,Plantae,"Matricaria discoidea DC., 1838",3103791,35672,Matricaria discoidea,not_found,
107786,Angiospermes,Plantae,"Melampyrum arvense L., 1753",7331741,35984,Melampyrum arvense,not_found,
107992,Angiospermes,Plantae,"Melissa officinalis L., 1753",5341501,36165,Melissa officinalis,Melissa officinalis,
108003,Angiospermes,Plantae,"Melittis melissophyllum L., 1753",8105693,36167,Melittis melissophyllum,Melittis melissophyllum,
108027,Angiospermes,Plantae,"Mentha aquatica L., 1753",2927208,36265,Mentha aquatica,Mentha aquatica,
108029,Angiospermes,Plantae,"Mentha arvensis L., 1753",2927192,36266,Mentha arvensis,Mentha arvensis,
108103,Angiospermes,Plantae,"Mentha longifolia (L.) Huds., 1762",7510173,36274,Mentha longifolia,Mentha longifolia,
108138,Angiospermes,Plantae,"Mentha pulegium L., 1753",2927189,36277,Mentha pulegium,Mentha pulegium,
108168,Angiospermes,Plantae,"Mentha suaveolens Ehrh., 1792",2927190,36283,Mentha suaveolens,Mentha suaveolens,
108345,Angiospermes,Plantae,"Menyanthes trifoliata L., 1753",5341511,36302,Menyanthes trifoliata,Menyanthes trifoliata,
108351,Angiospermes,Plantae,"Mercurialis annua L., 1753",3062975,36306,Mercurialis annua,Mercurialis annua,
108361,Angiospermes,Plantae,"Mercurialis perennis L., 1753",3063016,36311,Mercurialis perennis,Mercurialis perennis,
108454,Angiospermes,Plantae,"Meum athamanticum Jacq., 1776",6026490,36414,Meum athamanticum,Meum athamanticum,
108996,Angiospermes,Plantae,"Myosotis arvensis (L.) Hill, 1764",5341170,37495,Myosotis arvensis,not_found,
109104,Angiospermes,Plantae,"Myosotis sylvatica Hoffm., 1791",5341175,37514,Myosotis sylvatica,not_found,
109130,Angiospermes,Plantae,"Myrica gale L., 1753",5414202,37586,Myrica gale,Myrica gale,
109161,Angiospermes,Plantae,"Myrrhis odorata (L.) Scop., 1771",3034681,37669,Myrrhis odorata,Myrrhis odorata,
109186,Angiospermes,Plantae,"Myrtus communis L., 1753",3180085,37705,Myrtus communis,Myrtus communis,
109291,Angiospermes,Plantae,"Narcissus poeticus L., 1753",2858581,37745,Narcissus poeticus,Narcissus poeticus,
109297,Angiospermes,Plantae,"Narcissus pseudonarcissus L., 1753",2858244,37746,Narcissus pseudonarcissus,Narcissus pseudonarcissus,
109422,Angiospermes,Plantae,"Nasturtium officinale W.T.Aiton, 1812",7701037,37768,Nasturtium officinale,Nasturtium officinale,
109506,Angiospermes,Plantae,"Neottia nidus-avis (L.) Rich., 1817",2816176,38028,not_found,not_found,
109620,Angiospermes,Plantae,"Nigella arvensis L., 1753",7278276,38225,Nigella arvensis,Nigella arvensis,
109625,Angiospermes,Plantae,"Nigella damascena L., 1753",5371702,38227,Nigella damascena,Nigella damascena,
109732,Angiospermes,Plantae,"Nuphar lutea (L.) Sm., 1809",7551339,38364,Nuphar lutea,Nuphar lutea,
109735,Angiospermes,Plantae,"Nuphar pumila (Timm) DC., 1821",6435002,38366,Nuphar pumila,Nuphar pumila,
109750,Angiospermes,Plantae,"Nymphaea alba L., 1753",2882437,38378,Nymphaea alba,Nymphaea alba,
109861,Angiospermes,Plantae,"Oenanthe aquatica (L.) Poir., 1798",5371888,38663,Oenanthe aquatica,Oenanthe aquatica,
109911,Angiospermes,Plantae,"Oenothera biennis L., 1753",3188924,38688,Oenothera biennis,Oenothera biennis,
110211,Angiospermes,Plantae,"Ononis natrix L., 1753",2977234,38988,not_found,not_found,
110236,Angiospermes,Plantae,"Ononis spinosa L., 1753 [nom. et typ. cons.]",2977149,38997,Ononis spinosa,Ononis spinosa,
110236,Angiospermes,Plantae,"Ononis spinosa L., 1753 [nom. et typ. cons.]",2977149,38997,Ononis spinosa,Ononis spinosa,
110244,Angiospermes,Plantae,"Onopordum acanthium L., 1753",3094900,39002,Onopordum acanthium,Onopordum acanthium,
110914,Angiospermes,Plantae,"Orchis mascula (L.) L., 1755",2849427,39152,Orchis mascula,Orchis mascula,
111289,Angiospermes,Plantae,"Origanum vulgare L., 1753",2926612,39210,Origanum vulgare,Origanum vulgare,
111391,Angiospermes,Plantae,"Ornithogalum umbellatum L., 1753",2773448,39286,Ornithogalum umbellatum,Ornithogalum umbellatum,
111771,Angiospermes,Plantae,"Orthilia secunda (L.) House, 1921",2888310,39339,Orthilia secunda,Orthilia secunda,
111859,Angiospermes,Plantae,"Oxalis acetosella L., 1753",8211958,39564,Oxalis acetosella,Oxalis acetosella,
717359,Angiospermes,Plantae,"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",8290282,357761,Oxybasis glauca,Chenopodium glaucum,
111974,Angiospermes,Plantae,"Oxytropis campestris (L.) DC., 1802",5361536,39653,Oxytropis campestris,not_found,
112042,Angiospermes,Plantae,"Paeonia officinalis L., 1753",3083488,39795,Paeonia officinalis,Paeonia officinalis,
112061,Angiospermes,Plantae,"Paliurus spina-christi Mill., 1768",5372457,39891,Paliurus spina-christi,Paliurus spina-christi,
112303,Angiospermes,Plantae,"Papaver dubium L., 1753",2888464,40152,Papaver dubium,Papaver dubium,
112355,Angiospermes,Plantae,"Papaver rhoeas L., 1753",2888443,40195,Papaver rhoeas,Papaver rhoeas,
112410,Angiospermes,Plantae,"Parietaria judaica L., 1756",5361801,40305,Parietaria judaica,Parietaria judaica,
112413,Angiospermes,Plantae,"Parietaria officinalis L., 1753",5361803,40307,Parietaria officinalis,Parietaria officinalis,
112421,Angiospermes,Plantae,"Paris quadrifolia L., 1753",5295911,40337,Paris quadrifolia,Paris quadrifolia,
112426,Angiospermes,Plantae,"Parnassia palustris L., 1753",3032585,40381,Parnassia palustris,Parnassia palustris,
112467,Angiospermes,Plantae,"Parthenocissus tricuspidata (Siebold & Zucc.) Planch., 1887",3039209,40430,Parthenocissus tricuspidata,Parthenocissus tricuspidata,
112550,Angiospermes,Plantae,"Pastinaca sativa L., 1753",8262702,40533,Pastinaca sativa,Pastinaca sativa,
112550,Angiospermes,Plantae,"Pastinaca sativa L., 1753",8262702,40533,Pastinaca sativa,Pastinaca sativa,
112590,Angiospermes,Plantae,"Pedicularis palustris L., 1753",3171734,40701,Pedicularis palustris,not_found,
112601,Angiospermes,Plantae,"Pedicularis sylvatica L., 1753",3171712,40711,Pedicularis sylvatica,not_found,
112739,Angiospermes,Plantae,"Persicaria hydropiper (L.) Spach, 1841",8323622,41190,Persicaria hydropiper,not_found,
112745,Angiospermes,Plantae,"Persicaria maculosa Gray, 1821 [nom. cons.]",6391194,41193,Persicaria maculosa,not_found,
112783,Angiospermes,Plantae,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",9490132,41263,Petasites hybridus,Petasites hybridus,
113221,Angiospermes,Plantae,"Phleum pratense L., 1753",9014945,41549,Phleum pratense,Phleum pratense,
113260,Angiospermes,Plantae,"Phragmites australis (Cav.) Trin. ex Steud., 1840",5290149,41658,Phragmites australis,Phragmites australis,
113418,Angiospermes,Plantae,"Phytolacca americana L., 1753",3084015,41897,Phytolacca americana,Phytolacca americana,
113525,Angiospermes,Plantae,"Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",7874303,42016,Pilosella officinarum,Pilosella officinarum,
113579,Angiospermes,Plantae,"Pimpinella major (L.) Huds., 1762",5371874,42065,Pimpinella major,Pimpinella major,
113596,Angiospermes,Plantae,"Pimpinella saxifraga L., 1753",7622278,42069,Pimpinella saxifraga,Pimpinella saxifraga,
113744,Angiospermes,Plantae,"Pistacia lentiscus L., 1753",3190583,42352,Pistacia lentiscus,Pistacia lentiscus,
113804,Angiospermes,Plantae,"Plantago afra L., 1762",7303104,42502,Plantago afra,not_found,
113809,Angiospermes,Plantae,"Plantago arenaria Waldst. & Kit., 1802",3189762,42510,Plantago indica,Plantago arenaria,
113842,Angiospermes,Plantae,"Plantago coronopus L., 1753",3189739,42521,Plantago coronopus,Plantago coronopus,
113893,Angiospermes,Plantae,"Plantago lanceolata L., 1753",8208358,42541,Plantago lanceolata,Plantago lanceolata,
113904,Angiospermes,Plantae,"Plantago major L., 1753",3189767,42544,Plantago major,Plantago major,
113924,Angiospermes,Plantae,"Plantago ovata Forssk., 1775",3189723,42551,Plantago ovata,Plantago ovata,
113957,Angiospermes,Plantae,"Plantago sempervirens Crantz, 1766",7303117,42561,not_found,not_found,
114080,Angiospermes,Plantae,"Plumbago europaea L., 1753",4090052,70596,Plumbago europaea,Plumbago europaea,
114595,Angiospermes,Plantae,"Polygala vulgaris L., 1753 [nom. et typ. cons.]",3191374,43193,Polygala vulgaris,Polygala vulgaris,
114611,Angiospermes,Plantae,"Polygonatum multiflorum (L.) All., 1785",2770022,43204,Polygonatum multiflorum,Polygonatum multiflorum,
114612,Angiospermes,Plantae,"Polygonatum odoratum (Mill.) Druce, 1906",2770228,43205,Polygonatum odoratum,Polygonatum odoratum,
114658,Angiospermes,Plantae,"Polygonum aviculare L., 1753",7821030,43221,Polygonum aviculare,Polygonum aviculare,
115110,Angiospermes,Plantae,"Populus alba L., 1753",3040233,43493,Populus alba,Populus alba,
115145,Angiospermes,Plantae,"Populus nigra L., 1753",3040227,43519,Populus nigra,Populus nigra,
115156,Angiospermes,Plantae,"Populus tremula L., 1753",3040249,43532,Populus tremula,Populus tremula,
115215,Angiospermes,Plantae,"Portulaca oleracea L., 1753",3084719,43573,Portulaca oleracea,Portulaca oleracea,
115280,Angiospermes,Plantae,"Potamogeton natans L., 1753",5301147,43614,Potamogeton natans,Potamogeton natans,
115407,Angiospermes,Plantae,"Potentilla argentea L., 1753",8011540,43638,Potentilla argentea,not_found,
115470,Angiospermes,Plantae,"Potentilla erecta (L.) Raeusch., 1797",5365576,43663,Potentilla erecta,Potentilla erecta,
115624,Angiospermes,Plantae,"Potentilla reptans L., 1753",5367273,43716,Potentilla reptans,Potentilla reptans,
115813,Angiospermes,Plantae,"Prenanthes purpurea L., 1753",3090783,44013,not_found,not_found,
115865,Angiospermes,Plantae,"Primula elatior (L.) Hill, 1765",5414326,44042,Primula elatior,Primula elatior,
115868,Angiospermes,Plantae,"Primula farinosa L., 1753",7931979,44044,Primula farinosa,not_found,
115918,Angiospermes,Plantae,"Primula veris L., 1753",8377689,44078,Primula veris,Primula veris,
116012,Angiospermes,Plantae,"Prunella vulgaris L., 1753",5341297,44289,Prunella vulgaris,Prunella vulgaris,
116043,Angiospermes,Plantae,"Prunus avium (L.) L., 1755",3020791,44304,Prunus avium,Prunus avium,
116089,Angiospermes,Plantae,"Prunus laurocerasus L., 1753",3021496,44364,Prunus laurocerasus,Prunus laurocerasus,
116096,Angiospermes,Plantae,"Prunus mahaleb L., 1753",3022789,44371,Prunus mahaleb,Prunus mahaleb,
116109,Angiospermes,Plantae,"Prunus padus L., 1753",3021037,44388,Prunus padus,Prunus padus,
116142,Angiospermes,Plantae,"Prunus spinosa L., 1753",3023221,44422,Prunus spinosa,Prunus spinosa,
116392,Angiospermes,Plantae,"Pulicaria dysenterica (L.) Bernh., 1800",3095609,45023,Pulicaria dysenterica,Pulicaria dysenterica,
116407,Angiospermes,Plantae,"Pulmonaria affinis Jord., 1854",5660579,95079,not_found,not_found,
116416,Angiospermes,Plantae,"Pulmonaria longifolia (Bastard) Boreau, 1857",7294681,45036,Pulmonaria longifolia,not_found,
116422,Angiospermes,Plantae,"Pulmonaria officinalis L., 1753",5341204,45040,Pulmonaria officinalis,Pulmonaria officinalis,
116547,Angiospermes,Plantae,"Pyrola rotundifolia L., 1753",2888269,45189,Pyrola rotundifolia,Pyrola rotundifolia,
116574,Angiospermes,Plantae,"Pyrus communis L., 1753",5362573,45232,Pyrus communis,Pyrus communis,
116704,Angiospermes,Plantae,"Quercus ilex L., 1753 [nom. et typ. cons. prop.]",2879098,45402,Quercus ilex,Quercus ilex,
521658,Angiospermes,Plantae,"Quercus petraea (Matt.) Liebl., 1784",2880130,45457,Quercus petraea,Quercus petraea,
521658,Angiospermes,Plantae,"Quercus petraea (Matt.) Liebl., 1784",2880130,45457,Quercus petraea,Quercus petraea,
116751,Angiospermes,Plantae,"Quercus pubescens Willd., 1796 [nom. et typ. cons.]",2881283,45465,Quercus pubescens,Quercus pubescens,
116754,Angiospermes,Plantae,"Quercus pyrenaica Willd., 1805",2878826,45468,Quercus pyrenaica,not_found,
116759,Angiospermes,Plantae,"Quercus robur L., 1753",2878688,45470,Quercus robur,Quercus robur,
116876,Angiospermes,Plantae,"Ramonda myconi (L.) Rchb., 1831",5588846,95303,Ramonda myconi,not_found,
116903,Angiospermes,Plantae,"Ranunculus acris L., 1753",3033363,45587,Ranunculus acris,Ranunculus acris,
116952,Angiospermes,Plantae,"Ranunculus bulbosus L., 1753",3033329,45613,Ranunculus bulbosus,Ranunculus bulbosus,
117125,Angiospermes,Plantae,"Ranunculus montanus Willd., 1799",7456960,45679,not_found,not_found,
117201,Angiospermes,Plantae,"Ranunculus repens L., 1753",3033339,45737,Ranunculus repens,Ranunculus repens,
117224,Angiospermes,Plantae,"Ranunculus sceleratus L., 1753",3033374,45748,Ranunculus sceleratus,Ranunculus sceleratus,
117459,Angiospermes,Plantae,"Reseda luteola L., 1753",3040251,45915,Reseda luteola,Reseda luteola,
117503,Angiospermes,Plantae,"Reynoutria japonica Houtt., 1777",2889173,45956,Reynoutria japonica,Reynoutria japonica,
117530,Angiospermes,Plantae,"Rhamnus cathartica L., 1753",3039491,45983,Rhamnus cathartica,Rhamnus cathartica,
